schema_version,rule_version,source_artifact,source_sha256,dependency_bundle_id,dependency_bundle_json,stage,pool,condition,validity_status,interpretation_allowed,logical_task_id,ls_runtime_task_id,project_id,task_id,prediction_index,artifact_kind,prediction_selection_status,initialization_artifact_id,model_version,checkpoint_sha256,inference_config_sha256,preprocess_postprocess_sha256,prediction_payload_hash,prediction_result_present,provenance_status
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f6585300fb48d202c3f1c783f47e31b3eae84eb42977f7304db663612d70062f,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json"",""sha256"":""9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954""}]",C1,C1_anchor_all,manual,not_applicable,false,561,3182,66,561,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f6585300fb48d202c3f1c783f47e31b3eae84eb42977f7304db663612d70062f,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json"",""sha256"":""9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954""}]",C1,C1_anchor_all,manual,not_applicable,false,621,3183,66,621,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f6585300fb48d202c3f1c783f47e31b3eae84eb42977f7304db663612d70062f,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json"",""sha256"":""9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954""}]",C1,C1_anchor_all,manual,not_applicable,false,683,3184,66,683,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f6585300fb48d202c3f1c783f47e31b3eae84eb42977f7304db663612d70062f,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json"",""sha256"":""9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954""}]",C1,C1_anchor_all,manual,not_applicable,false,474,3185,66,474,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f6585300fb48d202c3f1c783f47e31b3eae84eb42977f7304db663612d70062f,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json"",""sha256"":""9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954""}]",C1,C1_anchor_all,manual,not_applicable,false,547,3186,66,547,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f6585300fb48d202c3f1c783f47e31b3eae84eb42977f7304db663612d70062f,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json"",""sha256"":""9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954""}]",C1,C1_anchor_all,manual,not_applicable,false,518,3187,66,518,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f6585300fb48d202c3f1c783f47e31b3eae84eb42977f7304db663612d70062f,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json"",""sha256"":""9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954""}]",C1,C1_anchor_all,manual,not_applicable,false,626,3188,66,626,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f6585300fb48d202c3f1c783f47e31b3eae84eb42977f7304db663612d70062f,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json"",""sha256"":""9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954""}]",C1,C1_anchor_all,manual,not_applicable,false,482,3189,66,482,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f6585300fb48d202c3f1c783f47e31b3eae84eb42977f7304db663612d70062f,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json"",""sha256"":""9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954""}]",C1,C1_anchor_all,manual,not_applicable,false,580,3190,66,580,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f6585300fb48d202c3f1c783f47e31b3eae84eb42977f7304db663612d70062f,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json"",""sha256"":""9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954""}]",C1,C1_anchor_all,manual,not_applicable,false,563,3191,66,563,,manual_or_no_prediction,missing,,,,,,,,not_applicable
