schema_version,rule_version,source_artifact,source_sha256,dependency_bundle_id,dependency_bundle_json,stage,pool,condition,validity_status,interpretation_allowed,logical_task_id,ls_runtime_task_id,project_id,task_id,prediction_index,artifact_kind,prediction_selection_status,initialization_artifact_id,model_version,checkpoint_sha256,inference_config_sha256,preprocess_postprocess_sha256,prediction_payload_hash,prediction_result_present,provenance_status
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f6585300fb48d202c3f1c783f47e31b3eae84eb42977f7304db663612d70062f,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json"",""sha256"":""9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954""}]",C1,C1_anchor_all,manual,not_applicable,false,557,3192,66,557,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json,9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954,f6585300fb48d202c3f1c783f47e31b3eae84eb42977f7304db663612d70062f,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\9f8b6051f52a_project-66-at-2026-07-23-11-47-c569aec7.json"",""sha256"":""9f8b6051f52a44a3e1a3bfdb9ce94d7b670f959a35e4c6fb4d3a7deb192f2954""}]",C1,C1_anchor_all,manual,not_applicable,false,558,3193,66,558,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,460,3194,67,460,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,473,3195,67,473,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,487,3196,67,487,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,700,3197,67,700,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,701,3198,67,701,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,542,3199,67,542,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,535,3200,67,535,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,695,3201,67,695,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,597,3202,67,597,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,710,3203,67,710,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,499,3204,67,499,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,528,3205,67,528,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,705,3206,67,705,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,613,3207,67,613,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,587,3208,67,587,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,603,3209,67,603,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,665,3210,67,665,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,652,3211,67,652,,manual_or_no_prediction,missing,,,,,,,,not_applicable
paper_a_vfinal_sidecar_v1,c1_canonical_evidence_v2,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\raw_snapshots\exports\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json,63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264,be6393dad79edfb51c6cfd8681919d30a0f26f020efdf4d1ad9a9177ea46407b,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\raw_snapshots\\exports\\63f4f8b2087f_project-67-at-2026-07-23-11-48-4ad2a7cf.json"",""sha256"":""63f4f8b2087fa1787f9fc7be6699310fdbd6e423c60b8ddf052fb3ba9eb29264""}]",C1,C1_core_all,manual,not_applicable,false,672,3212,67,672,,manual_or_no_prediction,missing,,,,,,,,not_applicable
