feature,stratum,excluded,reason,n_test
hohonet__legacy_current,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2
hohonet__legacy_current,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4
hohonet__legacy_current,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7
hohonet__legacy_current,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4
hohonet__legacy_current,无法判断,wc2JMjhGNzB,no_training_in_stratum,1
hohonet__legacy_current,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17
hohonet__legacy_current,通行与连接,B6ByNegPMKs,no_training_in_stratum,3
