feature,stratum,excluded,reason,n_test
semantic__main_text,储藏与家务辅助,uNb9QFRL6hY,no_training_in_stratum,2
semantic__main_text,复合／待定,e9zR4mvMWw7;wc2JMjhGNzB,no_training_in_stratum,4
semantic__main_text,工作与学习,uNb9QFRL6hY,no_training_in_stratum,7
semantic__main_text,开放复合空间,7y3sRwLe3Va,no_training_in_stratum,4
semantic__main_text,无法判断,wc2JMjhGNzB,no_training_in_stratum,1
semantic__main_text,起居与休闲,pa4otMbVnkk;uNb9QFRL6hY,no_training_in_stratum,17
semantic__main_text,通行与连接,B6ByNegPMKs,no_training_in_stratum,3
