image_id,building,condition,cut,scene,n_valid,n_modes,n_supported_modes,supported_mass,singleton_mass,largest_share,topology_disagreement,same_topology_between_mode_pair_fraction,within_mode_mean_d,between_mode_same_topology_mean_d,within_mode_median_d,within_mode_max_median_d,within_mode_macro_median_d,same_topology_median_d,mode_entropy,topology_entropy,supported_topologies,supported_minority_modes,same_topology_multimodality,n_observed,n_invalid,stages,contexts,imputed_responses,kind
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,jh4fc5c5qoQ,manual,0.1,厨房与用餐,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-A-RP,1,0,not_supported_multimodal
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,jh4fc5c5qoQ,manual,0.1,卧室,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-B,1,0,not_supported_multimodal
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,manual,0.1,厨房与用餐,3,1,1,1,0,1,0,0,0.0530568926734,,0.0622727873146,0.0622727873146,0.0622727873146,0.0622727873146,-0,-0,1,0,False,3,0,C2-A-RP;C2-B,2,0,not_supported_multimodal
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,manual,0.1,卫浴,3,1,1,1,0,1,0,0,0.0365043820124,,0.0396746590923,0.0396746590923,0.0396746590923,0.0396746590923,-0,-0,1,0,False,3,0,C2-A-RP;C2-B,2,0,not_supported_multimodal
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,0.1,卧室,6,2,2,1,0,0.5,0,0.6,0.0493695803505,0.0772023808995,0.0610239239447,0.0648221226155,0.0610239239447,0.0665414562367,1,-0,1,0,True,6,0,C2-A-RP;C2-B,3,0,same_point_only_multimodal
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV,manual,0.1,卫浴,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-A-RP,1,0,not_supported_multimodal
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV,manual,0.1,储藏与家务辅助,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-A-RP,1,0,not_supported_multimodal
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV,manual,0.1,通行与连接,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-B,1,0,not_supported_multimodal
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,jtcxE69GiFV,manual,0.1,卧室,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-A-RP,1,0,not_supported_multimodal
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV,manual,0.1,卫浴,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-A-RP;C2-B,2,0,not_supported_multimodal
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV,manual,0.1,卧室,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-B,1,0,not_supported_multimodal
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,manual,0.1,储藏与家务辅助,4,3,1,0.5,0.5,0.5,0.5,0.666666666667,0.0597262849979,0.119758428202,0.0597262849979,0.0597262849979,0.0597262849979,0.0959991146035,1.5,0.811278124459,1,0,False,4,0,C2-A-RP,1,0,not_supported_multimodal
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,manual,0.1,卧室,2,1,1,1,0,1,0,0,0.0549444806074,,0.0549444806074,0.0549444806074,0.0549444806074,0.0549444806074,-0,-0,1,0,False,2,0,C2-B,1,0,not_supported_multimodal
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV,manual,0.1,卧室,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-B,1,0,not_supported_multimodal
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,manual,0.1,起居与休闲,4,2,2,1,0,0.5,0.666666666667,0,0.0597197416014,,0.0597197416014,0.0637867206435,0.0597197416014,0.0597197416014,1,1,2,0,False,4,0,C2-A-RP;C2-B,3,0,different_point_only_multimodal
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,manual,0.1,起居与休闲,4,3,1,0.5,0.5,0.5,0.833333333333,0,0.0362415159279,,0.0362415159279,0.0362415159279,0.0362415159279,0.0362415159279,1.5,1.5,1,0,False,4,0,C2-A-RP;C2-B,3,0,not_supported_multimodal
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV,manual,0.1,通行与连接,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-A-RP,1,0,not_supported_multimodal
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV,manual,0.1,卧室,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-A-RP,1,0,not_supported_multimodal
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9,manual,0.1,卫浴,3,3,0,0,1,0.333333333333,1,,,,,,,,1.58496250072,1.58496250072,0,0,False,3,0,C2-B,1,0,not_supported_multimodal
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,manual,0.1,卫浴,6,1,1,1,0,1,0,0,0.0191802014332,,0.0189958136136,0.0189958136136,0.0189958136136,0.0189958136136,-0,-0,1,0,False,6,0,C2-A-RP;C2-B,3,0,not_supported_multimodal
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9,manual,0.1,卧室,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-A-RP,1,0,not_supported_multimodal
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9,manual,0.1,储藏与家务辅助,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,2,1,C2-A-RP,2,0,not_supported_multimodal
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,manual,0.1,卧室,3,2,1,0.666666666667,0.333333333333,0.666666666667,0,0.666666666667,0.044807415602,0.139329581793,0.044807415602,0.044807415602,0.044807415602,0.125805411163,0.918295834054,-0,1,0,False,3,0,C2-A-RP;C2-B,2,0,not_supported_multimodal
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,manual,0.1,通行与连接,5,1,1,1,0,1,0,0,0.0126872292311,,0.0126505084587,0.0126505084587,0.0126505084587,0.0126505084587,-0,-0,1,0,False,5,0,C2-A-RP;C2-B,3,0,not_supported_multimodal
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,pRbA3pwrgk9,manual,0.1,卧室,2,1,1,1,0,1,0,0,0.0627597208637,,0.0627597208637,0.0627597208637,0.0627597208637,0.0627597208637,-0,-0,1,0,False,2,0,C2-B,1,0,not_supported_multimodal
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,0.1,复合／待定,19,14,4,0.473684210526,0.526315789474,0.157894736842,0.53216374269,0.925,0.0568584173912,0.467765059996,0.0712184126782,0.0909819441009,0.0583546923643,0.493807408109,3.6818808028,1.5055213905,1,4,True,20,1,C2-B,1,0,same_point_only_multimodal
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,pRbA3pwrgk9,manual,0.1,储藏与家务辅助,2,1,1,1,0,1,0,0,0.0737170388594,,0.0737170388594,0.0737170388594,0.0737170388594,0.0737170388594,-0,-0,1,0,False,2,0,C2-B,1,0,not_supported_multimodal
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9,manual,0.1,卫浴,2,2,0,0,1,0.5,0,1,,0.249191203571,,,,0.249191203571,1,-0,0,0,False,2,0,C2-B,1,0,not_supported_multimodal
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9,manual,0.1,卫浴,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-B,1,0,not_supported_multimodal
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk,manual,0.1,起居与休闲,2,1,1,1,0,1,0,0,0,,0,0,0,0,-0,-0,1,0,False,2,0,C2-B,1,0,not_supported_multimodal
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk,manual,0.1,通行与连接,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-B,1,0,not_supported_multimodal
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk,manual,0.1,卧室,2,1,1,1,0,1,0,0,0.0565099131575,,0.0565099131575,0.0565099131575,0.0565099131575,0.0565099131575,-0,-0,1,0,False,2,0,C2-B,1,0,not_supported_multimodal
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk,manual,0.1,厨房与用餐,3,2,1,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0,0.0676850255907,,0.0676850255907,0.0676850255907,0.0676850255907,0.0676850255907,0.918295834054,0.918295834054,1,0,False,3,0,C2-A-RP;C2-B,2,0,not_supported_multimodal
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk,manual,0.1,卧室,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-A-RP,1,0,not_supported_multimodal
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,manual,0.1,"复合／待定  , 厨房 客厅",6,6,0,0,1,0.166666666667,0.8,1,,0.207003393315,,,,0.176820810761,2.58496250072,1.79248125036,0,0,False,6,0,C2-A-RP;C2-B,3,0,not_supported_multimodal
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,manual,0.1,起居与休闲,3,2,1,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0,0.0429611475528,,0.0429611475528,0.0429611475528,0.0429611475528,0.0429611475528,0.918295834054,0.918295834054,1,0,False,3,0,C2-A-RP;C2-B,2,0,not_supported_multimodal
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk,manual,0.1,起居与休闲,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-A-RP,1,0,not_supported_multimodal
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,pa4otMbVnkk,manual,0.1,厨房与用餐,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-A-RP,1,0,not_supported_multimodal
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,pa4otMbVnkk,manual,0.1,厨房与用餐,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-A-RP,1,0,not_supported_multimodal
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,pa4otMbVnkk,manual,0.1,卫浴,1,1,0,0,1,1,,,,,,,,,-0,-0,0,0,False,1,0,C2-A-RP,1,0,not_supported_multimodal
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,manual,0.1,卧室,5,2,1,0.8,0.2,0.8,0,0.4,0.0477686622542,0.100941955174,0.0504209503578,0.0504209503578,0.0504209503578,0.0650386102865,0.721928094887,-0,1,0,False,5,0,C1,1,0,not_supported_multimodal
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,semi,0.1,卧室,4,4,0,0,1,0.25,1,,,,,,,,2,2,0,0,False,4,0,C1,1,0,not_supported_multimodal
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,0.1,通行与连接,24,1,1,1,0,1,0,0,0.034995286784,,0.0336899296955,0.0336899296955,0.0336899296955,0.0336899296955,-0,-0,1,0,False,24,0,P1,1,0,not_supported_multimodal
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual,0.1,卫浴,5,3,1,0.6,0.4,0.6,0.4,0.5,0.0548229572269,0.369453903727,0.0566005613784,0.0566005613784,0.0566005613784,0.21965072902,1.37095059445,0.721928094887,1,0,False,5,0,C1,1,0,not_supported_multimodal
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,manual,0.1,卫浴,3,3,0,0,1,0.333333333333,1,,,,,,,,1.58496250072,1.58496250072,0,0,False,5,2,C1,1,0,not_supported_multimodal
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,0.1,卧室,5,1,1,1,0,1,0,0,0.0420612903028,,0.0366647143508,0.0366647143508,0.0366647143508,0.0366647143508,-0,-0,1,0,False,5,0,C1,1,0,not_supported_multimodal
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,0.1,卧室,6,1,1,1,0,1,0,0,0.0357571176283,,0.0410235926583,0.0410235926583,0.0410235926583,0.0410235926583,-0,-0,1,0,False,6,0,C1,1,0,not_supported_multimodal
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,0.1,卧室,4,2,1,0.75,0.25,0.75,0.5,0,0.0589059887011,,0.056516606274,0.056516606274,0.056516606274,0.056516606274,0.811278124459,0.811278124459,1,0,False,4,0,C1,1,0,not_supported_multimodal
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,0.1,通行与连接,24,17,5,0.5,0.5,0.166666666667,0.869565217391,0.722222222222,0.0564959690411,0.197512746041,0.0715907405979,0.0922206821194,0.0642787847321,0.110279833583,3.91829583405,2.75686654318,4,5,True,24,0,P1,1,1,mixed_point_and_geometry_multimodal
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,0.1,卧室,24,4,3,0.958333333333,0.0416666666667,0.75,0.159420289855,0.323275862069,0.0205304389806,0.083165647981,0.0166002695116,0.0644747480192,0.0270250058436,0.0294070021629,1.17606510372,0.413816850304,2,2,True,24,0,P1,1,0,mixed_point_and_geometry_multimodal
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,0.1,卧室,5,2,1,0.8,0.2,0.8,0.4,0,0.0574343696427,,0.0548308668382,0.0548308668382,0.0548308668382,0.0548308668382,0.721928094887,0.721928094887,1,0,False,5,0,C1,1,0,not_supported_multimodal
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,0.1,卧室,3,1,1,1,0,1,0,0,0.011878150627,,0.0178172259405,0.0178172259405,0.0178172259405,0.0178172259405,-0,-0,1,0,False,5,2,C1,1,0,not_supported_multimodal
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,0.1,卫浴,24,2,2,1,0,0.916666666667,0,0.159420289855,0.0400387543691,0.0960999974523,0.0393240211776,0.089670517843,0.0644783260051,0.0437324790207,0.413816850304,-0,1,1,True,24,0,P1,1,0,same_point_only_multimodal
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,manual,0.1,厨房与用餐,6,2,1,0.833333333333,0.166666666667,0.833333333333,0,0.333333333333,0.0590405438026,0.483238439025,0.0689807813785,0.0689807813785,0.0689807813785,0.0771836616959,0.650022421648,-0,1,0,False,6,0,C1,1,0,not_supported_multimodal
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,manual,0.1,卧室,5,2,1,0.8,0.2,0.8,0.4,0,0.0213427132784,,0.0210876417382,0.0210876417382,0.0210876417382,0.0210876417382,0.721928094887,0.721928094887,1,0,False,5,0,C1,1,0,not_supported_multimodal
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,manual,0.1,起居与休闲,5,5,0,0,1,0.2,1,,,,,,,,2.32192809489,2.32192809489,0,0,False,5,0,C1,1,0,not_supported_multimodal
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,0.1,卫浴,24,4,2,0.916666666667,0.0833333333333,0.541666666667,0.163043478261,0.506493506494,0.0451284858636,0.0694282939084,0.042959594601,0.0589348709902,0.0508326975787,0.0540764384556,1.39183577785,0.497150183637,1,0,True,24,0,P1,1,0,same_point_only_multimodal
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,manual,0.1,卧室,5,2,1,0.8,0.2,0.8,0.4,0,0.0397713733724,,0.0396132353585,0.0396132353585,0.0396132353585,0.0396132353585,0.721928094887,0.721928094887,1,0,False,5,0,C1,1,0,not_supported_multimodal
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,0.1,卫浴,23,2,2,1,0,0.913043478261,0.166007905138,0,0.0262293034898,,0.0212102660422,0.0432772986405,0.0322128885115,0.0212102660422,0.426228656998,0.426228656998,2,1,False,23,0,C1,1,0,different_point_only_multimodal
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,manual,0.1,卫浴,5,3,2,0.8,0.2,0.4,0.8,0,0.0689065641553,,0.0689065641553,0.069048027704,0.0689065641553,0.0689065641553,1.52192809489,1.52192809489,2,0,False,5,0,C1,1,0,different_point_only_multimodal
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,0.1,卫浴,24,11,3,0.666666666667,0.333333333333,0.458333333333,0.760869565217,0.106060606061,0.0411757999039,0.130181374624,0.049070778639,0.0717836868317,0.0513994494898,0.049401991035,2.71793602959,2.30126936292,3,2,False,24,0,P1,1,0,different_point_only_multimodal
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,0.1,卫浴,24,3,2,0.958333333333,0.0416666666667,0.833333333333,0.300724637681,0,0.0329635657302,,0.0276600046382,0.0277776000102,0.0277188023242,0.0276600046382,0.785235442392,0.785235442392,2,1,False,24,0,P1,1,0,different_point_only_multimodal
rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,manual,0.1,通行与连接,5,1,1,1,0,1,0,0,0.0338540169505,,0.0258667891908,0.0258667891908,0.0258667891908,0.0258667891908,-0,-0,1,0,False,5,0,C1,1,0,not_supported_multimodal
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,0.1,卧室,23,3,2,0.95652173913,0.0434782608696,0.782608695652,0.0869565217391,0.311688311688,0.0463630239125,0.0816505534546,0.0429578969865,0.0536617661928,0.0483098315897,0.0548746518106,0.912316302754,0.258018668665,1,1,True,23,0,C1,1,0,same_point_only_multimodal
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,manual,0.1,卫浴,6,3,2,0.833333333333,0.166666666667,0.5,0.733333333333,0,0.0118836423866,,0.00750496760897,0.0286026287575,0.0170787433364,0.00750496760897,1.45914791703,1.45914791703,2,0,False,6,0,C1,1,0,different_point_only_multimodal
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,0.1,卫浴,22,9,3,0.727272727273,0.272727272727,0.409090909091,0.722943722944,0.296875,0.0312459374975,0.161393056269,0.0341478726541,0.0341478726541,0.0220906041124,0.0504672142788,2.58287650431,1.93743418885,3,2,False,24,2,P1,1,0,different_point_only_multimodal
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,0.1,通行与连接,24,2,2,1,0,0.916666666667,0.159420289855,0,0.0400936394596,,0.0388149909178,0.0591996017842,0.0489360408802,0.0388149909178,0.413816850304,0.413816850304,2,1,False,24,0,P1,1,0,different_point_only_multimodal
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,0.1,卫浴,22,17,1,0.272727272727,0.727272727273,0.272727272727,0.822510822511,0.634146341463,0.0530693945679,0.174859003472,0.0561143833346,0.0561143833346,0.0561143833346,0.126127869842,3.75444184571,2.56808432434,1,0,False,24,2,P1,1,0,not_supported_multimodal
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,0.1,卫浴,24,7,4,0.875,0.125,0.375,0.163043478261,0.753246753247,0.0395609863687,0.150117516562,0.0392543980588,0.0474004164585,0.032310977747,0.0884254912035,2.34543725231,0.497150183637,1,1,True,24,0,P1,1,0,same_point_only_multimodal
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,0.1,卧室,23,4,3,0.95652173913,0.0434782608696,0.782608695652,0,0.387351778656,0.032824295222,0.114782914463,0.0305360896987,0.0963128855836,0.0672790611337,0.0401137607692,1.08622934623,-0,1,2,True,23,0,C1,1,0,same_point_only_multimodal
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.1,卫浴,24,14,5,0.625,0.375,0.166666666667,0.731884057971,0.77027027027,0.0428152427355,0.180927458822,0.0453387964541,0.067340082205,0.0464532601716,0.145413113102,3.5535088548,1.98420100982,4,5,True,24,0,P1,1,0,mixed_point_and_geometry_multimodal
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.1,卫浴,23,14,6,0.652173913043,0.347826086957,0.217391304348,0.758893280632,0.754098360656,0.0537247952859,0.147246736727,0.0466278754968,0.095935478153,0.0689614859212,0.132641151843,3.58401237021,2.13505339216,3,5,True,23,0,C1,1,0,mixed_point_and_geometry_multimodal
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual,0.1,卫浴,5,3,1,0.6,0.4,0.6,0.7,0,0.0484124622774,,0.0726186934161,0.0726186934161,0.0726186934161,0.0726186934161,1.37095059445,1.37095059445,1,0,False,5,0,C1,1,0,not_supported_multimodal
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual,0.1,卧室,5,4,1,0.4,0.6,0.4,0.7,0.666666666667,0.0627485123536,0.138878495085,0.0627485123536,0.0627485123536,0.0627485123536,0.117986875228,1.92192809489,1.37095059445,1,0,False,5,0,C1,1,0,not_supported_multimodal
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual,0.1,通行与连接,5,3,2,0.8,0.2,0.4,0.6,0.5,0.0434831964444,0.187053205913,0.0434831964444,0.0688188096166,0.0434831964444,0.127532649391,1.52192809489,0.970950594455,2,0,False,5,0,C1,1,0,different_point_only_multimodal
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,manual,0.1,通行与连接,6,2,2,1,0,0.5,0,0.6,0.0284912391114,0.135620928343,0.0302654480309,0.0395532464483,0.0329133866179,0.121583853278,1,-0,1,0,True,6,0,C1,1,0,same_point_only_multimodal
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,semi,0.1,通行与连接,4,3,1,0.5,0.5,0.5,0.5,0.666666666667,0.00701130918398,0.163925292362,0.00701130918398,0.00701130918398,0.00701130918398,0.160983992041,1.5,0.811278124459,1,0,False,4,0,C1,1,0,not_supported_multimodal
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,manual,0.1,起居与休闲,5,2,1,0.8,0.2,0.8,0.4,0,0.031454871035,,0.0312724166825,0.0312724166825,0.0312724166825,0.0312724166825,0.721928094887,0.721928094887,1,0,False,5,0,C1,1,0,not_supported_multimodal
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,semi,0.1,起居与休闲,4,2,1,0.75,0.25,0.75,0.5,0,0,,0,0,0,0,0.811278124459,0.811278124459,1,0,False,4,0,C1,1,0,not_supported_multimodal
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,0.1,卧室,5,2,1,0.8,0.2,0.8,0,0.4,0.0363566059166,0.169927901406,0.0381594092811,0.0381594092811,0.0381594092811,0.0464576800103,0.721928094887,-0,1,0,False,5,0,C1,1,0,not_supported_multimodal
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,semi,0.1,卧室,5,2,1,0.8,0.2,0.8,0.4,0,0.0302811407999,,0.0305659695118,0.0305659695118,0.0305659695118,0.0305659695118,0.721928094887,0.721928094887,1,0,False,5,0,C1,1,0,not_supported_multimodal
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,0.1,起居与休闲,23,6,4,0.913043478261,0.0869565217391,0.391304347826,0.624505928854,0.357894736842,0.0361314971232,0.0948713077704,0.0397319751544,0.0538553302245,0.0460178699526,0.0517752205726,2.13505339216,1.52271195568,3,2,True,23,0,C1,1,0,mixed_point_and_geometry_multimodal
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,0.1,卫浴,23,10,4,0.739130434783,0.260869565217,0.304347826087,0.624505928854,0.6,0.0539550077994,0.105041529709,0.0491924691421,0.0889323234791,0.0471383143091,0.0895268154605,2.82089850133,1.52271195568,2,2,True,24,1,P1,1,1,mixed_point_and_geometry_multimodal
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.1,卫浴,23,8,5,0.869565217391,0.130434782609,0.217391304348,0.845849802372,0.205128205128,0.0441393180499,0.231467350367,0.0374580861185,0.0808143454295,0.0501497810825,0.0503063482819,2.76858247881,2.45470069843,5,4,False,23,0,C1,1,0,different_point_only_multimodal
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual,0.1,厨房与用餐,6,3,1,0.666666666667,0.333333333333,0.666666666667,0.333333333333,0.4,0.0198895393095,0.245845214614,0.0199225041672,0.0199225041672,0.0199225041672,0.0367669139924,1.25162916739,0.650022421648,1,0,False,6,0,C1,1,0,not_supported_multimodal
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,manual,0.1,通行与连接,6,1,1,1,0,1,0,0,0.0188100368245,,0.0201068604403,0.0201068604403,0.0201068604403,0.0201068604403,-0,-0,1,0,False,6,0,C1,1,0,not_supported_multimodal
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,semi,0.1,通行与连接,4,3,1,0.5,0.5,0.5,0,0.833333333333,0.0581749247813,0.114663769586,0.0581749247813,0.0581749247813,0.0581749247813,0.11324321723,1.5,-0,1,0,False,4,0,C1,1,0,not_supported_multimodal
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,0.1,储藏与家务辅助,24,5,2,0.875,0.125,0.791666666667,0.163043478261,0.255411255411,0.0199389303647,0.101051857637,0.0158365386176,0.0798762161183,0.0478563773679,0.0225465088186,1.13868655258,0.497150183637,1,1,True,24,0,P1,1,0,same_point_only_multimodal
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.1,卫浴,23,11,5,0.739130434783,0.260869565217,0.217391304348,0.837944664032,0.439024390244,0.0493029118652,0.144539519951,0.060917625066,0.0772493444338,0.0629061383206,0.073254307643,3.17054389176,2.42622147964,5,4,False,23,0,C1,1,0,different_point_only_multimodal
