condition,image_a,image_b,n_a,n_b,point_disagreement_a,point_disagreement_b,modes_a,modes_b,geometry_a,geometry_b,late_novelty_a,late_novelty_b,late_novelty_gap
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,5,6,0,0,1,2,0.0910591231823,0.121583853278,0.195,0.0333333333333,0.161666666667
manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,5,5,0.4,0.4,1,1,0.0626401137484,0.21965072902,0.22,0.38,0.16
semi,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,24,24,0.289855072464,0.300724637681,3,3,0.0569505314899,0.049745027015,0.0183333333333,0.1775,0.159166666667
manual,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,23,23,0.810276679842,0.826086956522,6,6,0.104060511475,0.123682529476,0.227272727273,0.384545454545,0.157272727273
manual,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,6,5,0,0,3,1,0.461393843429,0.0464576800103,0.103333333333,0.255,0.151666666667
manual,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,5,6,0,0,1,1,0.0126505084587,0.0771836616959,0,0.15,0.15
manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,5,6,0,0,1,1,0.0481958237761,0.0771836616959,0,0.15,0.15
manual,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,6,6,0,0,2,1,0.0665414562367,0.0771836616959,0,0.15,0.15
manual,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,6,6,0,0,1,1,0.0189958136136,0.0771836616959,0,0.15,0.15
manual,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,6,6,0,0,1,1,0.051944120064,0.0771836616959,0,0.15,0.15
manual,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,5,6,0,0,1,1,0.0439571090047,0.0771836616959,0,0.15,0.15
manual,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,5,6,0,0,1,1,0.0669165717656,0.0771836616959,0,0.15,0.15
manual,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,6,5,0,0,1,1,0.0771836616959,0.0400614968018,0.15,0,0.15
manual,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,5,6,0,0,1,1,0.0366647143508,0.0771836616959,0,0.15,0.15
manual,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,6,5,0,0,1,1,0.0771836616959,0.0571450026793,0.15,0,0.15
manual,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,6,5,0,0,1,1,0.0771836616959,0.0694818849504,0.15,0,0.15
manual,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,6,5,0,0,1,1,0.0771836616959,0.0198905077281,0.15,0,0.15
manual,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,6,6,0,0,1,1,0.0771836616959,0.0618473109561,0.15,0,0.15
manual,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,6,6,0,0,1,1,0.0410235926583,0.0771836616959,0,0.15,0.15
manual,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,rPc6DW4iMge_4350d36797324601adba7351d09602d2,6,5,0,0,1,1,0.0771836616959,0.0258667891908,0.15,0,0.15
manual,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,6,6,0,0,1,1,0.0771836616959,0.0201068604403,0.15,0,0.15
