condition,axis,n_people,composition_a,composition_b,measure,n,groups,delta,lo,hi,group_macro
semi,T,8,mixed_axis,lower_axis,p_tail,17,9,0.170588235294,-0.0355555555556,0.410513392857,0.187222222222
semi,T,8,mixed_axis,lower_axis,late_new,17,9,-0.0553921568627,-0.119696969697,-0.0149122807018,-0.069537037037
semi,T,8,mixed_axis,random_same_panel,point_count_disagreement,18,10,-0.00487433862434,-0.0664943181818,0.024167989418,-0.032119047619
semi,T,8,mixed_axis,random_same_panel,singleton_mass,18,10,-0.0512400793651,-0.143683035714,0.000645461309524,-0.0795669642857
semi,T,8,mixed_axis,random_same_panel,within_mode_median,18,10,-0.00808484466425,-0.0144618403499,-0.00392210504262,-0.00994506376086
semi,T,8,mixed_axis,random_same_panel,mode_entropy,18,10,-0.205614621608,-0.475929493333,-0.044605117899,-0.327827487279
semi,T,8,mixed_axis,random_same_panel,n_supported_modes,18,10,-0.0138888888889,-0.265105769231,0.26786525974,-0.0185
semi,T,8,mixed_axis,random_same_panel,p_early7,17,9,-0.000882352941176,-0.133447733918,0.281077564103,0.091037037037
semi,T,8,mixed_axis,random_same_panel,p_by19,17,9,-0.000882352941176,-0.133447733918,0.281077564103,0.091037037037
semi,T,8,mixed_axis,random_same_panel,p_tail,17,9,0.0962745098039,-0.0197158394608,0.347711538462,0.173814814815
semi,T,8,mixed_axis,random_same_panel,late_new,17,9,-0.0400557040998,-0.130512152778,0.0091612277668,-0.0658543771044
semi,T,10,lower_axis,higher_axis,point_count_disagreement,18,10,0.0228395061728,-0.123561507937,0.128110754986,-0.0174722222222
semi,T,10,lower_axis,higher_axis,singleton_mass,18,10,-0.00740740740741,-0.0897054334554,0.0521450617284,-0.0291111111111
semi,T,10,lower_axis,higher_axis,within_mode_median,18,10,0.00195700905956,-0.00214469393328,0.00865533219474,0.00450558096435
semi,T,10,lower_axis,higher_axis,mode_entropy,18,10,0.0137714032782,-0.538434858266,0.362929838228,-0.17481627948
semi,T,10,lower_axis,higher_axis,n_supported_modes,18,10,0,-0.461538461538,0.238095238095,-0.135
semi,T,10,lower_axis,higher_axis,p_early7,15,9,-0.0133333333333,-0.174533023736,0.237072649573,0.0530864197531
semi,T,10,lower_axis,higher_axis,p_by19,15,9,0.0133333333333,-0.217948717949,0.366666666667,0.0938271604938
semi,T,10,lower_axis,higher_axis,p_tail,15,9,-0.0133333333333,-0.174533023736,0.237072649573,0.0530864197531
semi,T,10,lower_axis,higher_axis,late_new,15,9,-0.00533333333333,-0.0900166666667,0.0440041666667,-0.0207407407407
semi,T,10,mixed_axis,lower_axis,point_count_disagreement,18,10,0.0283950617284,-0.0306878306878,0.114659090909,0.0486388888889
semi,T,10,mixed_axis,lower_axis,singleton_mass,18,10,0.0166666666667,-0.011873015873,0.0600138888889,0.0279444444444
semi,T,10,mixed_axis,lower_axis,within_mode_median,18,10,0.00212431063858,-0.00606997184639,0.00752201272891,-0.00092208220053
semi,T,10,mixed_axis,lower_axis,mode_entropy,18,10,0.0855156309891,-0.112142839116,0.369456488538,0.146830643425
semi,T,10,mixed_axis,lower_axis,n_supported_modes,18,10,0.0555555555556,-0.2,0.416776315789,0.08
semi,T,10,mixed_axis,lower_axis,p_early7,15,9,-0.0777777777778,-0.247222222222,0.0389015151515,-0.109259259259
semi,T,10,mixed_axis,lower_axis,p_by19,15,9,-0.117777777778,-0.378718253968,0.127285353535,-0.128086419753
semi,T,10,mixed_axis,lower_axis,p_tail,15,9,-0.0777777777778,-0.247222222222,0.0389015151515,-0.109259259259
semi,T,10,mixed_axis,lower_axis,late_new,15,9,0.0275555555556,-0.0115189393939,0.0722277777778,0.0304938271605
semi,T,10,mixed_axis,random_same_panel,point_count_disagreement,18,10,-0.00259479717813,-0.0645305413832,0.0351636537331,-0.0248761904762
semi,T,10,mixed_axis,random_same_panel,singleton_mass,18,10,-0.00374228395062,-0.061442958734,0.0372952123751,-0.0216055555556
semi,T,10,mixed_axis,random_same_panel,within_mode_median,18,10,-0.0003699452269,-0.00540488269699,0.00357794603714,-0.0014194128793
semi,T,10,mixed_axis,random_same_panel,mode_entropy,18,10,-0.0699404748698,-0.281759474393,0.0497116871039,-0.183874715181
semi,T,10,mixed_axis,random_same_panel,n_supported_modes,18,10,-0.0722222222222,-0.385294117647,0.212520833333,-0.125
semi,T,10,mixed_axis,random_same_panel,p_early7,16,9,-0.0489022435897,-0.135059171598,0.105997474747,-0.00176400759734
semi,T,10,mixed_axis,random_same_panel,p_by19,16,9,-0.0835977564103,-0.265355892505,0.174779220779,-0.0241866096866
semi,T,10,mixed_axis,random_same_panel,p_tail,16,9,-0.0489022435897,-0.135059171598,0.105997474747,-0.00176400759734
semi,T,10,mixed_axis,random_same_panel,late_new,16,9,0.0159855769231,-0.0318909090909,0.0478919206954,0.00448869895537
