image_id,building,condition,axis,n_people,distinct_grades,p_early_min,p_early_max,modes_min,modes_max,singleton_min,singleton_max,actual_unique_subsets
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,T,10,2,0,0,2,4,0.1,0.5,20
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,Q,4,2,0,1,1,1,0,0.5,20
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,Q,6,2,0,1,1,2,0,0.333333333333,20
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,Q,8,2,0,1,1,2,0,0.25,20
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,Q,10,2,0,0.666666666667,1,2,0,0.2,20
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,Q,12,2,0,0.333333333333,1,3,0,0.166666666667,20
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,T,4,2,0,1,1,2,0,0.5,20
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,T,6,2,0,1,1,2,0,0.333333333333,20
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,T,8,2,0,1,1,2,0,0.25,20
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,T,10,3,0,1,1,3,0,0.2,20
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,Q,4,2,0,1,1,1,0,0.5,19
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,Q,6,2,0,1,1,2,0,0.333333333333,20
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,Q,8,1,0,0,1,2,0,0.5,20
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,Q,10,2,0,0.733333333333,1,2,0,0.333333333333,20
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,Q,12,2,0,0.566666666667,1,2,0,0.363636363636,20
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,T,4,2,0,1,0,2,0,1,20
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,T,6,2,0,1,1,2,0,0.5,20
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,T,8,1,0,0.733333333333,1,2,0,0.428571428571,20
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,T,10,4,0,1,1,2,0,0.4,20
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,Q,4,1,0,0,0,1,0.25,1,19
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,Q,6,1,0,0,0,2,0.333333333333,1,20
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,Q,8,1,0,0,0,2,0.428571428571,1,20
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,Q,10,2,0,0,0,4,0.2,1,20
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,T,4,1,0,0,0,1,0.333333333333,1,20
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,T,6,1,0,0,0,1,0.6,1,20
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,T,8,1,0,0,0,3,0.25,1,20
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,T,10,2,0,0,0,4,0.2,1,20
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,Q,4,1,1,1,1,1,0,0,20
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,Q,6,1,1,1,1,1,0,0,20
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,Q,8,1,1,1,1,1,0,0,20
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,Q,10,1,1,1,1,1,0,0,20
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,Q,12,1,1,1,1,1,0,0,20
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,T,4,2,0.666666666667,1,1,1,0,0,20
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,T,6,1,1,1,1,1,0,0,20
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,T,8,1,1,1,1,1,0,0,20
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,T,10,1,1,1,1,1,0,0,20
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,Q,4,1,0,0,0,1,0.25,1,20
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,Q,6,1,0,0,0,1,0.5,1,20
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,Q,8,1,0,0,0,2,0.5,1,20
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,Q,10,1,0,0,0,3,0.3,1,20
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,Q,12,1,0,0,1,4,0.25,0.833333333333,20
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,T,4,1,0,0,0,2,0,1,20
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,T,6,1,0,0,0,1,0.666666666667,1,20
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,T,8,1,0,0,0,1,0.625,1,20
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,T,10,1,0,0,0,3,0.4,1,20
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,Q,4,2,0,1,1,1,0,0.25,20
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,Q,6,2,0,1,1,1,0,0.333333333333,20
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,Q,8,2,0,1,1,3,0,0.375,20
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,Q,10,3,0,1,1,2,0,0.3,20
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,Q,12,2,0,0.5,1,2,0,0.166666666667,20
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,T,4,2,0,1,1,1,0,0.25,20
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,T,6,2,0,1,1,2,0,0.333333333333,20
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,T,8,2,0,1,1,2,0,0.25,20
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,T,10,3,0,1,1,3,0,0.2,20
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,Q,4,2,0,1,1,1,0,0.25,20
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,Q,6,2,0,1,1,1,0,0.166666666667,20
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,Q,8,2,0,1,1,1,0,0.125,20
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,Q,10,3,0,1,1,2,0,0.1,20
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,Q,12,3,0,1,1,2,0,0.0833333333333,20
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,T,4,2,0,1,1,1,0,0.25,20
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,T,6,2,0,1,1,2,0,0.166666666667,20
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,T,8,2,0,1,1,2,0,0.125,20
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,T,10,3,0.266666666667,1,1,2,0,0.1,20
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,Q,4,2,0,1,1,1,0,0.5,20
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,Q,6,2,0,1,1,2,0,0.5,20
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,Q,8,2,0,1,1,2,0,0.375,20
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,Q,10,3,0,1,1,2,0,0.3,20
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,Q,12,3,0,0.666666666667,1,2,0,0.25,20
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,T,4,2,0,1,1,1,0,0.25,20
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,T,6,2,0,1,1,2,0,0.333333333333,20
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,T,8,2,0,1,1,2,0,0.375,20
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,T,10,4,0,1,1,2,0,0.4,20
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,Q,4,2,0,1,1,1,0,0.25,20
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,Q,6,2,0,1,1,2,0,0.166666666667,20
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,Q,8,2,0,1,1,2,0,0.125,20
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,Q,10,3,0.333333333333,1,1,2,0,0.1,20
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,T,4,2,0,1,1,1,0,0.25,20
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,T,6,2,0,1,1,2,0,0.166666666667,20
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,T,8,2,0,1,1,1,0,0.125,20
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,T,10,3,0.333333333333,1,1,2,0,0.1,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,Q,4,2,0,1,0,2,0,1,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,Q,6,1,0,0,0,2,0.166666666667,1,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,Q,8,1,0,0,1,2,0.25,0.75,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,Q,10,3,0,0.333333333333,1,3,0.1,0.5,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,Q,12,2,0,0,1,3,0.166666666667,0.583333333333,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,T,4,1,0,0,0,1,0.25,1,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,T,6,1,0,0,0,2,0.166666666667,1,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,T,8,1,0,0,1,2,0.25,0.75,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,T,10,2,0,0,1,3,0.2,0.7,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,Q,4,2,0,1,1,1,0,0.25,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,Q,6,2,0,1,1,2,0,0.333333333333,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,Q,8,2,0,1,1,2,0,0.25,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,Q,10,3,0,0.8,1,2,0,0.2,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,Q,12,2,0,0.733333333333,1,2,0,0.166666666667,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,T,4,2,0,1,1,2,0,0.5,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,T,6,2,0,1,1,2,0,0.333333333333,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,T,8,2,0,1,1,2,0,0.25,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,T,10,3,0,1,1,2,0,0.2,20
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,Q,4,2,0,1,1,1,0,0.5,20
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,Q,6,2,0,1,1,2,0,0.166666666667,20
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,Q,8,2,0,1,1,2,0,0.25,20
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,Q,10,3,0,1,1,2,0,0.2,20
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,T,4,2,0,1,1,1,0,0.25,20
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,T,6,2,0,1,1,1,0,0.333333333333,20
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,T,8,2,0,1,1,2,0,0.25,20
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,T,10,3,0,1,1,2,0,0.2,20
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,Q,4,1,0,0,0,2,0,1,20
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,Q,6,1,0,0,0,2,0.166666666667,1,20
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,Q,8,1,0,0,1,3,0,0.75,20
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,Q,10,2,0,0,1,3,0.111111111111,0.555555555556,20
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,Q,12,2,0,0,1,3,0.0909090909091,0.5,20
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,T,4,1,0,0,0,2,0,1,20
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,T,6,1,0,0,0,2,0.2,1,20
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,T,8,1,0,0,1,3,0,0.666666666667,20
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,T,10,2,0,0,1,3,0.111111111111,0.6,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,Q,4,2,0,1,1,1,0,0.25,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,Q,6,2,0,1,1,2,0,0.166666666667,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,Q,8,2,0,1,1,2,0,0.125,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,Q,10,3,0.333333333333,1,1,2,0,0.1,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,Q,12,2,0,1,1,2,0,0.0833333333333,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,T,4,2,0,1,1,1,0,0.25,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,T,6,2,0,1,1,2,0,0.166666666667,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,T,8,2,0,1,1,2,0,0.125,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,T,10,3,0.333333333333,1,1,2,0,0.1,20
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,Q,4,1,0,0,0,1,0.333333333333,1,20
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,Q,6,1,0,0,0,1,0.4,1,20
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,Q,8,1,0,0,0,1,0.333333333333,1,20
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,Q,10,2,0,0,0,1,0.5,1,20
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,Q,12,2,0,0,0,1,0.454545454545,1,20
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,T,4,1,0,0,0,1,0.5,1,20
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,T,6,1,0,0,0,1,0.4,1,20
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,T,8,1,0,0,0,1,0.571428571429,1,20
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,T,10,2,0,0,0,1,0.444444444444,1,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,Q,4,2,0,1,1,2,0,0.5,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,Q,6,2,0,0.8,1,2,0,0.333333333333,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,Q,8,2,0,1,1,3,0,0.5,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,Q,10,3,0,0.3,1,3,0,0.4,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,Q,12,3,0,0.1,2,3,0,0.25,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,T,4,2,0,1,0,1,0,1,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,T,6,2,0,0.833333333333,1,2,0,0.5,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,T,8,2,0,0.933333333333,1,3,0,0.375,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,T,10,3,0,0.366666666667,1,3,0,0.4,20
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,Q,4,2,0,1,1,1,0,0.5,20
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,Q,6,2,0,1,1,1,0,0.5,20
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,Q,8,2,0,1,1,2,0,0.25,20
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,Q,10,3,0,1,1,2,0,0.3,20
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,T,4,2,0,1,1,1,0,0.5,20
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,T,6,2,0,1,1,1,0,0.333333333333,20
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,T,8,2,0,1,1,2,0,0.25,20
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,T,10,3,0,1,1,2,0,0.2,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,Q,4,1,0,0,0,1,0.5,1,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,Q,6,1,0,0,0,2,0.333333333333,1,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,Q,8,1,0,0,0,2,0.375,1,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,Q,10,1,0,0,1,4,0.2,0.7,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,Q,12,1,0,0,1,4,0.25,0.666666666667,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,T,4,1,0,0,0,1,0.5,1,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,T,6,1,0,0,0,2,0.166666666667,1,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,T,8,1,0,0,0,3,0.125,1,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,T,10,1,0,0,1,3,0.3,0.8,20
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,Q,4,1,0,0,0,1,0.5,1,20
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,Q,6,1,0,0,0,2,0.333333333333,1,20
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,Q,8,1,0,0,0,3,0.125,1,20
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,Q,10,1,0,0,0,3,0.3,1,20
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,T,4,1,0,0,0,2,0,1,20
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,T,6,1,0,0,0,1,0.5,1,20
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,T,8,1,0,0,0,3,0.25,1,20
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,T,10,1,0,0,1,3,0.3,0.8,20
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,Q,4,1,0,0,0,2,0,1,20
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,Q,6,2,0,1,1,2,0,0.5,20
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,Q,8,1,0,0.833333333333,1,3,0,0.5,20
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,Q,10,3,0,0.5,2,4,0,0.3,20
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,T,4,2,0,1,0,2,0,1,20
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,T,6,2,0,0.9,1,3,0,0.5,20
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,T,8,2,0,1,2,3,0,0.375,20
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,T,10,3,0,0.166666666667,2,4,0,0.4,20
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,Q,4,1,0,0,0,2,0,1,19
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,Q,6,1,0,0,1,3,0,0.666666666667,20
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,Q,8,1,0,0,1,2,0.125,0.625,20
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,Q,10,2,0,0.2,1,3,0,0.555555555556,20
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,Q,12,3,0,0,1,3,0.0833333333333,0.454545454545,20
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,T,4,1,0,0,0,2,0,1,20
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,T,6,2,0,1,1,2,0,0.666666666667,20
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,T,8,1,0,0,1,3,0,0.571428571429,20
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,T,10,3,0,0.133333333333,2,2,0.1,0.5,20
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,Q,4,1,0,0,0,2,0,1,20
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,Q,6,1,0,0,0,2,0.166666666667,1,20
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,Q,8,1,0,0,1,4,0,0.75,20
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,Q,10,2,0,0,2,4,0,0.5,20
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,T,4,1,0,0,0,2,0,1,20
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,T,6,1,0,0,1,2,0.333333333333,0.666666666667,20
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,T,8,1,0,0,1,3,0.125,0.75,20
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,T,10,2,0,0,1,4,0.1,0.7,20
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,Q,4,2,0,1,1,1,0,0.5,20
