image_id,count_hohonet,count_yaw_range_hohonet,count_bi_enclosed,count_yaw_range_bi_enclosed,count_bi_extended,count_yaw_range_bi_extended,bi_head_geometry_gap,bi_height_head_gap,rotation_hohonet,rotation_bi_enclosed,rotation_bi_extended,rotation_ulayout,gap_hohonet_bi_enclosed,gap_hohonet_bi_extended,gap_hohonet_ulayout,gap_bi_enclosed_bi_extended,gap_bi_enclosed_ulayout,gap_bi_extended_ulayout
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,20,0,20,0,20,0,0.00086627393394,1.16595518589,0.0060690030792,0.0583086127114,0.0582615369185,0.00133329345988,0.194695776775,0.195192237372,0.0705848869515,0.00086627393394,0.156557856239,0.157069410841
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,12,0,12,0,12,0,0.00183779912392,0.976923942566,0.00285272070563,0.0259211507394,0.0289494301989,0.000484174900383,0.342658262609,0.341916599386,0.0219005589504,0.00183779912392,0.336239588146,0.335492790729
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,24,0,32,4,26,4,0.144236770398,1.19070458412,0.00662395617605,0.0563887140038,0.0602270051369,0.00168526763166,0.318063362393,0.398158492696,0.0711200215605,0.144236770398,0.324159540656,0.389705617729
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,24,0,36,12,39,4,0.00502774286729,1.32665848732,0.00658534732716,0.03539025671,0.036381599559,0.001694686914,0.444807179439,0.443792840975,0.0388441978709,0.00502774286729,0.456702851894,0.455917707032
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,12,0,22,0,23,4,0.0624939601331,1.26085758209,0.00342130436186,0.0416981611466,0.113862416669,0.000660909914567,0.291481604615,0.242230021004,0.0316788219792,0.0624939601331,0.294446859428,0.24530743026
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,8,0,8,0,8,0,0.000941986464477,1.36664283276,0.00313964702697,0.0074454633423,0.0075441339637,0.000856769787051,0.491789855738,0.492190295788,0.0222170542439,0.000941986464477,0.498894161845,0.499241159267
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,12,0,14,4,15,2,0.00361769573099,1.6316382885,0.00534741259513,0.0107468834322,0.00898442490802,0.0027117564029,0.215033285957,0.214920356575,0.0792259736516,0.00361769573099,0.26915572395,0.269768552432
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,16,0,12,0,12,0,0.0051268537974,1.82923901081,0.004220552754,0.0199969037881,0.0178320875709,0.000879275815979,0.128249970375,0.12755542183,0.0379127123908,0.0051268537974,0.115573519513,0.115744502175
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,12,0,23,2,24,2,0.00222195284934,1.11112761497,0.00241525680078,0.0114513605582,0.0122263778701,0.000615043757871,0.24214638141,0.242898691719,0.0226578973958,0.00222195284934,0.236934412585,0.237700739863
