image_id,condition,building,cut,n_observed,n_valid,n_excluded,cluster,people,point_count,medoid_index,within_median,loo_mean_jaccard,loo_conditional_mean_jaccard,loo_pass75,loo_evaluable,medoid_worker,medoid_canonical_id
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,14,2,18,15,0.0735828163883,0.978260869565,1,1,21,W030,206017d68554e4ce
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,7,1,10,16,,,,,0,W031,fa7addab96927ce3
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,11,1,14,17,,,,,0,W032,07747ea3bdc5ada7
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,5,1,8,19,,,,,0,W034,b3c8f9e27d75e1bb
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,12,1,14,20,,,,,0,W035,3c003832cc2ac4bd
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,6,1,8,21,,,,,0,W036,55864e5d3184dff1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,10,1,12,22,,,,,0,W037,2e83f114eec9c41b
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.125,24,23,1,1,1,6,0,,,,,0,W001,f21c670566821ce7
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.125,24,23,1,2,1,6,1,,,,,0,W002,073cc94b42351b56
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.125,24,23,1,7,4,12,12,0.0907351624686,1,1,1,23,W021,3215104ad30d7a69
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.125,24,23,1,3,6,8,4,0.0512209701739,1,1,1,23,W010,41e737f6263bbfeb
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.125,24,23,1,10,1,16,6,,,,,0,W012,20d050e0b509265b
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.125,24,23,1,12,1,18,11,,,,,0,W018,721a520d404a0fa2
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.125,24,23,1,13,1,28,13,,,,,0,W027,ce40f36eeedc9a01
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.125,24,23,1,11,2,18,15,0.0735828163883,0.978260869565,1,1,21,W030,206017d68554e4ce
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.125,24,23,1,6,1,10,16,,,,,0,W031,fa7addab96927ce3
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.125,24,23,1,9,2,14,17,0.102143651216,1,1,1,21,W032,07747ea3bdc5ada7
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.125,24,23,1,4,1,8,19,,,,,0,W034,b3c8f9e27d75e1bb
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.125,24,23,1,5,1,8,21,,,,,0,W036,55864e5d3184dff1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.125,24,23,1,8,1,12,22,,,,,0,W037,2e83f114eec9c41b
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.075,24,24,0,1,1,10,0,,,,,0,W001,825443a016547c50
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.075,24,24,0,2,1,10,1,,,,,0,W002,f675c9fafc654a6c
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.075,24,24,0,4,4,12,2,0.0345569859009,0.991666666667,0.991666666667,1,24,W006,6e96384968cba7c3
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.075,24,24,0,8,3,14,14,0.0406838453915,0.979166666667,0.979166666667,0.958333333333,24,W028,5f286f5426b982a7
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.075,24,24,0,6,1,12,5,,,,,0,W011,e86414515027abd0
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.075,24,24,0,3,8,12,9,0.0439943342812,0.994047619048,0.994047619048,1,24,W015,c7fde7efc3f1dc23
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.075,24,24,0,7,3,14,21,0.0591142890337,0.975,0.975,0.958333333333,24,W035,fe83d3b0d2bab0e8
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.075,24,24,0,5,1,12,13,,,,,0,W027,fa807ea5905340d9
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.075,24,24,0,9,1,14,18,,,,,0,W032,809d1c3be329e98c
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.075,24,24,0,10,1,14,23,,,,,0,W037,3c1e685ec9863c21
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.1,24,24,0,1,1,10,0,,,,,0,W001,825443a016547c50
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.1,24,24,0,2,1,10,1,,,,,0,W002,f675c9fafc654a6c
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.1,24,24,0,4,4,12,2,0.0345569859009,0.934848484848,0.934848484848,0.916666666667,24,W006,6e96384968cba7c3
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.1,24,24,0,8,4,14,16,0.0606054761074,0.951388888889,0.951388888889,0.916666666667,24,W030,f14cfdfa014f4398
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.1,24,24,0,6,1,12,5,,,,,0,W011,e86414515027abd0
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.1,24,24,0,3,8,12,9,0.0439943342812,0.967532467532,0.967532467532,0.916666666667,24,W015,c7fde7efc3f1dc23
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.1,24,24,0,7,3,14,21,0.0591142890337,0.958333333333,0.958333333333,0.916666666667,24,W035,fe83d3b0d2bab0e8
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.1,24,24,0,5,1,12,13,,,,,0,W027,fa807ea5905340d9
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.1,24,24,0,9,1,14,23,,,,,0,W037,3c1e685ec9863c21
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.125,24,24,0,1,1,10,0,,,,,0,W001,825443a016547c50
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.125,24,24,0,2,1,10,1,,,,,0,W002,f675c9fafc654a6c
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.125,24,24,0,3,12,12,9,0.0644207634211,1,1,1,24,W015,c7fde7efc3f1dc23
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.125,24,24,0,7,4,14,16,0.0606054761074,0.930555555556,0.930555555556,0.875,24,W030,f14cfdfa014f4398
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.125,24,24,0,5,1,12,5,,,,,0,W011,e86414515027abd0
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.125,24,24,0,6,3,14,21,0.0591142890337,0.9375,0.9375,0.875,24,W035,fe83d3b0d2bab0e8
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.125,24,24,0,4,1,12,13,,,,,0,W027,fa807ea5905340d9
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,UwV83HsGsw3,0.125,24,24,0,8,1,14,23,,,,,0,W037,3c1e685ec9863c21
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.075,24,23,1,7,2,8,0,0.0587470101968,1,1,1,21,W001,ed5e4f015fa0d901
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.075,24,23,1,5,5,8,1,0.0636302692733,1,1,1,23,W002,87ae4a7914c286d3
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.075,24,23,1,2,3,8,2,0.0508485471844,0.989130434783,0.989130434783,1,23,W006,85294dbf7076ca4e
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.075,24,23,1,1,2,8,3,0.0498568515178,0.967391304348,1,1,21,W008,261aed6164dd9545
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.075,24,23,1,8,3,8,5,0.0277100559181,0.985507246377,0.985507246377,0.95652173913,23,W011,211b575736ba7cb9
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.075,24,23,1,12,1,8,6,,,,,0,W012,763a991b9dfc8696
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.075,24,23,1,11,1,8,7,,,,,0,W013,6681edbb9d5aa59e
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.075,24,23,1,10,2,8,11,0.0528628086859,0.978260869565,1,1,21,W018,62163345e9e1cb8c
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.075,24,23,1,3,1,8,16,,,,,0,W030,8b23be1612a348e0
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.075,24,23,1,9,1,8,17,,,,,0,W031,a90f0bb541345d69
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.075,24,23,1,6,1,8,18,,,,,0,W032,710745da69e1f9af
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.075,24,23,1,4,1,8,19,,,,,0,W033,180879c05acf67a9
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.1,24,23,1,4,2,8,0,0.0587470101968,0.978260869565,1,1,21,W001,ed5e4f015fa0d901
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.1,24,23,1,3,6,8,1,0.0669383636849,1,1,1,23,W002,87ae4a7914c286d3
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.1,24,23,1,1,5,8,2,0.0692902541387,0.992753623188,0.992753623188,1,23,W006,85294dbf7076ca4e
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.1,24,23,1,5,4,8,5,0.0506624750229,0.989130434783,0.989130434783,1,23,W011,211b575736ba7cb9
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.1,24,23,1,7,1,8,6,,,,,0,W012,763a991b9dfc8696
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.1,24,23,1,6,3,8,20,0.0681076494648,0.985507246377,0.985507246377,0.95652173913,23,W034,98fd9fa5115fc41a
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.1,24,23,1,2,2,8,16,0.0922882541402,0.963768115942,1,1,21,W030,8b23be1612a348e0
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.125,24,23,1,3,6,8,5,0.0806800874457,1,1,1,23,W011,211b575736ba7cb9
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.125,24,23,1,2,6,8,1,0.0669383636849,1,1,1,23,W002,87ae4a7914c286d3
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.125,24,23,1,1,7,8,2,0.0815679560506,1,1,1,23,W006,85294dbf7076ca4e
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.125,24,23,1,5,1,8,6,,,,,0,W012,763a991b9dfc8696
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,b8cTxDM8gDG,0.125,24,23,1,4,3,8,20,0.0681076494648,0.985507246377,0.985507246377,0.95652173913,23,W034,98fd9fa5115fc41a
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,6,1,8,0,,,,,0,W001,815fd216217c1154
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,5,1,8,1,,,,,0,W002,d7eb958cdac4d365
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,8,3,8,2,0,0.972916666667,0.972916666667,0.958333333333,24,W006,342e487f437ad89a
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,3,2,8,3,0.0409229654923,0.965277777778,0.984848484848,0.954545454545,22,W008,11628957a40ead2f
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,7,2,8,5,0.0204685189509,1,1,1,22,W011,f08c6262c07aaaf7
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,1,1,8,6,,,,,0,W012,782abfe913b39a78
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,9,5,8,9,0.0507334002015,0.96875,0.96875,0.958333333333,24,W015,dcef5de556c4238a
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,2,1,8,11,,,,,0,W018,4256a770bc409d70
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,4,2,8,12,0.0626048297464,0.951388888889,0.977272727273,0.954545454545,22,W021,dc7be2ac3c7daaf6
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,14,1,16,17,,,,,0,W031,9515ea81d3b7d5f0
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,15,1,28,18,,,,,0,W032,0ffa405d9cace672
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,10,1,10,20,,,,,0,W034,b4a28e4583d9d910
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,13,1,14,21,,,,,0,W035,bf730d2c56f61535
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,11,1,12,22,,,,,0,W036,16f25622c221fa4c
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.075,24,24,0,12,1,12,23,,,,,0,W037,208a71d158c92f4e
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.1,24,24,0,5,1,8,0,,,,,0,W001,815fd216217c1154
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.1,24,24,0,4,1,8,1,,,,,0,W002,d7eb958cdac4d365
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.1,24,24,0,7,8,8,10,0.0580268632543,1,1,1,24,W017,4ae9cc8453c6eec8
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.1,24,24,0,3,4,8,13,0.0683268817188,0.986111111111,0.986111111111,0.958333333333,24,W027,301e8f57605f360a
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.1,24,24,0,6,2,8,5,0.0204685189509,1,1,1,22,W011,f08c6262c07aaaf7
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.1,24,24,0,1,1,8,6,,,,,0,W012,782abfe913b39a78
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.1,24,24,0,2,1,8,11,,,,,0,W018,4256a770bc409d70
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.1,24,24,0,12,1,16,17,,,,,0,W031,9515ea81d3b7d5f0
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.1,24,24,0,13,1,28,18,,,,,0,W032,0ffa405d9cace672
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.1,24,24,0,8,1,10,20,,,,,0,W034,b4a28e4583d9d910
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.1,24,24,0,11,1,14,21,,,,,0,W035,bf730d2c56f61535
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.1,24,24,0,9,1,12,22,,,,,0,W036,16f25622c221fa4c
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.1,24,24,0,10,1,12,23,,,,,0,W037,208a71d158c92f4e
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.125,24,24,0,4,1,8,0,,,,,0,W001,815fd216217c1154
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.125,24,24,0,3,1,8,1,,,,,0,W002,d7eb958cdac4d365
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.125,24,24,0,6,8,8,10,0.0580268632543,1,1,1,24,W017,4ae9cc8453c6eec8
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.125,24,24,0,2,4,8,13,0.0683268817188,0.956944444444,0.956944444444,0.958333333333,24,W027,301e8f57605f360a
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.125,24,24,0,5,2,8,5,0.0204685189509,1,1,1,22,W011,f08c6262c07aaaf7
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.125,24,24,0,1,2,8,6,0.101022021331,0.945833333333,0.977272727273,0.954545454545,22,W012,782abfe913b39a78
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.125,24,24,0,10,1,16,17,,,,,0,W031,9515ea81d3b7d5f0
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.125,24,24,0,11,1,28,18,,,,,0,W032,0ffa405d9cace672
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.125,24,24,0,7,1,10,20,,,,,0,W034,b4a28e4583d9d910
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.125,24,24,0,9,1,14,21,,,,,0,W035,bf730d2c56f61535
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,q9vSo1VnCiC,0.125,24,24,0,8,2,12,22,0.10674065047,1,1,1,22,W036,16f25622c221fa4c
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.075,24,23,1,8,2,20,0,0.0502451038101,1,1,1,21,W001,9d8133aea50c53da
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.075,24,23,1,6,10,16,17,0.031326702568,1,1,1,23,W031,e1bc1262947c9c43
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.075,24,23,1,5,4,16,9,0.0323388758439,1,1,1,23,W015,52fb14ffbe0d009b
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.075,24,23,1,1,2,8,4,0.0298211837755,1,1,1,21,W010,5fa48d2e923993dc
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.075,24,23,1,2,1,8,5,,,,,0,W011,126f3e3ce4b1ec93
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.075,24,23,1,7,1,16,6,,,,,0,W012,d7ab9ebe988576d6
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.075,24,23,1,4,2,14,14,0.0160767409945,1,1,1,21,W028,94d5b679bc8ce596
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.075,24,23,1,3,1,12,21,,,,,0,W035,0d08611aee0cdf4f
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.1,24,23,1,8,2,20,0,0.0502451038101,1,1,1,21,W001,9d8133aea50c53da
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.1,24,23,1,6,10,16,17,0.031326702568,1,1,1,23,W031,e1bc1262947c9c43
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.1,24,23,1,5,4,16,9,0.0323388758439,1,1,1,23,W015,52fb14ffbe0d009b
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.1,24,23,1,1,2,8,4,0.0298211837755,1,1,1,21,W010,5fa48d2e923993dc
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.1,24,23,1,2,1,8,5,,,,,0,W011,126f3e3ce4b1ec93
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.1,24,23,1,7,1,16,6,,,,,0,W012,d7ab9ebe988576d6
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.1,24,23,1,4,2,14,14,0.0160767409945,1,1,1,21,W028,94d5b679bc8ce596
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.1,24,23,1,3,1,12,21,,,,,0,W035,0d08611aee0cdf4f
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.125,24,23,1,7,2,20,0,0.0502451038101,1,1,1,21,W001,9d8133aea50c53da
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.125,24,23,1,5,14,16,19,0.0612434204849,1,1,1,23,W033,75ac866c71693e71
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.125,24,23,1,1,2,8,4,0.0298211837755,1,1,1,21,W010,5fa48d2e923993dc
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.125,24,23,1,2,1,8,5,,,,,0,W011,126f3e3ce4b1ec93
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.125,24,23,1,6,1,16,6,,,,,0,W012,d7ab9ebe988576d6
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.125,24,23,1,4,2,14,14,0.0160767409945,1,1,1,21,W028,94d5b679bc8ce596
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,uNb9QFRL6hY,0.125,24,23,1,3,1,12,21,,,,,0,W035,0d08611aee0cdf4f
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.075,24,24,0,3,2,10,0,0.0382842052673,0.979166666667,1,1,22,W001,db7fe64b7313a46c
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.075,24,24,0,5,2,12,2,0.00717186205782,0.913888888889,0.942424242424,0.909090909091,22,W006,c0a0ce605d24562d
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.075,24,24,0,8,5,12,19,0.0415833511365,0.951388888889,0.951388888889,0.875,24,W033,9a6969085af7949d
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.075,24,24,0,1,1,8,4,,,,,0,W010,0efd0a0c1939749b
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.075,24,24,0,7,9,12,17,0.0209533811699,1,1,1,24,W031,ab49c95c36db8e18
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.075,24,24,0,6,1,12,6,,,,,0,W012,6699db74821a919e
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.075,24,24,0,9,1,16,13,,,,,0,W027,cea51349a3124994
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.075,24,24,0,10,1,18,14,,,,,0,W028,58edb835d70cc5d5
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.075,24,24,0,2,1,8,22,,,,,0,W036,58575767b314c57c
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.075,24,24,0,4,1,10,23,,,,,0,W037,30c6234c4303f3ef
