image_id,responses,valid_geometry,oos_choices,in_scope_choices,reference_scope,scene_category,main_function_primary,full_p_by_8,core10_p_by_19,core_tail_10,late_quarter_new,half_tv_all,within_cluster_median,singleton_share,point_count_disagreement,n_valid,total_clusters,supported_clusters,singletons,sizes_descending
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,24,24,13,11,oos,通行与连接,circulation,0,0.34,0.665,0.500833333333,0.34125,0.0477998760494,0.5,0.688405797101,24,15,3,12,5;4;3;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,24,23,11,13,oos,通行与连接,circulation,0,0.265,0.325,0.3225,0.274604743083,0.0336462107596,0.304347826087,0.660079051383,23,11,4,7,6;6;2;2;1;1;1;1;1;1;1
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,24,24,18,6,oos,厨房与用餐,kitchen,0,0.02,0.135,0.38,0.328958333333,0.0373276996157,0.333333333333,0.815217391304,24,15,7,8,3;3;2;2;2;2;2;1;1;1;1;1;1;1;1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,24,23,20,4,oos,复合／待定,kitchen,0,0.385,0.555,0.430833333333,0.386719367589,0.0469604746152,0.565217391304,0.830039525692,23,16,3,13,5;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,24,24,19,5,oos,起居与休闲,living,0,0.035,0.24,0.1525,0.220208333333,0.0455017804442,0.208333333333,0.565217391304,24,9,4,5,8;4;4;3;1;1;1;1;1
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,24,23,14,10,oos,复合／待定,living,0,0.065,0.16,0,0.211798418972,0.0686989518018,0.0434782608696,0,23,7,6,1,6;5;4;3;2;2;1
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,24,24,8,16,oos,复合／待定,dining,0,0.25,0.53,0.359166666667,0.297291666667,0.0580268632543,0.416666666667,0.442028985507,24,13,3,10,8;4;2;1;1;1;1;1;1;1;1;1;1
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,24,23,6,18,oos,起居与休闲,special,0,0.19,0.34,0.151666666667,0.220158102767,0.0313519978475,0.130434782609,0.565217391304,23,8,5,3,10;4;2;2;2;1;1;1
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,24,24,20,4,oos,通行与连接,circulation,0,0.23,0.5,0.1725,0.190416666667,0.0515104933122,0.166666666667,0.492753623188,24,7,3,4,14;3;3;1;1;1;1
