image_id,condition,cut,k,total_clusters,supported_clusters,singletons,tv_all,tv_core,core_all_represented,core_min_jaccard,core_geometry_deviation,within_max_median,new_geometry,new_structure,repartition
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,11,4.845,3.56,1.285,0.211798418972,0.194181818182,0,0.696,0.0238128345814,0.083682005334,0.055,0,0.0101111111111
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,12,5.08,3.835,1.245,0.196775362319,0.181325757576,0,0.710916666667,0.0241396888637,0.0836277925712,0.03,0,0.0115454545455
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,13,5.285,4.16,1.125,0.18127090301,0.166984265734,0.005,0.719333333333,0.0241653241397,0.0838791016325,0.02,0,0.00863636363636
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,14,5.49,4.385,1.105,0.168944099379,0.15728021978,0.025,0.729083333333,0.0240032552021,0.0839870106802,0.035,0,0.00929487179487
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,15,5.69,4.58,1.11,0.155608695652,0.145554112554,0.045,0.745916666667,0.0223858742742,0.0843439672907,0.015,0,0.00846153846154
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,16,5.9,4.825,1.075,0.137975543478,0.128077651515,0.105,0.748333333333,0.0210819981238,0.0847635567679,0.005,0,0.00566666666667
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,17,6.06,5.015,1.045,0.126572890026,0.118270387701,0.165,0.7775,0.0202904044018,0.0847815855072,0.015,0,0.00633333333333
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,18,6.205,5.2,1.005,0.111509661836,0.104808377897,0.21,0.7985,0.0195118717031,0.0854548589165,0,0,0.00452205882353
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,19,6.355,5.395,0.96,0.0971052631579,0.0921757044125,0.36,0.831166666667,0.0179004153824,0.086949588233,0,0,0.00467320261438
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,20,6.55,5.61,0.94,0.08325,0.0794246411483,0.535,0.866,0.0153368755929,0.0885097272774,0,0,0.00418128654971
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,21,6.71,5.78,0.93,0.0644099378882,0.0612857142857,0.705,0.909833333333,0.0120149520686,0.0897838807827,0,0,0.00344736842105
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,22,6.83,5.89,0.94,0.0374407114625,0.0354329004329,0.845,0.9525,0.00713672359028,0.0912740714639,0,0,0.0022380952381
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,23,7,6,1,0,0,1,1,0,0.0922882541402,0,0,0.00212121212121
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,1,1,0,1,0.83625,0.750714285714,0,0,,,0,0,0
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,2,1.845,0.155,1.69,0.715208333333,0.588928571429,0,0.1325,0.0218313219513,0.0614249255776,0.845,0.445,0
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,3,2.58,0.39,2.19,0.611875,0.4525,0,0.339166666667,0.0215019252824,0.0602081772462,0.73,0.27,0.005
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,4,3.285,0.615,2.67,0.573125,0.382321428571,0,0.530833333333,0.0187480606418,0.0595794211052,0.655,0.31,0.0166666666667
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,5,3.93,0.845,3.085,0.518083333333,0.307702380952,0,0.664166666667,0.0198529933953,0.0629189851737,0.595,0.23,0.0125
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,6,4.475,1.075,3.4,0.466875,0.274464285714,0,0.829166666667,0.0190454749185,0.0641706789095,0.44,0.19,0.006
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,7,5,1.285,3.715,0.447827380952,0.244416666667,0,0.880833333333,0.018850820629,0.0643800817572,0.465,0.215,0.00166666666667
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,8,5.58,1.44,4.14,0.421041666667,0.22319047619,0.025,0.915,0.0180050396403,0.0656779585198,0.545,0.26,0.00238095238095
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,9,6.125,1.615,4.51,0.382638888889,0.203787698413,0.04,0.910833333333,0.0189267273824,0.0677014105756,0.48,0.245,0.000714285714286
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,10,6.64,1.785,4.855,0.359625,0.182785714286,0.07,0.875,0.0187743316476,0.0693116332726,0.45,0.22,0.00180555555556
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,11,7.15,1.925,5.225,0.330549242424,0.165319444444,0.08,0.8725,0.0194966496884,0.0708577528056,0.47,0.24,0.00144444444444
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,12,7.575,2.04,5.535,0.297291666667,0.150591269841,0.13,0.878333333333,0.0187757719386,0.0711421946679,0.335,0.195,0.00136363636364
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,13,8.05,2.14,5.91,0.281009615385,0.14272492785,0.155,0.8725,0.018273766509,0.0708909309305,0.415,0.18,0.000909090909091
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,14,8.575,2.285,6.29,0.258541666667,0.132479978355,0.215,0.855833333333,0.0199434549397,0.0707604337738,0.435,0.185,0.00185897435897
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,15,9.015,2.37,6.645,0.233,0.121518217893,0.245,0.86,0.01923853767,0.070882132133,0.34,0.18,0.000824175824176
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,16,9.47,2.445,7.025,0.2103125,0.110232142857,0.28,0.860833333333,0.018643954754,0.0709245514687,0.375,0.17,0.000809523809524
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,17,9.97,2.565,7.405,0.184240196078,0.101335470085,0.37,0.873333333333,0.0180993424893,0.070673247515,0.405,0.225,0.000833333333333
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,18,10.375,2.64,7.735,0.157152777778,0.0900477855478,0.445,0.885833333333,0.0166934845544,0.0704434171108,0.305,0.18,0.000404411764706
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,19,10.82,2.7,8.12,0.137817982456,0.0783269230769,0.52,0.924166666667,0.0132989598617,0.0695768146014,0.325,0.17,0.00104575163399
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,20,11.215,2.8,8.415,0.115708333333,0.0682493339993,0.625,0.9375,0.0112582575353,0.0689460589572,0.34,0.17,0.000555555555556
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,21,11.695,2.83,8.865,0.0872916666667,0.0545791708292,0.705,0.96,0.00830951879364,0.0682276718749,0.365,0.205,0.000578947368421
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,22,12.155,2.865,9.29,0.065303030303,0.044445970696,0.78,0.981666666667,0.00611817321187,0.0673737495689,0.37,0.17,0.000571428571429
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,23,12.55,2.91,9.64,0.0367210144928,0.0242857142857,0.89,0.996666666667,0.00239800816699,0.0678092367731,0.36,0.15,0.000454545454545
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,0.1,24,13,3,10,0,0,1,1,0,0.0683268817188,0.395,0.195,0.000118577075099
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,1,1,0,1,0.761304347826,0.7325,0,0,,,0,0,0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,2,1.655,0.345,1.31,0.592391304348,0.5445,0,0.2775,0.0238627064272,0.0520435164453,0.655,0.59,0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,3,2.17,0.65,1.52,0.523405797101,0.458666666667,0,0.5325,0.0255664321686,0.0542348931003,0.5,0.4,0.015
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,4,2.605,0.92,1.685,0.468043478261,0.402833333333,0,0.740416666667,0.0234701462126,0.0525022242254,0.395,0.31,0.0133333333333
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,5,3.03,1.11,1.92,0.403913043478,0.341416666667,0,0.819,0.0228262425168,0.053191390544,0.35,0.275,0.0116666666667
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,6,3.525,1.28,2.245,0.364565217391,0.302083333333,0,0.861166666667,0.0219743015837,0.0524633090572,0.4,0.29,0.0125
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,7,3.955,1.43,2.525,0.330838509317,0.273714285714,0,0.869833333333,0.0200629926442,0.0506350433564,0.35,0.24,0.00866666666667
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,8,4.38,1.585,2.795,0.307445652174,0.248958333333,0,0.887297619048,0.0179356321947,0.0485997471832,0.32,0.215,0.0128571428571
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,9,4.695,1.765,2.93,0.277028985507,0.225220238095,0,0.90805952381,0.0152353109029,0.0460281716749,0.245,0.165,0.00839285714286
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,10,5.04,1.885,3.155,0.2495,0.196888888889,0,0.917232142857,0.0137169996224,0.0449647450626,0.29,0.215,0.005
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,11,5.375,2.155,3.22,0.220158102767,0.17470959596,0,0.930970238095,0.0124483847046,0.044379932009,0.27,0.19,0.00655555555556
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,12,5.705,2.43,3.275,0.199438405797,0.15702020202,0,0.946406746032,0.0113153074137,0.0437847414425,0.26,0.195,0.007
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,13,5.985,2.62,3.365,0.19008361204,0.14878962704,0,0.958751984127,0.00975964370349,0.0425457664885,0.21,0.11,0.00537878787879
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,14,6.295,2.825,3.47,0.174208074534,0.138356893107,0.01,0.975527777778,0.0083813692781,0.0423064835002,0.225,0.115,0.0075
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,15,6.555,3.075,3.48,0.160028985507,0.128555860806,0.015,0.981313131313,0.00749504152128,0.0426287822426,0.23,0.09,0.00313186813187
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,16,6.845,3.275,3.57,0.140407608696,0.116438415751,0.045,0.989674242424,0.00671911158601,0.0424527879483,0.25,0.15,0.0042380952381
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,17,7.065,3.51,3.555,0.123657289003,0.101323879552,0.11,0.995202020202,0.00595353697842,0.0428655432567,0.2,0.105,0.00279166666667
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,18,7.205,3.68,3.525,0.108900966184,0.0899656862745,0.15,0.997444444444,0.00531974172236,0.0431389214348,0.125,0.04,0.00147058823529
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,19,7.38,3.905,3.475,0.0947826086957,0.079193627451,0.2,0.998,0.00469216140182,0.0438271309816,0.17,0.055,0.000261437908497
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,20,7.54,4.18,3.36,0.0771630434783,0.0656637426901,0.345,1,0.00384986272863,0.0453128692621,0.155,0.08,0.000701754385965
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,21,7.745,4.4,3.345,0.0555072463768,0.0493128654971,0.48,1,0.00306455507994,0.0466798044451,0.205,0.085,0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,22,7.855,4.68,3.175,0.0352272727273,0.0317631578947,0.68,1,0.00158615767828,0.0481858875939,0.11,0.04,0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos_geometry,0.1,23,8,5,3,0,0,1,1,0,0.0502451038101,0.145,0.045,0
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,1,1,0,1,0.620833333333,0.552,0,0,,,0,0,0
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,2,1.545,0.455,1.09,0.475,0.395,0,0.4025,0.0205077812502,0.0579750280573,0.545,0.495,0
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,3,2,0.8,1.2,0.424166666667,0.324,0,0.736666666667,0.0205386085824,0.0550221957741,0.415,0.355,0.035
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,4,2.385,1.03,1.355,0.382916666667,0.281,0,0.875833333333,0.0193819620823,0.0543221585905,0.305,0.28,0.025
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,5,2.765,1.225,1.54,0.337625,0.242166666667,0,0.887916666667,0.0202220102137,0.0545998292751,0.27,0.24,0.0216666666667
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,6,3.105,1.41,1.695,0.306875,0.204833333333,0,0.847916666667,0.0206102638483,0.0555924151604,0.26,0.25,0.02
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,7,3.435,1.62,1.815,0.271726190476,0.17855952381,0.015,0.815833333333,0.0236286903164,0.0562499576183,0.25,0.21,0.0223333333333
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,8,3.7,1.71,1.99,0.245416666667,0.15644047619,0.04,0.777583333333,0.0238243088457,0.0570547244866,0.19,0.15,0.0180952380952
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,9,3.98,1.9,2.08,0.233472222222,0.147287698413,0.065,0.729535714286,0.0253408496349,0.0595566474234,0.21,0.17,0.0198214285714
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,10,4.19,2.03,2.16,0.220625,0.138755952381,0.11,0.702452380952,0.0262247844542,0.0607737577562,0.16,0.14,0.0131944444444
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,11,4.485,2.17,2.315,0.211893939394,0.13398015873,0.18,0.66225,0.0280079431911,0.0617558460192,0.26,0.23,0.0166666666667
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,12,4.695,2.295,2.4,0.190416666667,0.119724747475,0.25,0.631448412698,0.0289116173402,0.0626583114257,0.15,0.13,0.0212727272727
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,13,4.895,2.4,2.495,0.17483974359,0.107103729604,0.3,0.59730952381,0.0307714214,0.0633263317813,0.17,0.14,0.0165151515152
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,14,5.135,2.465,2.67,0.155238095238,0.0954537129537,0.355,0.597916666667,0.0302201042194,0.0648621342006,0.215,0.155,0.0135897435897
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,15,5.33,2.575,2.755,0.138166666667,0.082125041625,0.43,0.587595238095,0.0315773549843,0.066223076815,0.16,0.135,0.0265384615385
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,16,5.545,2.61,2.935,0.125,0.0770100732601,0.475,0.583464285714,0.0313455582007,0.0667397294673,0.195,0.135,0.0180952380952
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,17,5.76,2.695,3.065,0.113799019608,0.0702268772894,0.58,0.594226190476,0.0310546169561,0.068122808547,0.195,0.12,0.026375
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,18,5.96,2.775,3.185,0.103611111111,0.0668109243697,0.685,0.638773809524,0.0301353160103,0.0697380454775,0.185,0.115,0.0233823529412
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,19,6.115,2.855,3.26,0.0895723684211,0.0597303921569,0.805,0.677321428571,0.0280715403952,0.0721630266933,0.15,0.085,0.0204248366013
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,20,6.255,2.885,3.37,0.0797083333333,0.0537519779842,0.85,0.739130952381,0.0258940827764,0.0744733088197,0.14,0.08,0.0247368421053
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,21,6.44,2.95,3.49,0.0627678571429,0.0439053147575,0.94,0.800571428571,0.0206244285398,0.077475992165,0.185,0.095,0.0259473684211
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,22,6.63,2.985,3.645,0.0452083333333,0.0344020467836,0.985,0.861428571429,0.0155308872657,0.0802602927891,0.19,0.115,0.0212619047619
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,23,6.83,3,3.83,0.026902173913,0.0200526315789,1,0.926428571429,0.0108602904567,0.0828815730621,0.2,0.09,0.0215367965368
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,0.1,24,7,3,4,0,0,1,1,0,0.0869593063356,0.17,0.085,0.0237351778656
