base_task_id,building_id,condition,fixed_image_set_support_gt20,k,remaining_d_mask_mean,remaining_d_mask_q025,remaining_d_mask_q975,remaining_worker_count,replicates,stage,strict_support
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,True,16,0.0359664589891288,0.02105682067178159,0.053562357334557414,9,200,P1,25
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,True,17,0.03563399778601792,0.018550858645579003,0.056286378486451266,8,200,P1,25
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,True,18,0.03575416598683269,0.016616717447086725,0.06075700559655705,7,200,P1,25
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,True,19,0.03618090513928404,0.01671160506573168,0.0637914507447814,6,200,P1,25
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,True,20,0.03571243550855797,0.016567885542435223,0.06805041882436966,5,200,P1,25
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,True,15,0.04940359951394514,0.024373001590840382,0.07872226884117266,10,200,P1,25
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,True,16,0.049091356687276023,0.023063048577935112,0.08452689649982335,9,200,P1,25
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,True,17,0.048509760345195385,0.022848536085063185,0.09242694728800828,8,200,P1,25
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,True,18,0.04719388304634689,0.0216932189142766,0.09919477034774915,7,200,P1,25
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,True,19,0.04770879334098401,0.021170268753356612,0.10862727507419992,6,200,P1,25
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,True,20,0.0477966136457105,0.017643759983770463,0.12310401848442325,5,200,P1,25
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,True,15,0.18495775946913176,0.13748805659928107,0.24154873918078318,8,200,P1,23
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,True,16,0.1842330539641518,0.13307577237812795,0.24730217199640817,7,200,P1,23
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,True,17,0.18558528148025688,0.12718237913040434,0.24715071345307482,6,200,P1,23
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,True,18,0.18714536748422098,0.13477720693521741,0.25698427597432344,5,200,P1,23
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,True,19,0.19086769153248073,0.1264357704342076,0.2823240286194136,4,200,P1,23
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,True,20,0.19317167197517307,0.11585173630378007,0.2962916922154839,3,200,P1,23
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,True,15,0.10875121587117835,0.07503769737542379,0.19973122170450164,10,200,P1,25
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,True,16,0.10633094176225766,0.07088001610640968,0.14868317432989958,9,200,P1,25
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,True,17,0.10441974378525117,0.06661129782896964,0.14305728772894993,8,200,P1,25
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,True,18,0.10341242858650021,0.06421526092586735,0.15103826823813662,7,200,P1,25
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,True,19,0.10323190011355309,0.05966406434029408,0.15396573502645947,6,200,P1,25
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,True,20,0.10371594688604681,0.05026846648322628,0.16881681783819877,5,200,P1,25
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,True,15,0.13381159002791315,0.09999663088208517,0.17497139066054682,10,200,P1,25
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,True,16,0.13331928679898428,0.10080980204804262,0.18086539219797637,9,200,P1,25
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,True,17,0.13289780128157386,0.0966705862408315,0.178877212468318,8,200,P1,25
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,True,18,0.13462871712474786,0.09316846669171927,0.18913687630042392,7,200,P1,25
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,True,19,0.13459182056740374,0.08251392019736704,0.1858466544397911,6,200,P1,25
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,True,20,0.13443599182769955,0.07074874288365826,0.20000472799948604,5,200,P1,25
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,True,15,0.08350149217203999,0.0608340458057931,0.10678483640940953,9,200,P1,24
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,True,16,0.0833541971816512,0.06068472142793351,0.1100466245709848,8,200,P1,24
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,True,17,0.08279346402207462,0.06010842146564245,0.11147644178651392,7,200,P1,24
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,True,18,0.08252543946936047,0.05851643808120531,0.1170241653172299,6,200,P1,24
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,True,19,0.08150296817595316,0.057786814779652584,0.12352909939855283,5,200,P1,24
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,True,20,0.0807772619172798,0.05553498895231403,0.13632689989594396,4,200,P1,24
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,True,15,0.08227108168708278,0.03170074113941335,0.16556706670436044,10,200,P1,25
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,True,16,0.08301000667518334,0.03303766022266232,0.17101321525006294,9,200,P1,25
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,True,17,0.08205513730259036,0.03179517582575767,0.16220240872347017,8,200,P1,25
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,True,18,0.08263866712427577,0.029649243017365032,0.1772705157880788,7,200,P1,25
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,True,19,0.08318887529093684,0.0279996790934759,0.19763471411182804,6,200,P1,25
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,True,20,0.08547262094477132,0.027801753412312415,0.21715851341088774,5,200,P1,25
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,True,15,0.059722852597538234,0.04204623455995557,0.07951412270669372,10,200,P1,25
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,True,16,0.05959246583413422,0.03944668691237117,0.08091848968390619,9,200,P1,25
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,True,17,0.05859194081784716,0.03877961335566085,0.0856575610567847,8,200,P1,25
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,True,18,0.05801344157641845,0.035165556219397646,0.08705273656419704,7,200,P1,25
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,True,19,0.05774359689643923,0.0337642118272454,0.0917677182751718,6,200,P1,25
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,True,20,0.057447863674290715,0.028320335971298644,0.09411221122590012,5,200,P1,25
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,True,15,0.04089415241393193,0.030336301281539316,0.052121459532400154,10,200,P1,25
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,True,16,0.04047733922458127,0.029713270028531125,0.051234199825290656,9,200,P1,25
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,True,17,0.040154819517268805,0.02924601990460771,0.052870131932756914,8,200,P1,25
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,True,18,0.04009902383955259,0.02753762116368135,0.05442401353175756,7,200,P1,25
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,True,19,0.040381385673377894,0.025442156583480466,0.05791845587686894,6,200,P1,25
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,True,20,0.04003167496492233,0.024350429671748428,0.05564512065169763,5,200,P1,25
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,True,15,0.02546414936306375,0.018652033453495667,0.032957486858563804,9,200,P1,24
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,True,16,0.025421682056915165,0.01786186421773536,0.032926800751151085,8,200,P1,24
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,True,17,0.02544707151458814,0.016890055966512718,0.033967475661485995,7,200,P1,24
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,True,18,0.0254525695116086,0.01652867995133999,0.03527015075378251,6,200,P1,24
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,True,19,0.025046038329054915,0.013203111767805139,0.03452617172930035,5,200,P1,24
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,True,20,0.02514785092990852,0.01183851347662479,0.03708740214722958,4,200,P1,24
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,True,15,0.05786064018333093,0.045036451920334133,0.07369822647812532,9,200,P1,24
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,True,16,0.05803558028290775,0.04420156659396561,0.07167558595428776,8,200,P1,24
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,True,17,0.0582377237010335,0.0428319318110445,0.07222362572239958,7,200,P1,24
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,True,18,0.058193071601018796,0.04202605491265114,0.0736493688814058,6,200,P1,24
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,True,19,0.05736810214100169,0.036699277703160935,0.07627908618574145,5,200,P1,24
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,True,20,0.05894406105762287,0.04005081149236277,0.07841762568440991,4,200,P1,24
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,True,15,0.06270416882934163,0.03804126986488687,0.08878161670194146,9,200,P1,24
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,True,16,0.06184024595986376,0.038283072886483666,0.09275642738119928,8,200,P1,24
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,True,17,0.06130352517816653,0.03709551673437949,0.09674822708084979,7,200,P1,24
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,True,18,0.06207694395017631,0.03548590822793988,0.10283263555766883,6,200,P1,24
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,True,19,0.0626733400502127,0.03470099568488052,0.11179702499512104,5,200,P1,24
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,True,20,0.06416360175103704,0.0334633300554468,0.12815130360381066,4,200,P1,24
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,True,15,0.06487202931028788,0.037980875591160715,0.09672850764966204,10,200,P1,25
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,True,16,0.06552115141938984,0.03632648569292302,0.1037496345106819,9,200,P1,25
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,True,17,0.06592658244459013,0.03570685815017908,0.11032783115257849,8,200,P1,25
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,True,18,0.06662949271865594,0.0348996179937426,0.11618646856740764,7,200,P1,25
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,True,19,0.06611050907552586,0.034166564177692,0.12736558018504598,6,200,P1,25
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,True,20,0.06703703110380835,0.032317383782486366,0.14215078766297792,5,200,P1,25
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,True,15,0.1756895106483228,0.11377414650925807,0.2495693573323409,9,200,P1,24
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,True,16,0.1753448061724149,0.10867706352452582,0.26054699645125473,8,200,P1,24
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,True,17,0.17178070613040358,0.10177997018500687,0.27506193007658486,7,200,P1,24
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,True,18,0.17167800498772853,0.1034118089476633,0.29218413475710825,6,200,P1,24
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,True,19,0.17382210538572085,0.09727924261734341,0.31958884618908473,5,200,P1,24
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,True,20,0.17272601380193076,0.08160238827688336,0.35249142253873916,4,200,P1,24
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,True,15,0.13079832103307437,0.09276278668994259,0.16822327421315147,9,200,P1,24
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,True,16,0.1298445015473107,0.09270455357836074,0.17282727418299187,8,200,P1,24
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,True,17,0.13013644872442998,0.09236783022280388,0.1762625766187685,7,200,P1,24
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,True,18,0.1288232288271811,0.08396465746088204,0.1773671229570974,6,200,P1,24
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,True,19,0.12879630517449525,0.08233567260988939,0.18885966113414654,5,200,P1,24
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,True,20,0.12651062497717894,0.06217716917406974,0.18894145085991024,4,200,P1,24
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,True,15,0.04089457647537134,0.02534081088632767,0.060211376325750195,10,200,P1,25
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,True,16,0.04083025398383395,0.02425557810431235,0.062456997922015124,9,200,P1,25
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,True,17,0.04059401930479481,0.02376661561910826,0.06469179021846352,8,200,P1,25
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,True,18,0.04034236813122371,0.02134506766289002,0.06462375192003715,7,200,P1,25
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,True,19,0.040540760228794916,0.019858266565131944,0.07091542153935397,6,200,P1,25
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,True,20,0.04042401149036121,0.017876008635051246,0.0704927324197112,5,200,P1,25
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,True,15,0.24077291552872337,0.1405430460265819,0.33292583067309117,10,200,P1,25
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,True,16,0.24247057446075393,0.1380588205278657,0.34236505298430936,9,200,P1,25
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,True,17,0.24106016565022947,0.14479436637326426,0.3465108450019339,8,200,P1,25
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,True,18,0.24106958477790372,0.12589656428983687,0.3732562994151213,7,200,P1,25
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,True,19,0.24345849535403005,0.11409781771432843,0.39578294278458925,6,200,P1,25
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,True,20,0.24479867647943648,0.10552886181532894,0.40111227640743036,5,200,P1,25
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,True,15,0.1260351878805261,0.08651116572392017,0.18161319169790108,9,200,P1,24
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,True,16,0.12672066945893928,0.08239609783449221,0.1878028782572249,8,200,P1,24
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,True,17,0.12644568593379188,0.07746078752050005,0.20396955012007392,7,200,P1,24
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,True,18,0.12545000000932988,0.07333996224777338,0.21119785589772033,6,200,P1,24
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,True,19,0.12238516680260256,0.06774126241293953,0.20966930535270245,5,200,P1,24
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,True,20,0.1219986138642383,0.05828548903122072,0.2313407663137638,4,200,P1,24
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,True,15,0.24938003728061242,0.20365394896051645,0.30114884441775586,10,200,P1,25
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,True,16,0.2509533676614526,0.19998948361393837,0.303419853697649,9,200,P1,25
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,True,17,0.2532805013822751,0.2027010239328997,0.3137625302719549,8,200,P1,25
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,True,18,0.25580309350002683,0.200566325668692,0.3247042416590237,7,200,P1,25
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,True,19,0.25792614119387347,0.1966367533328031,0.33610063400199075,6,200,P1,25
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,True,20,0.2625281536415276,0.1958871440254726,0.35308077727197035,5,200,P1,25
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,True,15,0.21664617521132926,0.14494095170651936,0.2912123919173771,8,200,P1,23
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,True,16,0.21337913583704438,0.13692014573465003,0.2934745170679601,7,200,P1,23
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,True,17,0.2132734024003237,0.13174139353219372,0.2926853039103806,6,200,P1,23
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,True,18,0.21328535033176566,0.12798009038640373,0.32370507222067163,5,200,P1,23
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,True,19,0.2106006023540244,0.10390480086842768,0.31557697472260865,4,200,P1,23
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,True,20,0.20305302092860944,0.08474643018133471,0.33893293367077765,3,200,P1,23
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,oos,True,15,0.14650572440599144,0.07956147529594869,0.2242636369277388,10,200,P1,25
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,oos,True,16,0.14424600162995008,0.0812036659439744,0.20937475195949587,9,200,P1,25
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,oos,True,17,0.1448284630528759,0.08043909407739204,0.22768297389447123,8,200,P1,25
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,oos,True,18,0.14573080411069778,0.08070030151523502,0.23961587448919816,7,200,P1,25
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,oos,True,19,0.1469962198856314,0.07932311299103782,0.2581455805985667,6,200,P1,25
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,oos,True,20,0.14894388881442955,0.075474770474571,0.28118534451591937,5,200,P1,25
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,True,15,0.11988654996765902,0.0999824339148547,0.15369789629769778,9,200,P1,24
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,True,16,0.1193326819840448,0.09737762374750829,0.15969563461940744,8,200,P1,24
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,True,17,0.11844762329835692,0.09867381346152508,0.15679140946939582,7,200,P1,24
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,True,18,0.11857200556934103,0.09560200308222343,0.15185198522367863,6,200,P1,24
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,True,19,0.11714324496947427,0.09202735788170216,0.14647993547378832,5,200,P1,24
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,oos,True,20,0.11723207668870347,0.08864142921132487,0.14515633741881784,4,200,P1,24
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,True,15,0.11946979437998291,0.09246936029191952,0.14696679592278492,10,200,P1,25
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,True,16,0.11901691660607586,0.09074958589130522,0.15269170495478573,9,200,P1,25
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,True,17,0.11944477191715543,0.09017451739240874,0.15634414558919163,8,200,P1,25
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,True,18,0.11856416114092269,0.08540594699263938,0.1564539861585689,7,200,P1,25
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,True,19,0.11635736422283863,0.07998419916030095,0.15471131556774909,6,200,P1,25
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,oos,True,20,0.11489950075389642,0.07587080357037292,0.15897835514200453,5,200,P1,25
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,oos,True,15,0.07302580131011323,0.04171860971282533,0.10511457961809699,9,200,P1,24
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,oos,True,16,0.0723221052886634,0.03991253441526981,0.1092017847855017,8,200,P1,24
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,oos,True,17,0.0720080436951007,0.03731580129958422,0.112126936400471,7,200,P1,24
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,oos,True,18,0.07326620372419468,0.037313193055362785,0.12402459405571738,6,200,P1,24
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,oos,True,19,0.07375278296581439,0.032808205282587266,0.13178736204084743,5,200,P1,24
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,oos,True,20,0.07225956156889114,0.028077018448770506,0.1400865497432558,4,200,P1,24
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,oos,True,15,0.07016589391564691,0.045000106426979485,0.09393463556572826,11,200,P1,26
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,oos,True,16,0.06952610171926743,0.0451391938265528,0.1018749299097522,10,200,P1,26
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,oos,True,17,0.06927794274214392,0.04273749360609398,0.10218537594615251,9,200,P1,26
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,oos,True,18,0.06912329382639848,0.039764995244026886,0.10170241865087119,8,200,P1,26
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,oos,True,19,0.06905942614142421,0.03741056157226824,0.10787906409992874,7,200,P1,26
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,oos,True,20,0.06872909400782241,0.03505130109607054,0.11533507795452196,6,200,P1,26
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,True,15,0.061566668935012246,0.030878390265575612,0.09410760610921032,11,200,P1,26
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,True,16,0.06111623286481204,0.027900747900702478,0.0999249296706623,10,200,P1,26
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,True,17,0.06055474118146753,0.02199854686696973,0.10344806405385312,9,200,P1,26
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,True,18,0.06114418663028818,0.023524105865485083,0.11184656282916627,8,200,P1,26
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,True,19,0.06109934269674859,0.01886641659926404,0.11387707075423847,7,200,P1,26
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,True,20,0.06119372891542288,0.012014815812665003,0.12096017884166455,6,200,P1,26
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,True,15,0.0538748845232528,0.028484867726650036,0.07900924562592186,11,200,P1,26
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,True,16,0.05421988086783878,0.02548766349367599,0.0818083419095586,10,200,P1,26
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,True,17,0.05350948164684597,0.02508111654656185,0.08673190457314284,9,200,P1,26
