bootstrap_probability_positive,bootstrap_probability_positive_lower_all_1000,bootstrap_probability_positive_upper_all_1000,bootstrap_requested_count,bootstrap_usable_count,building_support,component_id,condition,directional_class,feature_family,feature_name,positive_direction,reference_source_version,stage,status,task_adjusted_effect,task_support,threshold,worker_id
0.859,0.859,0.859,1000,1000,10,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,H_positive_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.26126225558208255,25,0.7,18
0.859,0.859,0.859,1000,1000,10,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,H_positive_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.26126225558208255,25,0.8,18
0.859,0.859,0.859,1000,1000,10,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.26126225558208255,25,0.9,18
0.964,0.964,0.964,1000,1000,9,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,H_positive_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.6490227309706037,22,0.7,2
0.964,0.964,0.964,1000,1000,9,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,H_positive_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.6490227309706037,22,0.8,2
0.964,0.964,0.964,1000,1000,9,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,H_positive_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.6490227309706037,22,0.9,2
0.795,0.795,0.795,1000,1000,10,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,H_positive_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.3211691674912382,23,0.7,27
0.795,0.795,0.795,1000,1000,10,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.3211691674912382,23,0.8,27
0.795,0.795,0.795,1000,1000,10,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.3211691674912382,23,0.9,27
0.623,0.623,0.623,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.09355860534100228,24,0.7,28
0.623,0.623,0.623,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.09355860534100228,24,0.8,28
0.623,0.623,0.623,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.09355860534100228,24,0.9,28
0.003,0.003,0.003,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.8265127552582144,23,0.7,29
0.003,0.003,0.003,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.8265127552582144,23,0.8,29
0.003,0.003,0.003,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.8265127552582144,23,0.9,29
0.217,0.217,0.217,1000,1000,9,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.23340889788356975,23,0.7,30
0.217,0.217,0.217,1000,1000,9,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.23340889788356975,23,0.8,30
0.217,0.217,0.217,1000,1000,9,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.23340889788356975,23,0.9,30
0.011,0.011,0.011,1000,1000,13,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.44521908501142005,30,0.7,31
0.011,0.011,0.011,1000,1000,13,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.44521908501142005,30,0.8,31
0.011,0.011,0.011,1000,1000,13,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.44521908501142005,30,0.9,31
0.898,0.898,0.898,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,H_positive_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.29419407579246387,24,0.7,32
0.898,0.898,0.898,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,H_positive_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.29419407579246387,24,0.8,32
0.898,0.898,0.898,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.29419407579246387,24,0.9,32
0.619,0.619,0.619,1000,1000,12,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.04124814542985858,26,0.7,33
0.619,0.619,0.619,1000,1000,12,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.04124814542985858,26,0.8,33
0.619,0.619,0.619,1000,1000,12,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.04124814542985858,26,0.9,33
0.0,0.0,0.0,1000,1000,12,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-1.0717747980346013,42,0.7,34
0.0,0.0,0.0,1000,1000,12,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-1.0717747980346013,42,0.8,34
0.0,0.0,0.0,1000,1000,12,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-1.0717747980346013,42,0.9,34
0.163,0.163,0.163,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.20151891354205886,23,0.7,35
0.163,0.163,0.163,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.20151891354205886,23,0.8,35
0.163,0.163,0.163,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.20151891354205886,23,0.9,35
0.018,0.018,0.018,1000,1000,10,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.7100691946268621,23,0.7,36
0.018,0.018,0.018,1000,1000,10,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.7100691946268621,23,0.8,36
0.018,0.018,0.018,1000,1000,10,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.7100691946268621,23,0.9,36
0.733,0.733,0.733,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,H_positive_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.21388131570454103,25,0.7,37
0.733,0.733,0.733,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.21388131570454103,25,0.8,37
0.733,0.733,0.733,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.21388131570454103,25,0.9,37
0.579,0.579,0.579,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.05142012244978522,25,0.7,6
0.579,0.579,0.579,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.05142012244978522,25,0.8,6
0.579,0.579,0.579,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,0.05142012244978522,25,0.9,6
0.227,0.227,0.227,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,L_negative_direction,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.19564835752997276,25,0.7,8
0.227,0.227,0.227,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.19564835752997276,25,0.8,8
0.227,0.227,0.227,1000,1000,11,C1|manual|reference_signed_corner_pair_count_difference|33c748a6fd|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_signed_corner_pair_count_difference,more_wall_pairs_than_reference_signed_not_quality,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json|1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6|geometry_gt,C1,estimated,-0.19564835752997276,25,0.9,8
0.0027624309392265192,0.001,0.639,1000,362,4,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,-0.05969120710141947,5,0.7,1
0.0027624309392265192,0.001,0.639,1000,362,4,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,-0.05969120710141947,5,0.8,1
0.0027624309392265192,0.001,0.639,1000,362,4,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,-0.05969120710141947,5,0.9,1
0.7596685082872928,0.275,0.913,1000,362,4,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,0.020062265436275203,4,0.7,10
0.7596685082872928,0.275,0.913,1000,362,4,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,0.020062265436275203,4,0.8,10
0.7596685082872928,0.275,0.913,1000,362,4,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,0.020062265436275203,4,0.9,10
0.9281767955801105,0.336,0.974,1000,362,4,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,0.02269105470612001,4,0.7,11
0.9281767955801105,0.336,0.974,1000,362,4,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,0.02269105470612001,4,0.8,11
0.9281767955801105,0.336,0.974,1000,362,4,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,0.02269105470612001,4,0.9,11
0.7734806629834254,0.28,0.918,1000,362,2,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,0.02038540430197528,3,0.7,12
0.7734806629834254,0.28,0.918,1000,362,2,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,0.02038540430197528,3,0.8,12
0.7734806629834254,0.28,0.918,1000,362,2,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,0.02038540430197528,3,0.9,12
0.6685082872928176,0.242,0.88,1000,362,3,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,0.014823752460066545,3,0.7,13
0.6685082872928176,0.242,0.88,1000,362,3,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,0.014823752460066545,3,0.8,13
0.6685082872928176,0.242,0.88,1000,362,3,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,0.014823752460066545,3,0.9,13
0.6906077348066298,0.25,0.888,1000,362,3,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,0.017087522483943265,3,0.7,14
0.6906077348066298,0.25,0.888,1000,362,3,C1|semi|c1_iou_to_gt|562c45de05|c1,semi,U_unclassified_or_bootstrap_missing,quality,c1_iou_to_gt,higher_reference_quality_better,analysis_results/post_block2_analysis_pack_20260817_v4/post_block2_submission_master.csv|7b299a7910c5296ea7eac547471d6bd1ea43e2c012d765c72f3dd1a57498571a|frozen_c1_public_gt,C1,estimated,0.017087522483943265,3,0.8,14
