classified_H_count,classified_L_count,classified_U_count,condition,continuous_train_heldout_correlation,counterexample_count,evaluation_kind,evaluation_rows,feature_name,mean_continuous_absolute_error,reference_source_version,stage,threshold
6,11,34,manual,0.0920255030340831,11,heldout_task_fold,51,d_mask_to_reference,0.06434742197087073,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl|82dbcb1d08754476e4f2a447b70550bd297689c2c50df9f96aeb270b37f163d6|geometry_gt,C1,0.7
5,10,36,manual,0.0920255030340831,9,heldout_task_fold,51,d_mask_to_reference,0.06434742197087073,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl|82dbcb1d08754476e4f2a447b70550bd297689c2c50df9f96aeb270b37f163d6|geometry_gt,C1,0.8
5,7,39,manual,0.0920255030340831,8,heldout_task_fold,51,d_mask_to_reference,0.06434742197087073,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl|82dbcb1d08754476e4f2a447b70550bd297689c2c50df9f96aeb270b37f163d6|geometry_gt,C1,0.9
0,2,49,manual,0.24541319208895265,1,leave_one_building_out,51,d_mask_to_reference,0.03974005220394883,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl|82dbcb1d08754476e4f2a447b70550bd297689c2c50df9f96aeb270b37f163d6|geometry_gt,C1,0.7
0,1,50,manual,0.24541319208895265,1,leave_one_building_out,51,d_mask_to_reference,0.03974005220394883,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl|82dbcb1d08754476e4f2a447b70550bd297689c2c50df9f96aeb270b37f163d6|geometry_gt,C1,0.8
0,1,50,manual,0.24541319208895265,1,leave_one_building_out,51,d_mask_to_reference,0.03974005220394883,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl|82dbcb1d08754476e4f2a447b70550bd297689c2c50df9f96aeb270b37f163d6|geometry_gt,C1,0.9
0,0,30,manual,-0.11958119768792426,0,heldout_task_fold,30,reference_corner_cyclic_rmse,0.07283831184277124,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl|82dbcb1d08754476e4f2a447b70550bd297689c2c50df9f96aeb270b37f163d6|geometry_gt,C1,0.7
0,0,30,manual,-0.11958119768792426,0,heldout_task_fold,30,reference_corner_cyclic_rmse,0.07283831184277124,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl|82dbcb1d08754476e4f2a447b70550bd297689c2c50df9f96aeb270b37f163d6|geometry_gt,C1,0.8
0,0,30,manual,-0.11958119768792426,0,heldout_task_fold,30,reference_corner_cyclic_rmse,0.07283831184277124,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl|82dbcb1d08754476e4f2a447b70550bd297689c2c50df9f96aeb270b37f163d6|geometry_gt,C1,0.9
0,0,25,manual,-0.2928056914090962,0,leave_one_building_out,25,reference_corner_cyclic_rmse,0.09268861916605338,analysis_results/prescreen_closeout_final_gold_v2_20260701/final_gold_records_v2_p1_closeout_corrected.jsonl|82dbcb1d08754476e4f2a447b70550bd297689c2c50df9f96aeb270b37f163d6|geometry_gt,C1,0.7
