coverage_new,coverage_old,coverage_diff,mismatch_n,matched_n,mismatch_active_time_med,matched_active_time_med,ratio_mismatch_over_matched,IAA_med_NEW,IAA_med_OLD,active_time_med_NEW_semi,active_time_med_OLD_semi
0.9836065573770492,0.7704918032786885,0.21311475409836067,28,94,55.717,21.39,2.6048153342683498,0.9883583188056946,1.0,28.826500000000003,21.39
