canonical_annotation_id,image_id,building_id,worker_id,current20_member,stage,context_key,legacy_initialization_kind,source_group,reference_basis,reference_hold,initialization_evidence_status,edit_ospa30,edit_ospa60,gain_ospa30,final_ospa30,initial_ospa30,gain_ospa60,final_ospa60,initial_ospa60,net_point_change
babc4e1b7d60b5ce,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,1,True,P1,init:p1:509c41111a2f853c44ed,trap_synthetic_disjoint_source,trap_synthetic_disjoint_source,gt_assumed_correct,,import_and_runtime_preview_matched,12.072523960806862,22.072523960806862,8.470371825669595,2.584153907188745,11.05452573285834,18.470371825669595,2.584153907188745,21.05452573285834,-4
1106d9b3309125ae,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,10,True,P1,init:p1:509c41111a2f853c44ed,trap_synthetic_disjoint_source,trap_synthetic_disjoint_source,gt_assumed_correct,,import_and_runtime_preview_matched,10.0,20.0,9.472737133570828,1.5817885992875114,11.05452573285834,19.47273713357083,1.5817885992875114,21.05452573285834,-4
b11846422ee8df2c,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,11,True,P1,init:p1:509c41111a2f853c44ed,trap_synthetic_disjoint_source,trap_synthetic_disjoint_source,gt_assumed_correct,,import_and_runtime_preview_matched,0.0,0.0,0.0,11.05452573285834,11.05452573285834,0.0,21.05452573285834,21.05452573285834,0
38972f7a8ac6e59e,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,12,True,P1,init:p1:509c41111a2f853c44ed,trap_synthetic_disjoint_source,trap_synthetic_disjoint_source,gt_assumed_correct,,import_and_runtime_preview_matched,11.997641465946154,21.997641465946156,8.374855714618139,2.6796700182401993,11.05452573285834,18.374855714618143,2.6796700182401993,21.05452573285834,-4
e13f31dcfeca786f,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,13,True,P1,init:p1:509c41111a2f853c44ed,trap_synthetic_disjoint_source,trap_synthetic_disjoint_source,gt_assumed_correct,,import_and_runtime_preview_matched,10.0,20.0,9.472737133570828,1.5817885992875114,11.05452573285834,19.47273713357083,1.5817885992875114,21.05452573285834,-4
c98ff21fd3ac34dc,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,14,False,P1,init:p1:509c41111a2f853c44ed,trap_synthetic_disjoint_source,trap_synthetic_disjoint_source,gt_assumed_correct,,import_and_runtime_preview_matched,10.780185359563317,20.780185359563315,10.01317846052972,1.0413472723286206,11.05452573285834,20.01317846052972,1.0413472723286206,21.05452573285834,-4
ed7c1f77254fbb2a,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,15,True,P1,init:p1:509c41111a2f853c44ed,trap_synthetic_disjoint_source,trap_synthetic_disjoint_source,gt_assumed_correct,,import_and_runtime_preview_matched,10.715773186780856,20.715773186780854,10.396427341882948,0.6580983909753916,11.05452573285834,20.396427341882948,0.6580983909753916,21.05452573285834,-4
f9d6980bfc9259bd,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,17,True,P1,init:p1:509c41111a2f853c44ed,trap_synthetic_disjoint_source,trap_synthetic_disjoint_source,gt_assumed_correct,,import_and_runtime_preview_matched,10.860428987057574,20.860428987057574,10.12091562911235,0.9336101037459886,11.05452573285834,20.120915629112353,0.9336101037459886,21.05452573285834,-4
dee69b2b7ab15827,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,18,False,P1,init:p1:509c41111a2f853c44ed,trap_synthetic_disjoint_source,trap_synthetic_disjoint_source,gt_assumed_correct,,import_and_runtime_preview_matched,10.0,20.0,9.472737133570828,1.5817885992875114,11.05452573285834,19.47273713357083,1.5817885992875114,21.05452573285834,-4
708d8e2dff95ff2d,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,19,False,P1,init:p1:509c41111a2f853c44ed,trap_synthetic_disjoint_source,trap_synthetic_disjoint_source,gt_assumed_correct,,import_and_runtime_preview_matched,10.715773186780856,20.715773186780854,4.528047020078026,6.526478712780313,11.05452573285834,8.528047020078027,12.526478712780314,21.05452573285834,-2
