stage,project_id,runtime_task_id,worker_id,latest_non_cancelled_annotation_id,frozen_annotation_id,frozen_canonical_annotation_id,comparison_status
C1,69,3297,17,6191,6191,8f8f293766eeffd6470a,match
C1,69,3297,18,6525,6525,48e0e1e7a86beb1ce565,match
C1,69,3297,2,4846,4846,81234a56777545e31b9c,match
C1,69,3297,6,6252,6252,561446db19099c48c68e,match
C1,69,3297,8,6108,6108,19253e4ab328902a4d12,match
C1,69,3298,1,6296,6296,fc42d8b4b92a825c7a00,match
C1,69,3298,10,6165,6165,433d0b582110ee0ef9b1,match
C1,69,3298,11,6389,6389,563395851b939361bf06,match
C1,69,3298,12,6301,6301,a3645ccc20570a3b55ac,match
C1,69,3298,13,6220,6220,751369268283b179790e,match
C1,69,3298,14,6490,6490,1348b48c5c9e762ca204,match
C1,69,3298,15,6457,6457,bd7202f0572e6e29ad19,match
C1,69,3298,17,6192,6192,903f5f0ce2b19ea931e6,match
C1,69,3298,18,6526,6526,fc54690efab8e6885207,match
C1,69,3298,2,4847,4847,80557e6a69dbd96f145d,match
C1,69,3298,6,6253,6253,291ad6158da57e3cad43,match
C1,69,3298,8,6109,6109,8004d58810493d894b90,match
C1,69,3299,1,6298,6298,f0749422e452eec8ab7d,match
C1,69,3299,10,6166,6166,dc3b60d3ab46195c79f2,match
C1,69,3299,11,6390,6390,d568da825a0925474c30,match
C1,69,3299,12,6304,6304,2e29af366c8b907df0ba,match
C1,69,3299,13,6221,6221,efabbdc5b8f3c34605b1,match
C1,69,3299,14,6491,6491,70f54069db5f45b1c3a9,match
C1,69,3299,15,6458,6458,dcc9b22c32e44a2b6aed,match
C1,69,3299,17,6193,6193,6e92af5ad7667f224740,match
C1,69,3299,18,6527,6527,b73663d4e6304415c7df,match
C1,69,3299,2,4848,4848,4aa250b1a35849403e62,match
C1,69,3299,6,6254,6254,e21b795c3082b91b04f7,match
C1,69,3299,8,6110,6110,a9ffc64727b849e97700,match
C1,69,3300,1,6300,6300,e367c19601f2d8e7823e,match
C1,69,3300,10,6167,6167,6c9ac9d78b385a762253,match
C1,69,3300,11,6391,6391,ffd589e4f6a13787a5d6,match
C1,69,3300,12,6307,6307,082f62d60b17746b01fc,match
C1,69,3300,13,6222,6222,e66d78ee7fefb50ef63b,match
C1,69,3300,14,6492,6492,60a0c3a0dcba1739fb67,match
C1,69,3300,15,6459,6459,aadcebbd5deed880c6fe,match
C1,69,3300,17,6194,6194,be51f8a15243df569129,match
C1,69,3300,18,6528,6528,6807fe796de6aacaa1d3,match
C1,69,3300,2,4849,4849,8e8f77a48f3ad4c6096c,match
C1,69,3300,6,6255,6255,91f5a2eb0fcd82cebcf4,match
C1,69,3300,8,6111,6111,f2769cc6b8e8d4026727,match
C1,69,3301,1,6302,6302,0306cba337eb984110ee,match
C1,69,3301,10,6168,6168,3a99de3022bf33efda0d,match
C1,69,3301,11,6392,6392,f74c671037152e7b23be,match
C1,69,3301,12,6309,6309,aa07e998c7330ad3d3eb,match
C1,69,3301,13,6223,6223,95008ded416834561a81,match
C1,69,3301,14,6493,6493,c52bd6458bd9b8699533,match
C1,69,3301,15,6460,6460,c72ac2a665cd5a8025ca,match
C1,69,3301,17,6195,6195,c5c73b69124bd4813ab3,match
C1,69,3301,18,6529,6529,8f59ffff972415042eba,match
C1,69,3301,2,4850,4850,1849bc7fd397907c0fdc,match
C1,69,3301,6,6256,6256,d17d0b2e584b2292c1f1,match
C1,69,3301,8,6112,6112,b2371fd8992b71f8f26a,match
C1,69,3302,1,6303,6303,decd9e3adcbe39aed044,match
C1,69,3302,10,6169,6169,cc4b77a1e08c03d24b8b,match
C1,69,3302,11,6393,6393,45c7e6b9c0f075b709c5,match
C1,69,3302,12,6310,6310,b1ce4141a47902a64e35,match
C1,69,3302,13,6224,6224,8f784855d8bd4f3a9024,match
C1,69,3302,14,6494,6494,23115303fffe0aeeb5be,match
C1,69,3302,15,6461,6461,ea7fabdfe31667749db1,match
C1,69,3302,17,6196,6196,097614c2e4d646b9059e,match
C1,69,3302,18,6530,6530,9468385d865a6955cb73,match
C1,69,3302,2,4851,4851,014b4e58073b849f7ed9,match
C1,69,3302,6,6257,6257,ae7096d6a5b271deaac2,match
C1,69,3302,8,6113,6113,f235b3c540b6882e63cb,match
C1,69,3303,1,6305,6305,8cc976464d74ba775b9e,match
C1,69,3303,10,6170,6170,c214f6ddad6c484d9ead,match
C1,69,3303,11,6394,6394,13de41d9ab1a6f93dc75,match
C1,69,3303,12,6311,6311,8775b9adcf68f1324409,match
C1,69,3303,13,6225,6225,75727d4b2511f36fa2ce,match
C1,69,3303,14,6495,6495,fedad1bada042d84e572,match
C1,69,3303,15,6462,6462,775744097a41d254df7f,match
C1,69,3303,17,6197,6197,40b1ddacfbaf05a362ac,match
C1,69,3303,18,6531,6531,0309b9293bdaeefba16c,match
C1,69,3303,2,4852,4852,fcdfb6cd62ff1d9b2b4a,match
C1,69,3303,6,6258,6258,d4f265a1a24e286d2575,match
C1,69,3303,8,6114,6114,6f501a02450b80edfacb,match
C1,69,3304,1,6306,6306,14346fa7f625df2e92da,match
C1,69,3304,10,6171,6171,d0fc4545c974fc42b662,match
C1,69,3304,11,6395,6395,a02304edf778c294c6fb,match
C1,69,3304,12,6313,6313,efee8b0961b89129a457,match
C1,69,3304,13,6226,6226,2d83aaed5161b7904cdd,match
C1,69,3304,14,6496,6496,334dd20fa6fb3ffa9d5d,match
C1,69,3304,15,6463,6463,6d2129c626d211543587,match
C1,69,3304,17,6198,6198,b5a85ea72aadddb2f09b,match
C1,69,3304,18,6532,6532,bfe1e6f3cb0a3353c928,match
C1,69,3304,2,4853,4853,a4b73bebf231dbe2321a,match
C1,69,3304,6,6259,6259,65cf5a2a652ba9b3ca95,match
C1,69,3304,8,6115,6115,caba50e4a43aa76cac46,match
C1,69,3305,1,6308,6308,e141cec3bd166425f47c,match
C1,69,3305,10,6172,6172,e4ccffc7a8756b7b0be4,match
C1,69,3305,11,6396,6396,cc9c520b1f8781f19e31,match
C1,69,3305,12,6315,6315,0ab97a7e7082f598e237,match
C1,69,3305,13,6227,6227,d82cf0aab412ea6e207e,match
C1,69,3305,14,6497,6497,0a6c2ab575a7b36f82bd,match
C1,69,3305,15,6464,6464,e714d76c74a373febbee,match
C1,69,3305,17,6199,6199,0359bc11d268822d94fd,match
C1,69,3305,18,6533,6533,7d1b82da44ed8dd8ef72,match
C1,69,3305,2,4854,4854,cb5e672973105a2a1c43,match
C1,69,3305,6,6260,6260,d14d3e95941e544b31c6,match
C1,69,3305,8,6116,6116,f579b073015ccb5f87b1,match
C1,71,3306,11,6401,6401,c599740d3bc3761f8f39,match
C1,71,3306,15,6469,6469,a68c32790d01e6b27d0d,match
C1,71,3307,1,6317,6317,27b7efed178842f2bcae,match
C1,71,3307,2,6137,6137,39b9fade42ec809e239d,match
C1,71,3308,12,6324,6324,9b6b9dee2aafeae77550,match
C1,71,3309,10,6181,6181,383c4d3f2da8086009f3,match
C1,71,3309,17,6209,6209,19607f73ad540646568e,match
C1,71,3309,18,6538,6538,d0bcda333eddee24fe3c,match
C1,71,3309,6,6261,6261,a59dbe372c746bd7a7ac,match
C1,71,3309,8,6130,6130,846f35a4fc23776b55a2,match
C1,71,3310,11,6402,6402,99a8d85e0a09165ed320,match
C1,71,3310,15,6471,6471,063a04f15b4aa1089409,match
C1,71,3311,13,6237,6237,f2c02631f6c62e58089e,match
C1,71,3311,14,6498,6498,cd704d1ba32661d8d74e,match
C1,71,3313,10,6179,6179,bc6afe53ebf4fa056431,match
C1,71,3313,11,6404,6404,44137bda12cf49a72738,match
C1,71,3313,17,6207,6207,fe51149470d295897000,match
C1,71,3313,6,6262,6262,02c17487f3c26175d06c,match
C1,71,3314,1,6319,6319,4dfaf6dedad2424beadf,match
C1,71,3314,12,6337,6337,2e74f8f5d535803c2fb2,match
C1,71,3314,2,6138,6138,55cde5ca98b3a274f9ca,match
C1,71,3315,1,6320,6320,3e0b6e14799743fc990f,match
C1,71,3315,11,6403,6403,190a6d2d9c3e31af294c,match
C1,71,3315,12,6344,6344,69ad0871a13714ff7abc,match
C1,71,3316,1,6316,6316,d2fe19a8dc66fd1f3ff5,match
C1,71,3317,13,6235,6235,30e344b50071694c55ec,match
C1,71,3317,8,6128,6128,992f35b8a555f38eaf73,match
C1,71,3318,17,6215,6215,d6077bf8866533197810,match
C1,71,3318,6,6263,6263,bb2170e2f627c3cc30fb,match
C1,71,3318,8,6136,6136,b009f871ba470e85127d,match
C1,71,3319,10,6176,6176,b80833429adcb6be79f8,match
C1,71,3319,17,6204,6204,4fb3839c49c04d3ffcf7,match
C1,71,3319,6,6264,6264,290e3e82f42aa83e4adc,match
C1,71,3319,8,6125,6125,4fd5b259dc13de4a5e96,match
C1,71,3320,12,6335,6335,e7909355f0df5dd9276a,match
C1,71,3320,13,6234,6234,ec6c38a862059f07bf7f,match
C1,71,3321,1,6330,6330,d22e8df3dcff4100efb5,match
C1,71,3321,2,6139,6139,a25753564e8d0fb8f8d6,match
C1,71,3322,1,6312,6312,b593f337fea5cb8bf3f2,match
C1,71,3322,12,6318,6318,16f88794bfabdd24c227,match
C1,71,3322,2,6140,6140,9e5409147dcedaf906b7,match
C1,71,3323,11,6405,6405,4cf2eede79562a2d7541,match
C1,71,3323,15,6476,6476,38d59659d0a299c09ed6,match
C1,71,3324,10,6174,6174,9e3ad1f70d2c02b5d41f,match
C1,71,3324,13,6229,6229,fd8bf72140d024b7cca4,match
C1,71,3324,14,6499,6499,93b27e06e9f3739effd4,match
C1,71,3324,18,6539,6539,ba970384157c74921eb4,match
C1,71,3325,13,6238,6238,f8d2cd60e9a8ecf91058,match
C1,71,3325,14,6500,6500,56c9aa0348514ab3cc5b,match
C1,71,3325,18,6540,6540,0cb5a7c23d9bc70208b1,match
C1,71,3327,1,6333,6333,62ca76d9e84ab7370421,match
C1,71,3327,11,6406,6406,ff368b2d52c03c9c2c5d,match
C1,71,3327,12,6341,6341,ebb6ff386a289d1366df,match
C1,71,3327,15,6480,6480,f59447dc61818803cfc6,match
C1,71,3327,2,6141,6141,203bd6757c614dae7d28,match
C1,71,3328,11,6407,6407,81236ef5be5b11e8be3e,match
C1,71,3328,15,6484,6484,8bd2b6db1b57ba08a132,match
C1,71,3329,1,6338,6338,c1c621753a9818e3a816,match
C1,71,3329,12,6346,6346,91d132fab64b21bf307f,match
C1,71,3329,2,6142,6142,8788f7b0921cb90d1098,match
C1,71,3330,10,6177,6177,8a628475d25ae29582ed,match
C1,71,3330,13,6233,6233,03226fb095d5cf238261,match
C1,71,3330,14,6501,6501,e8fd32bf75bc6810420e,match
C1,71,3330,18,6541,6541,aef04a1a8afd159eb371,match
C1,71,3332,1,6331,6331,f0b7c25018d49988f041,match
C1,71,3332,12,6321,6321,8f895f66411f68620317,match
C1,71,3332,2,6143,6143,1d0597eb333ea3d5fed7,match
C1,71,3333,10,6180,6180,bd14297e6f34d6705898,match
C1,71,3333,6,6265,6265,9ba553c8c79977374da6,match
C1,71,3334,17,6202,6202,2deeaf20bd263d3ea772,match
C1,71,3334,8,6123,6123,d2796d2c57e1164510fa,match
C1,71,3335,11,6408,6408,6d1cd2b695a93ed0418c,match
C1,71,3335,15,6475,6475,c3333eb36394f0f11cfe,match
C1,71,3336,15,6478,6478,60f051ba3d820f7cf2c1,match
C1,71,3337,10,6452,6452,399d7b90505e061c62ec,match
C1,71,3337,13,6231,6231,15045b6175a2d31f009a,match
C1,71,3337,14,6502,6502,fb89303c7e00435f9fec,match
C1,71,3337,18,6542,6542,86103695b3e92be6e929,match
C1,71,3337,6,6266,6266,249972890d1d949f4e0b,match
C1,71,3338,14,6503,6503,89f6eb36f9ae94e81adb,match
C1,71,3338,18,6543,6543,c63d05f140fcc66be4df,match
C1,71,3338,8,6127,6127,74c45cde6e9ca313500c,match
C1,71,3339,12,6332,6332,ac643d623a147394d526,match
C1,71,3340,11,6409,6409,d78d6ac8c99983d4ff33,match
C1,71,3340,15,6473,6473,4254da3317f7e8030a58,match
C1,71,3340,2,6144,6144,dc745be5cce5949b29e1,match
C1,71,3341,13,6232,6232,825bdbff9bff6dbfbe83,match
C1,71,3341,14,6504,6504,e59fee15d62a5f50a85e,match
C1,71,3341,18,6544,6544,7678a683012ba646c81e,match
C1,71,3342,12,6343,6343,671b56ca48ab10f04510,match
C1,71,3344,10,6184,6184,f9cafcbd58a63d859d32,match
C1,71,3344,17,6212,6212,f8d8bb7e420a7d6f3d91,match
C1,71,3344,6,6267,6267,480a17d4b8bc43325c2c,match
C1,71,3344,8,6133,6133,9b0c448a433097e9942e,match
C1,71,3345,10,6178,6178,e679e2f416b6d65b3705,match
C1,71,3345,14,6505,6505,55fb2716ceb7834eac5c,match
C1,71,3345,17,6206,6206,a7ba8b4e746e9e775405,match
C1,71,3345,18,6545,6545,e6aa42eeae4da18d3ef5,match
C1,71,3345,6,6268,6268,bc93975b4d8c2bd917fb,match
C1,71,3346,11,6410,6410,5dcb1dff2ea327169b12,match
C1,71,3346,15,6479,6479,477b34fa06ad9592dc53,match
C1,71,3346,2,6145,6145,79927da8c000e31d9cda,match
C1,71,3347,1,6334,6334,406e2e41f02039706f05,match
C1,71,3347,12,6340,6340,205de09132b7c362ae2c,match
C1,71,3348,17,6205,6205,7a9990749414fd2cd8fd,match
C1,71,3348,6,6269,6269,71c862e10ba7cf021bfe,match
C1,71,3348,8,6126,6126,b051173d56dd7d06ce80,match
C1,71,3349,1,6573,6573,72eebdfddb78a8d5da2a,match
C1,71,3349,13,6240,6240,4b06a3805f8a5aeac160,match
C1,71,3349,14,6506,6506,4eaef6a23a48a0c79497,match
C1,71,3349,18,6546,6546,6e436e9879b7e6c528d0,match
C1,71,3350,17,6200,6200,92084aa32f538179d158,match
C1,71,3350,6,6270,6270,f8b24f616d167c27b810,match
C1,71,3350,8,6121,6121,f2a65213a0368b751984,match
C1,71,3351,17,6208,6208,552c1b3f60b73454472d,match
C1,71,3351,8,6129,6129,33bdbff1a089ed14dc7d,match
C1,71,3352,17,6214,6214,488f0c3264bf31aca229,match
C1,71,3352,2,6146,6146,93a6155acf0e8f9b4f11,match
C1,71,3352,8,6135,6135,c2fbdf3adfd99918c0e7,match
C1,71,3353,11,6411,6411,81702024cb6333973ce6,match
C1,71,3353,15,6470,6470,f78931e744dcb44323b8,match
C1,71,3354,1,6336,6336,3a2d7700bd5753ff0789,match
C1,71,3354,15,6482,6482,1cd86a5176aacbc3567b,match
C1,71,3354,2,6147,6147,837d51d499c08b0e0765,match
C1,71,3355,10,6187,6187,d2f9b77e836ea9a23958,match
C1,71,3355,13,6243,6243,dd2eee2e935e77791577,match
C1,71,3355,14,6507,6507,be89bcf05931fe625393,match
C1,71,3355,18,6547,6547,e98d3f5303e6099af208,match
C1,71,3356,17,6203,6203,8e9619af766e40a0d49d,match
C1,71,3356,8,6124,6124,93435790a37ab2290bc6,match
C1,71,3357,10,6173,6173,793fbf24fd55bb3641aa,match
C1,71,3357,13,6228,6228,20512095d53578cdb0d8,match
C1,71,3357,14,6508,6508,103bd0e8ec57eb971857,match
C1,71,3357,18,6548,6548,ab0fd432ae8aa26071ae,match
C1,71,3358,10,6186,6186,230418a93ba734601d15,match
C1,71,3358,13,6242,6242,a7f130f489209fd66673,match
C1,71,3358,14,6509,6509,eabfca08cf8ed118e1e7,match
C1,71,3358,18,6549,6549,d64ce5b326b6015ae8bf,match
C1,71,3358,6,6271,6271,0fe7898050e5c65aa163,match
C1,71,3359,10,6182,6182,265f63ba09442d63389c,match
C1,71,3359,17,6210,6210,62d758541221214e1490,match
C1,71,3359,6,6272,6272,b3eba7756056bb941dfb,match
C1,71,3359,8,6131,6131,ead3f8ac14ab1a6ddfd9,match
C1,71,3360,11,6412,6412,ea1f939ba15f6d10754b,match
C1,71,3361,11,6574,6574,727b424d339f07b45b57,match
C1,71,3361,15,6485,6485,82b8071cc5f780733f8e,match
C1,71,3362,17,6201,6201,0dfa885b59782e4c1c1b,match
C1,71,3362,6,6273,6273,740b26f3c0809cbeadad,match
C1,71,3363,15,6483,6483,dedb80578a581b30950a,match
C1,71,3363,2,6148,6148,94bd3eb39aab32641f9d,match
C1,71,3364,15,6477,6477,639e0ae720de944c4ad5,match
C1,71,3365,12,6326,6326,c1c414a69e1ac434e740,match
C1,71,3366,10,6183,6183,f62c1fca08c19956c8e3,match
C1,71,3366,17,6211,6211,9c8c76c74e6217df2bea,match
C1,71,3366,18,6550,6550,d3d1738a5f7c5fa69f13,match
C1,71,3366,6,6274,6274,fe2250f56881470ffebd,match
C1,71,3366,8,6132,6132,1a446d9cbfb0497f80c0,match
C1,71,3367,1,6322,6322,be6e1ce12bbf6a8518ab,match
C1,71,3367,15,6472,6472,7ea7af8cde9303da75a6,match
C1,71,3367,2,6149,6149,64bf2865bf8cc00abbb3,match
C1,71,3369,10,6175,6175,0a211ea2c0df77e9f508,match
C1,71,3369,13,6230,6230,a667f2faafe82e46c3bb,match
C1,71,3369,14,6510,6510,c1f8df8f0e9125e35db4,match
C1,71,3369,18,6551,6551,4543d3cbfe2301eb05f6,match
C1,71,3369,6,6275,6275,0ee8571c46f9f9b55099,match
C1,71,3370,11,6415,6415,c56be6e4f5a0291cbfe7,match
C1,71,3370,8,6122,6122,e2af3853afde2a84287b,match
C1,71,3371,11,6416,6416,8a2600447847d5ab7f5f,match
C1,71,3371,15,6481,6481,ad005008336266edcd64,match
C1,71,3372,11,6417,6417,30ae9e7207f0bf746fc4,match
C1,71,3372,12,6328,6328,497bb847657d8053449f,match
C1,71,3372,15,6474,6474,3a163ca0abb6cc5d8ebc,match
C1,71,3373,1,6323,6323,73908ddd5ef005c60f62,match
C1,71,3373,2,6150,6150,ee808cbaf8ffe0de6430,match
C1,71,3374,1,6327,6327,79f3478ea5e43fc1f95a,match
C1,71,3374,12,6342,6342,974f94a2b16103ea9324,match
C1,71,3374,2,6151,6151,495d562be7d142d5bbc5,match
C1,71,3375,1,6325,6325,c9e40b1fe2b3537ffc79,match
C1,71,3375,12,6339,6339,8cd8fc36522e0668f25d,match
C1,71,3375,2,6152,6152,ca89b9306226c9c332c3,match
C1,71,3376,13,6239,6239,26a3cf470c4ab78ffaea,match
C1,71,3376,14,6511,6511,8505abd6f0715a121368,match
C1,71,3378,11,6418,6418,edd14839698213ae4d82,match
C1,71,3378,13,6236,6236,ed26709256377966efda,match
C1,71,3378,14,6512,6512,dc98a7c22f0fc2116163,match
C1,71,3378,18,6552,6552,10e91df094c576440242,match
C1,71,3379,1,6329,6329,629350384ea347717859,match
C1,71,3379,12,6345,6345,7af5a1710f0a4c2dcfa5,match
C1,71,3379,17,6213,6213,54f0c5b471c28e1b761e,match
C1,71,3379,8,6134,6134,618c40c186d398910f88,match
C1,71,3380,10,6185,6185,07431aa4afbbf9c0c56b,match
C1,71,3380,13,6241,6241,a236e017116eb8422292,match
C1,71,3380,14,6513,6513,544f3f9a681478cc1c1b,match
C1,71,3380,18,6553,6553,4ad24a22d659420a086d,match
C1,71,3380,6,6276,6276,6b62fa1340a38506bbdf,match
C1,72,3381,10,6159,6159,69b441eb87332bb0e6ed,match
C1,72,3381,13,6244,6244,d6b34d9ae99290e61c81,match
C1,72,3381,2,6153,6153,02ff3128c678c453e095,match
C1,72,3382,1,6283,6283,9c1492ecc8c50ab46ddd,match
C1,72,3383,14,6514,6514,df8caafef388df6a815e,match
C1,72,3383,17,6518,6518,fc425478750be6dafff3,match
C1,72,3383,18,6537,6537,23a4dc31709381a1de36,match
C1,72,3383,6,6277,6277,7bed161c9c3ed689c7ae,match
C1,72,3384,11,6398,6398,540bb1f2348937711758,match
C1,72,3385,10,6158,6158,4b7562726182b0f76ced,match
C1,72,3385,15,6465,6465,4786ddffd288bc3c1169,match
C1,72,3385,8,6117,6117,1beae202a7ba8f00c6fb,match
C1,72,3386,12,6285,6285,8f2310bf731d94b43254,match
C1,72,3387,13,6245,6245,6202fd8098d9ad33f433,match
C1,72,3388,1,6286,6286,fba833f7e946e03406f0,match
C1,72,3388,17,6519,6519,be0ea7a0849f9bf057cb,match
C1,72,3388,2,6154,6154,7fc54cc83e44fb28abe2,match
C1,72,3389,11,6397,6397,a63b28ab3b493bd3ee11,match
C1,72,3389,6,6278,6278,4486738211819be8d3d4,match
C1,72,3390,1,6571,6571,8024c676ff7c3f775432,match
C1,72,3390,12,6287,6287,788e7e1c7924718866a4,match
C1,72,3390,14,6515,6515,3d3fca86654cbfeba8a0,match
C1,72,3390,18,6534,6534,b7e5ac04265464d25c70,match
C1,72,3391,10,6451,6451,2aea8c4c7647e5dcbf4f,match
C1,72,3391,15,6466,6466,e8a846d937e3ed039131,match
C1,72,3391,8,6118,6118,aa3b4f3365dda18b56bc,match
C1,72,3393,1,6288,6288,149830d59e7e9e39f686,match
C1,72,3393,2,6450,6450,3cf2311bd8da5ee6753a,match
C1,72,3394,13,6246,6246,98e444841935f5508d75,match
C1,72,3394,17,6521,6521,eda8291573ff053225c7,match
C1,72,3394,18,6535,6535,936511830ce393b70d38,match
C1,72,3395,1,6572,6572,2293abd04e66d525f147,match
C1,72,3395,11,6399,6399,8efaa4e2bbb1955244ea,match
C1,72,3395,14,6516,6516,d2e536ac825ae4aa65e4,match
C1,72,3396,6,6279,6279,f716e6d6a95b3228e48c,match
C1,72,3397,12,6292,6292,4b61ee6ece084b2094c8,match
C1,72,3397,15,6467,6467,8ccb0872c31327a3e97d,match
C1,72,3397,8,6119,6119,14ac18968586cb14b07a,match
C1,72,3398,10,6161,6161,72c315a66c675f62b587,match
C1,72,3398,13,6247,6247,ba5291230a2bbae1658b,match
C1,72,3399,1,6289,6289,456be942f0947a669713,match
C1,72,3399,2,6155,6155,9b7c8a47533d55322728,match
C1,72,3400,14,6517,6517,98bddc53a917046c3f4a,match
C1,72,3400,17,6520,6520,e96cb5be61c7f8ac3c74,match
C1,72,3400,18,6536,6536,23cb933de747d63d9058,match
C1,72,3401,6,6280,6280,1662ab8242879aec65db,match
C1,72,3402,11,6400,6400,702f8663c962b7634220,match
C1,72,3402,12,6297,6297,ec7b9674561060eaad40,match
C1,72,3402,15,6468,6468,b578f0248ceb6441105b,match
C1,72,3403,10,6163,6163,70e8f5079c7b09c6af6d,match
C1,72,3403,8,6120,6120,5ba67a30243635c3cbe3,match
C1,72,3404,13,6248,6248,72dc231b20fe4c8a589d,match
C1,72,3404,2,6156,6156,1a60a6ad7849198e802c,match
C1,72,3405,1,6291,6291,3aa58d4d74ec42ed12a4,match
P1,28,3053,1,4813,4813,738a28459a248984,match
P1,28,3053,10,3190,3190,8857a2ec2d3444ba,match
P1,28,3053,11,3541,3541,538db2a79188e4ef,match
P1,28,3053,12,3453,3453,13f3eff18a52453b,match
P1,28,3053,13,3358,3358,ae0b6b00e971f182,match
P1,28,3053,14,3528,3528,8fceb8fe7a91b34c,match
P1,28,3053,15,3221,3221,d0af5ad0523f8433,match
P1,28,3053,17,3133,3133,07e393557408ab30,match
P1,28,3053,18,4697,4697,d7d3126eb509dcae,match
P1,28,3053,19,4614,4614,ee2e59495db1c2bf,match
P1,28,3053,2,4037,4037,cebf574498a5a20d,match
P1,28,3053,21,3696,3696,695653e48b0aca59,match
P1,28,3053,6,3302,3302,bc019effee879dd8,match
P1,28,3053,8,3742,3742,0e52fffeabd5cf25,match
P1,28,3054,1,4814,4814,9e9998c2efb5ea77,match
P1,28,3054,10,3191,3191,4a5ea8f6ba8ecaab,match
P1,28,3054,11,3559,3559,1a1637b695381c15,match
P1,28,3054,12,3454,3454,f40efaca8c5d3bf1,match
P1,28,3054,13,3359,3359,27682bb9932ff2bb,match
P1,28,3054,14,3529,3529,8aa86d5f3b887423,match
P1,28,3054,15,3222,3222,847ff1091d8cc648,match
P1,28,3054,17,3134,3134,2794795e8c4e927b,match
P1,28,3054,18,4698,4698,174759c006c73ec0,match
P1,28,3054,19,4615,4615,cf3e0b1c47e35600,match
P1,28,3054,2,4039,4039,27f4ffac099bc05b,match
P1,28,3054,21,3697,3697,1e50979e05536fe2,match
P1,28,3054,6,3303,3303,305e3cb3e8b1c4f1,match
P1,28,3054,8,3743,3743,823b2c9be72218a8,match
P1,28,3055,1,4815,4815,8f088bc3d38ce05a,match
P1,28,3055,10,3192,3192,1707cddacfb80ad2,match
P1,28,3055,11,3560,3560,97049183eb982350,match
P1,28,3055,12,3455,3455,d366bcd1ee684385,match
P1,28,3055,13,3360,3360,86c80ddc2433f7df,match
P1,28,3055,14,3530,3530,0fb974eb2f3144ee,match
P1,28,3055,15,3622,3622,b0116da2af71a4ec,match
P1,28,3055,17,3135,3135,2204ad06a7cf0671,match
P1,28,3055,18,4699,4699,6c11bfc31b800170,match
P1,28,3055,19,4616,4616,1ca216a593ef9439,match
P1,28,3055,2,4711,4711,8e684346a4358fa7,match
P1,28,3055,21,3698,3698,8432135564249be4,match
P1,28,3055,6,3304,3304,5e47fb68e3f9fb49,match
P1,28,3055,8,3744,3744,ae126ae09cc9ca1f,match
P1,28,3056,1,4816,4816,b56fb0f8553a75cf,match
P1,28,3056,10,3193,3193,418f3b1d89b36db3,match
P1,28,3056,11,3561,3561,c17faf5a48e89320,match
P1,28,3056,12,3456,3456,39b76bef6310a8de,match
P1,28,3056,13,3361,3361,e62338b4626f0c8a,match
P1,28,3056,14,3531,3531,0f472f196824d00e,match
P1,28,3056,15,3623,3623,3bb306297047e08a,match
P1,28,3056,17,3136,3136,9f011df25dac7cb9,match
P1,28,3056,18,4700,4700,2465e9f86fa1749d,match
P1,28,3056,19,4617,4617,d1ded26e80b45fc5,match
P1,28,3056,2,4712,4712,e159a8e6dc000639,match
P1,28,3056,21,3699,3699,142dfc3f9b37cb3a,match
P1,28,3056,6,3305,3305,44e202efdaaa1086,match
P1,28,3056,8,3745,3745,07295986e75ee411,match
P1,28,3057,1,4817,4817,16f93817216fbedd,match
P1,28,3057,10,3194,3194,b17ba1384ab94447,match
P1,28,3057,11,3562,3562,3be1cfa09ff1f4a0,match
P1,28,3057,12,3457,3457,474404c2ac9d79ca,match
P1,28,3057,13,3362,3362,829002ca0158f88b,match
P1,28,3057,14,3532,3532,0d9906c4c8bb57f8,match
P1,28,3057,15,3624,3624,c9e70c42a286d3fc,match
P1,28,3057,17,3137,3137,f62e67027c50f0e4,match
P1,28,3057,18,4701,4701,9660d6b44da996d0,match
P1,28,3057,19,4618,4618,acbe8b7b71d168dc,match
P1,28,3057,2,4713,4713,662e08a9d9d5c8b2,match
P1,28,3057,21,3700,3700,80df86ca9dbee9d5,match
P1,28,3057,6,3306,3306,1b540a31218a3477,match
P1,28,3057,8,3746,3746,8dead0c156b490f4,match
P1,28,3058,1,4818,4818,1f27c10411477390,match
P1,28,3058,10,3195,3195,fb6a42a891f7dcee,match
P1,28,3058,11,3572,3572,9732c6f38ae221f0,match
P1,28,3058,12,3458,3458,170e1369f3fbeb52,match
P1,28,3058,13,3363,3363,1894f27c3fd308cd,match
P1,28,3058,14,3533,3533,1b3675da6acfc3f6,match
P1,28,3058,15,3625,3625,6decc656fd10407c,match
P1,28,3058,17,3138,3138,7231fd59d0668aa1,match
P1,28,3058,18,4761,4761,45ab7471668e03d9,match
P1,28,3058,19,4619,4619,78e7d9bc59680788,match
P1,28,3058,2,4714,4714,4d4eeebacecb850a,match
P1,28,3058,21,3701,3701,899b2864942e642d,match
P1,28,3058,6,3307,3307,026b9a1fe7ba6a07,match
P1,28,3058,8,3747,3747,4a6dba8a9c32eb66,match
P1,28,3059,1,4819,4819,38c831d7706e9046,match
P1,28,3059,10,3196,3196,841caf4abb7eaa52,match
P1,28,3059,11,3573,3573,71c3fbe3be68835e,match
P1,28,3059,12,3459,3459,4c4912b0914f2ee7,match
P1,28,3059,13,3364,3364,d6079c1a5e69171f,match
