channel,common_worker_count,roster_size,within_roster_arm_k,task_count,replicates,roster20_mae_mean,roster20_mae_median,roster20_mae_q05,roster20_mae_q95,roster20_spearman_mean,roster20_spearman_median,roster20_spearman_q05,roster20_spearman_q95,roster20_k5_mae_mean,roster20_k5_mae_median,roster20_k5_mae_q05,roster20_k5_mae_q95,roster20_k5_spearman_mean,roster20_k5_spearman_median,roster20_k5_spearman_q05,roster20_k5_spearman_q95
mask,23,20,5,12,1000,0.005071932190736304,0.005011496701315337,0.0032879909437161397,0.007260287230916475,0.9865594405594408,0.9860139860139862,0.9720279720279721,1.0,0.026843952058056914,0.026460240806443762,0.016623741727817092,0.03779671119193548,0.8231258741258742,0.8671328671328673,0.5171328671328672,0.965034965034965
boundary,23,20,5,12,1000,0.001229024985061093,0.0012054806598449288,0.0007800763142432137,0.0017984643960646464,0.9855664335664337,0.9860139860139862,0.9720279720279721,1.0,0.0065549431147908415,0.006482390947431509,0.004067870505381535,0.009177913052828085,0.8291538461538465,0.8671328671328673,0.5384615384615385,0.9580419580419581
wall,23,20,5,12,1000,0.001218142787104399,0.0011699371040212313,0.0007208361835440086,0.0018717030735749408,0.9925384615384617,0.9930069930069931,0.9790209790209792,1.0,0.006447855732348464,0.00635644352392177,0.004055236093864348,0.00935641563475667,0.8785314685314686,0.9090909090909092,0.6573426573426573,0.9720279720279721
