stage,condition,dataset_group,base_task_id,raw_strict_valid_support,amendment_calculation_valid_support,support_delta,raw_mask_distance_mean,calculation_mask_distance_mean,raw_boundary_distance_mean,calculation_boundary_distance_mean
C1,manual,C1_core_all,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,5,5,0,0.05027936133515273,0.05027936133515273,0.0054493970895684194,0.0054493970895684194
C1,manual,C1_core_all,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,5,5,0,0.278789299680412,0.278789299680412,0.03886463371699152,0.03886463371699152
C1,manual,C1_core_all,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,6,6,0,0.34079836368885685,0.34079836368885685,0.04316564706305545,0.04316564706305545
C1,manual,C1_core_all,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,6,6,0,0.10238697604314062,0.10238697604314062,0.014422075042997166,0.014422075042997166
C1,manual,C1_core_all,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,5,5,0,0.12558301204929595,0.12558301204929595,0.020693587549895455,0.020693587549895455
C1,manual,C1_core_all,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,5,5,0,0.24333151031394973,0.24333151031394973,0.03557957978089874,0.03557957978089874
C1,manual,C1_core_all,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,5,5,0,0.10893130149207439,0.10893130149207439,0.021647045098489304,0.021647045098489304
C1,manual,C1_core_all,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,5,5,0,0.07667745391218063,0.07667745391218063,0.012870915531018434,0.012870915531018434
C1,manual,C1_core_all,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,5,5,0,0.28702211972281855,0.28702211972281855,0.026151876580603983,0.026151876580603983
C1,manual,C1_core_all,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,5,5,0,0.04690369352080903,0.04690369352080903,0.011650089985680257,0.011650089985680257
C1,manual,C1_core_all,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,6,6,0,0.23431078214551757,0.23431078214551757,0.03251429241446242,0.03251429241446242
C1,manual,C1_core_all,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,5,5,0,0.3047540996409701,0.3047540996409701,0.046519633606067715,0.046519633606067715
C1,manual,C1_core_all,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,6,6,0,0.23638327474275564,0.23638327474275564,0.007917128791897484,0.007917128791897484
C1,manual,C1_core_all,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,5,5,0,0.1378130561497573,0.1378130561497573,0.021025286880571138,0.021025286880571138
C1,manual,C1_core_all,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,4,4,0,0.39133116692087205,0.39133116692087205,0.06191884460081548,0.06191884460081548
C1,manual,C1_core_all,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,5,5,0,0.08776439951311292,0.08776439951311292,0.006862831672328829,0.006862831672328829
C1,manual,C1_core_all,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,6,6,0,0.1606708748273438,0.1606708748273438,0.02353223415789807,0.02353223415789807
C1,manual,C1_core_all,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,5,5,0,0.12661626461910291,0.12661626461910291,0.019059567635806962,0.019059567635806962
C1,manual,C1_core_all,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,5,5,0,0.12572905264487014,0.12572905264487014,0.026869316327908434,0.026869316327908434
C1,manual,C1_core_all,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,5,5,0,0.22014719795915177,0.22014719795915177,0.03840127263966422,0.03840127263966422
C1,manual,C1_core_all,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,5,5,0,0.058335180655676444,0.058335180655676444,0.009253532748643123,0.009253532748643123
C1,manual,C1_core_all,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,5,5,0,0.07877091105845582,0.07877091105845582,0.008369078410892882,0.008369078410892882
C1,manual,C1_core_all,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,5,5,0,0.06529415615913356,0.06529415615913356,0.012509675450260004,0.012509675450260004
C1,manual,C1_core_all,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,5,5,0,0.058569063597924076,0.058569063597924076,0.007882016530494928,0.007882016530494928
C1,manual,C1_core_all,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,5,5,0,0.044468518392028956,0.044468518392028956,0.008997676125756793,0.008997676125756793
C1,manual,C1_core_all,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,6,6,0,0.308700152550024,0.308700152550024,0.0717252238219599,0.0717252238219599
C1,manual,C1_core_all,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,6,6,0,0.04552955991439893,0.04552955991439893,0.008097041249560174,0.008097041249560174
C1,manual,C1_core_all,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,6,6,0,0.14498104302103829,0.14498104302103829,0.024967476400440163,0.024967476400440163
C1,manual,C1_core_all,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,6,6,0,0.10365031760992922,0.10365031760992922,0.01352059628057627,0.01352059628057627
C1,manual,C1_core_all,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,5,5,0,0.06903797942205965,0.06903797942205965,0.011347256590273547,0.011347256590273547
C1,manual,C1_core_all,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,5,5,0,0.22053884750958921,0.22053884750958921,0.048203623261325323,0.048203623261325323
C1,manual,C1_core_all,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,3,3,0,0.1708833422238628,0.1708833422238628,0.0362728935972025,0.0362728935972025
C1,manual,C1_core_all,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,5,5,0,0.04206129030283166,0.04206129030283166,0.007029758186593804,0.007029758186593804
C1,manual,C1_core_all,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,6,6,0,0.03575711762832889,0.03575711762832889,0.005171599932213485,0.005171599932213485
C1,manual,C1_core_all,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,5,5,0,0.07464307615577466,0.07464307615577466,0.010597329922845834,0.010597329922845834
C1,manual,C1_core_all,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,6,6,0,0.20043984220991515,0.20043984220991515,0.04818669533023433,0.04818669533023433
C1,manual,C1_core_all,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,5,5,0,0.040761353670316504,0.040761353670316504,0.011831709333655616,0.011831709333655616
C1,manual,C1_core_all,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,4,4,0,0.25542002835803035,0.25542002835803035,0.04260831212395542,0.04260831212395542
C1,manual,C1_core_all,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,5,5,0,0.0783070589412039,0.0783070589412039,0.010383530662966534,0.010383530662966534
C1,manual,C1_core_all,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,5,5,0,0.1157154695393017,0.1157154695393017,0.02318038087643537,0.02318038087643537
C1,manual,C1_core_all,rPc6DW4iMge_4350d36797324601adba7351d09602d2,5,5,0,0.0338540169504586,0.0338540169504586,0.010768683062261841,0.010768683062261841
C1,manual,C1_core_all,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,6,6,0,0.06560075102951911,0.06560075102951911,0.016782167356928723,0.016782167356928723
C1,manual,C1_core_all,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,5,5,0,0.1291253718024548,0.1291253718024548,0.02371422746945533,0.02371422746945533
C1,manual,C1_core_all,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,5,5,0,0.26698726251294624,0.26698726251294624,0.05133278896180441,0.05133278896180441
C1,manual,C1_core_all,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,5,5,0,0.13838407506877504,0.13838407506877504,0.040598441143194886,0.040598441143194886
C1,manual,C1_core_all,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,6,6,0,0.0927690526505209,0.0927690526505209,0.011766393466513108,0.011766393466513108
C1,manual,C1_core_all,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,5,5,0,0.045640332997113994,0.045640332997113994,0.006954132051485473,0.006954132051485473
C1,manual,C1_core_all,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,5,5,0,0.08978512411254172,0.08978512411254172,0.016677392827059934,0.016677392827059934
C1,manual,C1_core_all,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,6,6,0,0.14082213352237957,0.14082213352237957,0.017528179967064936,0.017528179967064936
C1,manual,C1_core_all,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,6,6,0,0.018810036824465227,0.018810036824465227,0.004273138583942019,0.004273138583942019
C1,manual,C1_core_all,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,5,5,0,0.0713871389857454,0.0713871389857454,0.011319186584876318,0.011319186584876318
C1,manual,C1_core_all,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,5,5,0,0.14296875209077625,0.14296875209077625,0.042775144271378386,0.042775144271378386
C1,manual,C1_core_all,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,5,5,0,0.09397481648502425,0.09397481648502425,0.013124002556343651,0.013124002556343651
C1,manual,C1_core_all,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,5,5,0,0.19427739029935182,0.19427739029935182,0.04103293011261666,0.04103293011261666
C1,manual,C1_core_all,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,5,5,0,0.02203332399272686,0.02203332399272686,0.005819824577645227,0.005819824577645227
C1,manual,C1_core_all,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,5,5,0,0.1770786574701908,0.1770786574701908,0.045946908678289655,0.045946908678289655
C1,manual,C1_core_all,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,4,5,1,0.17863421866119777,0.15993573757171303,0.037159786183223874,0.033687114776624096
C1,manual,C1_core_all,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,5,5,0,0.07172156662767329,0.07172156662767329,0.009475794948640603,0.009475794948640603
C1,manual,C1_core_all,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,5,5,0,0.16474031339532438,0.16474031339532438,0.050242211605881326,0.050242211605881326
C1,manual,C1_core_all,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,6,6,0,0.247412169524694,0.247412169524694,0.05969639279449003,0.05969639279449003
C1,manual,C1_core_all,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,6,6,0,0.05023196899991255,0.05023196899991255,0.006551385505910782,0.006551385505910782
C1,manual,C1_core_all,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,7,7,0,0.036223055450567906,0.036223055450567906,0.007437922079987222,0.007437922079987222
C1,manual,C1_core_all,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,4,5,1,0.06098643327821294,0.06466800775324028,0.009228026259910446,0.009682221504514666
C1,manual,C1_core_all,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,5,5,0,0.06457326297300328,0.06457326297300328,0.01769214495934889,0.01769214495934889
C1,manual,C1_core_all,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,5,5,0,0.09489391321726129,0.09489391321726129,0.018501411369673648,0.018501411369673648
C1,manual,C1_core_all,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,5,5,0,0.06267699092863706,0.06267699092863706,0.011074467891207451,0.011074467891207451
C1,manual,C1_core_all,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,5,5,0,0.05854349326904311,0.05854349326904311,0.01285130789168475,0.01285130789168475
C1,manual,C1_core_all,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,5,5,0,0.03889240444276058,0.03889240444276058,0.005895062838049592,0.005895062838049592
C1,manual,C1_core_all,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,6,6,0,0.05190583289274874,0.05190583289274874,0.00732138965274484,0.00732138965274484
C1,manual,C1_core_all,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,6,6,0,0.12159769034812055,0.12159769034812055,0.016351325303005034,0.016351325303005034
C1,manual,C1_core_all,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,5,5,0,0.06027843528131068,0.06027843528131068,0.008140134490977025,0.008140134490977025
C1,manual,C1_core_all,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,6,6,0,0.09428403962064745,0.09428403962064745,0.012281242729051156,0.012281242729051156
C1,manual,C1_core_all,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,5,5,0,0.09825286525533812,0.09825286525533812,0.02181824238413761,0.02181824238413761
C1,manual,C1_core_all,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,5,5,0,0.1629084172613977,0.1629084172613977,0.024587974228482246,0.024587974228482246
C1,manual,C1_core_all,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,5,5,0,0.08640351696478067,0.08640351696478067,0.012191600349744291,0.012191600349744291
C1,semi,C1_semi,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,4,4,0,0.0,0.0,0.0,0.0
C1,semi,C1_semi,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,4,4,0,0.030178555281773285,0.030178555281773285,0.0049539471518097455,0.0049539471518097455
C1,semi,C1_semi,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,4,4,0,0.12633530212647268,0.12633530212647268,0.007811252589214483,0.007811252589214483
C1,semi,C1_semi,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,4,4,0,0.060597253042223596,0.060597253042223596,0.015073355715866099,0.015073355715866099
C1,semi,C1_semi,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,4,4,0,0.09930459717331465,0.09930459717331465,0.011003987396449755,0.011003987396449755
C1,semi,C1_semi,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,4,4,0,0.09876473866170928,0.09876473866170928,0.012628777921230702,0.012628777921230702
C1,semi,C1_semi,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,4,4,0,0.1135483921562697,0.1135483921562697,0.0158613709295324,0.0158613709295324
C1,semi,C1_semi,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,4,4,0,0.07099606310994981,0.07099606310994981,0.011539805892866517,0.011539805892866517
C1,semi,C1_semi,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,4,4,0,0.0008428674072845643,0.0008428674072845643,8.80164234581815e-05,8.80164234581815e-05
C1,semi,C1_semi,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,5,5,0,0.04982010043186895,0.04982010043186895,0.009486227567697547,0.009486227567697547
C1,semi,C1_semi,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,4,4,0,0.20438033830941715,0.20438033830941715,0.0369820019054356,0.0369820019054356
C1,semi,C1_semi,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,4,4,0,0.059909094294339625,0.059909094294339625,0.008538535983483178,0.008538535983483178
C1,semi,C1_semi,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,3,3,0,0.01187815062701166,0.01187815062701166,0.0017270822918633577,0.0017270822918633577
C1,semi,C1_semi,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,4,4,0,0.2013313647173717,0.2013313647173717,0.037034938798724604,0.037034938798724604
C1,semi,C1_semi,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,4,4,0,0.023581608124018827,0.023581608124018827,0.0036904474149601074,0.0036904474149601074
C1,semi,C1_semi,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,5,5,0,0.03757039816136315,0.03757039816136315,0.00624923327516067,0.00624923327516067
C1,semi,C1_semi,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,4,4,0,0.10524896211845701,0.10524896211845701,0.025077453695453205,0.025077453695453205
C1,semi,C1_semi,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,5,5,0,0.09363204061250988,0.09363204061250988,0.012033772433521328,0.012033772433521328
C1,semi,C1_semi,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,3,4,1,0.23108973318202672,0.20121730335427257,0.05064414486636004,0.04346009503707341
C1,semi,C1_semi,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,4,4,0,0.041261205448985684,0.041261205448985684,0.005316256617738564,0.005316256617738564
C1,semi,C1_semi,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,5,5,0,0.02341097568427001,0.02341097568427001,0.00473536911300686,0.00473536911300686
C1,semi,C1_semi,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,4,4,0,0.08172711644360144,0.08172711644360144,0.012831411977885546,0.012831411977885546
C1,semi,C1_semi,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,4,4,0,0.0372028502283655,0.0372028502283655,0.010041657173478546,0.010041657173478546
C1,semi,C1_semi,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,5,5,0,0.06933487525733625,0.06933487525733625,0.011797577583171747,0.011797577583171747
C1,semi,C1_semi,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,4,4,0,0.03537609329446062,0.03537609329446062,0.005774179315329364,0.005774179315329364
P1,manual,PreScreen_manual,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,25,25,0,0.027604512237937282,0.027604512237937282,0.005970088354557737,0.005970088354557737
P1,manual,PreScreen_manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,25,25,0,0.19400517767888337,0.19400517767888337,0.027799818286840066,0.027799818286840066
P1,manual,PreScreen_manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,24,24,0,0.2667647680420322,0.2667647680420322,0.01832003587894061,0.01832003587894061
P1,manual,PreScreen_manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,25,25,0,0.38322083153867936,0.38322083153867936,0.01736568493190824,0.01736568493190824
P1,manual,PreScreen_manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,24,24,0,0.1727028423932919,0.1727028423932919,0.04673465829568736,0.04673465829568736
P1,manual,PreScreen_manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,24,24,0,0.10443924453110566,0.10443924453110566,0.02533738688597823,0.02533738688597823
P1,manual,PreScreen_manual,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,25,25,0,0.0468518432347479,0.0468518432347479,0.009700187377157781,0.009700187377157781
P1,manual,PreScreen_manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,26,26,0,0.2617975432949447,0.2617975432949447,0.06327821686119933,0.06327821686119933
P1,manual,PreScreen_manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,24,24,0,0.1994211608524914,0.1994211608524914,0.026908792921520035,0.026908792921520035
P1,manual,PreScreen_manual,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,24,24,0,0.03499528678397841,0.03499528678397841,0.008693127237381566,0.008693127237381566
P1,manual,PreScreen_manual,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,24,24,0,0.22479128138041735,0.22479128138041735,0.05000564335535961,0.05000564335535961
P1,manual,PreScreen_manual,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,25,25,0,0.05341424254416824,0.05341424254416824,0.010973941835510708,0.010973941835510708
P1,manual,PreScreen_manual,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,25,25,0,0.08107500526195485,0.08107500526195485,0.01797710600751309,0.01797710600751309
P1,manual,PreScreen_manual,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,25,25,0,0.1064335421471282,0.1064335421471282,0.02521242511494353,0.02521242511494353
P1,manual,PreScreen_manual,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,25,25,0,0.05253381103234569,0.05253381103234569,0.016715874303258858,0.016715874303258858
P1,manual,PreScreen_manual,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,25,25,0,0.07582660788668251,0.07582660788668251,0.016385075736512704,0.016385075736512704
P1,manual,PreScreen_manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,23,23,0,0.2221349323389967,0.2221349323389967,0.042183712061523417,0.042183712061523417
P1,manual,PreScreen_manual,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,25,25,0,0.1331623566219477,0.1331623566219477,0.03500629991640035,0.03500629991640035
P1,manual,PreScreen_manual,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,25,25,0,0.18031303957820308,0.18031303957820308,0.04339377278595635,0.04339377278595635
P1,manual,PreScreen_manual,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,24,24,0,0.1093163703313726,0.1093163703313726,0.026696603048911992,0.026696603048911992
P1,manual,PreScreen_manual,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,25,25,0,0.1441070466609143,0.1441070466609143,0.037767034749546534,0.037767034749546534
P1,manual,PreScreen_manual,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,25,25,0,0.08843103980371711,0.08843103980371711,0.012012171217894248,0.012012171217894248
P1,manual,PreScreen_manual,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,25,25,0,0.055253565715889935,0.055253565715889935,0.009649781010940434,0.009649781010940434
P1,manual,PreScreen_manual,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,24,24,0,0.03739594788953475,0.03739594788953475,0.007778362415926953,0.007778362415926953
P1,manual,PreScreen_manual,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,24,24,0,0.0662447203126673,0.0662447203126673,0.01931388734441104,0.01931388734441104
P1,manual,PreScreen_manual,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,24,24,0,0.08323946866352774,0.08323946866352774,0.014325749269597607,0.014325749269597607
P1,manual,PreScreen_manual,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,25,25,0,0.09623587910260287,0.09623587910260287,0.015163470361962812,0.015163470361962812
P1,manual,PreScreen_manual,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,24,24,0,0.2519565513136998,0.2519565513136998,0.07025254189516769,0.07025254189516769
P1,manual,PreScreen_manual,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,24,24,0,0.18107041662189993,0.18107041662189993,0.02397269788406828,0.02397269788406828
P1,manual,PreScreen_manual,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,25,25,0,0.060971918440313085,0.060971918440313085,0.010083180256329436,0.010083180256329436
P1,oos,PreScreen_oos,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,25,25,0,0.3466146435788525,0.3466146435788525,0.06869962115433514,0.06869962115433514
P1,oos,PreScreen_oos,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,24,24,0,0.16363817907599426,0.16363817907599426,0.03349352589381694,0.03349352589381694
P1,oos,PreScreen_oos,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,25,25,0,0.27730301854186695,0.27730301854186695,0.038083178075967276,0.038083178075967276
P1,oos,PreScreen_oos,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,23,23,0,0.2742081031470565,0.2742081031470565,0.02984848679526151,0.02984848679526151
P1,oos,PreScreen_oos,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,25,25,0,0.19796075462587973,0.19796075462587973,0.039820730173489395,0.039820730173489395
P1,oos,PreScreen_oos,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,24,24,0,0.13014897993525257,0.13014897993525257,0.01289081272265786,0.01289081272265786
P1,oos,PreScreen_oos,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,25,25,0,0.1592078590279327,0.1592078590279327,0.017082975510286078,0.017082975510286078
P1,oos,PreScreen_oos,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,24,24,0,0.10751593462540147,0.10751593462540147,0.02317062635055173,0.02317062635055173
P1,oos,PreScreen_oos,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,26,26,0,0.10748640388495827,0.10748640388495827,0.024300323898873027,0.024300323898873027
P1,semi,PreScreen_semi,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,26,26,0,0.10491216987084276,0.10491216987084276,0.015245619475245336,0.015245619475245336
P1,semi,PreScreen_semi,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,26,26,0,0.08874286192477329,0.08874286192477329,0.01023897286692459,0.01023897286692459
P1,semi,PreScreen_semi,B6ByNegPMKs_75327de9719945aa8b893a6404667884,26,26,0,0.26241007061224064,0.26241007061224064,0.01258822459196103,0.01258822459196103
P1,semi,PreScreen_semi,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,26,26,0,0.06600113862275053,0.06600113862275053,0.011535866410964754,0.011535866410964754
