feature,stratum,excluded,reason,n_test
semantic__traits,circulation,B6ByNegPMKs,no_training_in_stratum,3
semantic__traits,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8
semantic__traits,empty,wc2JMjhGNzB,no_training_in_stratum,4
semantic__traits,kitchen,2t7WUuJeko7,no_training_in_stratum,5
semantic__traits,storage,uNb9QFRL6hY,no_training_in_stratum,2
semantic__traits,work,uNb9QFRL6hY,no_training_in_stratum,7
