feature,stratum,excluded,reason,n_test
semantic__main_primary,circulation,B6ByNegPMKs,no_training_in_stratum,3
semantic__main_primary,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8
semantic__main_primary,empty,wc2JMjhGNzB,no_training_in_stratum,4
semantic__main_primary,kitchen,2t7WUuJeko7,no_training_in_stratum,5
semantic__main_primary,storage,uNb9QFRL6hY,no_training_in_stratum,2
semantic__main_primary,work,uNb9QFRL6hY,no_training_in_stratum,7
