feature,stratum,excluded,reason,n_test
feedback__point_counts,circulation,B6ByNegPMKs,no_training_in_stratum,3
feedback__point_counts,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8
feedback__point_counts,empty,wc2JMjhGNzB,no_training_in_stratum,4
feedback__point_counts,kitchen,2t7WUuJeko7,no_training_in_stratum,5
feedback__point_counts,storage,uNb9QFRL6hY,no_training_in_stratum,2
feedback__point_counts,work,uNb9QFRL6hY,no_training_in_stratum,7
