feature,stratum,excluded,reason,n_test
semantic__main_keywords,circulation,B6ByNegPMKs,no_training_in_stratum,3
semantic__main_keywords,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8
semantic__main_keywords,empty,wc2JMjhGNzB,no_training_in_stratum,4
semantic__main_keywords,kitchen,2t7WUuJeko7,no_training_in_stratum,5
semantic__main_keywords,storage,uNb9QFRL6hY,no_training_in_stratum,2
semantic__main_keywords,work,uNb9QFRL6hY,no_training_in_stratum,7
