feature,stratum,excluded,reason,n_test
feedback__da3,circulation,B6ByNegPMKs,no_training_in_stratum,3
feedback__da3,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8
feedback__da3,empty,wc2JMjhGNzB,no_training_in_stratum,4
feedback__da3,kitchen,2t7WUuJeko7,no_training_in_stratum,5
feedback__da3,storage,uNb9QFRL6hY,no_training_in_stratum,2
feedback__da3,work,uNb9QFRL6hY,no_training_in_stratum,7
