feature,stratum,excluded,reason,n_test
dinov3__cls__panorama,circulation,B6ByNegPMKs,no_training_in_stratum,3
dinov3__cls__panorama,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8
dinov3__cls__panorama,empty,wc2JMjhGNzB,no_training_in_stratum,4
dinov3__cls__panorama,kitchen,2t7WUuJeko7,no_training_in_stratum,5
dinov3__cls__panorama,storage,uNb9QFRL6hY,no_training_in_stratum,2
dinov3__cls__panorama,work,uNb9QFRL6hY,no_training_in_stratum,7
