feature,stratum,excluded,reason,n_test
feedback__between_models,circulation,B6ByNegPMKs,no_training_in_stratum,3
feedback__between_models,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8
feedback__between_models,empty,wc2JMjhGNzB,no_training_in_stratum,4
feedback__between_models,kitchen,2t7WUuJeko7,no_training_in_stratum,5
feedback__between_models,storage,uNb9QFRL6hY,no_training_in_stratum,2
feedback__between_models,work,uNb9QFRL6hY,no_training_in_stratum,7
