feature,stratum,excluded,reason,n_test
dinov3__block9__panorama_local16,circulation,B6ByNegPMKs,no_training_in_stratum,3
dinov3__block9__panorama_local16,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8
dinov3__block9__panorama_local16,empty,wc2JMjhGNzB,no_training_in_stratum,4
dinov3__block9__panorama_local16,kitchen,2t7WUuJeko7,no_training_in_stratum,5
dinov3__block9__panorama_local16,storage,uNb9QFRL6hY,no_training_in_stratum,2
dinov3__block9__panorama_local16,work,uNb9QFRL6hY,no_training_in_stratum,7
