feature,stratum,excluded,reason,n_test
semantic__main_text,circulation,B6ByNegPMKs,no_training_in_stratum,3
semantic__main_text,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8
semantic__main_text,empty,wc2JMjhGNzB,no_training_in_stratum,4
semantic__main_text,kitchen,2t7WUuJeko7,no_training_in_stratum,5
semantic__main_text,storage,uNb9QFRL6hY,no_training_in_stratum,2
semantic__main_text,work,uNb9QFRL6hY,no_training_in_stratum,7
