feature,stratum,excluded,reason,n_test
semantic__coarse,circulation,B6ByNegPMKs,no_training_in_stratum,3
semantic__coarse,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8
semantic__coarse,empty,wc2JMjhGNzB,no_training_in_stratum,4
semantic__coarse,kitchen,2t7WUuJeko7,no_training_in_stratum,5
semantic__coarse,storage,uNb9QFRL6hY,no_training_in_stratum,2
semantic__coarse,work,uNb9QFRL6hY,no_training_in_stratum,7
