feature,stratum,excluded,reason,n_test
dinov3__block11__panorama_mean,circulation,B6ByNegPMKs,no_training_in_stratum,3
dinov3__block11__panorama_mean,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8
dinov3__block11__panorama_mean,empty,wc2JMjhGNzB,no_training_in_stratum,4
dinov3__block11__panorama_mean,kitchen,2t7WUuJeko7,no_training_in_stratum,5
dinov3__block11__panorama_mean,storage,uNb9QFRL6hY,no_training_in_stratum,2
dinov3__block11__panorama_mean,work,uNb9QFRL6hY,no_training_in_stratum,7
