feature,stratum,excluded,reason,n_test
hohonet__legacy_current,circulation,B6ByNegPMKs,no_training_in_stratum,3
hohonet__legacy_current,dining,Z6MFQCViBuw;yqstnuAEVhm,no_training_in_stratum,8
hohonet__legacy_current,empty,wc2JMjhGNzB,no_training_in_stratum,4
hohonet__legacy_current,kitchen,2t7WUuJeko7,no_training_in_stratum,5
hohonet__legacy_current,storage,uNb9QFRL6hY,no_training_in_stratum,2
hohonet__legacy_current,work,uNb9QFRL6hY,no_training_in_stratum,7
