panorama_identity,building_scene_id,split,stage,candidate_annotation_id,worker_id,alignment_source,reads_gt,reads_reference,reads_quality,alignment_status,alignment_coverage,vertical_edge_support,ceiling_boundary_support,floor_boundary_support,seam_wrap_consistency,seam_segment_boundary_support,seam_event_count,pair_sample_count,segment_count,boundary_sample_count,seam_segment_count,seam_sample_count
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,02946d1a59a1cfe17aef,33,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.011488974042650726,0.019306184640393045,0.021618904629483435,0.530249110939861,0.024798155351377586,1,9,9,78,1,34
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,cd7adf8eb45b561bc952,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.007046571560204029,0.019716776092536747,0.023856209655706253,0.8333333380272587,0.010823529781773686,0,5,5,72,1,25
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,f26a8da3bc451c32cde9,35,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.010198804756833447,0.021643088376031645,0.025415736698557304,0.5038539552227648,0.023977591902283685,1,9,9,79,1,35
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,f765bc60ba41307a048f,36,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.010778189916163684,0.017429194393722963,0.019989107392676588,0.45914397259486217,0.021626298192559797,1,5,5,72,1,34
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,354632cf039452bb7976,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.013834425817347236,0.03198370374981072,0.034275529627966414,0.9852941312060194,0.01654411827621516,1,9,9,77,1,16
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,0a79e9b207c32db39202,27,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.030376844108104706,0.04011204592617495,0.03518207360591207,0.459283387901846,0.03764705976604351,1,4,4,70,1,70
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,64a7b681289e1d9e5c28,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.05623979385321339,0.06392694225738922,0.0482406676491748,0.7823691467795975,0.04879336474606624,1,6,6,73,1,52
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,0ba3c33cb0e05abf58ae,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.033478870522230864,0.04438761127707751,0.0363171366583286,0.7040358764810433,0.02483660203870386,1,4,4,69,1,30
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,e0a58597afa7f260d97e,30,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.042524521425366404,0.04352388974331634,0.05401822835416861,0.826849557692489,0.048771059048742474,1,5,5,71,1,71
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,d704f69a1c7c5327e638,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.035981278999575546,0.058091504586239656,0.03189542584121227,0.6651017151989778,0.045353794855106135,1,7,7,75,1,46
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,c6821c31452459c11f75,32,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.039840697683393954,0.05859944111268435,0.04168067329031016,0.7480468751621636,0.05014005720149726,1,5,5,70,1,70
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,ea7f2a3fdcd3a9d42d55,33,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.033534674905240536,0.050662428537081625,0.04059353594139621,0.8563432959583814,0.04241261843328729,1,7,7,74,1,46
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,9d17cd836d7fc38ad108,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.04129902683198452,0.06290849880315363,0.03790849786148303,0.8200590001086061,0.050408498332318336,1,5,5,72,1,72
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,1f84dbf5541abdd7a52b,35,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.06279762142470904,0.06391097182357633,0.029199789070549445,0.8065099466524577,0.042583121619511236,1,7,7,74,1,46
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,35e84449b82da019aab5,36,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.030851725302636624,0.05534382906912918,0.031151616624490897,0.661361469758772,0.043247722846810034,1,5,5,71,1,71
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,development,C1,303a694734e00bd95c83,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.03826592788100243,0.031211389490237385,0.03642224113469663,0.3805883221706704,0.033816815312467004,1,5,5,73,1,73
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,development,C1,7392408a228d29c44684,27,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.02617954183369875,0.021008404051618915,0.032885155148272005,0.9513632371125288,0.02499169245030794,0,4,4,70,1,59
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,development,C1,2669e20e43502bcf1419,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.026554840500466526,0.020728291923712408,0.027787115677659,0.5500000047621141,0.013445378569442602,0,4,4,70,1,21
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,development,C1,68b9de98f158c481d82a,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.014506738749332726,0.025546219472640328,0.02605042109665062,0.7995887360165386,0.025689598871394992,0,4,4,70,1,59
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,development,C1,2425c99671ebf414b359,30,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.014238665695302188,0.013613445943753634,0.028459384558456285,0.9760822584463151,0.020571619153843593,0,4,4,70,1,59
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,development,C1,bce7044b348685668b71,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.026087621692568064,0.023302075331625732,0.02853083367580953,0.6869565124371725,0.01901960854884237,0,4,4,69,1,20
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,development,C1,9a0a83ba9247dbf61861,32,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.028829662408679724,0.02004357363976952,0.023420479976468615,0.9797979893267892,0.01746031800506725,0,5,5,72,1,21
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,development,C1,a9bf98b8cc8fbfa40f5c,33,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.031181068974547088,0.02209334512910163,0.026677714096723308,0.9872922871753557,0.018113912792787665,0,4,4,71,1,21
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,development,C1,bdf544ff5d0a4bfacc09,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.031250002793967724,0.020336135237344673,0.025994398617850883,0.6621359208403454,0.015406163132172964,0,4,4,70,1,21
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,development,C1,225002de699658941ca0,35,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.030713850166648626,0.02165147821536996,0.01982877727493014,0.7549019584240503,0.016059757698149907,0,4,4,71,1,21
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,development,C1,1b0b4076d43ab5586a3f,36,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.02131587453186512,0.02229691961381052,0.023025210933493717,0.8421052693537343,0.01708683535634052,0,4,4,70,1,21
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,development,C1,73e2d1fca7e2ec1b2b59,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.009673717198893428,0.020233021434936403,0.016538790150451056,0.795918364602136,0.01725490262033418,0,4,4,69,1,20
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,development,C1,d984d534dcc7fe11d643,27,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.021515019587241113,0.01607843185774982,0.0336134464679552,0.7704590802463045,0.02484593916285251,1,4,4,70,1,70
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,development,C1,6c5161e9261e0ba5f8b1,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.020618877257220447,0.018823530092569336,0.04487395072355867,0.5747922480611669,0.031848740408064,1,4,4,70,1,70
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,development,C1,20f0af1735ba9f7c5a2e,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.019155952031724155,0.015014006064406463,0.044537816336378454,0.9795158175429872,0.029775911200392458,1,4,4,70,1,70
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,development,C1,1318278d00548b081ebc,30,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.023537080036476254,0.016470588670511332,0.040896359704700964,0.9068901402241042,0.028683474187606146,1,4,4,70,1,70
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,development,C1,73a83925776f8e35ed8a,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.022280951379798353,0.012885154457762837,0.03955182167036193,0.8947368444457245,0.026218488064062382,1,4,4,70,1,70
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,development,C1,fc6a213e57b750465697,32,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.02556679700501263,0.016879795935760805,0.03410059793352865,0.6586729768004752,0.025490196934644726,1,4,4,69,1,69
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,development,C1,86e6614af35eccb013ac,33,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.019761037779971957,0.01619047665569399,0.04515406328386494,0.90766549991092,0.030672269969779467,1,4,4,70,1,70
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,development,C1,82255f7bb022fd1cd129,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.020618877257220447,0.018823530092569336,0.04487395072355867,0.5747922480611669,0.031848740408064,1,4,4,70,1,70
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,development,C1,43266379df129a98dcd9,35,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.019155952031724155,0.015014006017840335,0.04033613574158933,0.7517730593376197,0.02767507087971483,1,4,4,70,1,70
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,development,C1,3e5c4fe6cfe523059d12,36,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.019155952031724155,0.0168627457360604,0.05266106592358223,0.7553041011897442,0.03476190582982131,1,4,4,70,1,70
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,development,C1,454169e6fe8a9b1ba08c,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.022758382217337687,0.015686275099391397,0.03529411887316263,0.5456730733207515,0.028654189970852298,1,6,6,73,1,44
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,development,C1,e53257d9b7428d4da0f5,27,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.009658401133492589,0.02011204541527799,0.04425770464087171,0.6921944054418079,0.03218487502807485,1,4,4,70,1,70
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,development,C1,b7e7d86f528066fab226,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.01672028796747327,0.008459384100777761,0.03551820830575057,0.7522321435168166,0.021988796203264167,1,4,4,70,1,70
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,development,C1,35a9f318fa8bb9909db0,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.014399515697732568,0.025573046969800766,0.045512290579647244,0.8706702146395929,0.03554266877472401,1,4,4,71,1,71
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,development,C1,a8282b826c2b83f1c177,30,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.01380974892526865,0.0224247451242007,0.03971278746153267,0.9064500717128879,0.031068766292866687,1,4,4,71,1,71
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,development,C1,bed357bd88baf4c32786,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.01380974892526865,0.016625242143816932,0.038939520519908885,0.8876190411947452,0.027782381331862907,1,4,4,71,1,71
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,development,C1,e7b36064adef9c88eb38,32,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.011841308791190386,0.0167507007318948,0.03792717185403619,0.8590476202099603,0.027338936292965497,1,4,4,70,1,70
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,development,C1,423d83b62a6b1fee7af4,33,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.01380974892526865,0.01612814189210324,0.04330295603066473,0.8793018701649421,0.029715548961383984,1,4,4,71,1,71
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,development,C1,a4015419d4289160ce21,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.012101720087230206,0.019775910901704004,0.03949579945765436,0.6557120485116564,0.02963585517967918,1,4,4,70,1,70
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,development,C1,46a22bc8081a9f80e282,35,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.01380974892526865,0.016625242143816932,0.038939520519908885,0.8876190411947452,0.027782381331862907,1,4,4,71,1,71
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,development,C1,6b145ff560adec834931,36,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.015441179974004626,0.014845938767705645,0.046330533562494176,0.8291457307641555,0.03058823616509991,1,4,4,70,1,70
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,development,C1,200f0c572426f1ad5f6c,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.011810668976977468,0.01775910409300455,0.04280112156910556,0.8799999943168269,0.030280112831055053,1,4,4,70,1,70
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,development,C1,adc213fc12f5f948aa56,33,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.03915058192797005,0.04955436823913803,0.04115100730476635,0.5319693035470303,0.04535268777195219,0,8,8,77,1,77
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,development,C1,5f7815f3a489b8007a97,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.014560356503352523,0.0360784325682159,0.043865547814805596,0.8976063681912048,0.039971990191510744,0,4,4,70,1,70
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,development,C1,ae929aa9e6dd3cd587ac,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.056122343599175416,0.03842077491100173,0.04149443704660076,0.5562435513909669,0.03995760597880124,0,6,6,74,1,74
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,development,C1,72209d7dd6219794fac9,27,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.009941795258782804,0.01624649907462299,0.036638656365019937,0.3449612413144142,0.024299720526739423,0,4,4,70,1,56
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,development,C1,cc8da8c5dab40220ed0e,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.00829504115972668,0.014526374421646478,0.03308478437862556,0.5618865881851454,0.022174688813869248,0,4,4,71,1,55
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,development,C1,2bbf5d65469e55f1f4e0,30,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.012446389882825315,0.01714285761117935,0.038711485652519126,0.37462750155463354,0.027072584191173837,0,4,4,70,1,57
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,development,C1,7a99a58308f3ae658881,36,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.012224268750287592,0.021960785033713494,0.03344537909142673,0.5933908027043004,0.026659787599846982,0,4,4,70,1,57
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,development,C1,7827115ee28a13736728,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.021829048986546695,0.007672634549384964,0.026939472291564594,0.7595238017045016,0.010912191446708597,0,4,4,69,1,23
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,development,C1,12de7c2bb761564cdeed,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.025176171911880374,0.012997199328882353,0.02291316591602351,0.6078431387462355,0.01048593380002548,0,4,4,70,1,46
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,development,C1,7a0778c91977ce16bfb0,33,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.011596207972615957,0.025266107497736813,0.03764706002548337,0.3529782564362174,0.022423329160142787,0,4,4,70,1,39
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,development,C1,bcadc37ee0819d4ead2d,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.022150737699121237,0.01861281887586437,0.03365525419809925,0.5733005802532266,0.03118125394713588,1,2,2,67,1,41
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,development,C1,adafd30448bdc86059f9,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.012568941805511713,0.017871149057256324,0.04022409075738064,0.6691146541958961,0.0212166925223592,0,4,4,70,1,39
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,development,C1,0a731b8cdc864c572e8b,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.028640739774952333,0.0422240141970552,0.042492614944197545,0.8568798530386887,0.042358314570626374,0,6,6,73,1,73
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,development,C1,41a7f33047a9e0342ac0,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.03915441765760382,0.06786492594336677,0.02690631897550904,0.6539923968956137,0.04738562245943791,0,6,6,72,1,72
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,development,C1,3e41c936412b1a992027,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.026795353926718234,0.04335818974904611,0.03164871685652876,0.7232142869144313,0.040178254420276394,0,5,5,71,1,55
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,development,C1,d1099761985f8bcdd357,35,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.04077053512446582,0.05414781482436527,0.03453997071259297,0.5978260848112147,0.044343892768479116,0,8,8,78,1,78
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,development,C1,bc31ca44876dc589ed4b,27,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.017177295599443216,0.03190975130395326,0.05404244013743041,0.2724324348983973,0.04297609572069184,1,6,6,73,1,73
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,development,C1,7cd383c42cfa1fb813df,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.017361119156703353,0.04833068499794683,0.03153153254675704,0.24135090890421929,0.03993110877235193,1,6,6,74,1,74
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,development,C1,23b3ba219c2ea42e2857,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.017963651024426024,0.04287228531304847,0.04239533739667889,0.22637195498329854,0.04263381135486368,1,6,6,74,1,74
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,development,C1,34724d21eb0d44dfc22d,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.026623778278008103,0.05630252256856433,0.02616246589459479,0.21352019924577226,0.04123249423157956,1,4,4,70,1,70
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,development,C1,07d7b8e9b47e3b57f09b,36,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.017963651024426024,0.04287228531304847,0.04239533739667889,0.22637195498329854,0.04263381135486368,1,6,6,74,1,74
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,development,C1,6de2c46ce6d59af34337,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.0174785607183973,0.02927746515950724,0.022723610602217177,0.15737744525802877,0.02660007464681875,1,6,6,73,1,53
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,development,C1,54158b496be934232a98,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.01765217197438081,0.0407525184438438,0.02718601020279567,0.19098143407260793,0.031442577875817994,0,6,6,74,1,56
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,development,C1,44e69119724a6d892e53,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.035477945348247886,0.05059376032367139,0.06887600267909362,0.7500682504297226,0.05973488150138251,0,4,4,71,1,71
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,development,C1,2761fcae038de8e6bb36,33,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.026194858364760876,0.052717088502166526,0.07456582841197294,0.7722308899742474,0.06364145845706974,0,4,4,70,1,70
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,development,C1,1f3577cc926f22ffd3fc,35,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.03596813534386456,0.06537815296490278,0.07641456763792251,0.7988628279660772,0.07089636030141264,0,4,4,70,1,70
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,development,C1,385caf3701dee7042d51,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.01379443146288395,0.03478991697276277,0.02235294193960726,0.7957746528575491,0.028571429456185016,1,4,4,70,1,70
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,development,C1,11f19b08afaff69c9e6a,32,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.018872558294485014,0.02154176823845873,0.044802580258413535,0.9998668731232243,0.03317217424843613,2,6,6,73,1,73
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,development,C1,8f3735d531f44f7b44c8,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.011912793929999074,0.018157400484260632,0.020145044917215225,0.6128205169527285,0.019270833894552197,2,6,6,73,1,64
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,development,C1,6bcb7c06bee48a668fc1,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.010687301284633577,0.01674615850395246,0.016799152734362194,0.9558823418474816,0.010866013501072302,0,6,6,74,1,24
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,development,C1,7f189afde4de2b5b50ec,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.024083249270915985,0.03781512726674832,0.07623716329024839,0.6457680313935088,0.05304437721752676,1,13,13,84,1,57
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,development,C1,e2e73bba558362ef7df7,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.022972844541072845,0.03633357045319246,0.07228915854525494,0.3947627819087943,0.054616757147860795,1,12,12,83,1,55
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,development,C1,a1f8bda6422774a397a9,36,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.022972844541072845,0.03633357045319246,0.07228915854525494,0.3947627819087943,0.054616757147860795,1,12,12,83,1,55
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,development,C1,22dcfad23c6ac14bd521,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.01681220135651529,0.030924370545627817,0.02089635920045631,0.7248062044206853,0.02566320719265872,0,4,4,70,1,68
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,development,C1,381c007b1df27d00b6ab,32,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.018190878676250577,0.035630252963996356,0.018039216427132486,0.7761506339933673,0.02448096959714723,0,4,4,70,1,68
