image_id,condition,variant,cut,rule,n_original,n_variant,n_valid,stable_fraction,unified_fraction,multicluster_fraction,undetermined_fraction
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|1|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.05,P_pattern,3,2,2,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|1|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.05,D10_distribution,3,2,2,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|1|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.05,G10_geometry,3,2,2,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|1|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.1,P_pattern,3,2,2,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|1|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.1,D10_distribution,3,2,2,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|1|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.1,G10_geometry,3,2,2,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|1|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.2,P_pattern,3,2,2,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|1|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.2,D10_distribution,3,2,2,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|1|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.2,G10_geometry,3,2,2,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|2|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.05,P_pattern,3,1,1,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|2|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.05,D10_distribution,3,1,1,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|2|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.05,G10_geometry,3,1,1,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|2|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.1,P_pattern,3,1,1,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|2|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.1,D10_distribution,3,1,1,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|2|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.1,G10_geometry,3,1,1,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|2|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.2,P_pattern,3,1,1,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|2|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.2,D10_distribution,3,1,1,0,0,0,1
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,context:C2-A-RP|2|2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,0.2,G10_geometry,3,1,1,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|1|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.05,P_pattern,3,1,1,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|1|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.05,D10_distribution,3,1,1,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|1|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.05,G10_geometry,3,1,1,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|1|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.1,P_pattern,3,1,1,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|1|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.1,D10_distribution,3,1,1,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|1|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.1,G10_geometry,3,1,1,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|1|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.2,P_pattern,3,1,1,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|1|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.2,D10_distribution,3,1,1,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|1|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.2,G10_geometry,3,1,1,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|2|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.05,P_pattern,3,2,2,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|2|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.05,D10_distribution,3,2,2,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|2|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.05,G10_geometry,3,2,2,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|2|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.1,P_pattern,3,2,2,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|2|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.1,D10_distribution,3,2,2,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|2|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.1,G10_geometry,3,2,2,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|2|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.2,P_pattern,3,2,2,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|2|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.2,D10_distribution,3,2,2,0,0,0,1
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,context:C2-A-RP|2|2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,0.2,G10_geometry,3,2,2,0,0,0,1
