image_id,building,condition,cut,n,tolerance,tail3_frequency_pass,last_half_frequency_pass,disjoint_halves_frequency_pass,disjoint_half_TV,last_half_max_TV
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,0.2,5,0.1,0,0,0,0.41,0.164
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,0.2,5,0.2,0.61,1,0,0.41,0.164
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.05,24,0.1,0.74,0,0,0.533333333333,0.274266887524
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.05,24,0.2,1,0.04,0,0.533333333333,0.274266887524
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.1,24,0.1,0.81,0,0,0.445,0.23525643719
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.1,24,0.2,1,0.26,0,0.445,0.23525643719
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.2,24,0.1,0.83,0,0,0.434166666667,0.226446099695
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0.2,24,0.2,1,0.3,0,0.434166666667,0.226446099695
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,24,0.1,0.82,0,0,0.538333333333,0.275046056884
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.05,24,0.2,1,0,0,0.538333333333,0.275046056884
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,24,0.1,0.97,0,0,0.385,0.200472491561
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.1,24,0.2,1,0.46,0,0.385,0.200472491561
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,24,0.1,1,0.52,0.27,0.178333333333,0.103088434699
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0.2,24,0.2,1,1,0.67,0.178333333333,0.103088434699
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,0.05,6,0.1,0,0,0,0.59,0.315833333333
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,0.05,6,0.2,0.12,0.12,0,0.59,0.315833333333
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,0.1,6,0.1,0,0,0,0.626666666667,0.335
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,0.1,6,0.2,0.12,0.12,0,0.626666666667,0.335
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,0.2,6,0.1,0,0,0.49,0.34,0.251666666667
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,0.2,6,0.2,0.49,0.49,0.49,0.34,0.251666666667
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,0.05,4,0.1,0,0,0,0.705,0.3525
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,0.05,4,0.2,0,0,0,0.705,0.3525
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,0.1,4,0.1,0,0,0,0.715,0.3575
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,0.1,4,0.2,0,0,0,0.715,0.3575
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,0.2,4,0.1,0,0,0,0.67,0.335
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,0.2,4,0.2,0,0,0,0.67,0.335
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual,0.05,5,0.1,0,0,0,1,0.4
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual,0.05,5,0.2,0,0,0,1,0.4
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual,0.1,5,0.1,0,0,0,0.783333333333,0.313333333333
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual,0.1,5,0.2,0,0,0,0.783333333333,0.313333333333
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual,0.2,5,0.1,0,0,0,0.813333333333,0.325333333333
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual,0.2,5,0.2,0,0,0,0.813333333333,0.325333333333
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,23,0.1,1,0.74,0,0.196136363636,0.0942996496257
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.05,23,0.2,1,1,0.76,0.196136363636,0.0942996496257
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.1,23,0.1,1,1,0.52,0.131060606061,0.0646840261188
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.1,23,0.2,1,1,1,0.131060606061,0.0646840261188
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.2,23,0.1,1,1,1,0.0873484848485,0.0417753623188
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,0.2,23,0.2,1,1,1,0.0873484848485,0.0417753623188
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,0.05,5,0.1,0,0,0,0.566666666667,0.2335
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,0.05,5,0.2,0.12,0.41,0,0.566666666667,0.2335
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,0.1,5,0.1,0.24,0.39,0,0.376666666667,0.1845
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,0.1,5,0.2,0.43,0.64,0.64,0.376666666667,0.1845
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,0.2,5,0.1,0.14,0.25,0,0.418333333333,0.204
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,0.2,5,0.2,0.4,0.59,0.59,0.418333333333,0.204
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,manual,0.05,7,0.1,0,0,0,0.749166666667,0.321071428571
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,manual,0.05,7,0.2,0,0,0,0.749166666667,0.321071428571
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,manual,0.1,7,0.1,0,0,0,0.4275,0.200904761905
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,manual,0.1,7,0.2,0.5,0.5,0,0.4275,0.200904761905
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,manual,0.2,7,0.1,0,0,0,0.455,0.208547619048
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,manual,0.2,7,0.2,0.5,0.5,0,0.455,0.208547619048
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,0.05,19,0.1,0.28,0,0,0.542555555556,0.262285232312
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,0.05,19,0.2,1,0.1,0,0.542555555556,0.262285232312
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,0.1,19,0.1,0.77,0,0,0.396111111111,0.200790130922
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,0.1,19,0.2,1,0.57,0.06,0.396111111111,0.200790130922
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,0.2,19,0.1,0.84,0.04,0,0.342555555556,0.178828986803
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,0.2,19,0.2,1,0.74,0.15,0.342555555556,0.178828986803
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,0.05,5,0.1,0,0,0,1,0.4
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,0.05,5,0.2,0,0,0,1,0.4
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,0.1,5,0.1,0,0,0,0.773333333333,0.309333333333
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,0.1,5,0.2,0,0,0,0.773333333333,0.309333333333
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,0.2,5,0.1,0,0,0,0.783333333333,0.313333333333
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,0.2,5,0.2,0,0,0,0.783333333333,0.313333333333
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.05,24,0.1,0.99,0.32,0,0.228333333333,0.121825573549
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.05,24,0.2,1,0.97,0.49,0.228333333333,0.121825573549
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.1,24,0.1,1,0.25,0,0.2425,0.127696635064
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.1,24,0.2,1,0.95,0.36,0.2425,0.127696635064
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.2,24,0.1,0.99,0.51,0.39,0.178333333333,0.104806088562
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,0.2,24,0.2,1,0.97,0.58,0.178333333333,0.104806088562
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,0.05,5,0.1,0,0,0,0.793333333333,0.317333333333
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,0.05,5,0.2,0,0,0,0.793333333333,0.317333333333
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,0.1,5,0.1,0,0,0,0.63,0.258166666667
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,0.1,5,0.2,0.08,0.37,0,0.63,0.258166666667
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,0.2,5,0.1,0,0,0,0.405,0.162
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,0.2,5,0.2,0.65,1,0,0.405,0.162
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,24,0.1,0.99,0.26,0.22,0.243333333333,0.144239403184
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,24,0.2,1,0.85,0.41,0.243333333333,0.144239403184
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.1,24,0.1,1,0.65,0.33,0.14,0.100260024204
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.1,24,0.2,1,0.98,0.85,0.14,0.100260024204
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.2,24,0.1,1,1,1,0,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.2,24,0.2,1,1,1,0,0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,0.05,5,0.1,0,0,0,0.8,0.32
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,0.05,5,0.2,0,0,0,0.8,0.32
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,0.1,5,0.1,0,0,0,0.578333333333,0.231333333333
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,0.1,5,0.2,0,0.67,0,0.578333333333,0.231333333333
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,0.2,5,0.1,0,0,0,0.588333333333,0.235333333333
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,0.2,5,0.2,0,0.71,0,0.588333333333,0.235333333333
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,0.05,4,0.1,0,0,0,0.65,0.325
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,0.05,4,0.2,0,0,0,0.65,0.325
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,0.1,4,0.1,0,0,0,0.5,0.25
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,0.1,4,0.2,0,0,0,0.5,0.25
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,0.2,4,0.1,0,0,0,0.5,0.25
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,0.2,4,0.2,0,0,0,0.5,0.25
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,0.05,5,0.1,0,0,0,0.813333333333,0.325333333333
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,0.05,5,0.2,0,0,0,0.813333333333,0.325333333333
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,0.1,5,0.1,0,0,0,0.4,0.16
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,0.1,5,0.2,0.61,1,0,0.4,0.16
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,0.2,5,0.1,1,1,1,0,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,0.2,5,0.2,1,1,1,0,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,0.05,4,0.1,1,1,1,0,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,0.05,4,0.2,1,1,1,0,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,0.1,4,0.1,1,1,1,0,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,0.1,4,0.2,1,1,1,0,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,0.2,4,0.1,1,1,1,0,0
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,0.2,4,0.2,1,1,1,0,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,0.05,5,0.1,0,0,0,0.596666666667,0.238666666667
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,0.05,5,0.2,0,0.58,0,0.596666666667,0.238666666667
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,0.1,5,0.1,0,0,0,0.385,0.154
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,0.1,5,0.2,0.53,1,0,0.385,0.154
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,0.2,5,0.1,1,1,1,0,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,0.2,5,0.2,1,1,1,0,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,0.05,5,0.1,0.2,0.31,0,0.36,0.1835
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,0.05,5,0.2,0.38,0.66,0.66,0.36,0.1835
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,0.1,5,0.1,1,1,1,0,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,0.1,5,0.2,1,1,1,0,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,0.2,5,0.1,1,1,1,0,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,0.2,5,0.2,1,1,1,0,0
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,0.05,5,0.1,0,0,0,0.403333333333,0.161333333333
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,0.05,5,0.2,0.56,1,0,0.403333333333,0.161333333333
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,0.1,5,0.1,0,0,0,0.4,0.16
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,0.1,5,0.2,0.66,1,0,0.4,0.16
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,0.2,5,0.1,1,1,1,0,0
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,0.2,5,0.2,1,1,1,0,0
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,24,0.1,0.87,0,0,0.415,0.218826007326
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,24,0.2,1,0.37,0,0.415,0.218826007326
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,24,0.1,0.99,0.23,0.1,0.245,0.142795922215
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,24,0.2,1,0.86,0.49,0.245,0.142795922215
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.2,24,0.1,1,0.74,0.4,0.121666666667,0.0871024151343
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.2,24,0.2,1,1,0.87,0.121666666667,0.0871024151343
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,24,0.1,0,0,0,0.815833333333,0.408667582418
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,24,0.2,1,0,0,0.815833333333,0.408667582418
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,24,0.1,0.36,0,0,0.664166666667,0.337036630037
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,24,0.2,1,0,0,0.664166666667,0.337036630037
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,24,0.1,0.66,0,0,0.511666666667,0.27063507326
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,24,0.2,1,0.09,0,0.511666666667,0.27063507326
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,24,0.1,0.9,0,0,0.496666666667,0.254674908425
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,24,0.2,1,0.09,0,0.496666666667,0.254674908425
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.1,24,0.1,0.93,0,0,0.348333333333,0.183022862586
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.1,24,0.2,1,0.63,0,0.348333333333,0.183022862586
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.2,24,0.1,0.99,0.16,0,0.268333333333,0.144982385262
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.2,24,0.2,1,0.83,0.33,0.268333333333,0.144982385262
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,0.05,5,0.1,0,0,0,0.59,0.236
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,0.05,5,0.2,0,0.62,0,0.59,0.236
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,0.1,5,0.1,0,0,0,0.403333333333,0.161333333333
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,0.1,5,0.2,0.65,1,0,0.403333333333,0.161333333333
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,0.2,5,0.1,0,0,0,0.408333333333,0.163333333333
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,0.2,5,0.2,0.61,1,0,0.408333333333,0.163333333333
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,0.05,6,0.1,0,0,0,0.796666666667,0.398333333333
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,0.05,6,0.2,0,0,0,0.796666666667,0.398333333333
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,0.1,6,0.1,0,0,0.39,0.406666666667,0.268333333333
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,0.1,6,0.2,0.39,0.39,0.39,0.406666666667,0.268333333333
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,0.2,6,0.1,0.2,0.2,0.58,0.28,0.214333333333
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,0.2,6,0.2,0.58,0.58,0.58,0.28,0.214333333333
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,0.05,6,0.1,0,0,0,0.386666666667,0.215833333333
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,0.05,6,0.2,0.65,0.65,0,0.386666666667,0.215833333333
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,0.1,6,0.1,1,1,1,0,0
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,0.1,6,0.2,1,1,1,0,0
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,0.2,6,0.1,1,1,1,0,0
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,0.2,6,0.2,1,1,1,0,0
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,0.05,24,0.1,0.95,0.08,0,0.2875,0.159567828413
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,0.05,24,0.2,1,0.8,0.26,0.2875,0.159567828413
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,0.1,24,0.1,1,0.61,0.48,0.160833333333,0.0979052355024
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,0.1,24,0.2,1,0.97,0.65,0.160833333333,0.0979052355024
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,0.2,24,0.1,1,0.74,0.74,0.126666666667,0.0742080334097
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,0.2,24,0.2,1,1,0.74,0.126666666667,0.0742080334097
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,0.05,6,0.1,0,0,0,0.5,0.25
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,0.05,6,0.2,0.5,0.5,0,0.5,0.25
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,0.1,6,0.1,0.22,0.22,0.64,0.24,0.201
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,0.1,6,0.2,0.64,0.64,0.64,0.24,0.201
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,0.2,6,0.1,0.19,0.19,0.64,0.24,0.201833333333
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,0.2,6,0.2,0.64,0.64,0.64,0.24,0.201833333333
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,0.05,24,0.1,1,0.18,0,0.2575,0.138340039862
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,0.05,24,0.2,1,0.86,0.32,0.2575,0.138340039862
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,0.1,24,0.1,0.99,0.82,0.5,0.1,0.0824530927897
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,0.1,24,0.2,1,1,0.9,0.1,0.0824530927897
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,0.2,24,0.1,1,1,1,0,0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,0.2,24,0.2,1,1,1,0,0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0.05,24,0.1,0.96,0.02,0,0.304166666667,0.163795634921
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0.05,24,0.2,1,0.8,0.17,0.304166666667,0.163795634921
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0.1,24,0.1,0.95,0.39,0.35,0.199166666667,0.122793730178
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0.1,24,0.2,1,0.89,0.57,0.199166666667,0.122793730178
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0.2,24,0.1,1,1,1,0.0833333333333,0.0416666666667
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0.2,24,0.2,1,1,1,0.0833333333333,0.0416666666667
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,0.05,6,0.1,0,0,0,0.806666666667,0.403333333333
