config,subtype,method,profile,images,buildings,min_H,max_H,L,random_L,gain,observed_stage,random_stage,interval_low,interval_high
QTSB_3,1,complete,0,43,14,6,10,0.2656700680272109,0.2502636054421769,0.015406462585034008,0.20374149659863944,0.14285714285714285,-0.06345684523809524,0.08170841836734691
QTSB_3,1,complete,1,43,14,6,10,0.2022534013605442,0.15526360544217685,0.04698979591836734,0.19183673469387755,0.05952380952380952,-0.023072704081632655,0.13985140306122443
QTSB_3,1,complete,2,43,14,6,10,0.22677721088435374,0.20990051020408163,0.01687670068027211,0.20374149659863944,0.14285714285714285,-0.04140454931972789,0.07487461734693877
QTSB_3,1,complete,3,43,14,6,10,0.20693197278911563,0.15746598639455783,0.04946598639455783,0.19183673469387755,0.05952380952380952,-0.020357993197278913,0.14203801020408163
QTSB_3,1,complete,4,43,14,6,10,0.24157482993197274,0.22389455782312925,0.017680272108843535,0.20374149659863944,0.14285714285714285,-0.04589413265306123,0.07662653061224488
QTSB_3,1,complete,5,43,14,6,10,0.20693197278911563,0.15746598639455783,0.04946598639455783,0.19183673469387755,0.05952380952380952,-0.020357993197278913,0.14203801020408163
QTSB_3,1,complete,6,43,14,6,10,0.2542414965986394,0.22389455782312925,0.0303469387755102,0.20374149659863944,0.14285714285714285,-0.03580846088435374,0.09171849489795919
QTSB_3,1,representative,0,43,14,6,10,0.35909863945578235,0.3580144557823129,0.0010841836734693858,0.257312925170068,0.21139455782312927,-0.06760820578231291,0.05101222363945578
QTSB_3,1,representative,1,43,14,6,10,0.28646768707482995,0.25681207482993196,0.029655612244897957,0.2454081632653061,0.17329931972789114,0.004254783163265302,0.058508078231292504
QTSB_3,1,representative,2,43,14,6,10,0.3325272108843537,0.31969897959183674,0.01282823129251701,0.257312925170068,0.21139455782312927,-0.032605782312925165,0.05353796768707482
QTSB_3,1,representative,3,43,14,6,10,0.28646768707482995,0.25716921768707485,0.0292984693877551,0.2454081632653061,0.17329931972789114,0.003897640306122446,0.05815093537414965
QTSB_3,1,representative,4,43,14,6,10,0.3341700680272109,0.3282763605442177,0.005893707482993193,0.257312925170068,0.21139455782312927,-0.046649851190476196,0.0490676658163265
QTSB_3,1,representative,5,43,14,6,10,0.28646768707482995,0.25716921768707485,0.0292984693877551,0.2454081632653061,0.17329931972789114,0.003897640306122446,0.05815093537414965
QTSB_3,1,representative,6,43,14,6,10,0.3341700680272109,0.3282763605442177,0.005893707482993193,0.257312925170068,0.21139455782312927,-0.046649851190476196,0.0490676658163265
QTSB_3,2,complete,0,33,7,5,8,0.11606227106227106,0.11925824175824176,-0.003195970695970694,0.10622710622710622,0.047619047619047616,-0.06738095238095237,0.05430402930402931
QTSB_3,2,complete,1,33,7,5,8,0.10622710622710622,0.11502747252747254,-0.0088003663003663,0.10622710622710622,0.047619047619047616,-0.07035714285714285,0.04798534798534799
QTSB_3,2,complete,2,33,7,5,8,0.11606227106227106,0.11903846153846155,-0.0029761904761904734,0.10622710622710622,0.047619047619047616,-0.06738095238095237,0.05452380952380953
QTSB_3,2,complete,3,33,7,5,8,0.10622710622710622,0.11502747252747254,-0.0088003663003663,0.10622710622710622,0.047619047619047616,-0.07035714285714285,0.04798534798534799
QTSB_3,2,complete,4,33,7,5,8,0.11606227106227106,0.11925824175824176,-0.003195970695970694,0.10622710622710622,0.047619047619047616,-0.06738095238095237,0.05430402930402931
QTSB_3,2,complete,5,33,7,5,8,0.10622710622710622,0.11502747252747254,-0.0088003663003663,0.10622710622710622,0.047619047619047616,-0.07035714285714285,0.04798534798534799
QTSB_3,2,complete,6,33,7,5,8,0.11606227106227106,0.11925824175824176,-0.003195970695970694,0.10622710622710622,0.047619047619047616,-0.06738095238095237,0.05430402930402931
QTSB_3,2,representative,0,33,7,5,8,0.26574175824175816,0.19858058608058607,0.06716117216117215,0.27106227106227104,0.08241758241758242,0.013095238095238092,0.13835164835164832
QTSB_3,2,representative,1,33,7,5,8,0.26118131868131866,0.19176739926739925,0.0694139194139194,0.27106227106227104,0.07142857142857142,0.013095238095238092,0.14060439560439558
QTSB_3,2,representative,2,33,7,5,8,0.26574175824175816,0.19847069597069594,0.06727106227106226,0.27106227106227104,0.08241758241758242,0.013095238095238092,0.13846153846153844
QTSB_3,2,representative,3,33,7,5,8,0.26118131868131866,0.19176739926739925,0.0694139194139194,0.27106227106227104,0.07142857142857142,0.013095238095238092,0.14060439560439558
QTSB_3,2,representative,4,33,7,5,8,0.26574175824175816,0.19858058608058607,0.06716117216117215,0.27106227106227104,0.08241758241758242,0.013095238095238092,0.13835164835164832
QTSB_3,2,representative,5,33,7,5,8,0.26118131868131866,0.19176739926739925,0.0694139194139194,0.27106227106227104,0.07142857142857142,0.013095238095238092,0.14060439560439558
QTSB_3,2,representative,6,33,7,5,8,0.26574175824175816,0.19858058608058607,0.06716117216117215,0.27106227106227104,0.08241758241758242,0.013095238095238092,0.13835164835164832
QTSB_3,3,complete,0,72,10,5,9,0.09161129568106312,0.20600185492801773,-0.1143905592469546,0.09161129568106312,0.05232558139534884,-0.2562328294573643,-0.014493227436323435
QTSB_3,3,complete,1,72,10,5,9,0.09161129568106312,0.2027576688815061,-0.11114637320044299,0.09161129568106312,0.05232558139534884,-0.2546697009966778,-0.011506875000000041
QTSB_3,3,complete,2,72,10,5,9,0.09161129568106312,0.2056530177187154,-0.11404172203765228,0.09161129568106312,0.05232558139534884,-0.25619023255813944,-0.014188863510520533
QTSB_3,3,complete,3,72,10,5,9,0.09161129568106312,0.2027576688815061,-0.11114637320044299,0.09161129568106312,0.05232558139534884,-0.2546697009966778,-0.011506875000000041
QTSB_3,3,complete,4,72,10,5,9,0.09161129568106312,0.20600185492801773,-0.1143905592469546,0.09161129568106312,0.05232558139534884,-0.2562328294573643,-0.014493227436323435
QTSB_3,3,complete,5,72,10,5,9,0.09161129568106312,0.2027576688815061,-0.11114637320044299,0.09161129568106312,0.05232558139534884,-0.2546697009966778,-0.011506875000000041
QTSB_3,3,complete,6,72,10,5,9,0.09161129568106312,0.20600185492801773,-0.1143905592469546,0.09161129568106312,0.05232558139534884,-0.2562328294573643,-0.014493227436323435
QTSB_3,3,representative,0,72,10,5,9,0.13746362126245845,0.2824857419712071,-0.1450221207087486,0.09161129568106312,0.21393687707641199,-0.3197782641196013,-0.0264088143687708
QTSB_3,3,representative,1,72,10,5,9,0.1331612956810631,0.27722992801771873,-0.1440686323366556,0.09161129568106312,0.21161129568106313,-0.3193393583887043,-0.025464217192691083
QTSB_3,3,representative,2,72,10,5,9,0.13710315614617938,0.2820206256921373,-0.1449174695459579,0.09161129568106312,0.21393687707641199,-0.31977344269102986,-0.026312985188261407
QTSB_3,3,representative,3,72,10,5,9,0.1331612956810631,0.27722992801771873,-0.1440686323366556,0.09161129568106312,0.21161129568106313,-0.3193393583887043,-0.025464217192691083
QTSB_3,3,representative,4,72,10,5,9,0.13733571428571428,0.28242760243632337,-0.14509188815060908,0.09161129568106312,0.21393687707641199,-0.3198462873754153,-0.026472664036544878
QTSB_3,3,representative,5,72,10,5,9,0.1331612956810631,0.27722992801771873,-0.1440686323366556,0.09161129568106312,0.21161129568106313,-0.3193393583887043,-0.025464217192691083
QTSB_3,3,representative,6,72,10,5,9,0.13733571428571428,0.28242760243632337,-0.14509188815060908,0.09161129568106312,0.21393687707641199,-0.3198462873754153,-0.026472664036544878
QT_2,1,complete,0,63,15,5,15,0.30339027777777783,0.2795916666666666,0.023798611111111107,0.24972222222222223,0.20666666666666667,-0.010155833333333327,0.05611149305555556
QT_2,1,complete,1,63,15,5,15,0.19565694444444445,0.1360388888888889,0.05961805555555555,0.17194444444444443,0.062222222222222213,0.0013052430555555565,0.13581999999999994
QT_2,1,complete,2,63,15,5,15,0.21353333333333335,0.18480555555555556,0.028727777777777776,0.18305555555555558,0.14,-0.0013008333333333307,0.061534166666666654
QT_2,1,complete,3,63,15,5,15,0.2139236111111111,0.1554347222222222,0.05848888888888888,0.17194444444444443,0.062222222222222213,0.0011988888888888895,0.13416750000000002
QT_2,1,complete,4,63,15,5,15,0.29807083333333334,0.2196472222222222,0.07842361111111111,0.24972222222222223,0.14,0.005726527777777784,0.18957604166666664
QT_2,1,complete,5,63,15,5,15,0.2139236111111111,0.15661805555555555,0.05730555555555556,0.17194444444444443,0.062222222222222213,-0.0010129166666666659,0.1336516666666666
QT_2,1,complete,6,63,15,5,15,0.29807083333333334,0.22684999999999997,0.07122083333333333,0.24972222222222223,0.14,-0.0009737152777777741,0.17765218749999998
QT_2,1,representative,0,63,15,5,15,0.39848194444444446,0.37479305555555553,0.023688888888888884,0.3880555555555556,0.3386111111111111,0.005200000000000002,0.043156527777777745
QT_2,1,representative,1,63,15,5,15,0.3076694444444445,0.26034999999999997,0.04731944444444444,0.3061111111111111,0.17555555555555555,0.016221041666666658,0.08657916666666664
QT_2,1,representative,2,63,15,5,15,0.3229819444444445,0.29625972222222224,0.02672222222222222,0.3213888888888889,0.2486111111111111,0.007915972222222222,0.04726694444444443
QT_2,1,representative,3,63,15,5,15,0.3080027777777778,0.26145416666666665,0.046548611111111096,0.3061111111111111,0.17555555555555555,0.015941597222222218,0.08507576388888884
QT_2,1,representative,4,63,15,5,15,0.3899263888888889,0.31516249999999996,0.0747638888888889,0.3880555555555556,0.27194444444444443,0.011130000000000001,0.1827299305555555
QT_2,1,representative,5,63,15,5,15,0.3080027777777778,0.2615208333333333,0.04648194444444444,0.3061111111111111,0.17555555555555555,0.015881770833333326,0.08501993055555548
QT_2,1,representative,6,63,15,5,15,0.3919263888888889,0.3190986111111111,0.07282777777777778,0.3880555555555556,0.27194444444444443,0.01286513888888889,0.1747461111111111
QT_2,2,complete,0,90,15,5,10,0.11357419712070875,0.1522996493170912,-0.03872545219638244,0.09440753045404209,0.05551864156515319,-0.14184665697674415,0.036553100775193775
