pool,image_id,code,building,method,tail,profile,max_clusters,max_singleton_share,N,possible_onset,conservative_onset,status
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,complete,5,6,4.0,0.2,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,2,0,,,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,2,1,2.0,0.1,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,2,2,2.0,0.2,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,2,3,3.0,0.1,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,2,4,3.0,0.2,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,2,5,4.0,0.1,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,2,6,4.0,0.2,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,3,0,,,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,3,1,2.0,0.1,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,3,2,2.0,0.2,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,3,3,3.0,0.1,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,3,4,3.0,0.2,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,3,5,4.0,0.1,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,3,6,4.0,0.2,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,5,0,,,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,5,1,2.0,0.1,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,5,2,2.0,0.2,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,5,3,3.0,0.1,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,5,4,3.0,0.2,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,5,5,4.0,0.1,2,,,insufficient_tail
conditional,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV-22,jtcxE69GiFV,representative,5,6,4.0,0.2,2,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,0,,,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,1,2.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,2,2.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,3,3.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,4,3.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,5,4.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,6,4.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,0,,,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,1,2.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,2,2.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,3,3.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,4,3.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,5,4.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,6,4.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,0,,,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,1,2.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,2,2.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,3,3.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,4,3.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,5,4.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,6,4.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,0,,,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,1,2.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,2,2.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,3,3.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,4,3.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,5,4.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,6,4.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,0,,,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,1,2.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,2,2.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,3,3.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,4,3.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,5,4.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,6,4.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,0,,,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,1,2.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,2,2.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,3,3.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,4,3.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,5,4.0,0.1,1,,,insufficient_tail
historical,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,6,4.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,0,,,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,1,2.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,2,2.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,3,3.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,4,3.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,5,4.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,6,4.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,0,,,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,1,2.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,2,2.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,3,3.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,4,3.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,5,4.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,6,4.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,0,,,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,1,2.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,2,2.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,3,3.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,4,3.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,5,4.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,6,4.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,0,,,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,1,2.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,2,2.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,3,3.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,4,3.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,5,4.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,6,4.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,0,,,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,1,2.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,2,2.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,3,3.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,4,3.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,5,4.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,6,4.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,0,,,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,1,2.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,2,2.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,3,3.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,4,3.0,0.2,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,5,4.0,0.1,1,,,insufficient_tail
strict,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,6,4.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,0,,,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,1,2.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,2,2.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,3,3.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,4,3.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,5,4.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,2,6,4.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,0,,,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,1,2.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,2,2.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,3,3.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,4,3.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,5,4.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,3,6,4.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,0,,,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,1,2.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,2,2.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,3,3.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,4,3.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,5,4.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,complete,5,6,4.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,0,,,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,1,2.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,2,2.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,3,3.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,4,3.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,5,4.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,2,6,4.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,0,,,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,1,2.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,2,2.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,3,3.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,4,3.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,5,4.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,3,6,4.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,0,,,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,1,2.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,2,2.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,3,3.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,4,3.0,0.2,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,5,4.0,0.1,1,,,insufficient_tail
conditional,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV-23,jtcxE69GiFV,representative,5,6,4.0,0.2,1,,,insufficient_tail
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,2,0,,,4,2.0,,possible_only
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,2,1,2.0,0.1,4,,,not_reached
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,2,2,2.0,0.2,4,,,not_reached
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,2,3,3.0,0.1,4,,,not_reached
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,2,4,3.0,0.2,4,,,not_reached
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,2,5,4.0,0.1,4,,,not_reached
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,2,6,4.0,0.2,4,,,not_reached
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,3,0,,,4,,,insufficient_tail
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,3,1,2.0,0.1,4,,,insufficient_tail
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,3,2,2.0,0.2,4,,,insufficient_tail
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,3,3,3.0,0.1,4,,,insufficient_tail
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,3,4,3.0,0.2,4,,,insufficient_tail
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,3,5,4.0,0.1,4,,,insufficient_tail
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,3,6,4.0,0.2,4,,,insufficient_tail
historical,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV-26,jtcxE69GiFV,complete,5,0,,,4,,,insufficient_tail
