source_family,source_path,classification,classification_reason,parse_status,size_bytes,task_count,annotation_snapshot_count,project_ids,base_task_count,worker_count,conditions,data_keys,content_sha256,item_count,event_count,parse_error_count
active_logs,active_logs/new_server/active_times_2026-06-29.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,266050,,,20;22;28;29;30,,,,,99487adba99aabb2a2a6b0a45fc3ece1351beb20595769557207fb2a1486d425,,700,0
active_logs,active_logs/new_server/active_times_2026-06-30.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,121010,,,2;20;23;28;29;30;39;40,,,,,92614ed8e512fed226675393d1fb2a961d5e89accfe999e0b0d98f22068ea9f0,,328,0
active_logs,active_logs/new_server/active_times_2026-07-01.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,113171,,,20;23;38;39;40;41,,,,,462f440a7d88bd4d86ca8bdc347638f3a39ef0d963ca9b9b1669f011400b2e94,,173,0
active_logs,active_logs/new_server/active_times_2026-07-03.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,376521,,,2;38;58;59;60;62;63;65;66;67;68;69;72,,,,,f4948e635b2e2b4ef2f5de2ba71f8c9f9fc7d42add2fe0d6e0470425868b1369,,442,0
active_logs,active_logs/new_server/active_times_2026-07-04.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,926162,,,66;67;68,,,,,df7223e21590f44bd31d72f944bf15c51ba55538b749b07277c8b0745e1bc4c0,,951,0
active_logs,active_logs/new_server/active_times_2026-07-05.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,1064009,,,66;67;68,,,,,de72a1503cc1a0fe28360ce93e308ccb6d6ccd417fd40b4c0eef545348b7e6c0,,1094,0
active_logs,active_logs/new_server/active_times_2026-07-06.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,260166,,,38;40;66;67;68,,,,,008e25ea2c5912b203ed0f215d0ae552c5e7bcc8d1205a0ed852d2bcb5163cc2,,485,0
active_logs,active_logs/new_server/active_times_2026-07-07.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,1605226,,,66;67;68,,,,,7015de659279e862c9d940a206b0caec2dffe98be7d3702eb461c284705f4ac8,,1711,0
active_logs,active_logs/new_server/active_times_2026-07-08.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,59286,,,66;67;68,,,,,dac01113c76175a1f11ba01586e3187a61bc57e5ce71f91e453b0fecb28abbc7,,101,0
active_logs,active_logs/new_server/active_times_2026-07-09.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,285766,,,66;67,,,,,853a0716337adae1a771404b93ddd6d5e5914eb96a594df383413bd2f32a2996,,292,0
active_logs,active_logs/new_server/active_times_2026-07-10.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,899682,,,37;66;67;68;69;71;72,,,,,41318eaedc2e73c5207be1a7f702a092c1d57ae651fba9875370e617471cd653,,981,0
active_logs,active_logs/new_server/active_times_2026-07-11.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,118183,,,69;71,,,,,c8d6e4c3c007924efcdbd2847475aa2a2586676d20bace0a9f807c0f48bf5e6d,,136,0
active_logs,active_logs/new_server/active_times_2026-07-12.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,770883,,,29;37;38;69;71;72,,,,,a0e49b64bd16cd62f22a4bb52fbf6f79c800c49cd8bf352169af9946aa24d964,,853,0
active_logs,active_logs/new_server/active_times_2026-07-13.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,227237,,,40;66;67;68;69;71;72,,,,,65137f0dc828d44d020b89647ce3f6176bf37bc9863c8edeb4fc2be23d1cf683,,281,0
active_logs,active_logs/new_server/active_times_2026-07-14.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,471,,,66,,,,,cbad356bff3a20301d0c979e9028d7dd62eb30aec4ec262f4209206711c62bc5,,1,0
active_logs,active_logs/new_server/active_times_2026-07-15.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,167289,,,69;71;72,,,,,01258653dc46d243be026d9ab472d91e4e6508699643a9d9412a7ecd6406a635,,188,0
active_logs,active_logs/new_server/active_times_2026-07-16.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,604766,,,66;67;68;69;71;72,,,,,7249dc80990017c12605490ba22a714c4e019132c24d09f72fec23ca109fe176,,736,0
active_logs,active_logs/new_server/active_times_2026-07-17.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,461153,,,66;67;68;69,,,,,23e8b7b0fd48df663fe089a1f97b5da0eb3593fe9bddfe61d63a1eca949caede,,500,0
active_logs,active_logs/new_server/active_times_2026-07-18.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,165260,,,69;71;72,,,,,739ee91c2154a9a9001a03051962ce602ff65643cdde18bc472b7522903716db,,187,0
active_logs,active_logs/new_server/active_times_2026-07-19.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,148274,,,71,,,,,999676342155b8661c38a04a2f592dbb41cd67ba5fce9eac82a93e8efca536b5,,168,0
active_logs,active_logs/new_server/active_times_2026-07-20.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,206950,,,66;67,,,,,9d586e8f9a7ccda242ce24984cd1aad07a3560c719da7832b118b803451414bd,,210,0
active_logs,active_logs/new_server/active_times_2026-07-21.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,230228,,,67;68,,,,,49fad99bf376e99a6b84ca1e4f109db956c6d11e448357f3bef3f3a0d15da1f6,,234,0
active_logs,active_logs/new_server/active_times_2026-07-22.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,1755,,,72,,,,,9ea5bd582c9a097cfb36c2a6654cfea1d43f9e9f0c8f7875860ceb909903dea0,,2,0
active_logs,active_logs/new_server/active_times_2026-07-23.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,70738,,,66;68,,,,,be0bb503fc57f7f0b5658d539ba98e61033fa96f68ea2e2159a2ab2940a14570,,75,0
active_logs,active_logs/new_server/active_times_2026-07-24.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,229422,,,66;69;71;72,,,,,1b0d6945bc97b34bec65be46aca93535a903d39a4130f1e78b63419be2b85428,,472,0
active_logs,active_logs/new_server/active_times_2026-07-26.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,33183,,,28;69;71;72,,,,,17825d120a40cc31a176f4e77ed52331ac1841e7dd311175426b570f416855b5,,92,0
active_logs,active_logs/new_server/active_times_2026-07-28.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,90982,,,71,,,,,6735dfe7b1618594d6066711f2747ee7483be4562379bc9a02c78c2e6f654508,,102,0
active_logs,active_logs/new_server/active_times_2026-07-29.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,23426,,,38;67,,,,,8dd852cd7f51f59c679cee7d7c7a06530d7d72800112a4959cfa72c19c405e2c,,20,0
active_logs,active_logs/new_server/active_times_2026-07-30.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,298899,,,2;67;68;71;72,,,,,0dc5c5f2939ba4e836a7b47fb8566513882d01120f4fd9725b954920db9e4139,,278,0
active_logs,active_logs/new_server/active_times_2026-07-31.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,12764,,,66;67;68;69,,,,,0b5e5fb4d566b1ea4a9e279b49952417bc332180e0bdccb668074f397824a870,,27,0
active_logs,active_logs/new_server/active_times_2026-08-01.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,44278,,,22;67;68,,,,,14cd26cfb9c117673c923f3bb3c2d949ff773caf4e25b6f57a5731d7d73d7bc8,,66,0
active_logs,active_logs/new_server/active_times_2026-08-02.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,69754,,,2;37;38;39;66;71;75;76;77,,,,,bcd20c1c4413f8cd0af643265a97ca22a4136f32ce2597d4fb20d8cd7ed0d91b,,65,0
active_logs,active_logs/new_server/active_times_2026-08-03.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,1083906,,,76;77,,,,,5db8741fcb5a13cfc045de22061f65f4c77406584b9dce04eec2bd8c3bb74831,,805,0
active_logs,active_logs/new_server/active_times_2026-08-04.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,1083265,,,38;76;77,,,,,bbf9336843eae4e657ffd8e2c2bdaf08edd4ac93bcd429cfc0dcd96d15239b0e,,979,0
active_logs,active_logs/new_server/active_times_2026-08-05.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,196705,,,76;77,,,,,0d91160a8199e2ba305ce7bb7ef55e6b67e01cf91bf6b1c5ae308f0126906968,,177,0
active_logs,active_logs/new_server/active_times_2026-08-06.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,282869,,,72;76;77,,,,,6cb0a2a8209bc6d12eae0595657943354febc4c74aa465e108637f02c13ab4f0,,366,0
active_logs,active_logs/new_server/active_times_2026-08-07.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,211314,,,76;77;78,,,,,ec8d542dc52b1094fc13a601cd2769af41050675f5691ba52cd171768018bdcb,,156,0
active_logs,active_logs/new_server/active_times_2026-08-08.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,271195,,,77;78;79,,,,,c370c8b6f7e7c6f4e53fb2d9d9848cf5022ffbc8a0fb3acf10051b5243242e77,,240,0
active_logs,active_logs/new_server/active_times_2026-08-09.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,186535,,,38;77;78;79;82;83,,,,,fb3524b62c9422410e47bdef9b27b28c4e0386b5c61399bd801c43e24b3fc13c,,142,0
active_logs,active_logs/new_server/active_times_2026-08-10.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,52594,,,77;78;79,,,,,a03bc54b6601a3076df6caab1a8f54b70ff7155296386281d7d20098a4f06bce,,41,0
active_logs,active_logs/new_server/active_times_2026-08-11.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,427038,,,78;84;85,,,,,2d1cde94010977ea315b22d0ef27fe10bd7fc4a1e866e1c854edcb4902538629,,321,0
active_logs,active_logs/new_server/active_times_2026-08-12.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,89859,,,79;84;85,,,,,37a329c1a152614bcefe6d7a6a7dc44cae866b32d13754992bf18d6c5d59a583,,68,0
active_logs,active_logs/new_server/active_times_2026-08-13.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,76920,,,78;84;85,,,,,f7d449414c6537728bf6da70a18e5b347e87237991278c40c1f91935359d93b3,,87,0
active_logs,active_logs/new_server/active_times_2026-08-14.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,93410,,,38;78;79;84;85,,,,,74b563ed8a58fc952d4a1ef41eddba76dac2dd2e0bf44bd4ae9a6a9b9b5b8a6e,,76,0
active_logs,active_logs/new_server/legacy/active_times_2026-02-28.jsonl,legacy_active_log,path explicitly marks legacy/old server,parsed,708,,,9,,,,,c9e2b6f0db0a05999002932de1bbe5c51d17853b250f7e4b13af1556746dc655,,2,0
active_logs,active_logs/new_server/legacy/active_times_2026-03-02.jsonl,legacy_active_log,path explicitly marks legacy/old server,parsed,6001,,,9,,,,,def6aaa8210097d338800c1e0df7896a99437afcbfa581bdb4dc8e8528700a3e,,17,0
active_logs,active_logs/new_server/legacy/active_times_2026-03-03.jsonl,legacy_active_log,path explicitly marks legacy/old server,parsed,26230,,,10;11;12,,,,,656344ce80f59f644eaa4b119ac96cb7eb2f0272ed249783460cf1fb97694cae,,72,0
active_logs,active_logs/new_server/legacy/active_times_2026-03-04.jsonl,legacy_active_log,path explicitly marks legacy/old server,parsed,361,,,12,,,,,68e2cc26d8aad2df93d170db29b27552d736a74e89cd52518eedcaa64a883b1a,,1,0
active_logs,active_logs/new_server/legacy/active_times_2026-03-07.jsonl,legacy_active_log,path explicitly marks legacy/old server,parsed,141956,,,11;2,,,,,b61caa4d3d0c374a14519a1fc7215a99e5815c10bf7cf059829571e678d16cd8,,402,0
active_logs,active_logs/new_server/legacy/active_times_2026-03-08.jsonl,legacy_active_log,path explicitly marks legacy/old server,parsed,1108,,,11;12,,,,,4841d0c9362369c3f6f48496fa5a2d408370f9199518c3d6500f6936f4d48c17,,3,0
active_logs,active_logs/prescreen/active_times_2026-04-20.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,54096,,,22;23,,,,,53cf998e82b3e03708c3ad8850dcec0078064771e37d8e1a8035802742823aca,,148,0
active_logs,active_logs/prescreen/active_times_2026-04-21.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,68177,,,20;22;23,,,,,8a842796c7063924c5996fd9fd4b098225ab2eeeef372d8b518b85a935b94f12,,188,0
active_logs,active_logs/prescreen/active_times_2026-04-22.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,29727,,,22,,,,,13f34ab924aba5952ab364193eacff433fed20461c7ab114ec38b7934f817b53,,81,0
active_logs,active_logs/prescreen/active_times_2026-04-23.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,27158,,,22,,,,,97af84149bb667d942ae92137c98085c772ca35cd4f2ca38d7dab3245a8302ea,,74,0
active_logs,active_logs/prescreen/active_times_2026-04-25.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,55050,,,22,,,,,f934ada75a42ae7917a75cf6be090ad8644d971401f6cb678f3eb64b60defb09,,150,0
active_logs,active_logs/prescreen/active_times_2026-04-26.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,27521,,,22;23,,,,,f3d7d244c6d453b4175fc149fb3595a6f35193d806d6c54b517b4cc6ad245dfc,,75,0
active_logs,active_logs/prescreen/active_times_2026-04-27.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,31388,,,23,,,,,241fb2e9f4551e98c7346a86f65021f55e041d31df23c51e2c76918f382536e9,,86,0
active_logs,active_logs/prescreen/active_times_2026-04-28.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,48077,,,22,,,,,f2885cbd54976b96c83bd03fb54a2bb516506938300fc2d05021d63a26ad5c90,,131,0
active_logs,active_logs/prescreen/active_times_2026-04-29.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,23751,,,23,,,,,e37dbfdf57cf7f23b40ca434fa5162c3c180733cd1256e5a3ddfb0890ac68641,,65,0
active_logs,active_logs/prescreen/active_times_2026-04-30.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,25347,,,22;23,,,,,2e70a32ac58dd220fd6f7a7af0b35c21e47b7c054da100e6f361eba94a364a63,,69,0
active_logs,active_logs/prescreen/active_times_2026-05-01.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,178605,,,22;23,,,,,0585ba2e064f275499136d5308e42a0ccf3c97c3adef9e28ca76b4ad8ec43c0c,,486,0
active_logs,active_logs/prescreen/active_times_2026-05-02.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,8809,,,22,,,,,08c13a01016621655bc9cad1f44a8f6ae6004f214292e3acf4bbc69ca7107c23,,24,0
active_logs,active_logs/prescreen/active_times_2026-05-03.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,47294,,,22;23,,,,,1322b056f3b1cae4cee815e4cf03d77349bb98cda1c8d7110b19ffdf8afe7e8e,,129,0
active_logs,active_logs/prescreen/active_times_2026-05-04.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,13536,,,23,,,,,45180743d1d085b90dcedee3e8e3bd1ed11e960a5064feef83f11e33911c7437,,37,0
active_logs,active_logs/prescreen/active_times_2026-05-05.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,77385,,,22;23,,,,,d2a47377c25b0e866c5d6cee132c117b684f282cff9fa5d3b5b36b2c318b58ec,,211,0
active_logs,active_logs/prescreen/active_times_2026-05-06.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,151447,,,22;23,,,,,4e2223f9b274f481982b37273865eec10ec9a05d5ea7f90e471008c43828ced7,,414,0
active_logs,active_logs/prescreen/active_times_2026-05-07.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,1831,,,22;23,,,,,3e8ac948d619112eb636b7f5962e15fc11dcaa00e157866c1d67be958ede76e1,,5,0
active_logs,active_logs/prescreen/active_times_2026-05-10.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,32097,,,23,,,,,4e4f36d89d0a414f6916a7673715a7593042fca49177b4a6b9dab4369b481682,,88,0
active_logs,active_logs/prescreen/active_times_2026-05-11.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,26356,,,22;23,,,,,7a9a4d4ecc488f360c4ae8cf2981e7369637527df880ba0f94426d6e8bf0f1df,,72,0
active_logs,active_logs/prescreen/active_times_2026-05-12.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,101030,,,23,,,,,99619025cfc1e3f24f4bdd857b1661382f29931f3aa41009260a661aeb1ee7b8,,276,0
active_logs,active_logs/prescreen/active_times_2026-05-13.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,364,,,23,,,,,771b5d70ad670b7b8891721255bd5b20d1945ee2eef22f5eff581c77ff45312e,,1,0
active_logs,active_logs/prescreen/active_times_2026-05-14.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,10297,,,22;23;27,,,,,fe9933c3da9eccc5d33ae1fdd38f2763802ac4526728a1c9281764971743a271,,28,0
active_logs,active_logs/prescreen/active_times_2026-05-17.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,76867,,,23;31;unknown,,,,,e747c438d0d387621c0763de87f6c2c7b2d9ace8d7c1100f2da479b994c454e9,,100,0
active_logs,active_logs/prescreen/active_times_2026-05-19.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,221153,,,28;29,,,,,bcb84ba608fdc3679e59fdbac6964df26121fdee90e70474420352cec48b9911,,608,0
active_logs,active_logs/prescreen/active_times_2026-05-20.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,57592,,,22;23;29;30,,,,,7fa26a5663073ca2a0d7a5aec501238ea72fc0ff814f10b8b756e713d51fd388,,157,0
active_logs,active_logs/prescreen/active_times_2026-05-21.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,221469,,,22;23;28;29;30,,,,,c627b1a8612692b51a3524e684bcce6b8dc17698b681b0f391ae48c1bda82c6d,,610,0
active_logs,active_logs/prescreen/active_times_2026-05-22.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,122737,,,22;28;29;30,,,,,b034c4396b7df77ed090bbddeb6d0972fc5b5a4fb9a47f71b2f52569fc3a7836,,340,0
active_logs,active_logs/prescreen/active_times_2026-05-23.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,10226,,,23;30;33,,,,,005721d4263a7244833a07b4a80c3b9030e690747813627ae820b3a7b17b4df4,,23,0
active_logs,active_logs/prescreen/active_times_2026-05-24.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,45564,,,22;29;30,,,,,2e54c84c8689c19d8c2522658f44d12eb551f1c3e6cbe672cc3bcad9e3f260ae,,126,0
active_logs,active_logs/prescreen/active_times_2026-05-25.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,269342,,,28;29;30;31;unknown,,,,,2d9403726a9287e4c46cf1c1f92952d4eb3ae392b6ea7c99356f02b43cb28c8f,,562,0
active_logs,active_logs/prescreen/active_times_2026-05-26.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,674485,,,31;unknown,,,,,0cae691feb3a1e445080a9dfd3bea80a09c780a5005615a5f1fd36957b3e3788,,522,0
active_logs,active_logs/prescreen/active_times_2026-05-28.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,1537,,,unknown,,,,,f2d578b25f84683075001a3de6be55d82c7e85cdb0de15f6d6a3fea68d1f717d,,1,0
active_logs,active_logs/prescreen/active_times_2026-05-29.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,56162,,,29,,,,,5b96da643f5787ca2ea7d6a2e49d8540cd8e797db8979e1925c606db3362a9d2,,154,0
active_logs,active_logs/prescreen/active_times_2026-05-31.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,235031,,,23;28;29;30;31,,,,,35c58900459415fa609d0c8b3fd366263e81ca9527e7e5dcbfdbe17ed4542a7a,,645,0
active_logs,active_logs/prescreen/active_times_2026-06-01.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,116017,,,23;28;29;30,,,,,c94b1f9552c0ebf9614456c8dc8ea8f7e6219614e845278dfb518bb883d213a5,,319,0
active_logs,active_logs/prescreen/active_times_2026-06-03.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,57171,,,28;30,,,,,70785b3e98411e964b9b90b27e0c46dc37817dcd1e8d319eaaf03e01a9289ffc,,158,0
active_logs,active_logs/prescreen/active_times_2026-06-04.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,129740,,,22;23;28;29;30,,,,,49677c094f5b7ec61544d28a39cb519a603ae27c03dd86b38c3a9eb99decaf09,,357,0
active_logs,active_logs/prescreen/active_times_2026-06-05.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,33609,,,23;28;33,,,,,31482794956f150687a22bad50a9c370fbe214789a47f262b97baa1e49c86f4f,,79,0
active_logs,active_logs/prescreen/active_times_2026-06-06.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,7887,,,33;34;https_smoke,,,,,0edb67187de1d0cf763af07835bda9ed08f8e115ce8e2d6088420da61ac1275a,,18,0
active_logs,active_logs/prescreen/active_times_2026-06-07.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,1803,,,33,,,,,d542353d72a40fd81f01d3c490bfc345958b0382299257d4045f9c1f9c0a6bea,,4,0
active_logs,active_logs/prescreen/active_times_2026-06-09.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,2718,,,37;38,,,,,f264779fd8de10d966c8df90e588e52136abb74ad109607cca7a95e253f9c70c,,6,0
active_logs,active_logs/prescreen/active_times_2026-06-11.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,108012,,,22;28;29;30,,,,,330a0d6438fb6b33ce76ad29fbb9102df45295cb8e8ba9ab0f9c5fa31eb38dde,,299,0
active_logs,active_logs/prescreen/active_times_2026-06-12.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,102077,,,28;30;38;39;40;41,,,,,057a404ec56e88e51e3cca9a40cf8d09933981beeac44fdba02b2ee837ac95e3,,285,0
active_logs,active_logs/prescreen/active_times_2026-06-13.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,12412,,,29;39;40;41,,,,,049ef6e9d8ba7d90b9ad99de04e147dcdc7755ef5b496d630341fa579a0246d2,,28,0
active_logs,active_logs/prescreen/active_times_2026-06-14.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,13140,,,37;38,,,,,2534ed2b770a673aaf874e9db754c1107c2ef3990c92605cf2eeac4234e3e85c,,29,0
active_logs,active_logs/prescreen/active_times_2026-06-15.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,8957,,,23;38,,,,,a4df1e3b02367bc9b9d74442a8ff61012952667d6034e4a6a92c3c8a244625bf,,23,0
active_logs,active_logs/prescreen/active_times_2026-06-16.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,487211,,,28;30;37;38;39;40;41,,,,,b88b5ace4455cce0c77a19cc640b0dc73d59c91b511c8627cb08e37a9c0102a1,,1068,0
active_logs,active_logs/prescreen/active_times_2026-06-17.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,1050579,,,20;23;28;37;38;39;40;41,,,,,13c1c7d03a0491ea16077f31af126246aede17ef60e1573724e1aba4db823c05,,2311,0
active_logs,active_logs/prescreen/active_times_2026-06-18.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,41072,,,29,,,,,937c1c646b898dad20166b8f2843b9df5750fc115bfce7362071f97651b6f047,,116,0
active_logs,active_logs/prescreen/active_times_2026-06-20.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,422754,,,29;37;38;39;40;41,,,,,dd1f1b74d273dad19680d660e54853811df78cedc18e6588af6e1045062cd3cd,,902,0
active_logs,active_logs/prescreen/active_times_2026-06-21.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,601012,,,37;38;39;40;41,,,,,ee82b654ca585438efa32ef86f03a975f7fad42ada0cf1c59b3cfdf4c382bb70,,1256,0
active_logs,active_logs/prescreen/active_times_2026-06-22.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,459012,,,37;38;39;40;41,,,,,91708ef5965da5a0d0733070dfbbaefeb04f94876a435b87fcd0da0ec13b6403,,959,0
active_logs,active_logs/prescreen/active_times_2026-06-23.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,648458,,,37;38;39;40;41,,,,,f0f818c440789b9de0ff0f193eb92322e80f3514d77aa085ad13719e64621bf4,,1355,0
active_logs,active_logs/prescreen/active_times_2026-06-24.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,138730,,,39;40;41,,,,,4fdcea5e6086418932202af90b27decfe2f144cad4852cd6def73a0e8f0062dc,,290,0
active_logs,active_logs/prescreen/active_times_2026-06-25.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,230969,,,39;40;41,,,,,4b59f2d296884bf94525a9ae750097946d55bf581221d65602ad5e056e43bba3,,482,0
active_logs,active_logs/prescreen/active_times_2026-06-26.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,166159,,,39;40,,,,,526cf1ba455e4a6081d1dbf7bc160564673c622cac4f53929bd860a761bf03e3,,346,0
active_logs,active_logs/prescreen/active_times_2026-06-27.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,480998,,,28;29;30;37;39,,,,,a6fa8fd21c491e79c97f86d2ede9c617d015140f794a362c0e55e8ccc6f424dd,,1033,0
active_logs,active_logs/prescreen/active_times_2026-06-28.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,420498,,,14;2;28;29;30;39;40;41,,,,,28c8a8232d382bb3e3377387a33de15194480e10566f0d65b0eced3a90bc463f,,904,0
active_logs,active_logs/prescreen/active_times_2026-06-29.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,266750,,,20;22;28;29;30,,,,,b5affa9962ea382a11e61c23878c4f1381d1e4225d00829da95cd23dbddab4d6,,700,0
active_logs,active_logs/prescreen/active_times_2026-06-30.jsonl,duplicate_active_log,byte-identical to selected active log,parsed,102663,,,2;28;29;30;40,,,,,3df1f03c6c69c397c975694fbe9d78a573199f035ba1a7a414768fac631332da,,289,0
active_logs,active_logs/prescreen/prescreen_active_time_adjustment_audit.json,active_log_metadata,non-event support file,parse_errors,10891,,,,,,,,5ef578c7df4789268ba5db52c777da54be48f834d258ae8bac395a788caa1600,,,
active_logs,active_logs/readme.md,active_log_metadata,non-event support file,parse_errors,2187,,,,,,,,13629859ecf82b104603e32aef3cf112ec3bc662af7cdb3589adbb49353a842e,,,
