scenario,support_set,k,building_id,task_count,image_count,worker_count,full_status_recovery_rate_task_equal,partition_recovery_rate_task_equal,historical_all_target_status_recovery_rate_task_equal,historical_all_target_partition_recovery_rate_task_equal,paired_status_changed_from_prior_k_rate_task_equal
historical_all__exclude_confirmed_only,fixed_common_support_k20,16,b8cTxDM8gDG,1,1,25,0.39,0.39,0.39,0.39,0.055
historical_all__exclude_confirmed_only,fixed_common_support_k20,16,e9zR4mvMWw7,1,1,23,1.0,1.0,1.0,1.0,0.0
historical_all__exclude_confirmed_only,fixed_common_support_k20,16,q9vSo1VnCiC,4,4,25,0.8,0.86875,0.8,0.86875,0.03125
historical_all__exclude_confirmed_only,fixed_common_support_k20,16,rPc6DW4iMge,6,6,26,0.7383333333333333,0.9233333333333333,0.7383333333333333,0.9233333333333333,0.0525
historical_all__exclude_confirmed_only,fixed_common_support_k20,16,uNb9QFRL6hY,10,10,26,0.8545,0.9030000000000001,0.8545,0.9030000000000001,0.024
historical_all__exclude_confirmed_only,fixed_common_support_k20,16,wc2JMjhGNzB,4,4,24,0.8525,0.9099999999999999,0.8525,0.9099999999999999,0.041249999999999995
historical_all__exclude_confirmed_only,fixed_common_support_k20,16,x8F5xyUWy9e,1,1,21,1.0,1.0,1.0,1.0,0.0
historical_all__exclude_confirmed_only,fixed_common_support_k20,16,yqstnuAEVhm,6,6,26,0.8058333333333333,0.9141666666666666,0.8058333333333333,0.9141666666666666,0.0425
historical_all__exclude_confirmed_only,fixed_common_support_k20,17,7y3sRwLe3Va,1,1,20,0.865,1.0,0.865,1.0,0.055
historical_all__exclude_confirmed_only,fixed_common_support_k20,17,B6ByNegPMKs,3,3,24,0.8816666666666667,1.0,0.8816666666666667,1.0,0.04
historical_all__exclude_confirmed_only,fixed_common_support_k20,17,UwV83HsGsw3,3,3,24,0.8566666666666666,1.0,0.8566666666666666,1.0,0.03333333333333333
historical_all__exclude_confirmed_only,fixed_common_support_k20,17,X7HyMhZNoso,1,1,21,0.79,1.0,0.79,1.0,0.065
historical_all__exclude_confirmed_only,fixed_common_support_k20,17,b8cTxDM8gDG,1,1,25,0.44,0.44,0.44,0.44,0.05
historical_all__exclude_confirmed_only,fixed_common_support_k20,17,e9zR4mvMWw7,1,1,23,1.0,1.0,1.0,1.0,0.0
historical_all__exclude_confirmed_only,fixed_common_support_k20,17,q9vSo1VnCiC,4,4,25,0.83125,0.88875,0.83125,0.88875,0.03125
historical_all__exclude_confirmed_only,fixed_common_support_k20,17,rPc6DW4iMge,6,6,26,0.7741666666666668,0.9283333333333333,0.7741666666666668,0.9283333333333333,0.04750000000000001
historical_all__exclude_confirmed_only,fixed_common_support_k20,17,uNb9QFRL6hY,10,10,26,0.8780000000000001,0.914,0.8780000000000001,0.914,0.029500000000000005
historical_all__exclude_confirmed_only,fixed_common_support_k20,17,wc2JMjhGNzB,4,4,24,0.86625,0.915,0.86625,0.915,0.04875
historical_all__exclude_confirmed_only,fixed_common_support_k20,17,x8F5xyUWy9e,1,1,21,1.0,1.0,1.0,1.0,0.0
historical_all__exclude_confirmed_only,fixed_common_support_k20,17,yqstnuAEVhm,6,6,26,0.8358333333333333,0.9291666666666667,0.8358333333333333,0.9291666666666667,0.03
historical_all__exclude_confirmed_only,fixed_common_support_k20,18,7y3sRwLe3Va,1,1,20,0.915,1.0,0.915,1.0,0.05
historical_all__exclude_confirmed_only,fixed_common_support_k20,18,B6ByNegPMKs,3,3,24,0.9250000000000002,1.0,0.9250000000000002,1.0,0.043333333333333335
historical_all__exclude_confirmed_only,fixed_common_support_k20,18,UwV83HsGsw3,3,3,24,0.8816666666666667,1.0,0.8816666666666667,1.0,0.024999999999999998
historical_all__exclude_confirmed_only,fixed_common_support_k20,18,X7HyMhZNoso,1,1,21,0.805,1.0,0.805,1.0,0.015
historical_all__exclude_confirmed_only,fixed_common_support_k20,18,b8cTxDM8gDG,1,1,25,0.475,0.475,0.475,0.475,0.035
historical_all__exclude_confirmed_only,fixed_common_support_k20,18,e9zR4mvMWw7,1,1,23,1.0,1.0,1.0,1.0,0.0
historical_all__exclude_confirmed_only,fixed_common_support_k20,18,q9vSo1VnCiC,4,4,25,0.85125,0.8975,0.85125,0.8975,0.02
historical_all__exclude_confirmed_only,fixed_common_support_k20,18,rPc6DW4iMge,6,6,26,0.805,0.9358333333333334,0.805,0.9358333333333334,0.04750000000000001
historical_all__exclude_confirmed_only,fixed_common_support_k20,18,uNb9QFRL6hY,10,10,26,0.901,0.9285,0.901,0.9285,0.028000000000000004
historical_all__exclude_confirmed_only,fixed_common_support_k20,18,wc2JMjhGNzB,4,4,24,0.8887499999999999,0.92625,0.8887499999999999,0.92625,0.035
historical_all__exclude_confirmed_only,fixed_common_support_k20,18,x8F5xyUWy9e,1,1,21,1.0,1.0,1.0,1.0,0.0
historical_all__exclude_confirmed_only,fixed_common_support_k20,18,yqstnuAEVhm,6,6,26,0.8691666666666666,0.9391666666666666,0.8691666666666666,0.9391666666666666,0.03333333333333333
historical_all__exclude_confirmed_only,fixed_common_support_k20,19,7y3sRwLe3Va,1,1,20,0.965,1.0,0.965,1.0,0.05
historical_all__exclude_confirmed_only,fixed_common_support_k20,19,B6ByNegPMKs,3,3,24,0.9616666666666666,1.0,0.9616666666666666,1.0,0.03666666666666667
historical_all__exclude_confirmed_only,fixed_common_support_k20,19,UwV83HsGsw3,3,3,24,0.9133333333333334,1.0,0.9133333333333334,1.0,0.03166666666666667
historical_all__exclude_confirmed_only,fixed_common_support_k20,19,X7HyMhZNoso,1,1,21,0.885,1.0,0.885,1.0,0.08
historical_all__exclude_confirmed_only,fixed_common_support_k20,19,b8cTxDM8gDG,1,1,25,0.565,0.565,0.565,0.565,0.09
historical_all__exclude_confirmed_only,fixed_common_support_k20,19,e9zR4mvMWw7,1,1,23,1.0,1.0,1.0,1.0,0.0
historical_all__exclude_confirmed_only,fixed_common_support_k20,19,q9vSo1VnCiC,4,4,25,0.89125,0.92375,0.89125,0.92375,0.04
historical_all__exclude_confirmed_only,fixed_common_support_k20,19,rPc6DW4iMge,6,6,26,0.8433333333333334,0.9375,0.8433333333333334,0.9375,0.05833333333333334
historical_all__exclude_confirmed_only,fixed_common_support_k20,19,uNb9QFRL6hY,10,10,26,0.9235000000000001,0.9435,0.9235000000000001,0.9435,0.0235
historical_all__exclude_confirmed_only,fixed_common_support_k20,19,wc2JMjhGNzB,4,4,24,0.9099999999999999,0.94,0.9099999999999999,0.94,0.03375
historical_all__exclude_confirmed_only,fixed_common_support_k20,19,x8F5xyUWy9e,1,1,21,1.0,1.0,1.0,1.0,0.0
historical_all__exclude_confirmed_only,fixed_common_support_k20,19,yqstnuAEVhm,6,6,26,0.9058333333333334,0.9525,0.9058333333333334,0.9525,0.03666666666666667
historical_all__exclude_confirmed_only,fixed_common_support_k20,20,7y3sRwLe3Va,1,1,20,1.0,1.0,1.0,1.0,0.035
historical_all__exclude_confirmed_only,fixed_common_support_k20,20,B6ByNegPMKs,3,3,24,0.9983333333333334,1.0,0.9983333333333334,1.0,0.03666666666666667
historical_all__exclude_confirmed_only,fixed_common_support_k20,20,UwV83HsGsw3,3,3,24,0.9466666666666667,1.0,0.9466666666666667,1.0,0.03333333333333333
historical_all__exclude_confirmed_only,fixed_common_support_k20,20,X7HyMhZNoso,1,1,21,0.95,1.0,0.95,1.0,0.065
historical_all__exclude_confirmed_only,fixed_common_support_k20,20,b8cTxDM8gDG,1,1,25,0.64,0.64,0.64,0.64,0.075
historical_all__exclude_confirmed_only,fixed_common_support_k20,20,e9zR4mvMWw7,1,1,23,1.0,1.0,1.0,1.0,0.0
historical_all__exclude_confirmed_only,fixed_common_support_k20,20,q9vSo1VnCiC,4,4,25,0.91875,0.94375,0.91875,0.94375,0.0275
historical_all__exclude_confirmed_only,fixed_common_support_k20,20,rPc6DW4iMge,6,6,26,0.8858333333333333,0.9508333333333333,0.8858333333333333,0.9508333333333333,0.057499999999999996
historical_all__exclude_confirmed_only,fixed_common_support_k20,20,uNb9QFRL6hY,10,10,26,0.9450000000000001,0.959,0.9450000000000001,0.959,0.0245
historical_all__exclude_confirmed_only,fixed_common_support_k20,20,wc2JMjhGNzB,4,4,24,0.93,0.955,0.93,0.955,0.03
historical_all__exclude_confirmed_only,fixed_common_support_k20,20,x8F5xyUWy9e,1,1,21,1.0,1.0,1.0,1.0,0.0
historical_all__exclude_confirmed_only,fixed_common_support_k20,20,yqstnuAEVhm,6,6,26,0.9341666666666667,0.9616666666666666,0.9341666666666667,0.9616666666666666,0.028333333333333332
historical_all__legacy_independent_only,fixed_common_support_k20,15,UwV83HsGsw3,1,1,22,0.92,1.0,0.92,1.0,0.045
historical_all__legacy_independent_only,fixed_common_support_k20,15,b8cTxDM8gDG,1,1,21,0.435,0.435,0.435,0.435,0.12
historical_all__legacy_independent_only,fixed_common_support_k20,15,q9vSo1VnCiC,1,1,20,0.515,0.515,0.515,0.515,0.14
historical_all__legacy_independent_only,fixed_common_support_k20,15,rPc6DW4iMge,2,2,22,0.5475,1.0,0.5475,1.0,0.095
historical_all__legacy_independent_only,fixed_common_support_k20,15,uNb9QFRL6hY,5,5,22,0.761,0.826,0.761,0.826,0.081
historical_all__legacy_independent_only,fixed_common_support_k20,15,wc2JMjhGNzB,2,2,22,0.8125,0.765,0.8125,0.765,0.1725
historical_all__legacy_independent_only,fixed_common_support_k20,15,yqstnuAEVhm,3,3,23,0.7233333333333333,0.7983333333333333,0.7233333333333333,0.7983333333333333,0.09166666666666667
historical_all__legacy_independent_only,fixed_common_support_k20,16,UwV83HsGsw3,1,1,22,0.955,1.0,0.955,1.0,0.035
historical_all__legacy_independent_only,fixed_common_support_k20,16,b8cTxDM8gDG,1,1,21,0.535,0.535,0.535,0.535,0.1
historical_all__legacy_independent_only,fixed_common_support_k20,16,q9vSo1VnCiC,1,1,20,0.575,0.575,0.575,0.575,0.06
historical_all__legacy_independent_only,fixed_common_support_k20,16,rPc6DW4iMge,2,2,22,0.6000000000000001,1.0,0.6000000000000001,1.0,0.052500000000000005
historical_all__legacy_independent_only,fixed_common_support_k20,16,uNb9QFRL6hY,5,5,22,0.7929999999999999,0.845,0.7929999999999999,0.845,0.044
historical_all__legacy_independent_only,fixed_common_support_k20,16,wc2JMjhGNzB,2,2,22,0.8125,0.7725,0.8125,0.7725,0.065
historical_all__legacy_independent_only,fixed_common_support_k20,16,yqstnuAEVhm,3,3,23,0.7633333333333333,0.8266666666666667,0.7633333333333333,0.8266666666666667,0.04
historical_all__legacy_independent_only,fixed_common_support_k20,17,UwV83HsGsw3,1,1,22,0.96,1.0,0.96,1.0,0.005
historical_all__legacy_independent_only,fixed_common_support_k20,17,b8cTxDM8gDG,1,1,21,0.615,0.615,0.615,0.615,0.08
historical_all__legacy_independent_only,fixed_common_support_k20,17,q9vSo1VnCiC,1,1,20,0.655,0.655,0.655,0.655,0.08
historical_all__legacy_independent_only,fixed_common_support_k20,17,rPc6DW4iMge,2,2,22,0.6625,1.0,0.6625,1.0,0.0625
historical_all__legacy_independent_only,fixed_common_support_k20,17,uNb9QFRL6hY,5,5,22,0.825,0.869,0.825,0.869,0.052000000000000005
historical_all__legacy_independent_only,fixed_common_support_k20,17,wc2JMjhGNzB,2,2,22,0.8425,0.8075,0.8425,0.8075,0.065
historical_all__legacy_independent_only,fixed_common_support_k20,17,yqstnuAEVhm,3,3,23,0.7966666666666667,0.8466666666666667,0.7966666666666667,0.8466666666666667,0.03333333333333333
historical_all__legacy_independent_only,fixed_common_support_k20,18,UwV83HsGsw3,1,1,22,0.98,1.0,0.98,1.0,0.02
historical_all__legacy_independent_only,fixed_common_support_k20,18,b8cTxDM8gDG,1,1,21,0.735,0.735,0.735,0.735,0.12
historical_all__legacy_independent_only,fixed_common_support_k20,18,q9vSo1VnCiC,1,1,20,0.79,0.79,0.79,0.79,0.135
historical_all__legacy_independent_only,fixed_common_support_k20,18,rPc6DW4iMge,2,2,22,0.74,1.0,0.74,1.0,0.07750000000000001
historical_all__legacy_independent_only,fixed_common_support_k20,18,uNb9QFRL6hY,5,5,22,0.85,0.881,0.85,0.881,0.043
historical_all__legacy_independent_only,fixed_common_support_k20,18,wc2JMjhGNzB,2,2,22,0.8625,0.8400000000000001,0.8625,0.8400000000000001,0.06
historical_all__legacy_independent_only,fixed_common_support_k20,18,yqstnuAEVhm,3,3,23,0.8583333333333334,0.89,0.8583333333333334,0.89,0.06166666666666667
historical_all__legacy_independent_only,fixed_common_support_k20,19,UwV83HsGsw3,1,1,22,0.985,1.0,0.985,1.0,0.005
historical_all__legacy_independent_only,fixed_common_support_k20,19,b8cTxDM8gDG,1,1,21,0.83,0.83,0.83,0.83,0.095
historical_all__legacy_independent_only,fixed_common_support_k20,19,q9vSo1VnCiC,1,1,20,0.9,0.9,0.9,0.9,0.11
historical_all__legacy_independent_only,fixed_common_support_k20,19,rPc6DW4iMge,2,2,22,0.8025,1.0,0.8025,1.0,0.0625
historical_all__legacy_independent_only,fixed_common_support_k20,19,uNb9QFRL6hY,5,5,22,0.8870000000000001,0.9099999999999999,0.8870000000000001,0.9099999999999999,0.047
historical_all__legacy_independent_only,fixed_common_support_k20,19,wc2JMjhGNzB,2,2,22,0.87,0.8625,0.87,0.8625,0.0475
historical_all__legacy_independent_only,fixed_common_support_k20,19,yqstnuAEVhm,3,3,23,0.8933333333333332,0.8983333333333333,0.8933333333333332,0.8983333333333333,0.035
historical_all__legacy_independent_only,fixed_common_support_k20,20,UwV83HsGsw3,1,1,22,0.995,1.0,0.995,1.0,0.01
historical_all__legacy_independent_only,fixed_common_support_k20,20,b8cTxDM8gDG,1,1,21,0.91,0.91,0.91,0.91,0.08
historical_all__legacy_independent_only,fixed_common_support_k20,20,q9vSo1VnCiC,1,1,20,1.0,1.0,1.0,1.0,0.1
historical_all__legacy_independent_only,fixed_common_support_k20,20,rPc6DW4iMge,2,2,22,0.8575,1.0,0.8575,1.0,0.055
historical_all__legacy_independent_only,fixed_common_support_k20,20,uNb9QFRL6hY,5,5,22,0.9209999999999999,0.938,0.9209999999999999,0.938,0.044000000000000004
historical_all__legacy_independent_only,fixed_common_support_k20,20,wc2JMjhGNzB,2,2,22,0.9075,0.9025000000000001,0.9075,0.9025000000000001,0.0575
historical_all__legacy_independent_only,fixed_common_support_k20,20,yqstnuAEVhm,3,3,23,0.9383333333333334,0.94,0.9383333333333334,0.94,0.045000000000000005
