comparison,stratum,comparison_count,image_count,building_count,worker_count,d_mask_mean,d_mask_median,d_mask_q25,d_mask_q75
bilayout_extended_gt,2t7WUuJeko7,3,3,1,0,0.024814403369,0.016291998128,0.014358091558,0.03100951256
bilayout_extended_gt,7y3sRwLe3Va,10,10,1,0,0.102900530973,0.049724003489,0.028027377514,0.154744955585
bilayout_extended_gt,B6ByNegPMKs,11,11,1,0,0.145055624557,0.145229618279,0.100920723713,0.167763073686
bilayout_extended_gt,S9hNv5qa7GM,7,7,1,0,0.064476382217,0.048851218644,0.044777829173,0.06271876694
bilayout_extended_gt,UwV83HsGsw3,7,7,1,0,0.136818315666,0.095524486137,0.051683356393,0.186770636777
bilayout_extended_gt,VFuaQ6m2Qom,2,2,1,0,0.047719934626,0.047719934626,0.034558702447,0.060881166806
bilayout_extended_gt,VLzqgDo317F,1,1,1,0,0.03628171686,0.03628171686,0.03628171686,0.03628171686
bilayout_extended_gt,X7HyMhZNoso,4,4,1,0,0.054675579252,0.051964568197,0.034986620055,0.071653527394
bilayout_extended_gt,Z6MFQCViBuw,4,4,1,0,0.146533438248,0.107749739845,0.06401378451,0.190269393583
bilayout_extended_gt,b8cTxDM8gDG,4,4,1,0,0.130198300685,0.063820565517,0.032192218156,0.161826648046
bilayout_extended_gt,e9zR4mvMWw7,9,9,1,0,0.098860881235,0.050583424902,0.026971182985,0.111329128708
bilayout_extended_gt,jh4fc5c5qoQ,2,2,1,0,0.066743914967,0.066743914967,0.051761192921,0.081726637014
bilayout_extended_gt,jtcxE69GiFV,12,12,1,0,0.069572503565,0.067123560063,0.051672903239,0.075882871378
bilayout_extended_gt,pRbA3pwrgk9,7,7,1,0,0.04491787792,0.035752534848,0.018631306995,0.072428634242
bilayout_extended_gt,pa4otMbVnkk,8,8,1,0,0.069339335399,0.046817235992,0.032832185021,0.057727211922
bilayout_extended_gt,pooled,179,179,22,0,0.091514158469,0.054618428929,0.031266470664,0.117352815971
bilayout_extended_gt,q9vSo1VnCiC,15,15,1,0,0.082679642321,0.055644305936,0.039632967485,0.145682928574
bilayout_extended_gt,rPc6DW4iMge,10,10,1,0,0.058385682388,0.025302375227,0.017577595706,0.087864505578
bilayout_extended_gt,uNb9QFRL6hY,26,26,1,0,0.100045086194,0.065688753526,0.035291967065,0.162997218051
bilayout_extended_gt,wc2JMjhGNzB,15,15,1,0,0.107103602283,0.035106192883,0.031063418243,0.111117217117
bilayout_extended_gt,x8F5xyUWy9e,4,4,1,0,0.036665236181,0.035997325121,0.026774599276,0.045887962027
bilayout_extended_gt,yqstnuAEVhm,14,14,1,0,0.112169734257,0.089416560505,0.035579433762,0.147698445566
bilayout_extended_gt,zsNo4HB9uLZ,4,4,1,0,0.084874910313,0.039822555449,0.029654896661,0.095042569101
hohonet_bilayout_enclosed,2t7WUuJeko7,3,3,1,0,0.032293128161,0.024054468034,0.022794403668,0.03767252259
hohonet_bilayout_enclosed,7y3sRwLe3Va,12,12,1,0,0.09595263679,0.059730525401,0.02782886413,0.137235066908
hohonet_bilayout_enclosed,B6ByNegPMKs,11,11,1,0,0.212652051848,0.137596242859,0.068211455772,0.235702293177
hohonet_bilayout_enclosed,S9hNv5qa7GM,10,10,1,0,0.052182782611,0.039879011263,0.030766476902,0.052286165016
hohonet_bilayout_enclosed,UwV83HsGsw3,11,11,1,0,0.207303825052,0.165409044382,0.072557180447,0.364433784205
hohonet_bilayout_enclosed,VFuaQ6m2Qom,5,5,1,0,0.075924813144,0.084526353152,0.063938135231,0.099125412723
hohonet_bilayout_enclosed,VLzqgDo317F,1,1,1,0,0.037105495476,0.037105495476,0.037105495476,0.037105495476
hohonet_bilayout_enclosed,X7HyMhZNoso,4,4,1,0,0.042746642676,0.036140610264,0.03045408566,0.04843316728
hohonet_bilayout_enclosed,Z6MFQCViBuw,4,4,1,0,0.123224976952,0.086077948176,0.058470373331,0.150832551798
hohonet_bilayout_enclosed,b8cTxDM8gDG,5,5,1,0,0.051666860502,0.03251369832,0.020468712249,0.090298081316
hohonet_bilayout_enclosed,e9zR4mvMWw7,9,9,1,0,0.04839374662,0.024594154126,0.022311532668,0.061451943543
hohonet_bilayout_enclosed,jh4fc5c5qoQ,7,7,1,0,0.08128941526,0.073543457498,0.051122872357,0.082831088009
hohonet_bilayout_enclosed,jtcxE69GiFV,16,16,1,0,0.076243766171,0.063542705801,0.039027456174,0.088046371339
hohonet_bilayout_enclosed,pRbA3pwrgk9,11,11,1,0,0.106381732667,0.065768539372,0.031103537566,0.131666527812
hohonet_bilayout_enclosed,pa4otMbVnkk,11,11,1,0,0.07848537838,0.044383943934,0.037689360107,0.054899033095
hohonet_bilayout_enclosed,pooled,213,213,22,0,0.093833551161,0.05756413385,0.026862472181,0.114844071928
hohonet_bilayout_enclosed,q9vSo1VnCiC,16,16,1,0,0.063000020681,0.04940397839,0.017990829774,0.103554229118
hohonet_bilayout_enclosed,rPc6DW4iMge,10,10,1,0,0.059615922898,0.046924742069,0.019870567306,0.099826137911
hohonet_bilayout_enclosed,uNb9QFRL6hY,28,28,1,0,0.110600251721,0.098476081878,0.042613566748,0.158350814965
hohonet_bilayout_enclosed,wc2JMjhGNzB,15,15,1,0,0.09146024647,0.024808148205,0.019501930878,0.11724866769
hohonet_bilayout_enclosed,x8F5xyUWy9e,4,4,1,0,0.034693040921,0.032883926013,0.028085634911,0.039491332022
hohonet_bilayout_enclosed,yqstnuAEVhm,14,14,1,0,0.078376042464,0.041384256524,0.027785405487,0.087598473696
hohonet_bilayout_enclosed,zsNo4HB9uLZ,6,6,1,0,0.115171231192,0.080151576434,0.016743701023,0.220077599512
hohonet_bilayout_extended,2t7WUuJeko7,3,3,1,0,0.031974798754,0.023099479812,0.022316909558,0.037195028479
hohonet_bilayout_extended,7y3sRwLe3Va,12,12,1,0,0.083811381831,0.061934971958,0.027648761258,0.130592262979
hohonet_bilayout_extended,B6ByNegPMKs,11,11,1,0,0.227405471969,0.137596242859,0.081948184249,0.276321294118
hohonet_bilayout_extended,S9hNv5qa7GM,10,10,1,0,0.0519516468,0.040343923433,0.030101786951,0.050437765207
hohonet_bilayout_extended,UwV83HsGsw3,10,10,1,0,0.172528523075,0.120473137534,0.050457429708,0.308410109528
hohonet_bilayout_extended,VFuaQ6m2Qom,5,5,1,0,0.07636747632,0.085114235378,0.063938135231,0.098772670203
hohonet_bilayout_extended,VLzqgDo317F,1,1,1,0,0.044991882673,0.044991882673,0.044991882673,0.044991882673
hohonet_bilayout_extended,X7HyMhZNoso,4,4,1,0,0.043078194816,0.035440055622,0.029649736232,0.048868514206
hohonet_bilayout_extended,Z6MFQCViBuw,4,4,1,0,0.12060815795,0.087315425807,0.06014551934,0.147778064416
hohonet_bilayout_extended,b8cTxDM8gDG,5,5,1,0,0.045921248408,0.031865830203,0.019578065602,0.057843920397
hohonet_bilayout_extended,e9zR4mvMWw7,9,9,1,0,0.073957269005,0.024732351584,0.024340096319,0.062186650559
hohonet_bilayout_extended,jh4fc5c5qoQ,7,7,1,0,0.135009616924,0.089581602966,0.048428892698,0.136981093427
hohonet_bilayout_extended,jtcxE69GiFV,16,16,1,0,0.079830138242,0.068285064758,0.047521984542,0.098735180408
hohonet_bilayout_extended,pRbA3pwrgk9,11,11,1,0,0.107101212529,0.073369023144,0.030801997312,0.170425688271
hohonet_bilayout_extended,pa4otMbVnkk,11,11,1,0,0.070684531635,0.044383943934,0.037700714261,0.055250592578
hohonet_bilayout_extended,pooled,213,213,22,0,0.091072955852,0.05623931181,0.028611542285,0.107303497248
hohonet_bilayout_extended,q9vSo1VnCiC,16,16,1,0,0.075767152454,0.054692904201,0.030709305432,0.113168783898
hohonet_bilayout_extended,rPc6DW4iMge,10,10,1,0,0.04633516017,0.039559884116,0.018605947311,0.0626883351
hohonet_bilayout_extended,uNb9QFRL6hY,28,28,1,0,0.093230132706,0.075214081517,0.038051627793,0.104169632796
hohonet_bilayout_extended,wc2JMjhGNzB,15,15,1,0,0.083671959435,0.027338600389,0.019501930878,0.122358883966
hohonet_bilayout_extended,x8F5xyUWy9e,4,4,1,0,0.0342956238,0.033997428575,0.028027809056,0.040265243319
hohonet_bilayout_extended,yqstnuAEVhm,15,15,1,0,0.066898406499,0.041392967543,0.032292286542,0.087518690143
hohonet_bilayout_extended,zsNo4HB9uLZ,6,6,1,0,0.119003322039,0.08969321719,0.020567500922,0.223352641482
hohonet_gt,2t7WUuJeko7,3,3,1,0,0.009229705115,0.009335225929,0.008602203244,0.009909967393
hohonet_gt,7y3sRwLe3Va,10,10,1,0,0.106218624679,0.06036723933,0.036224887814,0.16566380315
hohonet_gt,B6ByNegPMKs,11,11,1,0,0.1997924761,0.119254500427,0.081000622076,0.251452793279
hohonet_gt,S9hNv5qa7GM,7,7,1,0,0.016118520274,0.008385667733,0.007482600091,0.0185021026
hohonet_gt,UwV83HsGsw3,8,8,1,0,0.151826761183,0.141495471738,0.07077047915,0.248177363966
hohonet_gt,VFuaQ6m2Qom,2,2,1,0,0.068229932919,0.068229932919,0.038954120238,0.097505745599
hohonet_gt,VLzqgDo317F,1,1,1,0,0.01070423867,0.01070423867,0.01070423867,0.01070423867
hohonet_gt,X7HyMhZNoso,4,4,1,0,0.05537688816,0.047015225393,0.029222194412,0.073169919141
hohonet_gt,Z6MFQCViBuw,4,4,1,0,0.087837203267,0.085855134981,0.051469000427,0.122223337821
hohonet_gt,b8cTxDM8gDG,4,4,1,0,0.140945767811,0.076480092954,0.055806270119,0.161619590646
hohonet_gt,e9zR4mvMWw7,9,9,1,0,0.077578243152,0.042281175394,0.018630534721,0.117989864223
hohonet_gt,jh4fc5c5qoQ,2,2,1,0,0.013778636611,0.013778636611,0.012559696839,0.014997576383
hohonet_gt,jtcxE69GiFV,12,12,1,0,0.020160197014,0.01257208373,0.00805131083,0.01527264008
hohonet_gt,pRbA3pwrgk9,7,7,1,0,0.012325351495,0.012904570606,0.010571518594,0.0139179532
hohonet_gt,pa4otMbVnkk,8,8,1,0,0.012532692551,0.01148793256,0.009550444965,0.01566570813
hohonet_gt,pooled,180,180,22,0,0.081580148679,0.047394739956,0.015351289425,0.109452429597
hohonet_gt,q9vSo1VnCiC,15,15,1,0,0.100789231597,0.079589323232,0.052979188563,0.141996991219
hohonet_gt,rPc6DW4iMge,10,10,1,0,0.062264595854,0.055457361176,0.023988063952,0.097294867167
hohonet_gt,uNb9QFRL6hY,26,26,1,0,0.080555617043,0.051548758075,0.025937042894,0.106796228001
hohonet_gt,wc2JMjhGNzB,15,15,1,0,0.095233338502,0.047701141029,0.027600228586,0.139348403621
hohonet_gt,x8F5xyUWy9e,4,4,1,0,0.054343260153,0.056154285039,0.05209577676,0.058401768433
hohonet_gt,yqstnuAEVhm,14,14,1,0,0.115910134501,0.085949059212,0.052254472586,0.134753935647
hohonet_gt,zsNo4HB9uLZ,4,4,1,0,0.033454646668,0.008922677581,0.007632177682,0.034745146567
human_bilayout_enclosed,2t7WUuJeko7,7,3,1,4,0.033462888024,0.030813718334,0.023374338754,0.04183652558
human_bilayout_enclosed,7y3sRwLe3Va,150,12,1,26,0.145972564124,0.105027264519,0.033852132542,0.214413985493
human_bilayout_enclosed,B6ByNegPMKs,170,11,1,26,0.202035712863,0.153930345903,0.096013621545,0.250134268499
human_bilayout_enclosed,S9hNv5qa7GM,54,10,1,20,0.10596047047,0.074820799313,0.043074791229,0.138670967025
human_bilayout_enclosed,UwV83HsGsw3,177,11,1,25,0.183133245934,0.172978831103,0.08016339035,0.273114220506
human_bilayout_enclosed,VFuaQ6m2Qom,35,5,1,19,0.112247889993,0.103352715749,0.088900955197,0.117231374257
human_bilayout_enclosed,VLzqgDo317F,2,1,1,2,0.061253987015,0.061253987015,0.061247745659,0.06126022837
human_bilayout_enclosed,X7HyMhZNoso,65,4,1,26,0.066094066667,0.039000950134,0.036299790578,0.085112064412
human_bilayout_enclosed,Z6MFQCViBuw,50,4,1,26,0.104013268591,0.069248408651,0.012092046143,0.144201107842
human_bilayout_enclosed,b8cTxDM8gDG,87,5,1,26,0.156430489756,0.104755557298,0.048227195094,0.270796935337
human_bilayout_enclosed,e9zR4mvMWw7,171,9,1,26,0.070888052252,0.034678621674,0.021893028622,0.09535975146
human_bilayout_enclosed,jh4fc5c5qoQ,15,7,1,10,0.150359866754,0.105317611883,0.079641167864,0.160574820172
human_bilayout_enclosed,jtcxE69GiFV,37,16,1,15,0.117772835823,0.109906818979,0.058171780716,0.142763944765
human_bilayout_enclosed,pRbA3pwrgk9,46,11,1,20,0.251033427757,0.199685449106,0.078149487968,0.36999042802
human_bilayout_enclosed,pa4otMbVnkk,22,11,1,17,0.175103229952,0.095849479142,0.07667871029,0.263151899946
human_bilayout_enclosed,pooled,2403,213,22,26,0.122432582947,0.083058217744,0.039855656301,0.166749966014
human_bilayout_enclosed,q9vSo1VnCiC,209,16,1,26,0.101499738266,0.060077150852,0.032775236887,0.152812811885
human_bilayout_enclosed,rPc6DW4iMge,184,10,1,26,0.085464817823,0.065800113619,0.027907312579,0.117513439666
human_bilayout_enclosed,uNb9QFRL6hY,416,28,1,26,0.1369105031,0.115582613208,0.059432809577,0.186670593469
human_bilayout_enclosed,wc2JMjhGNzB,252,15,1,26,0.07276346253,0.044879289603,0.027622197501,0.080098931601
human_bilayout_enclosed,x8F5xyUWy9e,39,4,1,24,0.078103866331,0.067377057438,0.051099839951,0.086115240668
human_bilayout_enclosed,yqstnuAEVhm,198,14,1,26,0.102870858728,0.070693102843,0.049363243472,0.128423372413
human_bilayout_enclosed,zsNo4HB9uLZ,17,6,1,13,0.156244901911,0.099923642013,0.056155869516,0.248347021
human_bilayout_extended,2t7WUuJeko7,7,3,1,4,0.033864329739,0.030813718334,0.024304195357,0.04183652558
human_bilayout_extended,7y3sRwLe3Va,150,12,1,26,0.137264451933,0.095881281904,0.032446557857,0.20361803415
human_bilayout_extended,B6ByNegPMKs,170,11,1,26,0.198538426419,0.148713466717,0.092682136457,0.230522149636
human_bilayout_extended,S9hNv5qa7GM,54,10,1,20,0.106286927597,0.074820799313,0.042145976615,0.138670967025
human_bilayout_extended,UwV83HsGsw3,169,10,1,25,0.180168356861,0.187370394569,0.080655328444,0.259528374233
human_bilayout_extended,VFuaQ6m2Qom,35,5,1,19,0.113424547646,0.10527895887,0.090829685107,0.118372441909
human_bilayout_extended,VLzqgDo317F,2,1,1,2,0.063007424521,0.063007424521,0.063005596604,0.063009252439
human_bilayout_extended,X7HyMhZNoso,65,4,1,26,0.065219300956,0.03763778779,0.034901333559,0.084329229679
human_bilayout_extended,Z6MFQCViBuw,50,4,1,26,0.104105007801,0.067861297428,0.014693021506,0.146243544656
human_bilayout_extended,b8cTxDM8gDG,87,5,1,26,0.155833999511,0.104755557298,0.047777391515,0.273785365472
human_bilayout_extended,e9zR4mvMWw7,171,9,1,26,0.105173508208,0.054836464857,0.022491675916,0.150954403141
human_bilayout_extended,jh4fc5c5qoQ,15,7,1,10,0.152798991733,0.108112784043,0.094232052787,0.13966056258
human_bilayout_extended,jtcxE69GiFV,37,16,1,15,0.119573968152,0.109247669976,0.061646778196,0.141290410585
human_bilayout_extended,pRbA3pwrgk9,46,11,1,20,0.2435464062,0.225653865849,0.082392100508,0.346651399744
human_bilayout_extended,pa4otMbVnkk,22,11,1,17,0.152802031487,0.097579480933,0.07667871029,0.257313993765
human_bilayout_extended,pooled,2419,213,22,26,0.129458906706,0.091201906107,0.041383127107,0.180173357349
human_bilayout_extended,q9vSo1VnCiC,209,16,1,26,0.10479000284,0.063612241288,0.034245908028,0.159435924433
human_bilayout_extended,rPc6DW4iMge,184,10,1,26,0.100025082753,0.066842527652,0.030313167116,0.164783492862
human_bilayout_extended,uNb9QFRL6hY,416,28,1,26,0.137895044128,0.11434825969,0.06610710771,0.183218692607
human_bilayout_extended,wc2JMjhGNzB,252,15,1,26,0.081655570836,0.047352325748,0.028131243566,0.093601413518
human_bilayout_extended,x8F5xyUWy9e,39,4,1,24,0.078833102442,0.069627018103,0.05269922778,0.086818549234
human_bilayout_extended,yqstnuAEVhm,222,15,1,26,0.144499930972,0.091798071442,0.055510492539,0.188130798368
human_bilayout_extended,zsNo4HB9uLZ,17,6,1,13,0.154738042811,0.093105542901,0.056036800721,0.248080317339
human_gt,2t7WUuJeko7,7,3,1,4,0.036759613615,0.042494583951,0.029652863608,0.043342171391
human_gt,7y3sRwLe3Va,101,10,1,26,0.093579994985,0.046783270885,0.026155766218,0.15598565559
human_gt,B6ByNegPMKs,170,11,1,26,0.20469424256,0.16461638838,0.087741672164,0.314744058749
human_gt,S9hNv5qa7GM,48,7,1,20,0.107474834913,0.084672597894,0.0331907251,0.153157783454
human_gt,UwV83HsGsw3,104,8,1,24,0.133089987016,0.142152918332,0.037722780755,0.184053867777
human_gt,VFuaQ6m2Qom,4,2,1,4,0.108408553572,0.121466047577,0.090506057163,0.139368543987
human_gt,VLzqgDo317F,2,1,1,2,0.064446692981,0.064446692981,0.064438179358,0.064455206603
human_gt,X7HyMhZNoso,65,4,1,26,0.053922612395,0.028060230457,0.020581992246,0.063713424699
human_gt,Z6MFQCViBuw,50,4,1,26,0.051051689897,0.042677459225,0.038125132828,0.075784744697
human_gt,b8cTxDM8gDG,63,4,1,26,0.153236094604,0.077048673933,0.04420899604,0.280770541109
human_gt,e9zR4mvMWw7,171,9,1,26,0.073663258714,0.047573203786,0.016312289114,0.090393824573
human_gt,jh4fc5c5qoQ,5,2,1,5,0.106109387454,0.099530372823,0.058360366746,0.104826386228
human_gt,jtcxE69GiFV,29,12,1,14,0.082984391173,0.085455458621,0.054345681056,0.112518922952
human_gt,pRbA3pwrgk9,16,7,1,11,0.060943649586,0.030603709818,0.015511048748,0.074328929156
human_gt,pa4otMbVnkk,16,8,1,14,0.133508945986,0.094697360878,0.051275212693,0.184406791961
human_gt,pooled,2104,180,22,26,0.10536666075,0.069670262068,0.034485778933,0.14567127143
human_gt,q9vSo1VnCiC,184,15,1,26,0.105458783676,0.05915080002,0.039216150846,0.156269799494
human_gt,rPc6DW4iMge,184,10,1,26,0.087195533872,0.058421882082,0.033047804058,0.123238080962
human_gt,uNb9QFRL6hY,387,26,1,26,0.114302546336,0.107214095745,0.047202173982,0.146143549335
human_gt,wc2JMjhGNzB,252,15,1,26,0.070638057258,0.046510675299,0.026199917954,0.078239842533
human_gt,x8F5xyUWy9e,39,4,1,24,0.067273757005,0.059318025698,0.043762633012,0.070407402181
human_gt,yqstnuAEVhm,196,14,1,26,0.113586953359,0.070490560775,0.042148054998,0.157642745626
human_gt,zsNo4HB9uLZ,11,4,1,8,0.081335171499,0.071476114513,0.048316282945,0.103032437372
human_hohonet,2t7WUuJeko7,7,3,1,4,0.039829387555,0.044267210273,0.031421584018,0.049736965917
human_hohonet,7y3sRwLe3Va,150,12,1,26,0.144590862403,0.132650782264,0.045170477465,0.192752294073
human_hohonet,B6ByNegPMKs,170,11,1,26,0.311685184894,0.260712189436,0.076542278372,0.518312154089
human_hohonet,S9hNv5qa7GM,54,10,1,20,0.096710721617,0.07490993289,0.034384678766,0.132521756484
human_hohonet,UwV83HsGsw3,177,11,1,25,0.210099704895,0.213535097169,0.101733166487,0.287205346539
human_hohonet,VFuaQ6m2Qom,35,5,1,19,0.092248381275,0.071153201475,0.050298087175,0.1134789837
human_hohonet,VLzqgDo317F,2,1,1,2,0.066913624803,0.066913624803,0.066905108905,0.0669221407
human_hohonet,X7HyMhZNoso,65,4,1,26,0.064028837263,0.047020080831,0.014763997344,0.079964750233
human_hohonet,Z6MFQCViBuw,50,4,1,26,0.08275763456,0.107679735443,0.007849389226,0.122359214383
human_hohonet,b8cTxDM8gDG,87,5,1,26,0.168274882708,0.122594519291,0.053746979945,0.288528412846
human_hohonet,e9zR4mvMWw7,171,9,1,26,0.074315341532,0.04223512658,0.010733863968,0.113002022943
human_hohonet,jh4fc5c5qoQ,15,7,1,10,0.138539432678,0.096114463836,0.070235097851,0.1835858399
human_hohonet,jtcxE69GiFV,37,16,1,15,0.124480896964,0.10352932668,0.057333788318,0.134546031563
human_hohonet,pRbA3pwrgk9,46,11,1,20,0.221791637312,0.169714847281,0.058709316851,0.407114165724
human_hohonet,pa4otMbVnkk,22,11,1,17,0.132524755398,0.096364547667,0.060446462263,0.173911683122
human_hohonet,pooled,2427,214,22,26,0.134345296694,0.094178810251,0.039974294842,0.174700583764
human_hohonet,q9vSo1VnCiC,209,16,1,26,0.106632083708,0.087281977151,0.033960592897,0.154205125117
human_hohonet,rPc6DW4iMge,184,10,1,26,0.096110427392,0.069388388483,0.037394402866,0.141853768141
human_hohonet,uNb9QFRL6hY,416,28,1,26,0.127252921497,0.110084358531,0.056842291477,0.153849052297
human_hohonet,wc2JMjhGNzB,252,15,1,26,0.079264565755,0.048115398032,0.017759880583,0.121466215626
human_hohonet,x8F5xyUWy9e,39,4,1,24,0.079885778495,0.069087967161,0.061987935195,0.089178677307
human_hohonet,yqstnuAEVhm,222,15,1,26,0.143947367563,0.101979863358,0.048887621603,0.200107081938
human_hohonet,zsNo4HB9uLZ,17,6,1,13,0.113291839618,0.091593979004,0.056417245083,0.156529590189
human_human_cross_stage,S9hNv5qa7GM,2,1,1,3,0.053490738542,0.053490738542,0.049562462808,0.057419014275
human_human_cross_stage,VFuaQ6m2Qom,18,2,1,10,0.130097738212,0.055288639565,0.042845214193,0.195403689948
human_human_cross_stage,jh4fc5c5qoQ,1,1,1,2,0.159103465636,0.159103465636,0.159103465636,0.159103465636
human_human_cross_stage,jtcxE69GiFV,21,6,1,14,0.077357975546,0.082196033707,0.063096892093,0.090148861646
human_human_cross_stage,pRbA3pwrgk9,14,3,1,10,0.02902085132,0.016824763173,0.012298866259,0.028823561862
human_human_cross_stage,pa4otMbVnkk,12,3,1,12,0.267228542226,0.270357200215,0.189533511305,0.31274932124
human_human_cross_stage,pooled,76,18,7,20,0.115184689984,0.081633994566,0.040559508851,0.160307339622
human_human_cross_stage,zsNo4HB9uLZ,8,2,1,8,0.113580037068,0.111647885818,0.075137162577,0.159632753899
human_human_different_worker_same_stage,2t7WUuJeko7,6,2,1,3,0.037523422509,0.024165256632,0.019238438571,0.055517803798
