schema_version,worker_id,target_component,gap_reason,formal_goal,current_support,current_ci_half_width,target_ci_half_width,interval_level,ci_method,additional_blocks,ordinary_tasks,stress_tasks,projected_ci_half_width,precision_target_met,routing_eligibility,unmet_reason,terminal_state,fallback_action,declared_support_after,observed_support_after,ordinary_support_observed_after,stress_support_observed_after,threshold_manifest_sha256,design_manifest_sha256
c2a_rp_precision_plan_v2,29,risk_slope,target_not_met,risk_slope_precision,9,0.020471856661036247,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,4,4,4,,false,pending_actual_reestimate,,pending_actual_reestimate,,17,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,c2d4ee251d86826410969b2f37ba115295d920c5822f3169edf70a6bd6d15c26
c2a_rp_precision_plan_v2,30,risk_slope,target_not_met,risk_slope_precision,8,0.0200883803016819,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,4,4,4,,false,pending_actual_reestimate,,pending_actual_reestimate,,16,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,c2d4ee251d86826410969b2f37ba115295d920c5822f3169edf70a6bd6d15c26
c2a_rp_precision_plan_v2,31,risk_slope,target_not_met,risk_slope_precision,10,0.019383927630331865,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,4,4,4,,false,pending_actual_reestimate,,pending_actual_reestimate,,18,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,c2d4ee251d86826410969b2f37ba115295d920c5822f3169edf70a6bd6d15c26
c2a_rp_precision_plan_v2,32,risk_slope,target_not_met,risk_slope_precision,10,0.018032298471532374,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,4,4,4,,false,pending_actual_reestimate,,pending_actual_reestimate,,18,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,c2d4ee251d86826410969b2f37ba115295d920c5822f3169edf70a6bd6d15c26
c2a_rp_precision_plan_v2,33,risk_slope,target_not_met,risk_slope_precision,10,0.018663861836470088,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,4,4,4,,false,pending_actual_reestimate,,pending_actual_reestimate,,18,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,c2d4ee251d86826410969b2f37ba115295d920c5822f3169edf70a6bd6d15c26
c2a_rp_precision_plan_v2,34,risk_slope,target_not_met,risk_slope_precision,10,0.019470469933859414,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,4,4,4,,false,pending_actual_reestimate,,pending_actual_reestimate,,18,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,c2d4ee251d86826410969b2f37ba115295d920c5822f3169edf70a6bd6d15c26
c2a_rp_precision_plan_v2,35,risk_slope,target_not_met,risk_slope_precision,9,0.01956880269632879,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,4,4,4,,false,pending_actual_reestimate,,pending_actual_reestimate,,17,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,c2d4ee251d86826410969b2f37ba115295d920c5822f3169edf70a6bd6d15c26
c2a_rp_precision_plan_v2,36,risk_slope,target_not_met,risk_slope_precision,10,0.019498725090250208,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,4,4,4,,false,pending_actual_reestimate,,pending_actual_reestimate,,18,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,c2d4ee251d86826410969b2f37ba115295d920c5822f3169edf70a6bd6d15c26
c2a_rp_precision_plan_v2,37,risk_slope,target_not_met,risk_slope_precision,10,0.01870795949845641,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,4,4,4,,false,pending_actual_reestimate,,pending_actual_reestimate,,18,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,c2d4ee251d86826410969b2f37ba115295d920c5822f3169edf70a6bd6d15c26
c2a_rp_precision_plan_v2,6,risk_slope,target_not_met,risk_slope_precision,10,0.017679785714936024,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,4,4,4,,false,pending_actual_reestimate,,pending_actual_reestimate,,18,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,c2d4ee251d86826410969b2f37ba115295d920c5822f3169edf70a6bd6d15c26
c2a_rp_precision_plan_v2,8,risk_slope,target_not_met,risk_slope_precision,10,0.016453386443125283,0.012607928483052961,0.95,normal_95_max_unified_slope_sd,4,4,4,,false,pending_actual_reestimate,,pending_actual_reestimate,,18,,,,2f85e69d7f96ab63f71373329f2fefc818ddebe9557af726724ea493691d9a0f,c2d4ee251d86826410969b2f37ba115295d920c5822f3169edf70a6bd6d15c26
