image_id,building,split,historical,raw_sequence_equal,cycle_equal,n_ceiling_floor_pairs_enclosed,n_ceiling_floor_pairs_extended,floor,floor_status,band,band_status,linear,linear_status,solid,solid_status
B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,B6ByNegPMKs,test,False,False,False,4,4,0.0209103778156,computable,0.00702777457163,computable,0.0104862220222,computable,0.00545854681578,computable
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,test,True,False,False,4,4,0.00445055564169,computable,0.00146578563214,computable,0.0028539882924,computable,0.000980563075777,computable
B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb,B6ByNegPMKs,test,False,True,True,4,4,0,computable,0,computable,0,computable,0,computable
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,test,True,False,False,4,4,0.0529134073395,computable,0.00791158165346,computable,0.0192805917471,computable,0.00536846165592,computable
B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,B6ByNegPMKs,test,False,False,False,14,10,0.196123092465,computable,,zero_azimuth_edge,,zero_azimuth_edge,,zero_azimuth_edge
B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,B6ByNegPMKs,test,False,False,False,4,4,0,computable,0.00156328485684,computable,0.00199815554872,computable,0.00113012052801,computable
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,test,True,False,False,10,10,0.0426310821053,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,test,True,False,False,7,4,0.074105426099,computable,0.0132712348317,computable,0.138018489732,computable,0.00940837313557,computable
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,test,True,True,True,4,4,0,computable,0,computable,0,computable,0,computable
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,val,True,True,True,4,4,0,computable,0,computable,0,computable,0,computable
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM,val,True,True,True,4,4,0,computable,0,computable,0,computable,0,computable
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM,val,True,False,False,6,6,0.00583818438808,computable,0.00344568869369,computable,0.00380728780962,computable,0.00256971752389,computable
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,val,True,False,False,4,4,0.0372298695223,computable,0.0429886909034,computable,0.0261009222523,computable,0.0332811396553,computable
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM,val,True,False,False,4,4,0.0355731056147,computable,0.00954209834225,computable,0.00632400755596,computable,0.00677128437037,computable
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,val,True,False,False,6,6,0,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,val,True,True,True,4,4,0,computable,0,computable,0,computable,0,computable
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,val,True,False,False,4,4,0.0220850745513,computable,0.00685261005264,computable,0.00452610193734,computable,0.00525423977107,computable
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM,val,True,False,False,4,4,0.0151286102062,computable,0.00163330704276,computable,0.00185952484628,computable,0.00160475810873,computable
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,val,True,False,False,6,6,0.0178404172654,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,test,True,False,False,2,1,,odd_or_insufficient,,odd_or_insufficient,,odd_or_insufficient,,odd_or_insufficient
UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,UwV83HsGsw3,test,False,False,False,6,6,0.00904857533319,computable,0.0169989322648,computable,0.00449483029852,computable,0.0111474192936,computable
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,test,True,False,False,6,12,0.0317071083424,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,UwV83HsGsw3,test,False,False,False,6,6,0.0155353381754,computable,0.00300896541457,computable,0.00376171530491,computable,0.00250324832675,computable
UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,UwV83HsGsw3,test,False,False,False,4,4,0.00670903097597,computable,0.0011749503402,computable,0.00125199734337,computable,0.00105303832127,computable
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,test,True,False,False,10,12,0.117294918441,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
UwV83HsGsw3_6faf5c6575694e52882985ae8538f498,UwV83HsGsw3,test,False,False,False,4,4,0.0135743012171,computable,0.00262410853132,computable,0.00602195423624,computable,0.00172793542481,computable
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,test,True,False,False,18,18,0.0166860946948,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,test,True,False,False,10,10,0.0464229025533,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,test,True,False,False,4,4,0.0278965651661,computable,0.00603252080125,computable,0.00400551394741,computable,0.00426948026707,computable
UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,UwV83HsGsw3,test,False,False,False,8,8,0.0255031228664,computable,0.00761021527739,computable,0.00962047844064,computable,0.00618571013221,computable
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,test,True,False,False,4,7,0.090221385767,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,UwV83HsGsw3,test,False,False,False,6,10,0.032209373146,computable,0.0338265363301,computable,0.198404443662,computable,0.0209632949602,computable
UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,UwV83HsGsw3,test,False,False,False,6,6,0.00154633022875,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,test,True,False,False,9,8,0.0388439889254,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,test,True,False,False,4,4,0.0285438422752,computable,0.0036633900784,computable,0.00942168390484,computable,0.00306175729257,computable
UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,UwV83HsGsw3,test,False,False,False,6,6,0,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,test,True,False,False,6,6,0.010567196991,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,test,True,False,False,10,10,0,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,val,True,False,False,8,8,0.0198924239322,computable,0.00642210884374,computable,0.00365053242985,computable,0.00529787983253,computable
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom,val,True,False,False,6,6,0,computable,0.00050977265332,computable,0.000377787027653,computable,0.000293010961093,computable
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,val,True,True,True,6,6,0,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,val,True,False,False,8,8,0.0225881196647,computable,0.00361979625761,computable,0.00542949336055,computable,0.00329283112961,computable
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,val,True,False,False,10,10,0.0162109249567,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F,val,True,False,False,4,4,0.0100835819809,computable,0.0079382327607,computable,0.00822868034143,computable,0.00516967502997,computable
X7HyMhZNoso_0595477618f44940b004970372df16dc,X7HyMhZNoso,test,False,False,False,10,10,0.0163006633458,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583,X7HyMhZNoso,test,False,True,True,4,4,0,computable,0,computable,0,computable,0,computable
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,test,True,False,False,6,6,0,computable,0.00115355934559,computable,0.00145646837041,computable,0.000757695314187,computable
X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc,X7HyMhZNoso,test,False,False,False,4,4,0.0058579450158,computable,0.00154881498976,computable,0.00186786821187,computable,0.000774742212015,computable
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,test,True,True,True,8,8,0,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,X7HyMhZNoso,test,False,True,True,6,6,0,computable,0,computable,0,computable,0,computable
X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,X7HyMhZNoso,test,False,False,False,6,6,0.00108649615007,computable,0.00273461857666,computable,0.00488326325581,computable,0.00155045587771,computable
X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,X7HyMhZNoso,test,False,True,True,4,4,0,computable,0,computable,0,computable,0,computable
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,test,True,False,False,4,4,0,computable,0.000858476348915,computable,0.000994458465928,computable,0.000803801824629,computable
X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,X7HyMhZNoso,test,False,False,False,9,9,0.00401255591037,computable,0.00215156907091,computable,0.00298340748095,computable,0.00164779223,computable
X7HyMhZNoso_a830b673f439458aa54a716194d972b7,X7HyMhZNoso,test,False,False,False,4,4,0,computable,0.000863982426202,computable,0.000983453921207,computable,0.000702506269329,computable
X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,X7HyMhZNoso,test,False,False,False,6,6,0.0078362644777,computable,0.00358958977971,computable,0.00309752100964,computable,0.00246592313155,computable
X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,X7HyMhZNoso,test,False,True,True,4,4,0,computable,0,computable,0,computable,0,computable
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,test,True,False,False,12,12,0.00442220107917,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd,X7HyMhZNoso,test,False,False,False,4,4,0.0149278191905,computable,0.0048865485586,computable,0.00345797452784,computable,0.00380181915549,computable
X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,X7HyMhZNoso,test,False,True,True,4,4,0,computable,0,computable,0,computable,0,computable
X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,X7HyMhZNoso,test,False,False,False,4,4,0.0158280976033,computable,0.00158034232122,computable,0.00214468749738,computable,0.00156617496336,computable
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,X7HyMhZNoso,test,False,True,True,4,4,0,computable,0,computable,0,computable,0,computable
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,X7HyMhZNoso,test,False,True,True,4,4,0,computable,0,computable,0,computable,0,computable
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso,test,False,False,False,6,6,0.00589806824568,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f,Z6MFQCViBuw,test,False,False,False,4,4,0.00941882356064,computable,0.00355517152427,computable,0.00389046357731,computable,0.00288955646819,computable
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,test,True,False,False,4,6,0.0411833663386,computable,0.00777456868016,computable,0.00671655825048,computable,0.00725803732659,computable
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,test,True,False,False,4,4,0.00762510448868,computable,0.00218288187287,computable,0.00179755623368,computable,0.00182692402527,computable
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw,test,False,True,True,4,4,0,computable,0,computable,0,computable,0,computable
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,test,True,False,False,8,8,0.0449007763816,computable,0.0216186291284,computable,0.0200660123343,computable,0.0176012793887,computable
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw,test,False,False,False,4,4,0,computable,0.00179269155851,computable,0.00234912331687,computable,0.00134524659391,computable
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,test,True,False,False,4,4,0.0253390902384,computable,0.00529756760468,computable,0.00608472240585,computable,0.00473358857684,computable
b8cTxDM8gDG_055056e12afe42578c6f429bc07159d2,b8cTxDM8gDG,test,False,False,False,4,4,0.00927862360484,computable,0.00575294661964,computable,0.00563348139007,computable,0.00507898703491,computable
b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd,b8cTxDM8gDG,test,False,True,True,6,6,0,computable,0,computable,0,computable,0,computable
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,b8cTxDM8gDG,test,False,False,False,4,4,0,computable,0.00162175076235,computable,0.00170973028752,computable,0.00104964848798,computable
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,test,True,False,False,10,10,0.035354672473,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,b8cTxDM8gDG,test,False,False,False,4,4,0.00325080030919,computable,0.00472420696973,computable,0.00442905612454,computable,0.00426997855311,computable
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,b8cTxDM8gDG,test,False,True,True,4,4,0,computable,0,computable,0,computable,0,computable
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,test,True,False,False,6,6,0.00263118839564,computable,0.000579076329845,computable,0.000746499020472,computable,0.000541022479573,computable
b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,b8cTxDM8gDG,test,False,False,False,6,11,0.110236748996,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG,test,False,False,False,14,11,0.395115925068,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,b8cTxDM8gDG,test,False,False,False,4,8,0.0376911201327,computable,0.00710036193604,computable,0.0163795992785,computable,0.00440773749474,computable
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,b8cTxDM8gDG,test,False,False,False,4,4,0.177540369727,computable,0.00821020264593,computable,0.0394799771367,computable,0.00584826065775,computable
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,b8cTxDM8gDG,test,False,False,False,4,4,0.0811860822194,computable,0.0189570569902,computable,0.0363515959501,computable,0.0175081952635,computable
b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,b8cTxDM8gDG,test,False,False,False,4,4,0.0126351782598,computable,0.00870456710212,computable,0.00420159107574,computable,0.00566793831537,computable
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,test,True,False,False,6,6,0,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,test,True,False,False,10,8,0.0534989381635,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,test,True,True,True,4,4,0,computable,0,computable,0,computable,0,computable
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,test,True,True,True,4,4,0,computable,0,computable,0,computable,0,computable
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,test,True,False,False,4,4,0.0107188304955,computable,0.0059643492333,computable,0.00458859187239,computable,0.00486785903182,computable
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7,test,False,True,True,4,4,0,computable,0,computable,0,computable,0,computable
e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,e9zR4mvMWw7,test,False,False,False,4,4,0,computable,0.00315578757209,computable,0.00358885610531,computable,0.00299600798199,computable
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,test,True,False,False,4,8,0.2408949233,computable,,zero_azimuth_edge,,zero_azimuth_edge,,zero_azimuth_edge
