image_id,building,split,historical,raw_sequence_equal,cycle_equal,n_ceiling_floor_pairs_enclosed,n_ceiling_floor_pairs_extended,floor,floor_status,band,band_status,linear,linear_status,solid,solid_status
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,val,True,False,False,4,4,0.00616173399366,computable,0.000685053238967,computable,0.000963843604586,computable,0.00044591264493,computable
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,val,True,True,True,4,4,0,computable,0,computable,0,computable,0,computable
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,val,True,True,True,4,4,0,computable,0,computable,0,computable,0,computable
7y3sRwLe3Va_0e9fdd85e24a4a35b3dc1e8cb76ebb09,7y3sRwLe3Va,test,False,False,False,9,8,0.00739462165085,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
7y3sRwLe3Va_0eb1323894e041efa23d2f3e60efbe44,7y3sRwLe3Va,test,False,False,False,14,14,0.0385228768494,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,test,True,False,False,4,4,0.0121391446852,computable,0.0118961135601,computable,0.00338171589655,computable,0.00929987468759,computable
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,test,True,True,True,4,4,0,computable,0,computable,0,computable,0,computable
7y3sRwLe3Va_155fac2d50764bf09feb6c8f33e8fb76,7y3sRwLe3Va,test,False,False,False,9,9,0.0131501401308,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
7y3sRwLe3Va_1679b5de39e548d38ba240f2fd99cae9,7y3sRwLe3Va,test,False,False,False,8,15,0.111341589583,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
7y3sRwLe3Va_1e7c16e6cb054c9fbbeb15160bc11f73,7y3sRwLe3Va,test,False,False,False,6,6,0.00527528735233,computable,0.00686232552141,computable,0.000857602724277,computable,0.00527743162549,computable
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,test,True,False,False,10,10,0.0040619563091,computable,0.00647338732522,computable,0.00680134624845,computable,0.00458319236547,computable
7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,7y3sRwLe3Va,test,False,True,True,4,4,0,computable,0,computable,0,computable,0,computable
7y3sRwLe3Va_5c39473b25b74307858764d1a2045b9e,7y3sRwLe3Va,test,False,False,False,10,10,0.00152526308614,computable,,zero_azimuth_edge,,zero_azimuth_edge,,zero_azimuth_edge
7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861,7y3sRwLe3Va,test,False,False,False,10,9,0.0331964380741,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,test,True,False,False,6,6,0.00569750216289,computable,0.00998067551963,computable,0.00751649894158,computable,0.00607379834986,computable
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,test,True,True,True,4,4,0,computable,0,computable,0,computable,0,computable
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,test,True,False,False,6,6,0.0294588688922,computable,0.00411036123215,computable,0.0066153679678,computable,0.00402889703399,computable
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,test,True,False,False,10,10,0.011610698831,computable,,zero_azimuth_edge,,zero_azimuth_edge,,zero_azimuth_edge
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,test,True,False,False,8,8,0.000696016952408,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,7y3sRwLe3Va,test,False,False,False,8,8,0.0269103932879,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,test,True,False,False,8,8,0.670209526805,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,test,True,False,False,10,10,0.00419334617042,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,test,True,False,False,4,4,0.0040092849844,computable,0.00237023289413,computable,0.00156408874467,computable,0.00195415337193,computable
7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va,test,False,False,False,11,10,0.00460467704192,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,7y3sRwLe3Va,test,False,False,False,4,8,0.201954343971,computable,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary,,non_single_valued_or_nonstar_boundary
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,test,True,False,False,6,6,0.00393448065442,computable,0.00289231928303,computable,0.00340796154838,computable,0.00215760778168,computable
B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd,B6ByNegPMKs,test,False,False,False,4,4,0.222650189916,computable,0.0306057387725,computable,0.14542310644,computable,0.0258989691559,computable
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs,test,False,False,False,4,4,0.021722218885,computable,0.00295444321786,computable,0.0030683576436,computable,0.00284694846944,computable
B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,B6ByNegPMKs,test,False,False,False,4,4,0.0523782755879,computable,0.01508910143,computable,0.0210409651602,computable,0.0141222092543,computable
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,test,True,False,False,4,4,0.0128614170502,computable,0.00465862243247,computable,0.00233167134935,computable,0.0042765680051,computable
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,test,True,False,False,4,4,0.0701483414758,computable,0.00803180476,computable,0.00786771178782,computable,0.00644847658767,computable
B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4,B6ByNegPMKs,test,False,False,False,4,4,0.00546853828656,computable,0.00382491311069,computable,0.00164841874004,computable,0.00238285535951,computable
B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,B6ByNegPMKs,test,False,False,False,4,4,0.044910899973,computable,0.0147385028301,computable,0.00922622401667,computable,0.0103439043575,computable
B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,B6ByNegPMKs,test,False,False,False,7,7,0.222203712363,computable,,zero_azimuth_edge,,zero_azimuth_edge,,zero_azimuth_edge
B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,B6ByNegPMKs,test,False,False,False,4,4,0.0107294374695,computable,0.00551585140636,computable,0.00299430499395,computable,0.003706835277,computable
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,test,True,False,False,4,4,0.139858031381,computable,0.0604806325808,computable,0.0751006761526,computable,0.0514134367052,computable
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,test,True,False,False,4,4,0.0218921208564,computable,0.00548586585229,computable,0.00315842953416,computable,0.00404735905066,computable
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,test,True,True,True,4,4,0,computable,0,computable,0,computable,0,computable
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,B6ByNegPMKs,test,False,False,False,16,12,0.0583999738561,computable,,zero_azimuth_edge,,zero_azimuth_edge,,zero_azimuth_edge
B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,B6ByNegPMKs,test,False,False,False,4,4,0,computable,0.00155416873282,computable,0.00187616654934,computable,0.00122322360453,computable
B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,B6ByNegPMKs,test,False,False,False,4,4,0.0130602231287,computable,0.00518273844287,computable,0.0151923364766,computable,0.00391532342072,computable
B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4,B6ByNegPMKs,test,False,False,False,4,4,0.00906487386386,computable,0.00226117681953,computable,0.00193206951262,computable,0.00171535632897,computable
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,test,True,False,False,4,4,0,computable,0.0081889535363,computable,0.0155829135787,computable,0.00600342254549,computable
