partition_id,image_id,building,stage,condition,pool,k,N,current20_complete,expected_tv,expected_missing_mass,expected_cluster_fraction,max_saved_error
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,all_archived,1,23,True,0.162570888469,0.162570888469,0.333333333333,1.11022302463e-16
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,all_archived,2,23,True,0.151572435126,0.0830039525692,0.389986824769,8.32667268469e-17
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,all_archived,3,23,True,0.140917683451,0.0756143667297,0.420289855072,5.55111512313e-17
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,all_archived,4,23,True,0.130606633442,0.0718336483932,0.449275362319,2.77555756156e-16
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,all_archived,5,23,True,0.120639285101,0.0680529300567,0.478260869565,6.93889390391e-17
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,all_archived,6,23,True,0.111015638426,0.0642722117202,0.507246376812,5.55111512313e-17
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,all_archived,7,23,True,0.101735693418,0.0604914933837,0.536231884058,5.55111512313e-17
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,all_archived,8,23,True,0.0927994500773,0.0567107750473,0.565217391304,2.22044604925e-16
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,all_archived,9,23,True,0.0842069084035,0.0529300567108,0.594202898551,5.55111512313e-17
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,all_archived,10,23,True,0.0759580683966,0.0491493383743,0.623188405797,1.38777878078e-17
