partition_id,outside_draws,outside_available,current_complete,expected_tv,expected_missing_mass,expected_cluster_fraction,max_saved_error
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,0,3,True,0.0130434782609,0,1,3.12250225676e-17
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,1,3,True,0.0160869565217,0.00434782608696,0.966666666667,1.11022302463e-16
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,2,3,True,0.0191990846682,0.00869565217391,0.933333333333,9.36750677027e-17
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,3,3,True,0.0223798627002,0.0130434782609,0.9,6.41847686111e-17
extended73|C1|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,0,3,True,0.0130434782609,0,1,3.12250225676e-17
extended73|C1|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,1,3,True,0.0154347826087,0,1,2.25514051877e-17
extended73|C1|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,2,3,True,0.0179633867277,0.00045766590389,0.997368421053,6.24500451352e-17
extended73|C1|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,3,3,True,0.0206292906178,0.00137299771167,0.992105263158,1.11022302463e-16
extended73|C1|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,0,3,True,0.00652173913043,0,1,2.16840434497e-17
extended73|C1|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,1,3,True,0.00836956521739,0.00217391304348,0.975,6.07153216592e-17
extended73|C1|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,2,3,True,0.0102173913043,0.00434782608696,0.95,6.07153216592e-17
extended73|C1|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,3,3,True,0.0120652173913,0.00652173913043,0.925,8.23993651089e-17
extended73|C1|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,0,3,True,0.00652173913043,0,1,2.16840434497e-17
extended73|C1|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,1,3,True,0.00836956521739,0.00217391304348,0.975,6.07153216592e-17
extended73|C1|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,2,3,True,0.0102173913043,0.00434782608696,0.95,6.07153216592e-17
extended73|C1|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,3,3,True,0.0120652173913,0.00652173913043,0.925,8.23993651089e-17
