image_id,historical,integer_sequence_equal,native_uv_sequence_equal,native_uv_cycle_equal,legacy_integer_floor,legacy_integer_status,pixel_center_integer_floor,pixel_center_integer_status,native_uv_floor,native_uv_status,max_native_coordinate_difference_pixels_when_integer_equal
7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,False,True,False,False,0.0,computable,0.0,computable,0.0011595341031800377,computable,0.04596664320001764
7y3sRwLe3Va_5c39473b25b74307858764d1a2045b9e,False,False,False,False,0.0015252630861424255,computable,0.0015381753997916192,computable,0.007187820088319641,computable,
7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861,False,False,False,False,0.033196438074089674,computable,0.033077169912980486,computable,0.02237778272703006,computable,
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,True,False,False,False,0.005697502162889223,computable,0.005719224236688247,computable,0.009859080504658446,computable,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,True,True,False,False,0.0,computable,0.0,computable,0.00010140379745582351,computable,0.0039356415999804994
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,True,False,False,False,0.029458868892209167,computable,0.0291832139462197,computable,0.013589696715343602,computable,
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,True,False,False,False,0.011610698831029942,computable,0.01160116286761348,computable,0.013059056444685191,computable,
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,True,False,False,False,0.0006960169524077298,computable,0.0007014257115700584,computable,0.0010385351546772226,computable,
7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,False,False,False,False,0.026910393287873036,computable,0.026790725195164566,computable,0.022475772234899827,computable,
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,True,False,False,False,0.6702095268053168,computable,0.668600597699547,computable,0.6684765353518132,computable,
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,True,False,False,False,0.004193346170422885,computable,0.004182355450500164,computable,0.003855223208145575,computable,
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,True,False,False,False,0.004009284984401562,computable,0.004008532585917823,computable,0.008456473470455195,computable,
7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,False,False,False,False,0.004604677041917693,computable,0.0046038548851417005,computable,0.0017838878019835747,computable,
7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,False,False,False,False,0.20195434397113388,computable,0.20188679665343434,computable,0.19691870692884883,computable,
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,True,False,False,False,0.00393448065441937,computable,0.003951207925085409,computable,0.005053410677458681,computable,
B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd,False,False,False,False,0.22265018991552277,computable,0.22053472155178389,computable,0.21494927629501537,computable,
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,False,False,False,False,0.021722218885028677,computable,0.0215440465698733,computable,0.008798594838365092,computable,
B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,False,False,False,False,0.05237827558791408,computable,0.052048697348461404,computable,0.05140103728860035,computable,
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,True,False,False,False,0.012861417050185397,computable,0.01281433677196786,computable,0.005626226793815414,computable,
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,True,False,False,False,0.07014834147583993,computable,0.06913392902578719,computable,0.06654220727122517,computable,
B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4,False,False,False,False,0.005468538286556024,computable,0.005465718913286621,computable,0.008060109813174732,computable,
B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,False,False,False,False,0.04491089997295428,computable,0.04480107732315042,computable,0.03581897846929161,computable,
B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,False,False,False,False,0.2222037123631727,computable,0.2284136785921722,computable,0.2662294533789228,computable,
B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,False,False,False,False,0.01072943746946442,computable,0.010736323111406154,computable,0.010108957521117401,computable,
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,True,False,False,False,0.13985803138101116,computable,0.13853303718494103,computable,0.12109947871730398,computable,
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,True,False,False,False,0.021892120856394803,computable,0.021875271759563386,computable,0.02025690674925562,computable,
B6ByNegPMKs_75327de9719945aa8b893a6404667884,True,True,False,False,0.0,computable,0.0,computable,0.001711836132300082,computable,0.02447078400001601
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,False,False,False,False,0.05839997385612161,computable,0.05773686898713071,computable,0.038764837727646495,computable,
B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,False,False,False,False,0.0,computable,0.0,computable,0.0016790074834268642,computable,
B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,False,False,False,False,0.01306022312872368,computable,0.013253645722735019,computable,0.009320546562210152,computable,
B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4,False,False,False,False,0.009064873863855794,computable,0.009068142256206446,computable,0.00648137864224918,computable,
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,True,False,False,False,0.0,computable,0.0,computable,0.005047588269748604,computable,
B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,False,False,False,False,0.020910377815550496,computable,0.020955895762353682,computable,0.0196986710007524,computable,
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,True,False,False,False,0.004450555641687726,computable,0.004486308041250386,computable,0.005346249414704074,computable,
B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb,False,True,False,False,0.0,computable,0.0,computable,0.0036480733545258826,computable,0.11769482239998297
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,True,False,False,False,0.052913407339468366,computable,0.051684718675587105,computable,0.03171715332714897,computable,
B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,False,False,False,False,0.19612309246535253,computable,0.19632911769270522,computable,0.19189714161283555,computable,
B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,False,False,False,False,0.0,computable,0.0,computable,0.00041642944167619156,computable,
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,True,False,False,False,0.04263108210532984,computable,0.04238503583127462,computable,0.04858751962703389,computable,
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,True,False,False,False,0.0741054260990287,computable,0.07024967134162752,computable,0.02357521028952303,computable,
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,True,True,False,False,0.0,computable,0.0,computable,0.0014528039697359052,computable,0.05506252800000766
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,True,True,False,False,0.0,computable,0.0,computable,0.0005202259670150644,computable,0.021168486400028996
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,True,True,False,False,0.0,computable,0.0,computable,0.0012741833174219064,computable,0.0519250432000149
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,True,False,False,False,0.005838184388080037,computable,0.005850915327738515,computable,0.006484970168227688,computable,
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,True,False,False,False,0.037229869522296566,computable,0.03732338105318311,computable,0.03972317985324425,computable,
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,True,False,False,False,0.03557310561468641,computable,0.03555174803078576,computable,0.03884174025398113,computable,
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,True,False,False,False,0.0,computable,0.0,computable,0.0006354097364248412,computable,
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,True,True,False,False,0.0,computable,0.0,computable,0.0009555430941056153,computable,0.034646016000010604
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,True,False,False,False,0.0220850745512583,computable,0.022091698868498377,computable,0.017937188690642425,computable,
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,True,False,False,False,0.015128610206160853,computable,0.015039720868685325,computable,0.008994007540121585,computable,
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,True,False,False,False,0.017840417265362007,computable,0.01776692328692675,computable,0.022300989348282618,computable,
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,True,False,False,False,,odd_or_insufficient,,odd_or_insufficient,,insufficient_floor_points,
UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,False,False,False,False,0.009048575333187925,computable,0.009113040851164156,computable,0.006741485806969982,computable,
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,True,False,False,False,0.0317071083423619,computable,0.031678655305318326,computable,0.03242717912544857,computable,
UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,False,False,False,False,0.01553533817536823,computable,0.015462916503097501,computable,0.004975235376734388,computable,
UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,False,False,False,False,0.006709030975968089,computable,0.006682335685359031,computable,0.0034448049773653233,computable,
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,True,False,False,False,0.11729491844114293,computable,0.11776761859604334,computable,0.10830618957629978,computable,
UwV83HsGsw3_6faf5c6575694e52882985ae8538f498,False,False,False,False,0.013574301217141871,computable,0.013531178442394376,computable,0.005100951150130206,computable,
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,True,False,False,False,0.01668609469483906,computable,0.01642741173988027,computable,0.008651802338626613,computable,
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,True,False,False,False,0.04642290255325343,computable,0.04632049466355892,computable,0.04139815546588632,computable,
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,True,False,False,False,0.027896565166073084,computable,0.027909679778834073,computable,0.029281295519784534,computable,
UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,False,False,False,False,0.02550312286640899,computable,0.02545114542614979,computable,0.01658425887135706,computable,
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,True,False,False,False,0.09022138576695293,computable,0.09032104444193645,computable,0.09002752092691702,computable,
UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,False,False,False,False,0.03220937314597261,computable,0.03256198013042655,computable,0.03411025032079218,computable,
UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,False,False,False,False,0.0015463302287509473,computable,0.0015499669075474953,computable,0.004864870156424561,computable,
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,True,False,False,False,0.03884398892540075,computable,0.03807474727231319,computable,0.024962391649853366,computable,
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,True,False,False,False,0.02854384227518436,computable,0.02854786151710642,computable,0.028557632827227897,computable,
UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,False,False,False,False,0.0,computable,0.0,computable,0.0014018945190491516,computable,
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,True,False,False,False,0.010567196990996508,computable,0.010500417227741532,computable,0.00741400449842744,computable,
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,True,False,False,False,0.0,computable,0.0,computable,0.0012179242485552688,computable,
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,True,False,False,False,0.019892423932246217,computable,0.019753043129909775,computable,0.008119009272676725,computable,
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,True,False,False,False,0.0,computable,0.0,computable,0.0009977170383361766,computable,
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,True,True,False,False,0.0,computable,0.0,computable,0.00490560517441152,computable,0.44649123839997173
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,True,False,False,False,0.022588119664716078,computable,0.022442521234311674,computable,0.009885096332887366,computable,
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,True,False,False,False,0.016210924956665207,computable,0.016057483728582178,computable,0.01780723150416552,computable,
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,True,False,False,False,0.010083581980929845,computable,0.010128666915965145,computable,0.01233945781765522,computable,
X7HyMhZNoso_0595477618f44940b004970372df16dc,False,False,False,False,0.01630066334575786,computable,0.016212153761236192,computable,0.020544698309609588,computable,
X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583,False,True,False,False,0.0,computable,0.0,computable,0.00029033076712881023,computable,0.011620915200012405
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,True,False,False,False,0.0,computable,0.0,computable,0.0010919164415890137,computable,
X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc,False,False,False,False,0.005857945015804722,computable,0.00588050268630913,computable,0.002178407326565601,computable,
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,True,True,False,False,0.0,computable,0.0,computable,0.0006283400159978747,computable,0.020853350399988813
X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,False,True,False,False,0.0,computable,0.0,computable,0.0006962319338146283,computable,0.027648870400014403
X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,False,False,False,False,0.001086496150070948,computable,0.0010864944111789177,computable,0.0012733960569689673,computable,
X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,False,True,False,False,0.0,computable,0.0,computable,0.00011918206556205124,computable,0.00428712960001576
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,True,False,False,False,0.0,computable,0.0,computable,0.002160123730950536,computable,
X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,False,False,False,False,0.004012555910371307,computable,0.004010832440461076,computable,0.0009924052767673608,computable,
X7HyMhZNoso_a830b673f439458aa54a716194d972b7,False,False,False,False,0.0,computable,0.0,computable,0.0005831109241462018,computable,
X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,False,False,False,False,0.00783626447770347,computable,0.007838438425551097,computable,0.006762671023688216,computable,
X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,False,True,False,False,0.0,computable,0.0,computable,6.530049883013422e-05,computable,0.002645606399994449
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,True,False,False,False,0.0044222010791709065,computable,0.004419741623132523,computable,0.006637379412208322,computable,
X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd,False,False,False,False,0.014927819190516112,computable,0.014927320277216327,computable,0.008517158742083586,computable,
X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,False,True,False,False,0.0,computable,0.0,computable,1.923904350054073e-05,computable,0.0007832064000012906
X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,False,False,False,False,0.015828097603324043,computable,0.015740585419882325,computable,0.005141140839353575,computable,
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,False,True,False,False,0.0,computable,0.0,computable,0.0006520066001903801,computable,0.023643699200022184
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,False,True,False,False,0.0,computable,0.0,computable,0.0005700929693371881,computable,0.023073382400013998
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,False,False,False,False,0.005898068245682064,computable,0.005900853804848949,computable,0.00819849414440077,computable,
Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f,False,False,False,False,0.009418823560637946,computable,0.009392986300179706,computable,0.0041874623121138654,computable,
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,True,False,False,False,0.04118336633858399,computable,0.040688735215837935,computable,0.024765288402779362,computable,
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,True,False,False,False,0.007625104488680368,computable,0.007622668235498953,computable,0.006451556689246241,computable,
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,False,True,False,False,0.0,computable,0.0,computable,0.0005651227055506469,computable,0.014307225600020956
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,True,False,False,False,0.04490077638159473,computable,0.044676856491042916,computable,0.041488288306344434,computable,
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,False,False,False,False,0.0,computable,0.0,computable,0.003436703373440375,computable,
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,True,False,False,False,0.025339090238404638,computable,0.02507720551184811,computable,0.008275230856873983,computable,
b8cTxDM8gDG_055056e12afe42578c6f429bc07159d2,False,False,False,False,0.00927862360484455,computable,0.009259977637974703,computable,0.008337662577701743,computable,
b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd,False,True,False,False,0.0,computable,0.0,computable,0.00015610953091760305,computable,0.006187007999983507
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,False,False,False,False,0.0,computable,0.0,computable,0.0016242895125743173,computable,
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,True,False,False,False,0.03535467247298718,computable,0.03530966307930539,computable,0.030702660220536915,computable,
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,False,False,False,False,0.0032508003091935578,computable,0.00326127366080764,computable,0.007682609307022692,computable,
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,False,True,False,False,0.0,computable,0.0,computable,0.00181233696028682,computable,0.055806515200004014
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,True,False,False,False,0.0026311883956356974,computable,0.002635475955279243,computable,0.002475547316330595,computable,
b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,False,False,False,False,0.11023674899563918,computable,0.10988943769042192,computable,0.0881058150878763,computable,
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,False,False,False,False,0.3951159250679255,computable,0.3891628533047633,computable,0.3783341048882941,computable,
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,False,False,False,False,0.03769112013274556,computable,0.03757916583626297,computable,0.0373478302828022,computable,
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,False,False,False,False,0.17754036972659626,computable,0.17474367580975592,computable,0.16532998072473648,computable,
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,False,False,False,False,0.08118608221944834,computable,0.0800392635447047,computable,0.07859764289536031,computable,
b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,False,False,False,False,0.012635178259788105,computable,0.012642028850283316,computable,0.013012289064666782,computable,
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,True,False,False,False,0.0,computable,0.0,computable,0.0022454038000061516,computable,
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,True,False,False,False,0.05349893816354623,computable,0.05363918725736705,computable,0.054853297981507176,computable,
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,True,True,False,False,0.0,computable,0.0,computable,0.0011112164525874935,computable,0.03392588799999885
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,True,True,False,False,0.0,computable,0.0,computable,0.001448221631135782,computable,0.04752762880002592
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,True,False,False,False,0.010718830495495046,computable,0.010686296301653853,computable,0.004576469657432969,computable,
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,False,True,False,False,0.0,computable,0.0,computable,0.0029617881192420814,computable,0.11638988800001471
e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,False,False,False,False,0.0,computable,0.0,computable,0.0012676071575137282,computable,
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,True,False,False,False,0.24089492329963702,computable,0.24075829040597396,computable,0.2399799842061936,computable,
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,True,False,False,False,0.0,computable,0.0,computable,0.00056366803474861,computable,
e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,False,False,False,False,0.025182942091494964,computable,0.02487551429810053,computable,0.017207959518384386,computable,
e9zR4mvMWw7_2594cedd9da64c338c1ba98abed9efb3,False,False,False,False,0.015772292096355334,computable,0.015766493069515275,computable,0.007959685458145627,computable,
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,True,True,False,False,0.0,computable,0.0,computable,0.002152367638849406,computable,0.08777185280001731
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,True,False,False,False,0.004066360584700113,computable,0.00408507073734643,computable,0.005681890020745484,computable,
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,True,False,False,False,0.026673730632161052,computable,0.026632287497077023,computable,0.024667035571338647,computable,
e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777,False,False,False,False,0.04174895550279456,computable,0.04102618654681167,computable,0.04273301143351749,computable,
e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee,False,False,False,False,0.007253130123090035,computable,0.007265211366244029,computable,0.005797289964740493,computable,
e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,False,True,False,False,0.0,computable,0.0,computable,0.001940525253154246,computable,0.07413529600000857
e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,False,False,False,False,0.016243363047771853,computable,0.015994667559778408,computable,0.01173192475390461,computable,
e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,False,False,False,False,0.00391009739488879,computable,0.003912708002134613,computable,0.005199211461298314,computable,
e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,False,True,False,False,0.0,computable,0.0,computable,0.0007476726951421986,computable,0.030117683199989642
e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,False,False,False,False,0.01114932155523951,computable,0.011073152845730738,computable,0.0013408399684742278,computable,
e9zR4mvMWw7_979426d6a1ea42e29cf5c3bd62eba342,False,False,False,False,0.009152046668910563,computable,0.009088688553392621,computable,0.0005635733977612523,computable,
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,True,True,False,False,0.0,computable,0.0,computable,0.00019515539064318688,computable,0.007049625600018317
e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978,False,False,False,False,0.0018443075238261386,computable,0.0018527959873777533,computable,0.0017986903443906188,computable,
e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4,False,False,False,False,0.0009771170745418445,computable,0.000984720294813335,computable,0.0016074188609042084,computable,
e9zR4mvMWw7_cd47116ee6264bc691811409bf779f34,False,True,False,False,0.0,computable,0.0,computable,0.0027017595689280416,computable,0.10681605119998494
e9zR4mvMWw7_d88c41884dc24efbb5c1b7dcf97998e9,False,False,False,False,0.0,computable,0.0,computable,0.0011717861847985178,computable,
e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,False,False,False,False,,invalid_original_order_polygon,,invalid_original_order_polygon,0.0031787875978462887,computable,
e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,False,True,False,False,0.0,computable,0.0,computable,0.0019124374858439097,computable,0.0751812608000364
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,True,False,False,False,0.1854895710367973,computable,0.1863094121557024,computable,0.18300559355025525,computable,
e9zR4mvMWw7_f8d915e2d06a4ff8ab6f4cdaf3e42295,False,False,False,False,0.01167182202929129,computable,0.011669843625960685,computable,0.009469306224511032,computable,
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,True,False,False,False,0.02539847835043152,computable,0.025383507941783123,computable,0.024481910198107082,computable,
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,True,False,False,False,0.01712320774813092,computable,0.017128788587269517,computable,0.015399426603246225,computable,
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,True,False,False,False,0.024334268139668103,computable,0.024334854296150343,computable,0.02425685418474266,computable,
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,True,False,False,False,0.09321908332215456,computable,0.09288090460427778,computable,0.09490609900449254,computable,
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,True,False,False,False,0.006884894603743974,computable,0.006899065156044659,computable,0.00858061817679101,computable,
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,True,False,False,False,0.003688358110767953,computable,0.003668625129627401,computable,0.0084007588365701,computable,
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,True,False,False,False,0.07066192818526806,computable,0.07109017897019176,computable,0.06711946029495486,computable,
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,True,True,False,False,0.0,computable,0.0,computable,0.000164694006873356,computable,0.006541926400018383
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,True,False,False,False,0.007397304971302532,computable,0.007414325165800206,computable,0.006177548772811847,computable,
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,True,False,False,False,0.007487005208937969,computable,0.007521954044873436,computable,0.007204036309484851,computable,
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,True,False,False,False,0.027627689491045104,computable,0.027618415482285386,computable,0.02812630441552333,computable,
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,True,False,False,False,0.00938794600112558,computable,0.009388413714910615,computable,0.003347354907613065,computable,
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,True,False,False,False,0.030616391534983856,computable,0.030515272669746185,computable,0.0212531857332795,computable,
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,True,False,False,False,0.0,computable,0.0,computable,0.0021197686829329543,computable,
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,True,False,False,False,0.004812335254852362,computable,0.004818637507352674,computable,0.003153575610871373,computable,
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,True,False,False,False,0.02326025843340307,computable,0.023273615968979477,computable,0.026882837308695007,computable,
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,True,False,False,False,0.012641910504344267,computable,0.012664662275336691,computable,0.008501574243250598,computable,
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,True,False,False,False,0.016154523712044178,computable,0.01606908610334923,computable,0.006830602347183579,computable,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,True,True,False,False,0.0,computable,0.0,computable,0.0002122807773813351,computable,0.00856437760000972
