building_id,config,source_n,folds,target_appearances,common_people_budget,k_max,outside_pool_n,outside_group_n_min,outside_group_n_max,prediction_identified_folds,prediction_not_reached_folds,prediction_unknown_folds,prediction_lower_onset_finite_folds,prediction_both_onsets_finite_folds,prediction_onset_width_le2_folds,prediction_lower_crossing_lt5_folds,prediction_onset_width_mean_among_both_finite,prediction_lower_onset_mean_among_finite,same_error_lower,same_error_upper,outside_error_lower,outside_error_upper,benefit_lower,benefit_upper,same_prediction_unknown_mean,target_unknown_mean,outside_prediction_unknown_mean,outside_N_identified_prediction_fraction,target_N_identified_n,target_N_not_reached_n,target_N_unknown_n,target_N_both_finite_n,target_N_interval_width_le2_n,target_N_lower_crossing_lt5_n,N_identified_pairs,N_absolute_error_sum,outside_N_identified_pairs,outside_N_absolute_error_sum,N_MAE_identified,outside_N_MAE_identified
7y3sRwLe3Va,ospa30_t6,all,6,9,25,20,34,34,50,1,5,0,1,1,1,0,0.0,5.0,0.2824166666666667,0.7681041666666667,0.1825017892156863,0.6480039215686274,-0.5856023774509803,0.36558725490196076,0.30025,0.30024999999999996,0.3419945588235294,0.13764705882352943,3.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,18.0,60.0,,3.3333333333333335
7y3sRwLe3Va,ospa30_t6,1,3,6,25,20,34,34,34,1,2,0,1,1,1,0,0.0,5.0,0.3116666666666667,0.8063333333333332,0.19752941176470587,0.6600661764705883,-0.6088039215686275,0.3483995098039216,0.30024999999999996,0.30024999999999996,0.33091911764705884,0.2352941176470588,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,16.0,44.0,,2.75
7y3sRwLe3Va,ospa30_t6,2,3,3,25,20,34,50,50,0,3,0,0,0,0,0,,,0.2531666666666666,0.7298749999999999,0.1674741666666667,0.6359416666666666,-0.5624008333333332,0.38277500000000003,0.30024999999999996,0.30025,0.35307,0.04,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,16.0,,8.0
7y3sRwLe3Va,q_0.800,all,6,9,25,20,34,34,50,1,3,2,1,1,1,0,0.0,5.0,0.29635416666666664,0.7843333333333332,0.20197512254901961,0.6425680147058824,-0.5823582107843137,0.3462138480392157,0.2993333333333334,0.29933333333333334,0.30128286764705886,0.20235294117647062,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,25.0,126.0,,5.04
7y3sRwLe3Va,q_0.800,1,3,6,25,20,34,34,34,1,1,1,1,1,1,0,0.0,5.0,0.32125,0.8245,0.2192794117647059,0.646906862745098,-0.6052205882352941,0.3256568627450981,0.29933333333333334,0.29933333333333334,0.2802132352941177,0.2647058823529412,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,18.0,80.0,,4.444444444444445
7y3sRwLe3Va,q_0.800,2,3,3,25,20,34,50,50,0,2,1,0,0,0,0,,,0.2714583333333333,0.7441666666666666,0.18467083333333334,0.6382291666666666,-0.5594958333333333,0.3667708333333333,0.2993333333333334,0.2993333333333334,0.3223525,0.14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,46.0,,6.571428571428571
7y3sRwLe3Va,q_0.850,all,6,9,25,20,34,34,50,1,3,2,1,1,1,0,0.0,5.0,0.29635416666666664,0.7843333333333332,0.20166764705882353,0.6423113970588236,-0.5826656862745098,0.3459572303921569,0.2993333333333334,0.29933333333333334,0.3018748529411765,0.20235294117647062,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,25.0,128.0,,5.12
7y3sRwLe3Va,q_0.850,1,3,6,25,20,34,34,34,1,1,1,1,1,1,0,0.0,5.0,0.32125,0.8245,0.21890196078431376,0.6468186274509805,-0.6055980392156862,0.3255686274509805,0.29933333333333334,0.29933333333333334,0.28076470588235297,0.2647058823529412,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,18.0,80.0,,4.444444444444445
7y3sRwLe3Va,q_0.850,2,3,3,25,20,34,50,50,0,2,1,0,0,0,0,,,0.2714583333333333,0.7441666666666666,0.1844333333333333,0.6378041666666666,-0.5597333333333333,0.3663458333333333,0.2993333333333334,0.2993333333333334,0.322985,0.14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,48.0,,6.857142857142857
7y3sRwLe3Va,q_0.900,all,6,9,25,20,34,34,50,1,3,2,1,1,1,0,0.0,5.0,0.2853125,0.7718125000000001,0.18491370098039214,0.6473273529411765,-0.5868987990196078,0.3620148529411764,0.29975,0.29974999999999996,0.3345458823529412,0.20235294117647062,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,25.0,119.0,,4.76
