split,image_id,metric_object,coordinate_space,gt_variant,gt_source_type,image_path,model_path,gt_path,model_sha256,gt_sha256,model_pair_encoding_valid,model_pair_encoding_invalid_reason,model_point_count,gt_point_count,model_pair_count,gt_pair_count,pair_count_delta,topology_exact,pair_structure_correct,corner_match_threshold_px,corner_match_tp,corner_match_fp,corner_match_fn,corner_precision_1pct,corner_recall_1pct,corner_f1_1pct,corner_localization_pass,structural_localization_correct,mean_corner_error_px,corner_rmse_px,max_corner_error_px,corner_error_percent_diagonal,topdown_2d_iou,layoutnetv2_style_3d_iou,layout_depth_rmse_proxy,layout_depth_delta1_proxy,layout_metric_status,layout_metric_reason,layout_mask_iou,layout_mask_difference,boundary_rmse_px,geometry_acceptable,initialization_correct,near_identical,initialization_class,difference_band,topdown_2d_iou_ge_0_95,topdown_2d_iou_ge_0_9,topdown_2d_iou_ge_0_75,mask_difference_ge_0_01,mask_difference_ge_0_05,mask_difference_ge_0_1,mask_difference_ge_0_2,boundary_rmse_ge_5px,boundary_rmse_ge_10px,boundary_rmse_ge_20px,official_gt_sensitivity_initialization_class,official_gt_sensitivity_initialization_correct,official_gt_sensitivity_gt_pair_count,hybrid_vs_official_class_changed,hybrid_vs_official_topology_changed
test,uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653.txt,785f95ac79888678d1fc76e9546c8b2b1a49f2d3931cbda7d77d6e96f87a4453,17cdc6ac83520da4c24fb76ac0691c8602f2eac249cc4fa68628d7b355ab9be0,True,,8,8,4,4,0,True,True,10.24,4,4,4,0.5,0.5,0.5,False,False,19.918477,25.053087,40.895601,1.73980734,0.79772187,0.7393553,0.22696929,0.97038651,proxy_evaluable,,0.80185689,0.19814311,28.135611,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,True,True,True,True,False,True,True,True,,,,False,False
test,uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f.txt,ec2bea5e9c6d1470177dfe7927fa55494d9c4ef96d0b96b9549eb619cfaae60d,be00e3203931ef0e6acb003d8276180270ff2b8d75a18faa47d9362480911f29,True,,8,8,4,4,0,True,True,10.24,6,2,2,0.75,0.75,0.75,False,False,6.900541,8.074863,14.092424,0.60273746,0.87046557,0.83067465,0.18061249,1.0,proxy_evaluable,,0.96263932,0.03736068,5.084725,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,True,True,False,False,False,True,False,False,,,,False,False
test,uNb9QFRL6hY_23ad7b8dbcd14ca8a270eb37da6457cb,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_23ad7b8dbcd14ca8a270eb37da6457cb.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_23ad7b8dbcd14ca8a270eb37da6457cb.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_23ad7b8dbcd14ca8a270eb37da6457cb.txt,ccc70bb58660d118c5ba99267a6afd13b4f7b1b6a573b59b0765c15a03067b66,bc1c25761a6e03176f212d319c9d266b06a2964dea4faa7dedd3cb8b972c40bb,True,,8,8,4,4,0,True,True,10.24,8,0,0,1.0,1.0,1.0,True,True,4.416439,4.822702,6.874449,0.38576005,0.87888726,0.8469765,0.10562532,1.0,proxy_evaluable,,0.97581532,0.02418468,5.04236,False,False,False,wrong_initialization_geometry,large_difference_geometry,False,False,True,True,False,False,False,True,False,False,,,,False,False
test,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7.txt,f8810bac8d1b072b06389511e8dd727cf6adf5d9f5902603c6891c85a15a8204,fc8bdf4f4824e96319a53c33cb0fe8dd18b3ee74c5d50eb5729b1bc9e45953fd,True,,8,8,4,4,0,True,True,10.24,8,0,0,1.0,1.0,1.0,True,True,5.40723,5.828236,9.043931,0.47230208,0.83272335,0.81974362,0.13954075,1.0,proxy_evaluable,,0.93352793,0.06647207,7.686862,False,False,False,wrong_initialization_geometry,large_difference_geometry,False,False,True,True,True,False,False,True,False,False,,,,False,False
test,uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_26b3b14f6ce047489259ab14d131122d.txt,ca7738b7f2ddb511b38148ff3ae25be82af6c0da25afa6fea7c901d2cdd3bb98,bf4e1e001737b60f1aaace4593c35427f36f4de609c4ecfeb1ad25a4f1c48d17,True,,8,8,4,4,0,True,True,10.24,8,0,0,1.0,1.0,1.0,True,True,3.765529,4.184462,6.372807,0.32890538,0.92219222,0.90814221,0.0606623,1.0,proxy_evaluable,,0.97672324,0.02327676,4.098012,True,True,False,correct_initialization,correct_but_visible_difference,False,True,True,True,False,False,False,False,False,False,,,,False,False
test,uNb9QFRL6hY_28cd285e6d5545dda080d949bb00f1c0,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_28cd285e6d5545dda080d949bb00f1c0.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_28cd285e6d5545dda080d949bb00f1c0.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_28cd285e6d5545dda080d949bb00f1c0.txt,1f4acc370c5dff4f732ed0cd8c319d5e4e4aabf4955f104411650ee677462a42,4faf36a41cce5ec68ffcad24912071a84b5130efd5de53d403f12b50524b0018,True,,12,8,6,4,2,False,False,10.24,4,8,4,0.33333333,0.5,0.4,False,False,,,,,0.75078943,0.74032477,0.13355419,0.98699188,proxy_evaluable,,0.71285847,0.28714153,63.821423,False,False,False,wrong_initialization_topology,large_difference_topology,False,False,True,True,True,True,True,True,True,True,,,,False,False
test,uNb9QFRL6hY_2d80f7d125794c87aee34d9d46a78304,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_2d80f7d125794c87aee34d9d46a78304.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_2d80f7d125794c87aee34d9d46a78304.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_2d80f7d125794c87aee34d9d46a78304.txt,475f1e26519e3f6c7525a13239f23518a412cfc18431f735316511e79c1858ec,7b229f8a95e0d1d3934687fd2346dac8f97e2aecc3d7c27cd85364f57e6dee4b,True,,8,8,4,4,0,True,True,10.24,8,0,0,1.0,1.0,1.0,True,True,5.998816,6.406916,9.947024,0.52397504,0.89727724,0.87196709,0.15293598,1.0,proxy_evaluable,,0.9530051,0.0469949,5.949835,False,False,False,wrong_initialization_geometry,large_difference_geometry,False,False,True,True,False,False,False,True,False,False,,,,False,False
test,uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98.txt,d9cefa082581a1eee99755b9a8c9aaea4f0c7fc00834e421ba0fa38d5283ec30,07745558fcba0894ae9aa886b2d2824817ae5f78efe1dabf2baee6d7845c4f2a,True,,12,20,6,10,-4,False,False,10.24,6,6,14,0.5,0.3,0.375,False,False,,,,,0.77308549,0.75500098,0.36550748,0.92824936,proxy_evaluable,,0.80867973,0.19132027,35.631607,False,False,False,wrong_initialization_topology,large_difference_topology,False,False,True,True,True,True,False,True,True,True,,,,False,False
test,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562.txt,021aadd285561662be60fce16fab992dad874a7e202f6e7429824bc451c3aa73,74c947a0e4dea7b75c1166c0e296c6e98dc3078f1b60be1feb44ce121cf50b68,True,,12,12,6,6,0,True,True,10.24,12,0,0,1.0,1.0,1.0,True,True,6.148656,6.637624,10.232614,0.53706297,0.900014,0.83670018,0.17881784,0.99518776,proxy_evaluable,,0.94318779,0.05681221,7.448349,False,False,False,wrong_initialization_geometry,large_difference_geometry,False,True,True,True,True,False,False,True,False,False,,,,False,False
test,uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_3450b3accb584493bf13be8e9554dbea.txt,dc98909fd2a6cff87895bc57ad0d475e62f48910fb29e20a97e4977ab96dca00,1d7783e14d66796ee9e17691405110eff10d1777162b05e97674db3c1a63dd6e,True,,12,8,6,4,2,False,False,10.24,8,4,0,0.66666667,1.0,0.8,False,False,,,,,0.94945626,0.93331131,0.08724322,1.0,proxy_evaluable,,0.91868832,0.08131168,12.67341,False,False,False,wrong_initialization_topology,large_difference_topology,False,True,True,True,True,False,False,True,True,False,,,,False,False
test,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9.txt,cf487a5d33875976c7b69a6c4c083a68d199a64189e36920a0e02b54729089c3,ae42f74dcb036cc247047c4af084ea1e0ca5d162abe4fedb107fc40a67ae2174,True,,16,16,8,8,0,True,True,10.24,16,0,0,1.0,1.0,1.0,True,True,5.562881,6.074051,9.354125,0.48589764,0.91718611,0.90149594,0.06740554,0.99861908,proxy_evaluable,,0.96537257,0.03462743,7.093411,True,True,False,correct_initialization,correct_but_visible_difference,False,True,True,True,False,False,False,True,False,False,,,,False,False
test,uNb9QFRL6hY_3c97da43516341758224453830954124,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_3c97da43516341758224453830954124.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_3c97da43516341758224453830954124.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_3c97da43516341758224453830954124.txt,2c43ab46568d093f270dc11d63ff4e4d762763626e88f4274687740717442abd,bd5aa8a6b71d67c006a708cdd3a42649001063c26787118d0d8875f9d0dd0580,True,,8,8,4,4,0,True,True,10.24,8,0,0,1.0,1.0,1.0,True,True,5.331862,5.44294,6.99161,0.46571899,0.85620877,0.84022895,0.06571846,1.0,proxy_evaluable,,0.98192802,0.01807198,4.702341,False,False,False,wrong_initialization_geometry,large_difference_geometry,False,False,True,True,False,False,False,False,False,False,,,,False,False
test,uNb9QFRL6hY_4bdc9dcd921342d498e9d70a24481f2d,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_4bdc9dcd921342d498e9d70a24481f2d.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_4bdc9dcd921342d498e9d70a24481f2d.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_4bdc9dcd921342d498e9d70a24481f2d.txt,4878db8a25ec60162e1578471dc8ad08a68fb1ef9042829f6f7ea2c456ff6ef9,de4a908c8db6d780ae3717aad828e5a442e7cf0b3452e39be281f3b11d590bda,True,,8,8,4,4,0,True,True,10.24,4,4,4,0.5,0.5,0.5,False,False,14.49857,16.832531,29.352159,1.26639796,0.80327727,0.76919896,0.21008508,0.8423233,proxy_evaluable,,0.93086432,0.06913568,12.175044,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,True,True,True,False,False,True,True,False,,,,False,False
test,uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004.txt,2241eafe97308bc413902730dd558c22bd95bc765936c5ec95abc587b795bafe,ac39ba8826800e0ffd12f765f723a7d19d06397b7c3f6b62e7df0ac9924c06be,True,,12,16,6,8,-2,False,False,10.24,10,2,6,0.83333333,0.625,0.71428571,False,False,,,,,0.34636149,0.33893096,0.70125335,0.76892281,proxy_evaluable,,0.75976958,0.24023042,59.184528,False,False,False,wrong_initialization_topology,large_difference_topology,False,False,False,True,True,True,True,True,True,True,,,,False,False
test,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.txt,1d4ad4c7ff2da7b12dd7066f819668ade0b48c3616bb06132ff27d0faf5b225a,b51e3342fc65775f829235abe2c8e7232693f0e05f361eee77d534e7351d1ef5,True,,16,16,8,8,0,True,True,10.24,9,7,7,0.5625,0.5625,0.5625,False,False,37.923586,53.971696,94.422139,3.31248895,0.64519856,0.63704518,0.37106031,0.78986931,proxy_evaluable,,0.85392627,0.14607373,42.481529,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,False,True,True,True,False,True,True,True,,,,False,False
test,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab.txt,fd26c5e954d22622f39be11da0ae04dc9e3a463947df44438b2bec7f9289563a,9433bfe143d896ea9bf772d09dc552a574bfa585e5ef3b261617f19386f79f29,True,,16,20,8,10,-2,False,False,10.24,14,2,6,0.875,0.7,0.77777778,False,False,,,,,0.89460225,0.89455729,0.14066626,0.99165535,proxy_evaluable,,0.97532277,0.02467723,6.718045,False,False,False,wrong_initialization_topology,large_difference_topology,False,False,True,True,False,False,False,True,False,False,,,,False,False
test,uNb9QFRL6hY_5dd7b4cf99584011ac17b25d45c6197c,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_5dd7b4cf99584011ac17b25d45c6197c.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_5dd7b4cf99584011ac17b25d45c6197c.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_5dd7b4cf99584011ac17b25d45c6197c.txt,656d738e5f6fbf39e80babaa966adbf098ad87a4c6620730822f5269af4f006c,2c1e72fa90d8120f64a1e1681a4d1d2ccfa23fe2bb26abe872eb224d08175455,True,,8,8,4,4,0,True,True,10.24,5,3,3,0.625,0.625,0.625,False,False,10.543295,11.427706,17.936723,0.92091892,0.79027711,0.73778284,0.15813391,1.0,proxy_evaluable,,0.95917697,0.04082303,10.969491,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,True,True,False,False,False,True,True,False,,,,False,False
test,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b.txt,cde57a5731b3bdc49e2be0b809e012db4aebd2fdde4ace0d938aee736a9406c2,cac7f2552067cdda25ea3afc63ba6ae55c5d2f4eddb58f4544ca1e1efff1fc89,True,,12,8,6,4,2,False,False,10.24,2,10,6,0.16666667,0.25,0.2,False,False,,,,,0.24749631,0.24467757,0.99808824,0.60549545,proxy_evaluable,,0.59335233,0.40664767,81.150932,False,False,False,wrong_initialization_topology,large_difference_topology,False,False,False,True,True,True,True,True,True,True,,,,False,False
test,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd.txt,1d1146e3d1156dcc38162606c03e18be47f7e0d28e357c1819052d4fab633db2,153f3cd95c3d71aab0709d57ff2d8c64f9c310dd798ffbc14940fabcd12f77db,True,,12,12,6,6,0,True,True,10.24,12,0,0,1.0,1.0,1.0,True,True,2.961983,3.152704,4.63,0.25871861,0.92384113,0.91013645,0.06565002,1.0,proxy_evaluable,,0.96714013,0.03285987,3.644373,True,True,False,correct_initialization,correct_but_visible_difference,False,True,True,True,False,False,False,False,False,False,,,,False,False
test,uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae.txt,0d26dd760ab83b3d9165454cd5c06436908bf891f34145480d1ee80024e13989,ac8adc011aaf0996147d4b1aa6245c93a733ea82f1565c71610acd9daecaaec2,True,,12,12,6,6,0,True,True,10.24,8,4,4,0.66666667,0.66666667,0.66666667,False,False,11.946006,14.330592,26.070202,1.04344064,0.79637877,0.73756183,0.24512942,0.99568939,proxy_evaluable,,0.92704416,0.07295584,10.346851,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,True,True,True,False,False,True,True,False,,,,False,False
test,uNb9QFRL6hY_68efbeec805f437bb3f3421f93fa4f56,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_68efbeec805f437bb3f3421f93fa4f56.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_68efbeec805f437bb3f3421f93fa4f56.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_68efbeec805f437bb3f3421f93fa4f56.txt,a356ea51f76c794e42aa872bbb3ee0ee53e8e69d8c5f5a59c954425230ff96b5,3296a7d289291eaf6c3d62a0bc17dd02a4de830534b7b908c15caf4cd8d10743,True,,8,8,4,4,0,True,True,10.24,0,8,8,0.0,0.0,0.0,False,False,19.264903,19.924256,25.552649,1.68272002,0.76648805,0.72680196,0.17514741,1.0,proxy_evaluable,,0.94203446,0.05796554,10.482762,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,True,True,True,False,False,True,True,False,,,,False,False
test,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe.txt,4a041cb7db36df3b01b75d1383affadd450ea04de562c4d2acca9873357e1056,21401170005a375b70ac2e630cd6fe3f28f6076d59f4e74aaa890103e28a1ef6,True,,16,20,8,10,-2,False,False,10.24,4,12,16,0.25,0.2,0.22222222,False,False,,,,,0.65886936,0.62900625,0.28080818,0.76748085,proxy_evaluable,,0.86527171,0.13472829,31.041698,False,False,False,wrong_initialization_topology,large_difference_topology,False,False,False,True,True,True,False,True,True,True,,,,False,False
test,uNb9QFRL6hY_6a99c723d40b429e96a29c8ce7532d1d,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_6a99c723d40b429e96a29c8ce7532d1d.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_6a99c723d40b429e96a29c8ce7532d1d.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_6a99c723d40b429e96a29c8ce7532d1d.txt,14dfe2e47eeab7cff3d515ffe5771d04328fd0b7be67edeed5e5c17c811ea984,ce14bd73e2f643d4a40fa4c6f6b7ef25128f79158edb9a57b697eb648e1a6d2b,True,,8,8,4,4,0,True,True,10.24,8,0,0,1.0,1.0,1.0,True,True,2.193472,2.615185,4.616759,0.19159188,0.96623624,0.96206829,0.0250338,1.0,proxy_evaluable,,0.99275599,0.00724401,1.317088,True,True,False,correct_initialization,correct_but_visible_difference,True,True,True,False,False,False,False,False,False,False,,,,False,False
test,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2.txt,5c5bd25bd67c6e39b95f14bb853acd776b99b103649d63e691b02548ba7e795d,b57441eb67af7cf8c1395563013dc7a242240e5e99ba9c90bfc98cc54b29033d,True,,12,20,6,10,-4,False,False,10.24,7,5,13,0.58333333,0.35,0.4375,False,False,,,,,0.71790143,0.69011943,0.33821821,0.99059105,proxy_evaluable,,0.83159578,0.16840422,14.282138,False,False,False,wrong_initialization_topology,large_difference_topology,False,False,False,True,True,True,False,True,True,False,,,,False,False
test,uNb9QFRL6hY_6ba3c5669ef04b178b0a5de90249257b,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/uNb9QFRL6hY_6ba3c5669ef04b178b0a5de90249257b.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_6ba3c5669ef04b178b0a5de90249257b.txt,data/mp3d_layout/test/label_cor/uNb9QFRL6hY_6ba3c5669ef04b178b0a5de90249257b.txt,f2e1c74b6ed0556f660c4918bd4422783bb7e497700c8d83c6ca5408db84218a,8511a2e56742df8d5f470dff5affa593b1de4b537b1a965b5c99246707a7fb38,True,,16,16,8,8,0,True,True,10.24,14,2,2,0.875,0.875,0.875,False,False,7.868182,8.255146,12.650383,0.68725745,0.85749439,0.80052834,0.13879408,1.0,proxy_evaluable,,0.94179442,0.05820558,10.781656,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,True,True,True,False,False,True,True,False,,,,False,False
