condition,pattern,method,images,mae,real,predicted,kernel
manual,AB,seed_context_t025,45,0.4066313372879317,0.6612903225806451,0.3355234201322917,1.1413443431667278
manual,AB,seed_equal,45,0.40625,0.6612903225806451,0.3377016129032258,1.1410603734303688
manual,AB,seed_person_t025,45,0.40794779142986426,0.6612903225806451,0.3323730905169323,1.1434167006073381
manual,AB,seed_type4,45,0.40625,0.6612903225806451,0.3377016129032258,1.1410603734303688
manual,ABCD,seed_context_t025,40,0.32197960377407236,0.6077441077441077,0.32600469070325466,1.0771489866093413
manual,ABCD,seed_equal,40,0.32112794612794615,0.6077441077441077,0.32702020202020204,1.07917353762417
manual,ABCD,seed_person_t025,40,0.32295659367802965,0.6077441077441077,0.32497963773470406,1.0769920420983017
manual,ABCD,seed_type4,40,0.3210267972767973,0.6077441077441077,0.32712135087135086,1.0796520561178289
manual,ACD,seed_context_t025,43,0.3138494307265785,0.546448087431694,0.35491676833228014,1.0191431799446913
manual,ACD,seed_equal,43,0.31489071038251365,0.546448087431694,0.35655737704918034,1.021431238933446
manual,ACD,seed_person_t025,43,0.3145740181373908,0.546448087431694,0.3531679396596917,1.01861780078123
manual,ACD,seed_type4,43,0.31430095178045997,0.546448087431694,0.35516100702576114,1.0212568603631342
oos_geometry,AA,seed_context_t025,9,0.43257352252400466,0.72,0.5885750748424295,1.187797786651447
oos_geometry,AA,seed_equal,9,0.43,0.72,0.59,1.1885337987254938
oos_geometry,AA,seed_person_t025,9,0.43844139053094444,0.72,0.5805320384580139,1.1900924527225216
oos_geometry,AA,seed_type4,9,0.4510445714285714,0.72,0.5689554285714286,1.2030183230694182
oos_geometry,AAB,seed_context_t025,9,0.2659899316908918,0.7971014492753623,0.6070675166628001,1.1336264856304816
oos_geometry,AAB,seed_equal,9,0.2644927536231884,0.7971014492753623,0.6086956521739131,1.1335903492302908
oos_geometry,AAB,seed_person_t025,9,0.2693242218207194,0.7971014492753623,0.6026553855940567,1.138345099515755
oos_geometry,AAB,seed_type4,9,0.27318339590016605,0.7971014492753623,0.5967707596751075,1.146057217440852
oos_geometry,AABC,seed_context_t025,8,0.2124156354779523,0.8240740740740741,0.6255614949396393,1.1792005289087806
oos_geometry,AABC,seed_equal,8,0.21296296296296297,0.8240740740740741,0.625,1.1787006562289712
oos_geometry,AABC,seed_person_t025,8,0.21503487757715137,0.8240740740740741,0.6233977124213808,1.1818326370126258
oos_geometry,AABC,seed_type4,8,0.2161657102157102,0.8240740740740741,0.6217972527472528,1.191907943575307
oos_geometry,AB,seed_context_t025,9,0.4112001443590244,0.8787878787878788,0.6026077279161617,1.099798385003659
oos_geometry,AB,seed_equal,9,0.4128787878787879,0.8787878787878788,0.6022727272727273,1.10401847691285
oos_geometry,AB,seed_person_t025,9,0.4037749553468753,0.8787878787878788,0.607373456600753,1.10601313508759
oos_geometry,AB,seed_type4,9,0.39527214452214454,0.8787878787878788,0.6138104395604396,1.11212887453226
oos_geometry,ABCD,seed_context_t025,5,0.24236352934625904,0.8645833333333334,0.6326358142294312,1.1249478288239387
oos_geometry,ABCD,seed_equal,5,0.2421875,0.8645833333333334,0.6328125,1.1285045678261525
oos_geometry,ABCD,seed_person_t025,5,0.24080419706318484,0.8645833333333334,0.6340219485284329,1.130367998318991
oos_geometry,ABCD,seed_type4,5,0.23445228610675037,0.8645833333333334,0.6405477138932496,1.140667061352737
oos_geometry,ACD,seed_context_t025,5,0.3059710688471568,0.8823529411764706,0.5961307201780707,1.19810778029906
oos_geometry,ACD,seed_equal,5,0.3063725490196078,0.8823529411764706,0.5955882352941176,1.2010835923048597
oos_geometry,ACD,seed_person_t025,5,0.30463420021150794,0.8823529411764706,0.5974252419302379,1.202517027399681
oos_geometry,ACD,seed_type4,5,0.302308461846277,0.8823529411764706,0.5996523224674485,1.2114849767915437
semi,AA,seed_context_t025,18,0.31907437451137816,0.2916666666666667,0.24057190391200686,0.6388364938530278
semi,AA,seed_equal,18,0.3229166666666667,0.2916666666666667,0.25,0.6438507068453356
semi,AA,seed_person_t025,18,0.32216835438692204,0.2916666666666667,0.22544414164397242,0.6344798963352825
semi,AA,seed_type4,18,0.33296150877510766,0.2916666666666667,0.20371096636879604,0.6462243587885464
semi,AAB,seed_context_t025,18,0.27041217343239077,0.3615023474178403,0.24551845409557224,0.7850877735589302
semi,AAB,seed_equal,18,0.2687793427230047,0.3615023474178403,0.2535211267605634,0.7891242721202908
semi,AAB,seed_person_t025,18,0.277064081658184,0.3615023474178403,0.2340876958694597,0.7810031752999159
semi,AAB,seed_type4,18,0.2726880052929581,0.3615023474178403,0.23976807557092342,0.7829373228171284
semi,AABC,seed_context_t025,17,0.30831707373719686,0.43154761904761907,0.20822275322673017,0.7905032294270358
semi,AABC,seed_equal,17,0.30729166666666663,0.43154761904761907,0.21651785714285715,0.7924099548903373
semi,AABC,seed_person_t025,17,0.3130076822960432,0.43154761904761907,0.19980840549266649,0.7893944042567718
semi,AABC,seed_type4,17,0.30699207162049097,0.43154761904761907,0.20862939652086535,0.7918262033119777
semi,AB,seed_context_t025,18,0.36798369023045235,0.4225352112676056,0.24606419625804485,0.8422936058651643
semi,AB,seed_equal,18,0.36619718309859156,0.4225352112676056,0.2535211267605634,0.8455947506027259
semi,AB,seed_person_t025,18,0.3718457308681087,0.4225352112676056,0.2368586815816652,0.8371127629338564
semi,AB,seed_type4,18,0.35790277378557056,0.4225352112676056,0.25636204590178435,0.8331458661186145
semi,ABCD,seed_context_t025,17,0.3542166781529225,0.5188679245283019,0.20253668229741267,0.7991462833049192
semi,ABCD,seed_equal,17,0.35141509433962265,0.5188679245283019,0.20518867924528303,0.8041058381661048
semi,ABCD,seed_person_t025,17,0.35530208437504396,0.5188679245283019,0.20009553016969797,0.795074756320575
