condition,chain,method,metric,status,images,median_real_n,real,predicted,mae
manual,type_3_only,seed_context_t025,diagnostic_stable100,not_enough_for_this_diagnostic_only,6,2.0,,,
manual,type_3_only,seed_context_t025,diagnostic_stable80,not_enough_for_this_diagnostic_only,6,2.0,,,
manual,type_3_only,seed_context_t025,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,6,2.0,,,
manual,type_3_only,seed_context_t025,half_count_tv,evaluated,6,2.0,0.45454545454545453,0.23295454545454544,0.30113636363636365
manual,type_3_only,seed_context_t025,half_output_mmd,evaluated,6,2.0,1.7204645724496423,0.9215327513299711,0.8139929134832351
manual,type_3_only,seed_context_t025,invalid_generated,evaluated,6,2.0,0.0,0.0,0.0
manual,type_3_only,seed_context_t025,late_half_new,evaluated,6,2.0,0.45454545454545453,0.24431818181818182,0.2897727272727273
manual,type_3_only,seed_context_t025,late_quarter_new,evaluated,6,2.0,0.45454545454545453,0.24431818181818182,0.2897727272727273
manual,type_3_only,seed_context_t025,late_repartition,evaluated,6,2.0,0.0,0.0,0.0
manual,type_3_only,seed_context_t025,terminal_modes,evaluated,6,2.0,1.4545454545454546,1.2443181818181819,0.2897727272727273
manual,type_3_only,seed_context_t025,terminal_point_disagreement,evaluated,6,2.0,0.45454545454545453,0.23295454545454544,0.30113636363636365
manual,type_3_only,seed_context_t025,terminal_singleton_fraction,evaluated,6,2.0,0.45454545454545453,0.24431818181818182,0.2897727272727273
manual,type_3_only,seed_context_t025,terminal_supported,evaluated,6,2.0,0.5454545454545454,0.7556818181818182,0.2897727272727273
manual,type_3_only,seed_context_t025,terminal_within,evaluated,6,2.0,0.03353072860530138,0.017242660020038676,0.0246181776360001
manual,type_3_only,seed_equal,diagnostic_stable100,not_enough_for_this_diagnostic_only,6,2.0,,,
manual,type_3_only,seed_equal,diagnostic_stable80,not_enough_for_this_diagnostic_only,6,2.0,,,
manual,type_3_only,seed_equal,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,6,2.0,,,
manual,type_3_only,seed_equal,half_count_tv,evaluated,6,2.0,0.45454545454545453,0.23863636363636365,0.29545454545454547
manual,type_3_only,seed_equal,half_output_mmd,evaluated,6,2.0,1.7204645724496423,0.910376518959506,0.8161944790611667
manual,type_3_only,seed_equal,invalid_generated,evaluated,6,2.0,0.0,0.0,0.0
manual,type_3_only,seed_equal,late_half_new,evaluated,6,2.0,0.45454545454545453,0.25,0.2840909090909091
manual,type_3_only,seed_equal,late_quarter_new,evaluated,6,2.0,0.45454545454545453,0.25,0.2840909090909091
manual,type_3_only,seed_equal,late_repartition,evaluated,6,2.0,0.0,0.0,0.0
manual,type_3_only,seed_equal,terminal_modes,evaluated,6,2.0,1.4545454545454546,1.25,0.2840909090909091
manual,type_3_only,seed_equal,terminal_point_disagreement,evaluated,6,2.0,0.45454545454545453,0.23863636363636365,0.29545454545454547
manual,type_3_only,seed_equal,terminal_singleton_fraction,evaluated,6,2.0,0.45454545454545453,0.25,0.2840909090909091
manual,type_3_only,seed_equal,terminal_supported,evaluated,6,2.0,0.5454545454545454,0.75,0.2840909090909091
manual,type_3_only,seed_equal,terminal_within,evaluated,6,2.0,0.03353072860530138,0.016331934071061184,0.024735700490629772
manual,type_3_only,seed_person_t025,diagnostic_stable100,not_enough_for_this_diagnostic_only,6,2.0,,,
manual,type_3_only,seed_person_t025,diagnostic_stable80,not_enough_for_this_diagnostic_only,6,2.0,,,
manual,type_3_only,seed_person_t025,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,6,2.0,,,
manual,type_3_only,seed_person_t025,half_count_tv,evaluated,6,2.0,0.45454545454545453,0.23295454545454544,0.2897727272727273
manual,type_3_only,seed_person_t025,half_output_mmd,evaluated,6,2.0,1.7204645724496423,0.9302294179770484,0.8082159983836553
manual,type_3_only,seed_person_t025,invalid_generated,evaluated,6,2.0,0.0,0.0,0.0
manual,type_3_only,seed_person_t025,late_half_new,evaluated,6,2.0,0.45454545454545453,0.24431818181818182,0.2784090909090909
manual,type_3_only,seed_person_t025,late_quarter_new,evaluated,6,2.0,0.45454545454545453,0.24431818181818182,0.2784090909090909
manual,type_3_only,seed_person_t025,late_repartition,evaluated,6,2.0,0.0,0.0,0.0
manual,type_3_only,seed_person_t025,terminal_modes,evaluated,6,2.0,1.4545454545454546,1.2443181818181819,0.2784090909090909
manual,type_3_only,seed_person_t025,terminal_point_disagreement,evaluated,6,2.0,0.45454545454545453,0.23295454545454544,0.2897727272727273
manual,type_3_only,seed_person_t025,terminal_singleton_fraction,evaluated,6,2.0,0.45454545454545453,0.24431818181818182,0.2784090909090909
manual,type_3_only,seed_person_t025,terminal_supported,evaluated,6,2.0,0.5454545454545454,0.7556818181818182,0.2784090909090909
manual,type_3_only,seed_person_t025,terminal_within,evaluated,6,2.0,0.03353072860530138,0.01713997431393727,0.02516193254673462
manual,type_3_only,seed_type4,diagnostic_stable100,not_enough_for_this_diagnostic_only,6,2.0,,,
manual,type_3_only,seed_type4,diagnostic_stable80,not_enough_for_this_diagnostic_only,6,2.0,,,
manual,type_3_only,seed_type4,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,6,2.0,,,
manual,type_3_only,seed_type4,half_count_tv,evaluated,6,2.0,0.45454545454545453,0.23863636363636365,0.29545454545454547
manual,type_3_only,seed_type4,half_output_mmd,evaluated,6,2.0,1.7204645724496423,0.910376518959506,0.8161944790611667
manual,type_3_only,seed_type4,invalid_generated,evaluated,6,2.0,0.0,0.0,0.0
manual,type_3_only,seed_type4,late_half_new,evaluated,6,2.0,0.45454545454545453,0.25,0.2840909090909091
manual,type_3_only,seed_type4,late_quarter_new,evaluated,6,2.0,0.45454545454545453,0.25,0.2840909090909091
manual,type_3_only,seed_type4,late_repartition,evaluated,6,2.0,0.0,0.0,0.0
manual,type_3_only,seed_type4,terminal_modes,evaluated,6,2.0,1.4545454545454546,1.25,0.2840909090909091
manual,type_3_only,seed_type4,terminal_point_disagreement,evaluated,6,2.0,0.45454545454545453,0.23863636363636365,0.29545454545454547
manual,type_3_only,seed_type4,terminal_singleton_fraction,evaluated,6,2.0,0.45454545454545453,0.25,0.2840909090909091
manual,type_3_only,seed_type4,terminal_supported,evaluated,6,2.0,0.5454545454545454,0.75,0.2840909090909091
manual,type_3_only,seed_type4,terminal_within,evaluated,6,2.0,0.03353072860530138,0.016331934071061184,0.024735700490629772
oos_geometry,AABC_cycles,seed_context_t025,diagnostic_stable100,not_enough_for_this_diagnostic_only,7,4.0,,,
oos_geometry,AABC_cycles,seed_context_t025,diagnostic_stable80,not_enough_for_this_diagnostic_only,7,4.0,,,
oos_geometry,AABC_cycles,seed_context_t025,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,7,4.0,,,
oos_geometry,AABC_cycles,seed_context_t025,half_count_tv,evaluated,7,4.0,0.5555555555555556,0.3472222222222222,0.24305555555555555
oos_geometry,AABC_cycles,seed_context_t025,half_output_mmd,evaluated,7,4.0,0.9923046593963762,0.6851501126645004,0.307154546731876
oos_geometry,AABC_cycles,seed_context_t025,invalid_generated,evaluated,7,4.0,0.0,0.0,0.0
oos_geometry,AABC_cycles,seed_context_t025,late_half_new,evaluated,7,4.0,0.7777777777777778,0.3611111111111111,0.4375
oos_geometry,AABC_cycles,seed_context_t025,late_quarter_new,evaluated,7,4.0,0.7777777777777778,0.449074074074074,0.3703703703703704
oos_geometry,AABC_cycles,seed_context_t025,late_repartition,evaluated,7,4.0,0.0,0.003472222222222222,0.003472222222222222
oos_geometry,AABC_cycles,seed_context_t025,terminal_modes,evaluated,7,4.0,3.3333333333333335,2.388888888888889,1.0694444444444444
oos_geometry,AABC_cycles,seed_context_t025,terminal_point_disagreement,evaluated,7,4.0,0.6851851851851852,0.4247685185185185,0.32754629629629634
oos_geometry,AABC_cycles,seed_context_t025,terminal_singleton_fraction,evaluated,7,4.0,0.7222222222222222,0.3055555555555556,0.4444444444444444
oos_geometry,AABC_cycles,seed_context_t025,terminal_supported,evaluated,7,4.0,0.4444444444444444,1.1666666666666667,0.7361111111111112
oos_geometry,AABC_cycles,seed_context_t025,terminal_within,evaluated,7,4.0,0.03386950790174461,0.009709765271477232,0.031807886149239795
oos_geometry,AABC_cycles,seed_equal,diagnostic_stable100,not_enough_for_this_diagnostic_only,7,4.0,,,
oos_geometry,AABC_cycles,seed_equal,diagnostic_stable80,not_enough_for_this_diagnostic_only,7,4.0,,,
oos_geometry,AABC_cycles,seed_equal,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,7,4.0,,,
oos_geometry,AABC_cycles,seed_equal,half_count_tv,evaluated,7,4.0,0.5555555555555556,0.3472222222222222,0.24305555555555555
oos_geometry,AABC_cycles,seed_equal,half_output_mmd,evaluated,7,4.0,0.9923046593963762,0.6871126508608009,0.3051920085355755
oos_geometry,AABC_cycles,seed_equal,invalid_generated,evaluated,7,4.0,0.0,0.0,0.0
oos_geometry,AABC_cycles,seed_equal,late_half_new,evaluated,7,4.0,0.7777777777777778,0.3541666666666667,0.4444444444444444
oos_geometry,AABC_cycles,seed_equal,late_quarter_new,evaluated,7,4.0,0.7777777777777778,0.44675925925925924,0.37268518518518523
oos_geometry,AABC_cycles,seed_equal,late_repartition,evaluated,7,4.0,0.0,0.0,0.0
oos_geometry,AABC_cycles,seed_equal,terminal_modes,evaluated,7,4.0,3.3333333333333335,2.3680555555555554,1.0902777777777777
oos_geometry,AABC_cycles,seed_equal,terminal_point_disagreement,evaluated,7,4.0,0.6851851851851852,0.4236111111111111,0.3263888888888889
oos_geometry,AABC_cycles,seed_equal,terminal_singleton_fraction,evaluated,7,4.0,0.7222222222222222,0.2986111111111111,0.4513888888888889
oos_geometry,AABC_cycles,seed_equal,terminal_supported,evaluated,7,4.0,0.4444444444444444,1.1736111111111112,0.7430555555555556
oos_geometry,AABC_cycles,seed_equal,terminal_within,evaluated,7,4.0,0.03386950790174461,0.010527008190405484,0.03099064323031154
oos_geometry,AABC_cycles,seed_person_t025,diagnostic_stable100,not_enough_for_this_diagnostic_only,7,4.0,,,
oos_geometry,AABC_cycles,seed_person_t025,diagnostic_stable80,not_enough_for_this_diagnostic_only,7,4.0,,,
oos_geometry,AABC_cycles,seed_person_t025,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,7,4.0,,,
oos_geometry,AABC_cycles,seed_person_t025,half_count_tv,evaluated,7,4.0,0.5555555555555556,0.34375,0.2534722222222222
oos_geometry,AABC_cycles,seed_person_t025,half_output_mmd,evaluated,7,4.0,0.9923046593963762,0.6704059681783123,0.321898691218064
oos_geometry,AABC_cycles,seed_person_t025,invalid_generated,evaluated,7,4.0,0.0,0.0,0.0
oos_geometry,AABC_cycles,seed_person_t025,late_half_new,evaluated,7,4.0,0.7777777777777778,0.3645833333333333,0.4340277777777778
oos_geometry,AABC_cycles,seed_person_t025,late_quarter_new,evaluated,7,4.0,0.7777777777777778,0.4513888888888889,0.36342592592592593
oos_geometry,AABC_cycles,seed_person_t025,late_repartition,evaluated,7,4.0,0.0,0.003472222222222222,0.003472222222222222
oos_geometry,AABC_cycles,seed_person_t025,terminal_modes,evaluated,7,4.0,3.3333333333333335,2.388888888888889,1.0555555555555556
oos_geometry,AABC_cycles,seed_person_t025,terminal_point_disagreement,evaluated,7,4.0,0.6851851851851852,0.4305555555555556,0.33101851851851855
oos_geometry,AABC_cycles,seed_person_t025,terminal_singleton_fraction,evaluated,7,4.0,0.7222222222222222,0.3038194444444444,0.4392361111111111
oos_geometry,AABC_cycles,seed_person_t025,terminal_supported,evaluated,7,4.0,0.4444444444444444,1.1736111111111112,0.7430555555555556
oos_geometry,AABC_cycles,seed_person_t025,terminal_within,evaluated,7,4.0,0.03386950790174461,0.008286983261782415,0.03142555546334028
oos_geometry,AABC_cycles,seed_type4,diagnostic_stable100,not_enough_for_this_diagnostic_only,7,4.0,,,
oos_geometry,AABC_cycles,seed_type4,diagnostic_stable80,not_enough_for_this_diagnostic_only,7,4.0,,,
oos_geometry,AABC_cycles,seed_type4,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,7,4.0,,,
oos_geometry,AABC_cycles,seed_type4,half_count_tv,evaluated,7,4.0,0.5555555555555556,0.3506944444444444,0.2534722222222222
oos_geometry,AABC_cycles,seed_type4,half_output_mmd,evaluated,7,4.0,0.9923046593963762,0.7130520135890821,0.27925264580729425
oos_geometry,AABC_cycles,seed_type4,invalid_generated,evaluated,7,4.0,0.0,0.0,0.0
oos_geometry,AABC_cycles,seed_type4,late_half_new,evaluated,7,4.0,0.7777777777777778,0.3784722222222222,0.4270833333333333
oos_geometry,AABC_cycles,seed_type4,late_quarter_new,evaluated,7,4.0,0.7777777777777778,0.4583333333333333,0.36111111111111116
oos_geometry,AABC_cycles,seed_type4,late_repartition,evaluated,7,4.0,0.0,0.0,0.0
oos_geometry,AABC_cycles,seed_type4,terminal_modes,evaluated,7,4.0,3.3333333333333335,2.4027777777777777,1.0555555555555556
oos_geometry,AABC_cycles,seed_type4,terminal_point_disagreement,evaluated,7,4.0,0.6851851851851852,0.4224537037037037,0.3368055555555556
oos_geometry,AABC_cycles,seed_type4,terminal_singleton_fraction,evaluated,7,4.0,0.7222222222222222,0.3142361111111111,0.4357638888888889
oos_geometry,AABC_cycles,seed_type4,terminal_supported,evaluated,7,4.0,0.4444444444444444,1.1458333333333333,0.7152777777777778
oos_geometry,AABC_cycles,seed_type4,terminal_within,evaluated,7,4.0,0.03386950790174461,0.011058386241864655,0.03152202128177071
oos_geometry,ABCD_cycles,seed_context_t025,diagnostic_stable100,not_enough_for_this_diagnostic_only,5,4.0,,,
oos_geometry,ABCD_cycles,seed_context_t025,diagnostic_stable80,not_enough_for_this_diagnostic_only,5,4.0,,,
oos_geometry,ABCD_cycles,seed_context_t025,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,5,4.0,,,
oos_geometry,ABCD_cycles,seed_context_t025,half_count_tv,evaluated,5,4.0,0.6428571428571429,0.33035714285714285,0.3125
oos_geometry,ABCD_cycles,seed_context_t025,half_output_mmd,evaluated,5,4.0,0.8977372581052215,0.7352066294498858,0.29054362507916165
oos_geometry,ABCD_cycles,seed_context_t025,invalid_generated,evaluated,5,4.0,0.0,0.0,0.0
oos_geometry,ABCD_cycles,seed_context_t025,late_half_new,evaluated,5,4.0,0.6428571428571429,0.4107142857142857,0.25892857142857145
oos_geometry,ABCD_cycles,seed_context_t025,late_quarter_new,evaluated,5,4.0,0.7142857142857143,0.4910714285714285,0.28273809523809523
oos_geometry,ABCD_cycles,seed_context_t025,late_repartition,evaluated,5,4.0,0.0,0.011904761904761904,0.011904761904761904
oos_geometry,ABCD_cycles,seed_context_t025,terminal_modes,evaluated,5,4.0,3.142857142857143,2.5089285714285716,0.8125
oos_geometry,ABCD_cycles,seed_context_t025,terminal_point_disagreement,evaluated,5,4.0,0.7142857142857143,0.4330357142857143,0.28125
oos_geometry,ABCD_cycles,seed_context_t025,terminal_singleton_fraction,evaluated,5,4.0,0.5714285714285714,0.33035714285714285,0.375
oos_geometry,ABCD_cycles,seed_context_t025,terminal_supported,evaluated,5,4.0,0.8571428571428571,1.1875,0.7946428571428571
oos_geometry,ABCD_cycles,seed_context_t025,terminal_within,evaluated,5,4.0,0.03926854461857408,0.004426572683888341,0.037162831114735596
oos_geometry,ABCD_cycles,seed_equal,diagnostic_stable100,not_enough_for_this_diagnostic_only,5,4.0,,,
oos_geometry,ABCD_cycles,seed_equal,diagnostic_stable80,not_enough_for_this_diagnostic_only,5,4.0,,,
oos_geometry,ABCD_cycles,seed_equal,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,5,4.0,,,
oos_geometry,ABCD_cycles,seed_equal,half_count_tv,evaluated,5,4.0,0.6428571428571429,0.36160714285714285,0.28125
oos_geometry,ABCD_cycles,seed_equal,half_output_mmd,evaluated,5,4.0,0.8977372581052215,0.7730870613071723,0.2599613164773175
oos_geometry,ABCD_cycles,seed_equal,invalid_generated,evaluated,5,4.0,0.0,0.0,0.0
oos_geometry,ABCD_cycles,seed_equal,late_half_new,evaluated,5,4.0,0.6428571428571429,0.44642857142857145,0.25892857142857145
oos_geometry,ABCD_cycles,seed_equal,late_quarter_new,evaluated,5,4.0,0.7142857142857143,0.5119047619047619,0.2678571428571429
oos_geometry,ABCD_cycles,seed_equal,late_repartition,evaluated,5,4.0,0.0,0.011904761904761904,0.011904761904761904
oos_geometry,ABCD_cycles,seed_equal,terminal_modes,evaluated,5,4.0,3.142857142857143,2.5714285714285716,0.7678571428571429
oos_geometry,ABCD_cycles,seed_equal,terminal_point_disagreement,evaluated,5,4.0,0.7142857142857143,0.44642857142857145,0.26785714285714285
oos_geometry,ABCD_cycles,seed_equal,terminal_singleton_fraction,evaluated,5,4.0,0.5714285714285714,0.3549107142857143,0.38169642857142855
oos_geometry,ABCD_cycles,seed_equal,terminal_supported,evaluated,5,4.0,0.8571428571428571,1.1517857142857142,0.8125
oos_geometry,ABCD_cycles,seed_equal,terminal_within,evaluated,5,4.0,0.03926854461857408,0.004175173228368351,0.03741423057025559
oos_geometry,ABCD_cycles,seed_person_t025,diagnostic_stable100,not_enough_for_this_diagnostic_only,5,4.0,,,
oos_geometry,ABCD_cycles,seed_person_t025,diagnostic_stable80,not_enough_for_this_diagnostic_only,5,4.0,,,
oos_geometry,ABCD_cycles,seed_person_t025,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,5,4.0,,,
oos_geometry,ABCD_cycles,seed_person_t025,half_count_tv,evaluated,5,4.0,0.6428571428571429,0.3392857142857143,0.30357142857142855
oos_geometry,ABCD_cycles,seed_person_t025,half_output_mmd,evaluated,5,4.0,0.8977372581052215,0.7006311575947644,0.29841167947151354
oos_geometry,ABCD_cycles,seed_person_t025,invalid_generated,evaluated,5,4.0,0.0,0.0,0.0
oos_geometry,ABCD_cycles,seed_person_t025,late_half_new,evaluated,5,4.0,0.6428571428571429,0.39285714285714285,0.2767857142857143
oos_geometry,ABCD_cycles,seed_person_t025,late_quarter_new,evaluated,5,4.0,0.7142857142857143,0.48511904761904756,0.2767857142857143
oos_geometry,ABCD_cycles,seed_person_t025,late_repartition,evaluated,5,4.0,0.0,0.00744047619047619,0.00744047619047619
oos_geometry,ABCD_cycles,seed_person_t025,terminal_modes,evaluated,5,4.0,3.142857142857143,2.482142857142857,0.8035714285714286
oos_geometry,ABCD_cycles,seed_person_t025,terminal_point_disagreement,evaluated,5,4.0,0.7142857142857143,0.4360119047619047,0.27827380952380953
oos_geometry,ABCD_cycles,seed_person_t025,terminal_singleton_fraction,evaluated,5,4.0,0.5714285714285714,0.32589285714285715,0.36160714285714285
oos_geometry,ABCD_cycles,seed_person_t025,terminal_supported,evaluated,5,4.0,0.8571428571428571,1.1785714285714286,0.7678571428571429
oos_geometry,ABCD_cycles,seed_person_t025,terminal_within,evaluated,5,4.0,0.03926854461857408,0.004940639955511697,0.03774093286901805
oos_geometry,ABCD_cycles,seed_type4,diagnostic_stable100,not_enough_for_this_diagnostic_only,5,4.0,,,
oos_geometry,ABCD_cycles,seed_type4,diagnostic_stable80,not_enough_for_this_diagnostic_only,5,4.0,,,
oos_geometry,ABCD_cycles,seed_type4,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,5,4.0,,,
oos_geometry,ABCD_cycles,seed_type4,half_count_tv,evaluated,5,4.0,0.6428571428571429,0.34375,0.29910714285714285
oos_geometry,ABCD_cycles,seed_type4,half_output_mmd,evaluated,5,4.0,0.8977372581052215,0.7230642657493347,0.2584850675845177
oos_geometry,ABCD_cycles,seed_type4,invalid_generated,evaluated,5,4.0,0.0,0.0,0.0
oos_geometry,ABCD_cycles,seed_type4,late_half_new,evaluated,5,4.0,0.6428571428571429,0.4419642857142857,0.27232142857142855
oos_geometry,ABCD_cycles,seed_type4,late_quarter_new,evaluated,5,4.0,0.7142857142857143,0.5238095238095237,0.25000000000000006
oos_geometry,ABCD_cycles,seed_type4,late_repartition,evaluated,5,4.0,0.0,0.011904761904761904,0.011904761904761904
oos_geometry,ABCD_cycles,seed_type4,terminal_modes,evaluated,5,4.0,3.142857142857143,2.607142857142857,0.7142857142857143
oos_geometry,ABCD_cycles,seed_type4,terminal_point_disagreement,evaluated,5,4.0,0.7142857142857143,0.44940476190476186,0.2648809523809524
oos_geometry,ABCD_cycles,seed_type4,terminal_singleton_fraction,evaluated,5,4.0,0.5714285714285714,0.375,0.3482142857142857
oos_geometry,ABCD_cycles,seed_type4,terminal_supported,evaluated,5,4.0,0.8571428571428571,1.1071428571428572,0.75
oos_geometry,ABCD_cycles,seed_type4,terminal_within,evaluated,5,4.0,0.03926854461857408,0.004175173228368351,0.03741423057025559
oos_geometry,AB_cycles,seed_context_t025,diagnostic_stable100,not_enough_for_this_diagnostic_only,9,2.0,,,
oos_geometry,AB_cycles,seed_context_t025,diagnostic_stable80,not_enough_for_this_diagnostic_only,9,2.0,,,
oos_geometry,AB_cycles,seed_context_t025,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,9,2.0,,,
oos_geometry,AB_cycles,seed_context_t025,half_count_tv,evaluated,9,2.0,0.375,0.337890625,0.408203125
oos_geometry,AB_cycles,seed_context_t025,half_output_mmd,evaluated,9,2.0,1.3957337751769126,1.042938812079412,0.4489349567423603
oos_geometry,AB_cycles,seed_context_t025,invalid_generated,evaluated,9,2.0,0.0,0.0,0.0
oos_geometry,AB_cycles,seed_context_t025,late_half_new,evaluated,9,2.0,0.71875,0.44921875,0.4296875
oos_geometry,AB_cycles,seed_context_t025,late_quarter_new,evaluated,9,2.0,0.75,0.4817708333333333,0.4140625
oos_geometry,AB_cycles,seed_context_t025,late_repartition,evaluated,9,2.0,0.0,0.003255208333333333,0.003255208333333333
oos_geometry,AB_cycles,seed_context_t025,terminal_modes,evaluated,9,2.0,2.25,1.8359375,0.6796875
oos_geometry,AB_cycles,seed_context_t025,terminal_point_disagreement,evaluated,9,2.0,0.4375,0.3619791666666667,0.40625
oos_geometry,AB_cycles,seed_context_t025,terminal_singleton_fraction,evaluated,9,2.0,0.6875,0.4345703125,0.4091796875
oos_geometry,AB_cycles,seed_context_t025,terminal_supported,evaluated,9,2.0,0.5,0.73046875,0.42578125
oos_geometry,AB_cycles,seed_context_t025,terminal_within,evaluated,9,2.0,0.024672145506923582,0.013041963839578157,0.02327976594518366
oos_geometry,AB_cycles,seed_equal,diagnostic_stable100,not_enough_for_this_diagnostic_only,9,2.0,,,
oos_geometry,AB_cycles,seed_equal,diagnostic_stable80,not_enough_for_this_diagnostic_only,9,2.0,,,
oos_geometry,AB_cycles,seed_equal,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,9,2.0,,,
oos_geometry,AB_cycles,seed_equal,half_count_tv,evaluated,9,2.0,0.375,0.328125,0.39453125
oos_geometry,AB_cycles,seed_equal,half_output_mmd,evaluated,9,2.0,1.3957337751769126,1.0548081860959442,0.42702784945837374
oos_geometry,AB_cycles,seed_equal,invalid_generated,evaluated,9,2.0,0.0,0.0,0.0
oos_geometry,AB_cycles,seed_equal,late_half_new,evaluated,9,2.0,0.71875,0.458984375,0.423828125
oos_geometry,AB_cycles,seed_equal,late_quarter_new,evaluated,9,2.0,0.75,0.4921875,0.40625
oos_geometry,AB_cycles,seed_equal,late_repartition,evaluated,9,2.0,0.0,0.003255208333333333,0.003255208333333333
oos_geometry,AB_cycles,seed_equal,terminal_modes,evaluated,9,2.0,2.25,1.85546875,0.66796875
oos_geometry,AB_cycles,seed_equal,terminal_point_disagreement,evaluated,9,2.0,0.4375,0.3580729166666667,0.39192708333333337
oos_geometry,AB_cycles,seed_equal,terminal_singleton_fraction,evaluated,9,2.0,0.6875,0.44140625,0.40234375
oos_geometry,AB_cycles,seed_equal,terminal_supported,evaluated,9,2.0,0.5,0.73828125,0.42578125
oos_geometry,AB_cycles,seed_equal,terminal_within,evaluated,9,2.0,0.024672145506923582,0.012545915996066383,0.023959957007400428
oos_geometry,AB_cycles,seed_person_t025,diagnostic_stable100,not_enough_for_this_diagnostic_only,9,2.0,,,
oos_geometry,AB_cycles,seed_person_t025,diagnostic_stable80,not_enough_for_this_diagnostic_only,9,2.0,,,
oos_geometry,AB_cycles,seed_person_t025,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,9,2.0,,,
oos_geometry,AB_cycles,seed_person_t025,half_count_tv,evaluated,9,2.0,0.375,0.357421875,0.396484375
oos_geometry,AB_cycles,seed_person_t025,half_output_mmd,evaluated,9,2.0,1.3957337751769126,1.0960489931755666,0.42948455883766495
oos_geometry,AB_cycles,seed_person_t025,invalid_generated,evaluated,9,2.0,0.0,0.0,0.0
oos_geometry,AB_cycles,seed_person_t025,late_half_new,evaluated,9,2.0,0.71875,0.470703125,0.416015625
oos_geometry,AB_cycles,seed_person_t025,late_quarter_new,evaluated,9,2.0,0.75,0.4973958333333333,0.3880208333333333
oos_geometry,AB_cycles,seed_person_t025,late_repartition,evaluated,9,2.0,0.0,0.001953125,0.001953125
oos_geometry,AB_cycles,seed_person_t025,terminal_modes,evaluated,9,2.0,2.25,1.84375,0.640625
oos_geometry,AB_cycles,seed_person_t025,terminal_point_disagreement,evaluated,9,2.0,0.4375,0.37109375,0.3958333333333333
oos_geometry,AB_cycles,seed_person_t025,terminal_singleton_fraction,evaluated,9,2.0,0.6875,0.4423828125,0.3916015625
oos_geometry,AB_cycles,seed_person_t025,terminal_supported,evaluated,9,2.0,0.5,0.73828125,0.42578125
oos_geometry,AB_cycles,seed_person_t025,terminal_within,evaluated,9,2.0,0.024672145506923582,0.012668597702189359,0.02286760861217508
oos_geometry,AB_cycles,seed_type4,diagnostic_stable100,not_enough_for_this_diagnostic_only,9,2.0,,,
oos_geometry,AB_cycles,seed_type4,diagnostic_stable80,not_enough_for_this_diagnostic_only,9,2.0,,,
oos_geometry,AB_cycles,seed_type4,diagnostic_stable_multimode80,not_enough_for_this_diagnostic_only,9,2.0,,,
oos_geometry,AB_cycles,seed_type4,half_count_tv,evaluated,9,2.0,0.375,0.32421875,0.3671875
oos_geometry,AB_cycles,seed_type4,half_output_mmd,evaluated,9,2.0,1.3957337751769126,1.0767284379572724,0.3913379071683639
oos_geometry,AB_cycles,seed_type4,invalid_generated,evaluated,9,2.0,0.0,0.0,0.0
oos_geometry,AB_cycles,seed_type4,late_half_new,evaluated,9,2.0,0.71875,0.458984375,0.408203125
oos_geometry,AB_cycles,seed_type4,late_quarter_new,evaluated,9,2.0,0.75,0.48828125,0.3919270833333333
oos_geometry,AB_cycles,seed_type4,late_repartition,evaluated,9,2.0,0.0,0.003255208333333333,0.003255208333333333
oos_geometry,AB_cycles,seed_type4,terminal_modes,evaluated,9,2.0,2.25,1.81640625,0.65234375
oos_geometry,AB_cycles,seed_type4,terminal_point_disagreement,evaluated,9,2.0,0.4375,0.3463541666666667,0.375
oos_geometry,AB_cycles,seed_type4,terminal_singleton_fraction,evaluated,9,2.0,0.6875,0.4384765625,0.3916015625
oos_geometry,AB_cycles,seed_type4,terminal_supported,evaluated,9,2.0,0.5,0.734375,0.421875
oos_geometry,AB_cycles,seed_type4,terminal_within,evaluated,9,2.0,0.024672145506923582,0.012343962550247558,0.022829534140532546
oos_geometry,all_remaining_real_people,seed_context_t025,diagnostic_stable100,evaluated,9,20.0,0.0,0.6388888888888888,0.6388888888888888
oos_geometry,all_remaining_real_people,seed_context_t025,diagnostic_stable80,evaluated,9,20.0,0.0,0.6770833333333334,0.6770833333333334
oos_geometry,all_remaining_real_people,seed_context_t025,diagnostic_stable_multimode80,evaluated,9,20.0,0.0,0.6215277777777778,0.6215277777777778
oos_geometry,all_remaining_real_people,seed_context_t025,half_count_tv,evaluated,9,20.0,0.3012345679012346,0.16246141975308642,0.17665895061728396
