outcome,status,legacy_mixed_eligibility_p_0_000145_status,n_tasks,n_buildings,mean_difference,ci_lower,ci_upper,building_exact_sign_flip_p,task_exact_sign_flip_p_sensitivity
iou_to_gt,auxiliary_condition_specific_eligibility,not_formal_evidence,22,9,0.05577422569407447,0.02573907195168281,0.08921765668202446,0.015625,0.00014543533325195312
