status,reason,source_table,source_table_sha256,source_manifest,source_manifest_sha256,task_count,eligible_context_count,lead_time_used
not_evaluable,frozen_task_worker_table_or_manifest_missing,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_task_worker_active_time.csv,,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_task_worker_active_time.summary.json,,0,0,False
