base_task_id,condition,excluded_worker_id,formal_peer_worker_id,worker_process_class,primary_exclusion_class,metric_compatible,pointwise_correspondence_compatible,q_boundary,q_wallwall,passes_q095,analysis_role
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,31,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9920693532770655,0.9964058435136183,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,32,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9938193493315638,0.9915999776331655,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,33,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.996167296743376,0.9901811671170218,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9946008600791676,0.9946632131712906,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,35,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9941066176402819,0.9974766480154857,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,36,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9561594572900759,0.9419181532558467,False,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,37,administratively_excluded_worker,manual_only_no_semi_candidate,True,False,0.97250658889993,0.9758182220256523,False,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,6,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9973848400346493,0.9949261522790935,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,8,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9954243607369408,0.9974829505822141,True,excluded_worker_descriptive_only
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,31,10,outside_assignment,outside_assignment,True,True,0.9851607583821917,0.9958535372969081,True,excluded_worker_descriptive_only
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,31,15,outside_assignment,outside_assignment,True,True,0.9851607583821917,0.9958535372969081,True,excluded_worker_descriptive_only
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,31,35,outside_assignment,outside_assignment,True,True,0.9929521052107605,0.9948984338334101,True,excluded_worker_descriptive_only
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,31,8,outside_assignment,outside_assignment,True,True,0.9851607583821917,0.9958535372969081,True,excluded_worker_descriptive_only
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,14,10,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9738407082801872,0.9820151758354004,True,excluded_worker_descriptive_only
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9946822215627733,0.9887640449438203,True,excluded_worker_descriptive_only
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9807212696206724,0.9903202187407115,True,excluded_worker_descriptive_only
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.8665368536199191,0.8545736570974715,False,excluded_worker_descriptive_only
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,14,35,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.8749431586149476,0.8584452727941306,False,excluded_worker_descriptive_only
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,31,27,outside_assignment,manual_only_no_semi_candidate,True,True,0.9938571376169253,0.9934356374676286,True,excluded_worker_descriptive_only
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,31,28,outside_assignment,manual_only_no_semi_candidate,True,True,0.995819058303261,0.9964104942903804,True,excluded_worker_descriptive_only
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,31,29,outside_assignment,manual_only_no_semi_candidate,True,True,0.9908334609866588,0.9993599959087729,True,excluded_worker_descriptive_only
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,31,35,outside_assignment,manual_only_no_semi_candidate,True,True,0.9879176771230667,0.9954689962332173,True,excluded_worker_descriptive_only
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,31,36,outside_assignment,manual_only_no_semi_candidate,True,True,0.9902833358646104,0.9970341107716139,True,excluded_worker_descriptive_only
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,14,10,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9968016570011177,1.0,True,excluded_worker_descriptive_only
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9968016570011177,1.0,True,excluded_worker_descriptive_only
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9558981269284289,0.9628159626151652,True,excluded_worker_descriptive_only
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9930549258468289,0.9968727712039698,True,excluded_worker_descriptive_only
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,14,6,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9631963364121183,0.9648676171079429,True,excluded_worker_descriptive_only
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,31,1,outside_assignment,manual_only_no_semi_candidate,True,True,0.9776689388355732,0.9924908523940437,True,excluded_worker_descriptive_only
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,31,11,outside_assignment,manual_only_no_semi_candidate,True,True,0.9953722166541112,0.996077812001112,True,excluded_worker_descriptive_only
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,31,12,outside_assignment,manual_only_no_semi_candidate,True,True,0.9907013484216187,0.9950343585078911,True,excluded_worker_descriptive_only
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,31,30,outside_assignment,manual_only_no_semi_candidate,True,True,0.9911327111051373,0.9970440810865335,True,excluded_worker_descriptive_only
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,31,33,outside_assignment,manual_only_no_semi_candidate,True,True,0.9838162800194623,0.9982450675245558,True,excluded_worker_descriptive_only
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,14,10,administratively_excluded_worker,administratively_excluded_worker,True,True,0.992124917557535,0.9886784222225886,True,excluded_worker_descriptive_only
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,14,13,administratively_excluded_worker,administratively_excluded_worker,True,True,1.0,1.0,True,excluded_worker_descriptive_only
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,14,18,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9987558220301576,1.0,True,excluded_worker_descriptive_only
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,14,34,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9926066245499287,0.9927976965658638,True,excluded_worker_descriptive_only
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,14,6,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9952943735917857,0.9974541751527495,True,excluded_worker_descriptive_only
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9980220188304285,0.99812734082397,True,excluded_worker_descriptive_only
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.8710230556939282,0.8559440572615127,False,excluded_worker_descriptive_only
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,14,29,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9887168175409007,0.9928593513144528,True,excluded_worker_descriptive_only
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9907244302590479,0.9934068753938796,True,excluded_worker_descriptive_only
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,14,35,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9876292562162395,0.9868466355777477,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,1,administratively_excluded_worker,manual_only_no_semi_candidate,True,False,0.9898386456274695,0.9669923436144335,False,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,10,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9941641591426389,0.9871923796516164,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,11,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,1.0,1.0,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,12,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9833284235563231,0.993557828054226,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9947115019196134,0.9905828418392953,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,15,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9936680828588218,0.9896296025328164,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,17,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9962825841012027,0.9916650929215464,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9950129150392328,0.9875510458197952,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,2,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9950129150392328,0.9875510458197952,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,27,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.992470122968987,0.9917109848770366,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,28,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.991191943026756,0.9909935983978357,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,29,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9950298739570669,0.9951904236397335,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,30,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9868345330199333,0.993732917561988,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,31,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9958100024382499,0.9920929613709334,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,32,administratively_excluded_worker,manual_only_no_semi_candidate,True,False,0.9877601539961198,0.9740794059138639,False,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,33,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9945329480140177,0.9929837915116021,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9934403418013655,0.991717360745637,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,35,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9905827898838621,0.9934824282730998,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,36,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9953941117258169,0.9895232104850087,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,37,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.986692658486252,0.9826184301597133,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,6,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9947115019196134,0.9905828418392953,True,excluded_worker_descriptive_only
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,14,8,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9964419909880384,0.9896770658419138,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,1,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9940040144353464,0.9894385968353556,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,10,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9883199082559281,0.995751026793601,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,11,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,1.0,1.0,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,12,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9876736316979994,0.9950825611091696,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9899459472069492,0.9950998406033955,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,15,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9921131271746255,0.9974264070730066,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,17,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9899459472069492,0.9950998406033955,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9886691420013812,0.9941260494294089,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,2,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9886691420013812,0.9941260494294089,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,27,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9912967494276332,0.9948720210462305,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,28,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9886406335110942,0.9935804288530905,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,29,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9895295336804719,0.9953494813000164,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,30,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9915707410649652,0.9933962768969133,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,31,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9847063035321684,0.9956649056282623,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,32,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9866090552670453,0.9933991544331205,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,33,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9825284200024088,0.9933284724225715,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9886406335110942,0.9935804288530905,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,35,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9847551160567316,0.9951014828201783,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,36,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.989701282686713,0.9946063895214894,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,37,administratively_excluded_worker,manual_only_no_semi_candidate,True,False,0.9635251809992869,0.9763980152786953,False,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,6,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9899459472069492,0.9950998406033955,True,excluded_worker_descriptive_only
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,14,8,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9826641309301071,0.9908212468055437,True,excluded_worker_descriptive_only
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,14,10,administratively_excluded_worker,manual_only_no_semi_candidate,True,False,0.9823253108843099,0.9909654230729196,False,excluded_worker_descriptive_only
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.998994046774235,1.0,True,excluded_worker_descriptive_only
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,False,0.9763933483702592,0.9878010765546423,False,excluded_worker_descriptive_only
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,False,0.9717863186424542,0.9793264715226803,False,excluded_worker_descriptive_only
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,14,6,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9975580915020049,0.9988361943555426,True,excluded_worker_descriptive_only
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,14,1,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9966733438197475,0.9946001534618956,True,excluded_worker_descriptive_only
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,14,10,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9876271401866618,0.9959801415717363,True,excluded_worker_descriptive_only
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,14,11,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,1.0,1.0,True,excluded_worker_descriptive_only
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,14,12,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9901715917888587,0.990882218554793,True,excluded_worker_descriptive_only
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9977219077330739,0.9964366133610043,True,excluded_worker_descriptive_only
