base_task_id,condition,excluded_worker_id,formal_peer_worker_id,worker_process_class,primary_exclusion_class,metric_compatible,pointwise_correspondence_compatible,q_boundary,q_wallwall,passes_q095,analysis_role
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,31,12,outside_assignment,manual_only_no_semi_candidate,True,False,0.9580151915747965,0.9402914258280837,False,excluded_worker_descriptive_only
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,31,13,outside_assignment,manual_only_no_semi_candidate,True,True,0.916374336931237,0.8229517106756458,False,excluded_worker_descriptive_only
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,31,27,outside_assignment,manual_only_no_semi_candidate,True,False,0.9380434624345537,0.8884940133239733,False,excluded_worker_descriptive_only
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,31,30,outside_assignment,manual_only_no_semi_candidate,True,False,0.9534077997125162,0.9392457996715617,False,excluded_worker_descriptive_only
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,31,35,outside_assignment,manual_only_no_semi_candidate,True,True,0.9223955907622673,0.8248429491164959,False,excluded_worker_descriptive_only
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,14,18,administratively_excluded_worker,administratively_excluded_worker,True,False,0.9727608906828694,0.9670831871429212,False,excluded_worker_descriptive_only
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,14,31,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9972281834375297,0.9964635580942,True,excluded_worker_descriptive_only
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,14,32,administratively_excluded_worker,administratively_excluded_worker,True,False,0.977872155675451,0.9757994794675291,False,excluded_worker_descriptive_only
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,14,34,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9978981345140244,0.9968118793036866,True,excluded_worker_descriptive_only
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,14,8,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9999353185945409,0.999063670411985,True,excluded_worker_descriptive_only
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,14,13,administratively_excluded_worker,administratively_excluded_worker,True,True,0.995720863498337,1.0,True,excluded_worker_descriptive_only
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,14,28,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9580754253933509,0.9781131810077547,True,excluded_worker_descriptive_only
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,14,29,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9460642304393825,0.9769553246989857,False,excluded_worker_descriptive_only
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,14,34,administratively_excluded_worker,administratively_excluded_worker,True,False,0.9552494168389465,0.9627379060318143,False,excluded_worker_descriptive_only
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,14,35,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9596587927989779,0.9773721661449892,True,excluded_worker_descriptive_only
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,1.0,1.0,True,excluded_worker_descriptive_only
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9997482534041163,0.9994528032653079,True,excluded_worker_descriptive_only
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,14,31,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9940463769877643,0.9955682234404137,True,excluded_worker_descriptive_only
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,14,32,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9863916918470391,0.9914262656542523,True,excluded_worker_descriptive_only
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,14,34,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9879902729690402,0.9917801051917443,True,excluded_worker_descriptive_only
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,14,1,administratively_excluded_worker,administratively_excluded_worker,True,False,0.9719690236319648,0.9897707505638127,False,excluded_worker_descriptive_only
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,14,13,administratively_excluded_worker,administratively_excluded_worker,True,True,0.9997550162525535,0.998501872659176,True,excluded_worker_descriptive_only
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,14,18,administratively_excluded_worker,administratively_excluded_worker,True,False,0.9882802398120196,0.9878011571871359,False,excluded_worker_descriptive_only
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,14,30,administratively_excluded_worker,administratively_excluded_worker,True,False,0.9602421692694081,0.9842828255146698,False,excluded_worker_descriptive_only
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,14,35,administratively_excluded_worker,administratively_excluded_worker,True,False,0.9619597101363629,0.9861961155064604,False,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,1,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9837980982562545,0.9836287521550542,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,10,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9964545645736573,0.996955380869511,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,11,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9931489173772544,0.9969521411590697,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,12,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.991120652871114,0.9894615687415497,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,13,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9973848400346493,0.9949261522790935,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,15,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9996236168566903,1.0,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,17,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9950413766108532,0.9967238246650012,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,18,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9967149993088485,0.9958001739758404,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,2,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9967149993088485,0.9958001739758404,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,27,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9962860451897887,0.9960394957983194,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,28,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9948156028446827,0.9970433663725811,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,29,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9923689483337971,0.9929176249797481,True,excluded_worker_descriptive_only
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,14,30,administratively_excluded_worker,manual_only_no_semi_candidate,True,True,0.9961017246902799,0.9971203115392498,True,excluded_worker_descriptive_only
