population,inference_role,threshold,metric,estimand,primary_metric,inference_unit,n_tasks,n_buildings,mean_difference,ci_lower,ci_upper,building_exact_sign_flip_p,task_exact_sign_flip_p_sensitivity,holm_adjusted_p_within_threshold
formal_primary,protocol_reference_only,0.93,shannon_entropy,semi_minus_manual_task_equal,False,building_cluster,22,9,0.03286643990479627,-0.14852102853297805,0.21341386920337746,0.78125,0.8003501892089844,1.0
formal_primary,protocol_reference_only,0.93,gini_simpson,semi_minus_manual_task_equal,False,building_cluster,22,9,0.020833333333333332,-0.08571428571428573,0.12395833333333332,0.734375,0.7943534851074219,1.0
formal_primary,protocol_reference_only,0.93,largest_mode_share,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.006818181818181824,-0.10555555555555557,0.08571428571428573,0.953125,0.9446487426757812,1.0
formal_primary,protocol_reference_only,0.93,supported_multimodality,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.03636363636363637,-0.11000000000000001,0.0,0.5,0.5,1.0
formal_primary,protocol_reference_only,0.93,mode_count,semi_minus_manual_task_equal,False,building_cluster,22,9,0.07272727272727271,-0.3,0.4762301587301582,0.796875,0.8024711608886719,1.0
formal_primary,protocol_reference_only,0.93,pairwise_correspondence_disagreement,semi_minus_manual_task_equal,False,building_cluster,21,9,-0.002294373557049438,-0.005281562841198485,1.7051297991829432e-06,0.109375,0.17380523681640625,0.765625
formal_primary,protocol_reference_only,0.93,pairwise_metric_dissimilarity_all,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.0027934835267229337,-0.007948666955975618,0.003496847705548911,0.39453125,0.4762134552001953,1.0
formal_primary,protocol_reference_only,0.95,shannon_entropy,semi_minus_manual_task_equal,False,building_cluster,22,9,0.03286643990479627,-0.15302276869443834,0.21708942116743982,0.78125,0.8003501892089844,1.0
formal_primary,protocol_reference_only,0.95,gini_simpson,semi_minus_manual_task_equal,False,building_cluster,22,9,0.020833333333333332,-0.08750000000000001,0.1238121118012422,0.734375,0.7943534851074219,1.0
formal_primary,protocol_reference_only,0.95,largest_mode_share,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.006818181818181824,-0.10265838206627678,0.08612179487179474,0.953125,0.9446487426757812,1.0
formal_primary,protocol_reference_only,0.95,supported_multimodality,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.03636363636363637,-0.10770833333333331,0.0,0.5,0.5,1.0
formal_primary,protocol_reference_only,0.95,mode_count,semi_minus_manual_task_equal,False,building_cluster,22,9,0.07272727272727271,-0.296,0.4692391304347825,0.796875,0.8024711608886719,1.0
formal_primary,protocol_reference_only,0.95,pairwise_correspondence_disagreement,semi_minus_manual_task_equal,False,building_cluster,21,9,-0.002294373557049438,-0.0052265878432036835,3.5968271286639397e-06,0.109375,0.17380523681640625,0.765625
formal_primary,protocol_reference_only,0.95,pairwise_metric_dissimilarity_all,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.0027934835267229337,-0.007929053853259602,0.0037367973270408836,0.39453125,0.4762134552001953,1.0
formal_primary,protocol_reference_only,0.97,shannon_entropy,semi_minus_manual_task_equal,False,building_cluster,21,9,-0.005985944878378858,-0.16696695407657275,0.1895723272659055,0.953125,0.9642562866210938,1.0
formal_primary,protocol_reference_only,0.97,gini_simpson,semi_minus_manual_task_equal,False,building_cluster,21,9,-0.0031746031746031763,-0.09531250000000001,0.10483415570175426,0.9765625,0.9734687805175781,1.0
formal_primary,protocol_reference_only,0.97,largest_mode_share,semi_minus_manual_task_equal,False,building_cluster,21,9,0.011904761904761899,-0.09001190476190479,0.09545454545454544,0.890625,0.8883438110351562,1.0
formal_primary,protocol_reference_only,0.97,supported_multimodality,semi_minus_manual_task_equal,False,building_cluster,21,9,-0.0380952380952381,-0.1111111111111111,0.0,0.5,0.5,1.0
formal_primary,protocol_reference_only,0.97,mode_count,semi_minus_manual_task_equal,False,building_cluster,21,9,-2.114710523095536e-17,-0.34285714285714286,0.42857142857142855,1.0,1.0,1.0
formal_primary,protocol_reference_only,0.97,pairwise_correspondence_disagreement,semi_minus_manual_task_equal,False,building_cluster,21,9,-0.002294373557049438,-0.005277161526079844,3.464049094942042e-05,0.109375,0.17380523681640625,0.765625
formal_primary,protocol_reference_only,0.97,pairwise_metric_dissimilarity_all,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.0027934835267229337,-0.007948789610377422,0.0037389910293738966,0.39453125,0.4762134552001953,1.0
formal_plus_oos_tasks,scope_sensitivity,0.93,shannon_entropy,semi_minus_manual_task_equal,False,building_cluster,25,9,0.02123009296316955,-0.15803409149841371,0.18426703151245483,0.8671875,0.8579001426696777,1.0
formal_plus_oos_tasks,scope_sensitivity,0.93,gini_simpson,semi_minus_manual_task_equal,False,building_cluster,25,9,0.019333333333333334,-0.0861111111111111,0.11,0.7421875,0.788541316986084,1.0
formal_plus_oos_tasks,scope_sensitivity,0.93,largest_mode_share,semi_minus_manual_task_equal,False,building_cluster,25,9,0.003999999999999995,-0.08334821428571429,0.09600384615384612,0.9609375,0.9732789993286133,1.0
formal_plus_oos_tasks,scope_sensitivity,0.93,supported_multimodality,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.04,-0.1,0.0,0.25,0.25,1.0
formal_plus_oos_tasks,scope_sensitivity,0.93,mode_count,semi_minus_manual_task_equal,False,building_cluster,25,9,0.032,-0.3391521739130435,0.39261111111111086,0.921875,0.9178533554077148,1.0
formal_plus_oos_tasks,scope_sensitivity,0.93,pairwise_correspondence_disagreement,semi_minus_manual_task_equal,False,building_cluster,23,9,-0.0012206103454352273,-0.005281562841198485,0.0017709763432276074,0.52734375,0.48024845123291016,1.0
formal_plus_oos_tasks,scope_sensitivity,0.93,pairwise_metric_dissimilarity_all,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.002502383318272251,-0.010071622077964715,0.0037149125835210825,0.46875,0.531132161617279,1.0
formal_plus_oos_tasks,scope_sensitivity,0.95,shannon_entropy,semi_minus_manual_task_equal,False,building_cluster,25,9,0.02123009296316955,-0.16597314348356845,0.18373948478081378,0.8671875,0.8579001426696777,1.0
formal_plus_oos_tasks,scope_sensitivity,0.95,gini_simpson,semi_minus_manual_task_equal,False,building_cluster,25,9,0.019333333333333334,-0.08889322916666667,0.10993749999999998,0.7421875,0.788541316986084,1.0
formal_plus_oos_tasks,scope_sensitivity,0.95,largest_mode_share,semi_minus_manual_task_equal,False,building_cluster,25,9,0.003999999999999995,-0.08250271739130437,0.09736842105263156,0.9609375,0.9732789993286133,1.0
formal_plus_oos_tasks,scope_sensitivity,0.95,supported_multimodality,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.04,-0.1,0.0,0.25,0.25,1.0
formal_plus_oos_tasks,scope_sensitivity,0.95,mode_count,semi_minus_manual_task_equal,False,building_cluster,25,9,0.032,-0.33999999999999997,0.3833333333333333,0.921875,0.9178533554077148,1.0
formal_plus_oos_tasks,scope_sensitivity,0.95,pairwise_correspondence_disagreement,semi_minus_manual_task_equal,False,building_cluster,23,9,-0.0012206103454352273,-0.005224796686702653,0.0017652069353774765,0.52734375,0.48024845123291016,1.0
formal_plus_oos_tasks,scope_sensitivity,0.95,pairwise_metric_dissimilarity_all,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.002502383318272251,-0.01012152935167893,0.003675356221709768,0.46875,0.531132161617279,1.0
formal_plus_oos_tasks,scope_sensitivity,0.97,shannon_entropy,semi_minus_manual_task_equal,False,building_cluster,24,9,-0.010688203266128876,-0.1729707563583367,0.16496305664446714,0.9375,0.9284572601318359,1.0
formal_plus_oos_tasks,scope_sensitivity,0.97,gini_simpson,semi_minus_manual_task_equal,False,building_cluster,24,9,0.002430555555555549,-0.09355342741935482,0.09999999999999999,0.984375,0.9764065742492676,1.0
formal_plus_oos_tasks,scope_sensitivity,0.97,largest_mode_share,semi_minus_manual_task_equal,False,building_cluster,24,9,0.02083333333333333,-0.07250568181818182,0.10435817805383008,0.71875,0.7615871429443359,1.0
formal_plus_oos_tasks,scope_sensitivity,0.97,supported_multimodality,semi_minus_manual_task_equal,False,building_cluster,24,9,-0.03333333333333333,-0.096,0.0,0.5,0.5,1.0
formal_plus_oos_tasks,scope_sensitivity,0.97,mode_count,semi_minus_manual_task_equal,False,building_cluster,24,9,-0.041666666666666664,-0.3727272727272727,0.3440363636363632,0.875,0.8901176452636719,1.0
formal_plus_oos_tasks,scope_sensitivity,0.97,pairwise_correspondence_disagreement,semi_minus_manual_task_equal,False,building_cluster,23,9,-0.0012206103454352273,-0.005277161526079844,0.001779366322288558,0.52734375,0.48024845123291016,1.0
formal_plus_oos_tasks,scope_sensitivity,0.97,pairwise_metric_dissimilarity_all,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.002502383318272251,-0.009917319469303262,0.003726087946816789,0.46875,0.531132161617279,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.93,shannon_entropy,semi_minus_manual_task_equal,False,building_cluster,22,9,0.00021169578661283712,-0.21028922701399705,0.2050793325205062,1.0,0.9991073608398438,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.93,gini_simpson,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.002846320346320367,-0.12686335403726712,0.11608708145927037,0.96875,0.9695205688476562,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.93,largest_mode_share,semi_minus_manual_task_equal,False,building_cluster,22,9,0.012987012987012986,-0.09833333333333334,0.1232142857142857,0.796875,0.8454742431640625,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.93,supported_multimodality,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.058008658008658,-0.12941176470588237,0.0,0.25,0.25,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.93,mode_count,semi_minus_manual_task_equal,False,building_cluster,22,9,0.029437229437229394,-0.4022857142857143,0.47619047619047616,0.875,0.913604736328125,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.93,pairwise_correspondence_disagreement,semi_minus_manual_task_equal,False,building_cluster,21,9,-0.0022676999019926015,-0.005115147983411852,-1.144363821300999e-05,0.11328125,0.20981788635253906,0.79296875
all_canonical_in_scope,inclusive_worker_sensitivity,0.93,pairwise_metric_dissimilarity_all,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.003875222558422863,-0.008980668751071405,0.0030340796697705796,0.2890625,0.3291306495666504,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.95,shannon_entropy,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.00262838070136094,-0.21865401416882654,0.20570681486923711,0.9765625,0.9832305908203125,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.95,gini_simpson,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.004740259740259764,-0.1277597552910053,0.1128333333333333,0.953125,0.94989013671875,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.95,largest_mode_share,semi_minus_manual_task_equal,False,building_cluster,22,9,0.01424963924963925,-0.09656084656084656,0.12463410364145658,0.78125,0.832000732421875,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.95,supported_multimodality,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.058008658008658,-0.12858571428571428,0.0,0.25,0.25,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.95,mode_count,semi_minus_manual_task_equal,False,building_cluster,22,9,0.02438672438672436,-0.40584929971988803,0.4624338624338624,0.890625,0.921112060546875,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.95,pairwise_correspondence_disagreement,semi_minus_manual_task_equal,False,building_cluster,21,9,-0.0022676999019926015,-0.00503966333221521,-1.7400776723714063e-05,0.11328125,0.20981788635253906,0.79296875
