population,status,eligibility_filter_applied,n_tasks,n_buildings,mean_difference,ci_lower,ci_upper,building_exact_sign_flip_p,task_exact_sign_flip_p_sensitivity
planned_paired_all_computable,primary_data_mining_inclusive_descriptive,False,22,9,0.056359215719482145,0.024870658544501066,0.09247334115973775,0.01953125,0.00019311904907226562
