building_id,config,source_n,folds,target_appearances,common_people_budget,k_max,outside_pool_n,outside_group_n_min,outside_group_n_max,prediction_identified_folds,prediction_not_reached_folds,prediction_unknown_folds,prediction_lower_onset_finite_folds,prediction_both_onsets_finite_folds,prediction_onset_width_le2_folds,prediction_lower_crossing_lt5_folds,prediction_onset_width_mean_among_both_finite,prediction_lower_onset_mean_among_finite,same_error_lower,same_error_upper,outside_error_lower,outside_error_upper,benefit_lower,benefit_upper,same_prediction_unknown_mean,target_unknown_mean,outside_prediction_unknown_mean,outside_N_identified_prediction_fraction,target_N_identified_n,target_N_not_reached_n,target_N_unknown_n,target_N_both_finite_n,target_N_interval_width_le2_n,target_N_lower_crossing_lt5_n,N_identified_pairs,N_absolute_error_sum,outside_N_identified_pairs,outside_N_absolute_error_sum,N_MAE_identified,outside_N_MAE_identified
7y3sRwLe3Va,ospa30_t6,all,6,9,24,19,35,35,50,0,5,1,1,1,1,1,1.0,2.0,0.3039254385964912,0.8028728070175438,0.20884730576441102,0.6586901629072682,-0.5940255012531329,0.354764724310777,0.3027192982456141,0.30271929824561405,0.3125381578947368,0.13999999999999999,0.0,6.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,ospa30_t6,1,3,6,24,19,35,35,35,0,2,1,1,1,1,1,1.0,2.0,0.33771929824561403,0.8402631578947369,0.2238972431077694,0.6761478696741855,-0.6163659147869675,0.3384285714285715,0.3027192982456141,0.30271929824561405,0.30984210526315786,0.20000000000000004,0.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,ospa30_t6,2,3,3,24,19,35,50,50,0,3,0,0,0,0,0,,,0.2701315789473684,0.7654824561403508,0.19379736842105263,0.6412324561403508,-0.5716850877192983,0.37110087719298246,0.3027192982456141,0.3027192982456141,0.3152342105263158,0.08,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.800,all,6,9,24,19,35,35,50,0,3,3,1,1,1,1,1.0,2.0,0.32708333333333334,0.8197807017543859,0.24460676691729324,0.6350407894736843,-0.5751739348370927,0.307957456140351,0.2998245614035088,0.29982456140350877,0.22793026315789475,0.27714285714285714,0.0,3.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.800,1,3,6,24,19,35,35,35,0,1,2,1,1,1,1,1.0,2.0,0.3569298245614035,0.8596491228070174,0.2586942355889725,0.6442105263157897,-0.600954887218045,0.28728070175438614,0.2998245614035088,0.29982456140350877,0.21942105263157893,0.3142857142857143,0.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.800,2,3,3,24,19,35,50,50,0,2,1,0,0,0,0,,,0.29723684210526313,0.7799122807017546,0.23051929824561404,0.6258710526315789,-0.5493929824561404,0.3286342105263158,0.2998245614035087,0.2998245614035088,0.2364394736842105,0.24,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.850,all,6,9,24,19,35,35,50,0,3,3,1,1,1,1,1.0,2.0,0.32708333333333334,0.8197807017543859,0.2438174812030075,0.6354291979949874,-0.5759632205513785,0.3083458646616542,0.2998245614035088,0.29982456140350877,0.22996353383458645,0.27714285714285714,0.0,3.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.850,1,3,6,24,19,35,35,35,0,1,2,1,1,1,1,1.0,2.0,0.3569298245614035,0.8596491228070174,0.25777443609022554,0.644779448621554,-0.6018746867167919,0.2878496240601505,0.2998245614035088,0.29982456140350877,0.22124812030075183,0.3142857142857143,0.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.850,2,3,3,24,19,35,50,50,0,2,1,0,0,0,0,,,0.29723684210526313,0.7799122807017546,0.22986052631578946,0.6260789473684211,-0.550051754385965,0.32884210526315794,0.2998245614035087,0.2998245614035088,0.23867894736842107,0.24,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.900,all,6,9,24,19,35,35,50,0,3,3,1,1,1,1,1.0,2.0,0.3156798245614035,0.8068640350877193,0.2295520676691729,0.6370668546365915,-0.5773119674185463,0.321387030075188,0.30026315789473684,0.30026315789473684,0.25302387218045114,0.22285714285714284,0.0,3.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.900,1,3,6,24,19,35,35,35,0,1,2,1,1,1,1,1.0,2.0,0.3478070175438596,0.8422807017543859,0.243952380952381,0.6493433583959901,-0.5983283208020049,0.3015363408521305,0.30026315789473684,0.30026315789473684,0.24930827067669173,0.2857142857142857,0.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.900,2,3,3,24,19,35,50,50,0,2,1,0,0,0,0,,,0.2835526315789474,0.7714473684210527,0.2151517543859649,0.6247903508771929,-0.5562956140350876,0.3412377192982456,0.30026315789473684,0.30026315789473684,0.2567394736842106,0.16,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.925,all,6,9,24,19,35,35,50,0,3,3,1,1,1,1,1.0,2.0,0.3156798245614035,0.8068640350877193,0.2184874686716792,0.6498535087719298,-0.58837656641604,0.33417368421052634,0.30026315789473684,0.30026315789473684,0.28742725563909777,0.1742857142857143,0.0,3.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.925,1,3,6,24,19,35,35,35,0,1,2,1,1,1,1,1.0,2.0,0.3478070175438596,0.8422807017543859,0.23439598997493735,0.6594035087719299,-0.6078847117794486,0.31159649122807026,0.30026315789473684,0.30026315789473684,0.27764661654135336,0.22857142857142856,0.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.925,2,3,3,24,19,35,50,50,0,2,1,0,0,0,0,,,0.2835526315789474,0.7714473684210527,0.20257894736842105,0.6403035087719298,-0.5688684210526316,0.35675087719298243,0.30026315789473684,0.30026315789473684,0.2972078947368421,0.12,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.950,all,6,9,24,19,35,35,50,0,3,3,1,1,1,1,1.0,2.0,0.3240570175438596,0.8262499999999999,0.22660845864661658,0.6531733709273183,-0.5996415413533834,0.3291163533834586,0.305701754385965,0.305701754385965,0.2775964285714286,0.16,0.0,3.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.950,1,3,6,24,19,35,35,35,0,1,2,1,1,1,1,1.0,2.0,0.3541228070175439,0.8663157894736843,0.24206516290726818,0.6618546365914788,-0.624250626566416,0.3077318295739349,0.305701754385965,0.3057017543859649,0.2628796992481203,0.20000000000000004,0.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.950,2,3,3,24,19,35,50,50,0,2,1,0,0,0,0,,,0.29399122807017536,0.7861842105263158,0.2111517543859649,0.6444921052631577,-0.5750324561403509,0.35050087719298223,0.30570175438596486,0.305701754385965,0.29231315789473683,0.12,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.975,all,6,9,24,19,35,35,50,0,3,3,1,1,1,1,1.0,2.0,0.2544298245614035,0.9197587719298247,0.15293233082706767,0.7821471804511279,-0.766826441102757,0.5277173558897243,0.4116666666666666,0.4116666666666667,0.4643005639097744,0.09142857142857143,0.0,3.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.975,1,3,6,24,19,35,35,35,0,1,2,1,1,1,1,1.0,2.0,0.2724561403508772,0.9758771929824562,0.158812030075188,0.7897268170426065,-0.8170651629072682,0.5172706766917293,0.4116666666666667,0.4116666666666666,0.454187969924812,0.14285714285714285,0.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,
7y3sRwLe3Va,q_0.975,2,3,3,24,19,35,50,50,0,2,1,0,0,0,0,,,0.23640350877192984,0.8636403508771929,0.14705263157894738,0.7745675438596491,-0.7165877192982456,0.5381640350877194,0.4116666666666666,0.4116666666666667,0.4744131578947368,0.04,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,
B6ByNegPMKs,ospa30_t6,all,6,9,24,19,35,35,50,1,0,5,2,2,1,0,3.0,17.0,0.02013157894736842,0.6061622807017543,0.12010626566416042,0.6323481829573935,-0.48605601503759394,0.6122166040100251,0.4076315789473684,0.4076315789473684,0.2842366541353384,0.1257142857142857,3.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,16.0,112.0,,7.0
B6ByNegPMKs,ospa30_t6,1,3,6,24,19,35,35,35,1,0,2,1,1,1,0,0.0,15.0,0.02833333333333334,0.6249999999999999,0.13695989974937345,0.6652305764411027,-0.48804010025062655,0.6368972431077694,0.4076315789473684,0.4076315789473684,0.30084962406015037,0.1714285714285714,2.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,12.0,86.0,,7.166666666666667
B6ByNegPMKs,ospa30_t6,2,3,3,24,19,35,50,50,0,0,3,1,1,0,0,6.0,19.0,0.011929824561403507,0.5873245614035089,0.10325263157894737,0.5994657894736842,-0.4840719298245613,0.5875359649122808,0.4076315789473684,0.4076315789473685,0.26762368421052635,0.08,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,26.0,,6.5
B6ByNegPMKs,q_0.800,all,6,9,24,19,35,35,50,2,1,3,2,2,2,0,0.0,6.0,0.0625438596491228,0.46337719298245617,0.17300764411027572,0.5299761278195488,-0.2903695488721804,0.467432268170426,0.26535087719298245,0.26535087719298245,0.2104813909774436,0.27285714285714285,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,33.0,176.0,,5.333333333333333
