manifest_row_id,task_id,family,failure_code,required_action,priority,notes
ctrap_006,stage1_prescreen_semi:5,underextend,transform_degenerate,manual_resolution_required,high,family:underextend;lambda_level:medium;source_corner_count:4;failure_code:transform_degenerate;materialization_status:reject
ctrap_012,stage1_prescreen_semi:11,underextend,transform_degenerate,manual_resolution_required,high,family:underextend;lambda_level:medium;source_corner_count:4;failure_code:transform_degenerate;materialization_status:reject
