variant,metric,median,q25,q75
all_calculation_valid,corner_pair_count,0.6388339920948616,0.5454545454545454,0.7262845849802372
all_calculation_valid,log_active_time,0.9424054206662904,0.9198193111236591,0.9570863918690007
all_calculation_valid,peer_distance_mean,0.21047430830039524,0.1331521739130435,0.2959486166007905
strict_clean_tasks,corner_pair_count,0.6383399209486166,0.5444664031620554,0.7223320158102766
strict_clean_tasks,log_active_time,0.940711462450593,0.9198193111236591,0.9548277809147376
strict_clean_tasks,peer_distance_mean,0.2005928853754941,0.12252964426877472,0.30113636363636365
