image_id,condition,building,cut,n_observed,n_excluded,n_reviewed_retained,n_imputed_retained,n_valid,total_clusters,supported_clusters,singletons,doubletons,singleton_share,supported_share,largest_share,effective_modes_simpson,entropy_bits,point_count_disagreement,within_cluster_median,sizes_descending,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,supported_point_counts
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va,0.2,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0626401137484,4;1,0.2,1,1,0,1,0,False,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.05,24,0,0,0,24,2,2,0,0,0,1,0.708333333333,1.70414201183,0.870864469235,0,0.0153390969539,17;7,0,1,0,0,0.961438923395,0.90756302521,True,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.075,24,0,0,0,24,1,1,0,0,0,1,1,1,-0,0,0.022511757592,24,0,1,0,0,1,0,False,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.1,24,0,0,0,24,1,1,0,0,0,1,1,1,-0,0,0.022511757592,24,0,1,0,0,1,0,False,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.125,24,0,0,0,24,1,1,0,0,0,1,1,1,-0,0,0.022511757592,24,0,1,0,0,1,0,False,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.15,24,0,0,0,24,1,1,0,0,0,1,1,1,-0,0,0.022511757592,24,0,1,0,0,1,0,False,1
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.2,24,0,0,0,24,1,1,0,0,0,1,1,1,-0,0,0.022511757592,24,0,1,0,0,1,0,False,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.05,24,0,0,0,24,9,3,6,2,0.25,0.75,0.583333333333,2.74285714286,2.19733879619,0.235507246377,0.0128766636541,14;2;2;1;1;1;1;1;1,0.25,0.757042253521,5,1,1,0.535714285714,True,2
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.075,24,0,0,0,24,7,2,5,1,0.208333333333,0.791666666667,0.708333333333,1.93288590604,1.60634298817,0.235507246377,0.0227007242427,17;2;1;1;1;1;1,0.208333333333,0.795227920228,5,0,1,0,False,2
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.1,24,0,0,0,24,7,2,5,1,0.208333333333,0.791666666667,0.708333333333,1.93288590604,1.60634298817,0.235507246377,0.0227007242427,17;2;1;1;1;1;1,0.208333333333,0.795227920228,5,0,1,0,False,2
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.125,24,0,0,0,24,7,2,5,1,0.208333333333,0.791666666667,0.708333333333,1.93288590604,1.60634298817,0.235507246377,0.0227007242427,17;2;1;1;1;1;1,0.208333333333,0.795227920228,5,0,1,0,False,2
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.15,24,0,0,0,24,6,2,4,1,0.166666666667,0.833333333333,0.75,1.73493975904,1.37418541631,0.235507246377,0.0277752183138,18;2;1;1;1;1,0.166666666667,0.836879432624,3,1,1,0,False,2
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.2,24,0,0,0,24,4,3,1,2,0.0416666666667,0.958333333333,0.791666666667,1.55675675676,1.05535321924,0.235507246377,0.0335172886852,19;2;2;1,0.0416666666667,0.96450617284,1,0,1,0.394736842105,False,2
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,7y3sRwLe3Va,0.05,5,0,0,0,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.4,0,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,7y3sRwLe3Va,0.075,5,0,0,0,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.4,0,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,7y3sRwLe3Va,0.1,5,0,0,0,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.4,0,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,7y3sRwLe3Va,0.125,5,0,0,0,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.4,0,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,7y3sRwLe3Va,0.15,5,0,0,0,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.4,0,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,7y3sRwLe3Va,0.2,5,0,0,0,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.4,0,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.05,6,0,0,0,6,6,0,6,0,1,0,0.166666666667,6,2.58496250072,0.6,,1;1;1;1;1;1,1,0.0740740740741,6,0,,0,False,0
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.075,6,0,0,0,6,6,0,6,0,1,0,0.166666666667,6,2.58496250072,0.6,,1;1;1;1;1;1,1,0.0740740740741,6,0,,0,False,0
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.1,6,0,0,0,6,5,1,4,1,0.666666666667,0.333333333333,0.333333333333,4.5,2.25162916739,0.6,0.0871720435997,2;1;1;1;1,0.666666666667,0.393939393939,4,0,1,0,False,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.125,6,0,0,0,6,5,1,4,1,0.666666666667,0.333333333333,0.333333333333,4.5,2.25162916739,0.6,0.0871720435997,2;1;1;1;1,0.666666666667,0.393939393939,4,0,1,0,False,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.15,6,0,0,0,6,5,1,4,1,0.666666666667,0.333333333333,0.333333333333,4.5,2.25162916739,0.6,0.0871720435997,2;1;1;1;1,0.666666666667,0.393939393939,4,0,1,0,False,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,7y3sRwLe3Va,0.2,6,0,0,0,6,4,2,2,2,0.333333333333,0.666666666667,0.333333333333,3.6,1.91829583405,0.6,0.13253673182,2;2;1;1,0.333333333333,0.761904761905,2,0,1,0,False,2
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.05,6,0,0,0,6,3,1,2,0,0.333333333333,0.666666666667,0.666666666667,2,1.25162916739,0.6,0.0177253478985,4;1;1,0.333333333333,0.761904761905,2,0,1,0,False,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.075,6,0,0,0,6,3,1,2,0,0.333333333333,0.666666666667,0.666666666667,2,1.25162916739,0.6,0.0177253478985,4;1;1,0.333333333333,0.761904761905,2,0,1,0,False,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.1,6,0,0,0,6,3,1,2,0,0.333333333333,0.666666666667,0.666666666667,2,1.25162916739,0.6,0.0177253478985,4;1;1,0.333333333333,0.761904761905,2,0,1,0,False,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.125,6,0,0,0,6,3,1,2,0,0.333333333333,0.666666666667,0.666666666667,2,1.25162916739,0.6,0.0177253478985,4;1;1,0.333333333333,0.761904761905,2,0,1,0,False,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.15,6,0,0,0,6,3,1,2,0,0.333333333333,0.666666666667,0.666666666667,2,1.25162916739,0.6,0.0177253478985,4;1;1,0.333333333333,0.761904761905,2,0,1,0,False,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,7y3sRwLe3Va,0.2,6,0,0,0,6,3,1,2,0,0.333333333333,0.666666666667,0.666666666667,2,1.25162916739,0.6,0.0177253478985,4;1;1,0.333333333333,0.761904761905,2,0,1,0,False,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,7y3sRwLe3Va,0.05,4,0,0,0,4,1,1,0,0,0,1,1,1,-0,0,0,4,0,1,0,0,1,0,False,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,7y3sRwLe3Va,0.075,4,0,0,0,4,1,1,0,0,0,1,1,1,-0,0,0,4,0,1,0,0,1,0,False,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,7y3sRwLe3Va,0.1,4,0,0,0,4,1,1,0,0,0,1,1,1,-0,0,0,4,0,1,0,0,1,0,False,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,7y3sRwLe3Va,0.125,4,0,0,0,4,1,1,0,0,0,1,1,1,-0,0,0,4,0,1,0,0,1,0,False,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,7y3sRwLe3Va,0.15,4,0,0,0,4,1,1,0,0,0,1,1,1,-0,0,0,4,0,1,0,0,1,0,False,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,7y3sRwLe3Va,0.2,4,0,0,0,4,1,1,0,0,0,1,1,1,-0,0,0,4,0,1,0,0,1,0,False,1
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va,0.05,5,0,0,0,5,5,0,5,0,1,0,0.2,5,2.32192809489,0.7,,1;1;1;1;1,1,0.111111111111,5,0,,0,False,0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va,0.075,5,0,0,0,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.7,0.0534008931639,2;1;1;1,0.6,0.485714285714,2,1,1,0,False,1
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va,0.1,5,0,0,0,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.7,0.059708590451,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va,0.125,5,0,0,0,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.7,0.059708590451,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va,0.15,5,0,0,0,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.7,0.059708590451,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,manual,7y3sRwLe3Va,0.2,5,0,0,0,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.7,0.059708590451,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,7y3sRwLe3Va,0.05,4,0,0,0,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0.833333333333,0,2;1;1,0.5,0.625,2,0,1,0,False,1
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,7y3sRwLe3Va,0.075,4,0,0,0,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0.833333333333,0,2;1;1,0.5,0.625,2,0,1,0,False,1
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,7y3sRwLe3Va,0.1,4,0,0,0,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0.833333333333,0,2;1;1,0.5,0.625,2,0,1,0,False,1
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,7y3sRwLe3Va,0.125,4,0,0,0,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0.833333333333,0,2;1;1,0.5,0.625,2,0,1,0,False,1
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,7y3sRwLe3Va,0.15,4,0,0,0,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0.833333333333,0,2;1;1,0.5,0.625,2,0,1,0,False,1
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,semi,7y3sRwLe3Va,0.2,4,0,0,0,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0.833333333333,0,2;1;1,0.5,0.625,2,0,1,0,False,1
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va,0.05,5,0,0,0,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.4,0.0334224850734,2;1;1;1,0.6,0.485714285714,2,1,1,0,False,1
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va,0.075,5,0,0,0,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.4,0.0489397819144,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va,0.1,5,0,0,0,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.4,0.0489397819144,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va,0.125,5,0,0,0,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.4,0.0489397819144,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va,0.15,5,0,0,0,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.4,0.0489397819144,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,manual,7y3sRwLe3Va,0.2,5,0,0,0,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.4,0.0489397819144,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va,0.05,5,0,0,0,5,3,2,1,2,0.2,0.8,0.4,2.77777777778,1.52192809489,0,0.0463458256646,2;2;1,0.2,0.9,1,0,0.888888888889,0.5,False,1
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va,0.075,5,0,0,0,5,3,2,1,2,0.2,0.8,0.4,2.77777777778,1.52192809489,0,0.0463458256646,2;2;1,0.2,0.9,1,0,0.888888888889,0.5,False,1
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va,0.1,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0,0.0498200930069,4;1,0.2,1,1,0,1,0,False,1
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va,0.125,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0,0.0498200930069,4;1,0.2,1,1,0,1,0,False,1
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va,0.15,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0,0.0498200930069,4;1,0.2,1,1,0,1,0,False,1
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,manual,7y3sRwLe3Va,0.2,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0,0.0498200930069,4;1,0.2,1,0,1,0.95,0,False,1
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,0.05,5,0,0,0,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.4,0.0348861881579,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,0.075,5,0,0,0,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.4,0.0348861881579,3;1;1,0.4,0.733333333333,1,1,0.933333333333,0,False,1
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,0.1,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0499534341062,4;1,0.2,1,1,0,1,0,False,1
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,0.125,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0499534341062,4;1,0.2,1,1,0,1,0,False,1
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,0.15,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0499534341062,4;1,0.2,1,1,0,1,0,False,1
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,7y3sRwLe3Va,0.2,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0499534341062,4;1,0.2,1,1,0,1,0,False,1
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.05,24,0,0,0,24,10,4,6,2,0.25,0.75,0.458333333333,4,2.63460269626,0.365942028986,0,11;3;2;2;1;1;1;1;1;1,0.25,0.757042253521,6,0,1,0,False,2
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.075,24,0,0,0,24,10,4,6,2,0.25,0.75,0.458333333333,4,2.63460269626,0.365942028986,0,11;3;2;2;1;1;1;1;1;1,0.25,0.757042253521,6,0,0.996527777778,0.590909090909,True,2
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.1,24,0,0,0,24,7,5,2,3,0.0833333333333,0.916666666667,0.541666666667,3,2.1324373408,0.365942028986,0.00600367283515,13;3;2;2;2;1;1,0.0833333333333,0.926282051282,2,0,1,0.461538461538,False,2
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.125,24,0,0,0,24,7,5,2,3,0.0833333333333,0.916666666667,0.541666666667,3,2.1324373408,0.365942028986,0.00600367283515,13;3;2;2;2;1;1,0.0833333333333,0.926282051282,2,0,1,0.884615384615,True,2
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.15,24,0,0,0,24,6,4,2,2,0.0833333333333,0.916666666667,0.625,2.3606557377,1.77836889921,0.365942028986,0.00819555681838,15;3;2;2;1;1,0.0833333333333,0.923333333333,2,0,1,0.466666666667,False,2
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,B6ByNegPMKs,0.2,24,0,0,0,24,5,5,0,3,0,1,0.625,2.34146341463,1.69503556588,0.365942028986,0.00819555681838,15;3;2;2;2,0,1,0,0,0.960227272727,0.966666666667,True,3
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,0.05,24,0,0,0,24,11,3,8,0,0.333333333333,0.666666666667,0.25,6.12765957447,2.971251836,0.0833333333333,0.0135931458234,6;5;5;1;1;1;1;1;1;1;1,0.333333333333,0.670756646217,7,1,0.932953042328,0.72,True,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,0.075,24,0,0,0,24,8,2,6,0,0.25,0.75,0.458333333333,3.27272727273,2.18057782325,0.0833333333333,0.0301771834629,11;7;1;1;1;1;1;1,0.25,0.754273504274,1,5,0.975,0,False,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,0.1,24,0,0,0,24,6,3,3,1,0.125,0.875,0.5,2.88,1.89033606476,0.0833333333333,0.0352443604896,12;7;2;1;1;1,0.125,0.878521126761,1,2,0.954545454545,0.666666666667,True,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,0.125,24,0,0,0,24,4,3,1,1,0.0416666666667,0.958333333333,0.541666666667,2.42016806723,1.49722432006,0.0833333333333,0.0457504158815,13;8;2;1,0.0416666666667,0.961666666667,1,0,0.954545454545,0.846153846154,True,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,0.15,24,0,0,0,24,4,3,1,1,0.0416666666667,0.958333333333,0.541666666667,2.42016806723,1.49722432006,0.0833333333333,0.0457504158815,13;8;2;1,0.0416666666667,0.961666666667,1,0,0.954545454545,0.923076923077,True,1
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,B6ByNegPMKs,0.2,24,0,0,0,24,3,2,1,0,0.0416666666667,0.958333333333,0.625,1.98620689655,1.14315587847,0.0833333333333,0.0565413493221,15;8;1,0.0416666666667,1,1,0,1,0,False,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,B6ByNegPMKs,0.05,5,0,0,0,5,5,0,5,0,1,0,0.2,5,2.32192809489,0.4,,1;1;1;1;1,1,0.111111111111,5,0,,0,False,0
