image_id,condition,code,id_a,id_b,worker_a,worker_b,n_a,n_b,legacy,stable,delta,local_max_stable,cardinality_floor
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7-06,b7ad646fe3dc3b0d378e,3651a92290f6ddca5577,W008,W031,8,8,1.3935326591882315,1.393532659188264,3.241851231905457e-14,2.4310408821116236,0.0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7-06,b7ad646fe3dc3b0d378e,17be19782ab6f1fa54ca,W008,W034,8,8,1.6319780383734146,1.631978038373563,1.4832579608992091e-13,4.202771667951149,0.0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7-06,3651a92290f6ddca5577,17be19782ab6f1fa54ca,W031,W034,8,8,1.120063423538098,1.12006342353836,2.6201263381153694e-13,2.8007005572909636,0.0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7-09,8bdb2a37829bea126cde,06925f70038be9cf6628,W008,W031,8,8,1.2564104548617825,1.2564104548617245,-5.795364188543317e-14,3.5165355928074957,0.0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7-09,8bdb2a37829bea126cde,022a2edfc36f1862ff6d,W008,W034,8,8,2.618252178518774,2.6182521785187625,-1.1546319456101628e-14,6.620613692190566,0.0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7-09,06925f70038be9cf6628,022a2edfc36f1862ff6d,W031,W034,8,8,3.2421882803332496,3.242188280333611,3.6148861681795097e-13,10.136471852041627,0.0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va-03,9ba553c8c79977374da6,bd14297e6f34d6705898,W006,W010,8,8,3.201651173443477e-07,0.0,-3.201651173443477e-07,0.0,0.0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va-03,9ba553c8c79977374da6,a3e7b70ed81a76c41c0f,W006,W027,8,8,3.870716336910932,3.870716336911022,9.015010959956271e-14,6.54372644063614,0.0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va-03,9ba553c8c79977374da6,98fc2a900301cecb1f95,W006,W028,8,8,2.0420484600131266,2.0420484600130657,-6.084022174945858e-14,3.943346246434193,0.0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va-03,9ba553c8c79977374da6,d5c88ef7632f0c3ce88f,W006,W030,8,12,11.519619581655164,11.519619581655228,6.394884621840902e-14,19.62590553106991,10.0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va-03,bd14297e6f34d6705898,a3e7b70ed81a76c41c0f,W010,W027,8,8,3.870716336910932,3.870716336911022,9.015010959956271e-14,6.54372644063614,0.0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va-03,bd14297e6f34d6705898,98fc2a900301cecb1f95,W010,W028,8,8,2.0420484600131266,2.0420484600130657,-6.084022174945858e-14,3.943346246434193,0.0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va-03,bd14297e6f34d6705898,d5c88ef7632f0c3ce88f,W010,W030,8,12,11.519619581655164,11.519619581655228,6.394884621840902e-14,19.62590553106991,10.0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va-03,a3e7b70ed81a76c41c0f,98fc2a900301cecb1f95,W027,W028,8,8,3.757455574393117,3.757455574393106,-1.0658141036401503e-14,7.541591787662436,0.0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va-03,a3e7b70ed81a76c41c0f,d5c88ef7632f0c3ce88f,W027,W030,8,12,12.070453384536089,12.070453384536131,4.263256414560601e-14,15.381969795518152,10.0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va-03,98fc2a900301cecb1f95,d5c88ef7632f0c3ce88f,W028,W030,8,12,10.795175787342677,10.795175787342417,-2.5934809855243657e-13,19.292237124040163,10.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,f5958e31992e703a,W001,W002,8,8,2.089186118760802,2.0891861187606326,-1.6919798895287386e-13,3.3303906619405135,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,59650fcf724f11bc,W001,W006,8,8,2.7284752756058688,2.7284752756057724,-9.636735853746359e-14,4.086902904095317,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,13d54802362fd649,W001,W008,8,8,2.129388283489856,2.1293882834897535,-1.0258460747536446e-13,3.6349943647126324,0.0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,84b0461c974c6f08,W001,W010,8,8,2.4552230928399026,2.4552230928396357,-2.6689761511988763e-13,4.480602315742318,0.0
