image_id,building,condition,cut,scene,n_valid,n_modes,n_supported_modes,supported_mass,singleton_mass,largest_share,topology_disagreement,same_topology_between_mode_pair_fraction,within_mode_mean_d,between_mode_same_topology_mean_d,within_mode_median_d,within_mode_max_median_d,within_mode_macro_median_d,same_topology_median_d,mode_entropy,topology_entropy,supported_topologies,supported_minority_modes,same_topology_multimodality,n_observed,n_invalid,stages,contexts,imputed_responses,late_new,late_promotions,later_repartition,n_singletons,naive_many_modes,scene_category,main_function_primary
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.05,卫浴,24,4,3,0.958333333333,0.0416666666667,0.583333333333,0,0.61231884058,0.0228878663369,0.0504291396997,0.0240907583591,0.0293522595779,0.0275595218079,0.0369651835105,1.54693710975,-0,1,1,True,24,0,P1,1,0,0.01,0.0775,0.0259273483315,1,False,卫浴,bathroom
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.1,卫浴,24,2,2,1,0,0.75,0,0.391304347826,0.0303729474248,0.0543413994438,0.0275991289816,0.034037773799,0.0305953420796,0.0369651835105,0.811278124459,-0,1,0,True,24,0,P1,1,0,0,0.0841666666667,0.0345893930014,0,False,卫浴,bathroom
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,0.2,卫浴,24,1,1,1,0,1,0,0,0.0397519069105,,0.0369651835105,0.0369651835105,0.0369651835105,0.0369651835105,-0,-0,1,0,False,24,0,P1,1,0,0,0,0,0,False,卫浴,bathroom
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,0.05,卫浴,5,4,1,0.4,0.6,0.4,0.7,0.666666666667,0.00934219220322,0.0613562462789,0.00934219220322,0.00934219220322,0.00934219220322,0.0597743087537,1.92192809489,1.37095059445,1,0,False,5,0,C1,1,0,0.696666666667,0.303333333333,0,3,False,卫浴,bathroom
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,0.1,卫浴,5,3,1,0.6,0.4,0.6,0.7,0,0.0440182282537,,0.0597743087537,0.0597743087537,0.0597743087537,0.0597743087537,1.37095059445,1.37095059445,1,0,False,5,0,C1,1,0,0.423333333333,0.243333333333,0,2,False,卫浴,bathroom
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,0.2,卫浴,5,3,1,0.6,0.4,0.6,0.7,0,0.0440182282537,,0.0597743087537,0.0597743087537,0.0597743087537,0.0597743087537,1.37095059445,1.37095059445,1,0,False,5,0,C1,1,0,0.42,0.246666666667,0,2,False,卫浴,bathroom
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,0.05,卫浴,4,3,1,0.5,0.5,0.5,0.5,0.666666666667,0.013799357115,0.0739957295424,0.013799357115,0.013799357115,0.013799357115,0.0696778568214,1.5,0.811278124459,1,0,False,4,0,C1,1,0,0.59,0.41,0,2,False,卫浴,bathroom
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,0.1,卫浴,4,2,1,0.75,0.25,0.75,0.5,0,0.0539302720666,,0.0696778568214,0.0696778568214,0.0696778568214,0.0696778568214,0.811278124459,0.811278124459,1,0,False,4,0,C1,1,0,0.275,0.225,0,1,False,卫浴,bathroom
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,0.2,卫浴,4,2,1,0.75,0.25,0.75,0.5,0,0.0539302720666,,0.0696778568214,0.0696778568214,0.0696778568214,0.0696778568214,0.811278124459,0.811278124459,1,0,False,4,0,C1,1,0,0.245,0.255,0,1,False,卫浴,bathroom
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,0.05,厨房与用餐,5,4,1,0.4,0.6,0.4,0,0.9,0.038993037897,0.0831906747431,0.038993037897,0.038993037897,0.038993037897,0.0711220350012,1.92192809489,-0,1,0,False,5,0,C1,1,0,0.693333333333,0.306666666667,0,3,False,厨房与用餐,dining
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,0.1,厨房与用餐,5,2,1,0.8,0.2,0.8,0,0.4,0.0579456912181,0.110008740819,0.0575182402261,0.0575182402261,0.0575182402261,0.0711220350012,0.721928094887,-0,1,0,False,5,0,C1,1,0,0.0566666666667,0.106666666667,0.02,1,False,厨房与用餐,dining
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,0.2,厨房与用餐,5,1,1,1,0,1,0,0,0.0787709110585,,0.0711220350012,0.0711220350012,0.0711220350012,0.0711220350012,-0,-0,1,0,False,5,0,C1,1,0,0,0,0,0,False,厨房与用餐,dining
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,0.05,厨房与用餐,4,1,1,1,0,1,0,0,0.000842867407285,,0.000842867407285,0.000842867407285,0.000842867407285,0.000842867407285,-0,-0,1,0,False,4,0,C1,1,0,0,0,0,0,False,厨房与用餐,dining
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,0.1,厨房与用餐,4,1,1,1,0,1,0,0,0.000842867407285,,0.000842867407285,0.000842867407285,0.000842867407285,0.000842867407285,-0,-0,1,0,False,4,0,C1,1,0,0,0,0,0,False,厨房与用餐,dining
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,0.2,厨房与用餐,4,1,1,1,0,1,0,0,0.000842867407285,,0.000842867407285,0.000842867407285,0.000842867407285,0.000842867407285,-0,-0,1,0,False,4,0,C1,1,0,0,0,0,0,False,厨房与用餐,dining
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,0.05,复合／待定,5,3,1,0.6,0.4,0.6,0,0.7,0.0395552774156,0.0763251041921,0.0419863357473,0.0419863357473,0.0419863357473,0.0669165717656,1.37095059445,-0,1,0,False,5,0,C1,1,0,0.426666666667,0.24,0,2,False,复合／待定,special
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,0.1,复合／待定,5,2,1,0.8,0.2,0.8,0,0.4,0.0551481395248,0.0805131811106,0.0572270208612,0.0572270208612,0.0572270208612,0.0669165717656,0.721928094887,-0,1,0,False,5,0,C1,1,0,0,0.03,0.0977777777777,1,False,复合／待定,special
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,0.2,复合／待定,5,1,1,1,0,1,0,0,0.0652941561591,,0.0669165717656,0.0669165717656,0.0669165717656,0.0669165717656,-0,-0,1,0,False,5,0,C1,1,0,0,0,0,0,False,复合／待定,special
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,0.05,复合／待定,5,2,2,1,0,0.6,0,0.6,0.00940457222559,0.0767637859027,0,0.0376182889024,0.0188091444512,0.0764048005976,0.970950594455,-0,1,0,True,5,0,C1,1,0,0.166666666667,0.5,0,0,False,复合／待定,special
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,0.1,复合／待定,5,1,1,1,0,1,0,0,0.0498201004319,,0.0764048005976,0.0764048005976,0.0764048005976,0.0764048005976,-0,-0,1,0,False,5,0,C1,1,0,0,0,0,0,False,复合／待定,special
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,0.2,复合／待定,5,1,1,1,0,1,0,0,0.0498201004319,,0.0764048005976,0.0764048005976,0.0764048005976,0.0764048005976,-0,-0,1,0,False,5,0,C1,1,0,0,0,0,0,False,复合／待定,special
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,0.05,起居与休闲,5,2,1,0.8,0.2,0.8,0,0.4,0.0334161289233,0.0962984656098,0.0389265898881,0.0389265898881,0.0389265898881,0.0439571090047,0.721928094887,-0,1,0,False,5,0,C1,1,0,0.22,0.113333333333,0,1,False,起居与休闲,living
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,0.1,起居与休闲,5,2,1,0.8,0.2,0.8,0,0.4,0.0334161289233,0.0962984656098,0.0389265898881,0.0389265898881,0.0389265898881,0.0439571090047,0.721928094887,-0,1,0,False,5,0,C1,1,0,0,0.05,0.102222222222,1,False,起居与休闲,living
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,0.2,起居与休闲,5,1,1,1,0,1,0,0,0.0585690635979,,0.0439571090047,0.0439571090047,0.0439571090047,0.0439571090047,-0,-0,1,0,False,5,0,C1,1,0,0,0,0,0,False,起居与休闲,living
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.05,复合／待定,24,8,4,0.833333333333,0.166666666667,0.458333333333,0.289855072464,0.668367346939,0.00747139628294,0.104367370457,0.00162930569772,0.0273830999047,0.0131956342285,0.0569505314899,2.38460269626,0.650022421648,2,3,True,24,0,P1,1,0,0.179166666667,0.125,0,4,True,复合／待定,special
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,复合／待定,24,4,3,0.958333333333,0.0416666666667,0.583333333333,0.289855072464,0.454081632653,0.0274860297743,0.126031023623,0.0273830999047,0.052959413473,0.0269818328903,0.0569505314899,1.54693710975,0.650022421648,2,1,True,24,0,P1,1,0,0.0183333333333,0.06,0.00486900022006,1,False,复合／待定,special
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.2,复合／待定,24,2,2,1,0,0.833333333333,0.289855072464,0,0.0722335014708,,0.0569505314899,0.0602616323322,0.0301308161661,0.0569505314899,0.650022421648,0.650022421648,2,1,False,24,0,P1,1,0,0.005,0.025,0,0,False,复合／待定,special
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.05,通行与连接,24,19,4,0.375,0.625,0.125,0.728260869565,0.92,0.023332453877,0.249606488193,0.0189789689176,0.0473683968151,0.0213315836626,0.270855280647,4.13684218813,1.82917227208,2,4,True,24,0,P1,1,0,0.650833333333,0.201666666667,0.000840070220968,15,True,通行与连接,circulation
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,通行与连接,24,15,5,0.583333333333,0.416666666667,0.208333333333,0.728260869565,0.786666666667,0.0438470531855,0.282394738265,0.0485658494263,0.0871762142653,0.0502828976573,0.270855280647,3.65310716836,1.82917227208,4,4,True,24,0,P1,1,0,0.469166666667,0.235833333333,0,10,True,通行与连接,circulation
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.2,通行与连接,24,11,6,0.791666666667,0.208333333333,0.25,0.728260869565,0.64,0.0796530526432,0.3169210414,0.0601890739443,0.139548349739,0.0964692195984,0.270855280647,3.15726822962,1.82917227208,4,5,True,24,0,P1,1,0,0.230833333333,0.2525,0.000864347631949,5,True,通行与连接,circulation
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.05,卧室,24,11,4,0.708333333333,0.291666666667,0.458333333333,0.300724637681,0.699481865285,0.0159796356674,0.113805645343,0.0172353417949,0.0268699226134,0.0168136945487,0.049745027015,2.74938967551,0.785235442392,2,3,True,24,0,P1,1,0,0.2325,0.199166666667,0.0105858919218,7,True,卧室,sleep
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.1,卧室,24,7,3,0.833333333333,0.166666666667,0.583333333333,0.300724637681,0.497409326425,0.0273875064926,0.14202075896,0.0242046332434,0.0539616819327,0.0358250798801,0.049745027015,1.96776483767,0.785235442392,2,2,True,24,0,P1,1,0,0.1775,0.114166666667,0.0135856520706,4,True,卧室,sleep
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.2,卧室,24,5,3,0.916666666667,0.0833333333333,0.708333333333,0.300724637681,0.274611398964,0.0378407004866,0.207412885318,0.0317519294874,0.104688379291,0.0632174041289,0.049745027015,1.40822267558,0.785235442392,2,2,True,24,0,P1,1,0,0.0625,0.105,0.0012346599479,2,True,卧室,sleep
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,0.05,卧室,5,3,1,0.6,0.4,0.6,0.4,0.5,0.0232897063138,0.0474809497585,0.0349345594706,0.0349345594706,0.0349345594706,0.038521104419,1.37095059445,0.721928094887,1,0,False,5,0,C1,1,0,0.25,0.123333333333,0.07,2,False,卧室,sleep
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,0.1,卧室,5,2,1,0.8,0.2,0.8,0.4,0,0.0353853280361,,0.038521104419,0.038521104419,0.038521104419,0.038521104419,0.721928094887,0.721928094887,1,0,False,5,0,C1,1,0,0.21,0.123333333333,0,1,False,卧室,sleep
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,0.2,卧室,5,2,1,0.8,0.2,0.8,0.4,0,0.0353853280361,,0.038521104419,0.038521104419,0.038521104419,0.038521104419,0.721928094887,0.721928094887,1,0,False,5,0,C1,1,0,0.193333333333,0.14,0,1,False,卧室,sleep
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,0.05,卧室,6,5,1,0.333333333333,0.666666666667,0.333333333333,0,0.933333333333,0.0215934820893,0.329207771869,0.0215934820893,0.0215934820893,0.0215934820893,0.461393843429,2.25162916739,-0,1,0,False,6,0,C1,1,0,0.736666666667,0.263333333333,0,4,True,卧室,sleep
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,0.1,卧室,6,3,3,1,0,0.333333333333,0,0.8,0.0539846673911,0.37237902384,0.0584549756715,0.0819055444125,0.0539846673911,0.461393843429,1.58496250072,-0,1,0,True,6,0,C1,1,0,0.103333333333,0.736666666667,0.0266666666667,0,False,卧室,sleep
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,0.2,卧室,6,2,2,1,0,0.666666666667,0,0.533333333333,0.0766644318961,0.511731408122,0.0817965855233,0.0819055444125,0.0811836095537,0.461393843429,0.918295834054,-0,1,0,True,6,0,C1,1,0,0.0633333333333,0.333333333333,0,0,False,卧室,sleep
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,0.05,卧室,6,2,2,1,0,0.5,0,0.6,0.0263450124218,0.0583192582428,0.0270550747534,0.0343501312169,0.0285298663371,0.051944120064,1,-0,1,0,True,6,0,C1,1,0,0.0366666666667,0.333333333333,0,0,False,卧室,sleep
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,0.1,卧室,6,1,1,1,0,1,0,0,0.0455295599144,,0.051944120064,0.051944120064,0.051944120064,0.051944120064,-0,-0,1,0,False,6,0,C1,1,0,0,0,0,0,False,卧室,sleep
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,0.2,卧室,6,1,1,1,0,1,0,0,0.0455295599144,,0.051944120064,0.051944120064,0.051944120064,0.051944120064,-0,-0,1,0,False,6,0,C1,1,0,0,0,0,0,False,卧室,sleep
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,0.05,卧室,24,5,3,0.916666666667,0.0833333333333,0.541666666667,0.228260869565,0.549295774648,0.0137793134338,0.0529779061584,0.0138100339604,0.0227322524102,0.0159610950537,0.0278134388176,1.73619671562,0.5435644432,2,1,True,24,0,P1,1,0,0.0841666666667,0.0866666666667,0.0172958013753,2,True,卧室,sleep
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,0.1,卧室,24,3,3,1,0,0.791666666667,0.228260869565,0.178403755869,0.0242340835121,0.086322749883,0.0226903944883,0.0542998339207,0.0294911266715,0.0278134388176,0.940566239988,0.5435644432,2,2,True,24,0,P1,1,0,0.00833333333333,0.0966666666667,0.0133504554472,0,False,卧室,sleep
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,0.2,卧室,24,2,2,1,0,0.875,0.228260869565,0,0.0353109347896,,0.0278134388176,0.0278134388176,0.0196482952116,0.0278134388176,0.5435644432,0.5435644432,2,1,False,24,0,P1,1,0,0.00416666666667,0.0391666666667,0,0,False,卧室,sleep
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,0.05,厨房与用餐,6,3,1,0.666666666667,0.333333333333,0.666666666667,0,0.6,0.0259158915255,0.224357810685,0.0289455265764,0.0289455265764,0.0289455265764,0.215419741646,1.25162916739,-0,1,0,False,6,0,C1,1,0,0.383333333333,0.0533333333333,0,2,False,厨房与用餐,kitchen
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,0.1,厨房与用餐,6,2,2,1,0,0.666666666667,0,0.533333333333,0.030627013717,0.245040818662,0.0394956254331,0.0588937468657,0.043919636721,0.215419741646,0.918295834054,-0,1,0,True,6,0,C1,1,0,0.0833333333333,0.333333333333,0,0,False,厨房与用餐,kitchen
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,0.2,厨房与用餐,6,2,2,1,0,0.666666666667,0,0.533333333333,0.030627013717,0.245040818662,0.0394956254331,0.0588937468657,0.043919636721,0.215419741646,0.918295834054,-0,1,0,True,6,0,C1,1,0,0.08,0.333333333333,0,0,False,厨房与用餐,kitchen
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,0.05,卧室,24,5,2,0.875,0.125,0.75,0,0.434782608696,0.0120792886489,0.0694630571404,0.00638229695027,0.0415232309596,0.0232777241982,0.0296839502873,1.25939843705,-0,1,1,True,24,0,P1,1,0,0.0516666666667,0.04,0.000209873459874,3,True,卧室,sleep
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,0.1,卧室,24,2,2,1,0,0.833333333333,0,0.289855072464,0.0219337512692,0.0740115079665,0.0162932677392,0.0440337513875,0.0301635095634,0.0296839502873,0.650022421648,-0,1,1,True,24,0,P1,1,0,0,0.0541666666667,0.0132140143845,0,False,卧室,sleep
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,0.2,卧室,24,1,1,1,0,1,0,0,0.0370287532104,,0.0296839502873,0.0296839502873,0.0296839502873,0.0296839502873,-0,-0,1,0,False,24,0,P1,1,0,0,0,0,0,False,卧室,sleep
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0.05,起居与休闲,24,7,3,0.833333333333,0.166666666667,0.666666666667,0,0.557971014493,0.013219383752,0.089456357265,0.014796226106,0.0428332296388,0.0299714686171,0.0489622412945,1.75162916739,-0,1,2,True,24,0,P1,1,0,0.111666666667,0.1,0.000248391763434,4,True,起居与休闲,living
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0.1,起居与休闲,24,3,2,0.958333333333,0.0416666666667,0.666666666667,0,0.489130434783,0.0206426762618,0.0924327887677,0.0158901573588,0.0673255003112,0.0410608632086,0.0489622412945,1.09948398179,-0,1,0,True,24,0,P1,1,0,0.0358333333333,0.0566666666667,0.0286710506366,1,False,起居与休闲,living
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0.2,起居与休闲,24,2,1,0.958333333333,0.0416666666667,0.958333333333,0,0.0833333333333,0.0457939449317,0.16535546821,0.0421966138151,0.0421966138151,0.0421966138151,0.0489622412945,0.249882292833,-0,1,0,False,24,0,P1,1,0,0,0,0.00337507472069,1,False,起居与休闲,living
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,0.05,起居与休闲,6,5,1,0.333333333333,0.666666666667,0.333333333333,0,0.933333333333,0.0347884081668,0.108569025427,0.0347884081668,0.0347884081668,0.0347884081668,0.111432966106,2.25162916739,-0,1,0,False,6,0,C1,1,0,0.71,0.29,0,4,True,起居与休闲,living
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,0.1,起居与休闲,6,3,1,0.666666666667,0.333333333333,0.666666666667,0,0.6,0.0577130317597,0.134275174843,0.0595328500214,0.0595328500214,0.0595328500214,0.111432966106,1.25162916739,-0,1,0,False,6,0,C1,1,0,0.22,0.0566666666667,0.00333333333333,2,False,起居与休闲,living
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,0.2,起居与休闲,6,1,1,1,0,1,0,0,0.10365031761,,0.111432966106,0.111432966106,0.111432966106,0.111432966106,-0,-0,1,0,False,6,0,C1,1,0,0,0,0,0,False,起居与休闲,living
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,0.05,通行与连接,24,17,5,0.5,0.5,0.125,0.663043478261,0.903225806452,0.0205151048795,0.140153846721,0.0237523053708,0.0333792599472,0.0171862345959,0.0908732056508,3.93872187554,1.51565465574,3,5,True,24,0,P1,1,0,0.5125,0.250833333333,0.00120779103676,12,True,通行与连接,circulation
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,0.1,通行与连接,24,9,4,0.791666666667,0.208333333333,0.291666666667,0.663043478261,0.569892473118,0.0547965588955,0.18425842854,0.0564426956487,0.06262602388,0.0574949134496,0.0908732056508,2.75096198276,1.51565465574,3,2,True,24,0,P1,1,0,0.184166666667,0.0841666666667,0.000846015632974,5,True,通行与连接,circulation
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,0.2,通行与连接,24,6,3,0.875,0.125,0.416666666667,0.663043478261,0.225806451613,0.0834321831971,0.283354375155,0.0782042831452,0.0865436112211,0.075217048756,0.0908732056508,2.04868060892,1.51565465574,3,1,False,24,0,P1,1,0,0.100833333333,0.0183333333333,0,3,True,通行与连接,circulation
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,0.05,卧室,24,7,4,0.875,0.125,0.625,0.159420289855,0.534482758621,0.0157663593318,0.0711654303079,0.0206594601793,0.0460114443521,0.025806686872,0.0412633863489,1.89315587847,0.413816850304,2,3,True,24,0,P1,1,0,0.0391666666667,0.1925,0.00717217513309,3,True,卧室,sleep
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,0.1,卧室,24,3,3,1,0,0.666666666667,0.159420289855,0.413793103448,0.0232050341728,0.0767853699846,0.0227406102284,0.0578821927137,0.026708300023,0.0412633863489,1.18872187554,0.413816850304,2,1,True,24,0,P1,1,0,0.02,0.0966666666667,0.0145352416444,0,False,卧室,sleep
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,0.2,卧室,24,2,2,1,0,0.916666666667,0.159420289855,0,0.0453762076122,,0.0412633863489,0.0412633863489,0.0206316931745,0.0412633863489,0.413816850304,0.413816850304,2,1,False,24,0,P1,1,0,0.0208333333333,0.0608333333333,0,0,False,卧室,sleep
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,0.05,卧室,23,9,5,0.826086956522,0.173913043478,0.391304347826,0.379446640316,0.71974522293,0.0236469714847,0.0640147166402,0.0236083844829,0.0376236018804,0.0224457111827,0.0445746483692,2.69577499878,0.966451628747,2,4,True,24,1,P1,1,0,0.139166666667,0.235,0.0273044851892,4,True,卧室,sleep
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,0.1,卧室,23,5,2,0.869565217391,0.130434782609,0.739130434783,0.379446640316,0.114649681529,0.0412163034604,0.141392419148,0.0410421642098,0.041349199694,0.020674599847,0.0445746483692,1.29565952982,0.966451628747,2,1,False,24,1,P1,1,0,0.135833333333,0.0433333333333,0,3,True,卧室,sleep
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,0.2,卧室,23,4,2,0.913043478261,0.0869565217391,0.782608695652,0.379446640316,0.00636942675159,0.051046499769,0.310875761705,0.0437236331325,0.0447237574736,0.0223618787368,0.0445746483692,1.05340815049,0.966451628747,2,1,False,24,1,P1,1,0,0.104166666667,0.0441666666667,0,2,False,卧室,sleep
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,0.05,卧室,4,4,0,0,1,0.25,0.5,1,,0.0738808636948,,,,0.0641145486904,2,0.811278124459,0,0,False,4,0,C2-A-RP,2,0,1,0,0,4,False,卧室,sleep
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,0.1,卧室,4,3,1,0.5,0.5,0.5,0.5,0.666666666667,0.057024089161,0.0823092509618,0.057024089161,0.057024089161,0.057024089161,0.0641145486904,1.5,0.811278124459,1,0,False,4,0,C2-A-RP,2,0,0.285,0.375,0.0733333333335,2,False,卧室,sleep
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,0.2,卧室,4,2,1,0.75,0.25,0.75,0.5,0,0.0738808636948,,0.0641145486904,0.0641145486904,0.0641145486904,0.0641145486904,0.811278124459,0.811278124459,1,0,False,4,0,C2-A-RP,2,0,0.23,0.27,0,1,False,卧室,sleep
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,manual,0.05,起居与休闲,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-B,1,0,1,0,0,2,False,起居与休闲,living
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,manual,0.1,起居与休闲,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-B,1,0,1,0,0,2,False,起居与休闲,living
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,manual,0.2,起居与休闲,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-B,1,0,1,0,0,2,False,起居与休闲,living
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,manual,0.05,卧室,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-B,1,0,1,0,0,2,False,卧室,sleep
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,manual,0.1,卧室,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-B,1,0,1,0,0,2,False,卧室,sleep
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,manual,0.2,卧室,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-B,1,0,1,0,0,2,False,卧室,sleep
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,manual,0.05,起居与休闲,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-B,1,0,1,0,0,2,False,起居与休闲,living
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,manual,0.1,起居与休闲,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-B,1,0,1,0,0,2,False,起居与休闲,living
