image_id,condition,cut,rule,early_k,n_observed,n_valid,n_invalid,n_supported_modes,singleton_mass,p_sustained_onset_by_k,p_any_observed_onset,onset_median_conditional,late_new_geometry
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,0.2,D20_distribution,2,5,5,0,1,0.2,0,0,,0.19
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,0.2,D20_distribution,3,5,5,0,1,0.2,0,0,,0.19
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,0.2,D20_distribution,4,5,5,0,1,0.2,0,0,,0.19
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,0.2,D20_distribution,5,5,5,0,1,0.2,0,0,,0.19
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,0.2,D20_distribution,6,5,5,0,1,0.2,0,0,,0.19
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,0.2,D20_distribution,7,5,5,0,1,0.2,0,0,,0.19
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,0.2,G10_geometry,2,5,5,0,1,0.2,0,0,,0.19
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,0.2,G10_geometry,3,5,5,0,1,0.2,0,0,,0.19
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,0.2,G10_geometry,4,5,5,0,1,0.2,0,0,,0.19
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,0.2,G10_geometry,5,5,5,0,1,0.2,0,0,,0.19
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,0.2,G10_geometry,6,5,5,0,1,0.2,0,0,,0.19
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,manual,0.2,G10_geometry,7,5,5,0,1,0.2,0,0,,0.19
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,P_pattern,2,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,P_pattern,3,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,P_pattern,4,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,P_pattern,5,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,P_pattern,6,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,P_pattern,7,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,D10_distribution,2,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,D10_distribution,3,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,D10_distribution,4,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,D10_distribution,5,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,D10_distribution,6,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,D10_distribution,7,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,D20_distribution,2,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,D20_distribution,3,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,D20_distribution,4,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,D20_distribution,5,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,D20_distribution,6,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,D20_distribution,7,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,G10_geometry,2,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,G10_geometry,3,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,G10_geometry,4,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,G10_geometry,5,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,G10_geometry,6,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.05,G10_geometry,7,24,24,0,4,0.25,0,0,,0.300833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,P_pattern,2,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,P_pattern,3,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,P_pattern,4,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,P_pattern,5,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,P_pattern,6,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,P_pattern,7,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,D10_distribution,2,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,D10_distribution,3,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,D10_distribution,4,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,D10_distribution,5,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,D10_distribution,6,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,D10_distribution,7,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,D20_distribution,2,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,D20_distribution,3,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,D20_distribution,4,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,D20_distribution,5,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,D20_distribution,6,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,D20_distribution,7,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,G10_geometry,2,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,G10_geometry,3,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,G10_geometry,4,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,G10_geometry,5,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,G10_geometry,6,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.1,G10_geometry,7,24,24,0,5,0.0833333333333,0,0.72,22,0.125833333333
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,P_pattern,2,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,P_pattern,3,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,P_pattern,4,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,P_pattern,5,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,P_pattern,6,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,P_pattern,7,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,D10_distribution,2,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,D10_distribution,3,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,D10_distribution,4,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,D10_distribution,5,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,D10_distribution,6,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,D10_distribution,7,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,D20_distribution,2,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,D20_distribution,3,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,D20_distribution,4,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,D20_distribution,5,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,D20_distribution,6,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,D20_distribution,7,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,G10_geometry,2,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,G10_geometry,3,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,G10_geometry,4,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,G10_geometry,5,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,G10_geometry,6,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,semi,0.2,G10_geometry,7,24,24,0,5,0,0,0.73,22,0.025
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,P_pattern,2,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,P_pattern,3,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,P_pattern,4,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,P_pattern,5,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,P_pattern,6,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,P_pattern,7,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,D10_distribution,2,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,D10_distribution,3,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,D10_distribution,4,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,D10_distribution,5,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,D10_distribution,6,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,D10_distribution,7,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,D20_distribution,2,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,D20_distribution,3,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,D20_distribution,4,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,D20_distribution,5,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,D20_distribution,6,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,D20_distribution,7,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,G10_geometry,2,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,G10_geometry,3,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,G10_geometry,4,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,G10_geometry,5,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,G10_geometry,6,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.05,G10_geometry,7,24,24,0,3,0.333333333333,0,0,,0.29
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,P_pattern,2,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,P_pattern,3,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,P_pattern,4,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,P_pattern,5,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,P_pattern,6,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,P_pattern,7,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,D10_distribution,2,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,D10_distribution,3,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,D10_distribution,4,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,D10_distribution,5,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,D10_distribution,6,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,D10_distribution,7,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,D20_distribution,2,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,D20_distribution,3,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,D20_distribution,4,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,D20_distribution,5,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,D20_distribution,6,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,D20_distribution,7,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,G10_geometry,2,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,G10_geometry,3,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,G10_geometry,4,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,G10_geometry,5,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,G10_geometry,6,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,G10_geometry,7,24,24,0,3,0.125,0,0,,0.0508333333333
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,P_pattern,2,24,24,0,2,0.0416666666667,0,0.99,11,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,P_pattern,3,24,24,0,2,0.0416666666667,0,0.99,11,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,P_pattern,4,24,24,0,2,0.0416666666667,0,0.99,11,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,P_pattern,5,24,24,0,2,0.0416666666667,0.07,0.99,11,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,P_pattern,6,24,24,0,2,0.0416666666667,0.17,0.99,11,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,P_pattern,7,24,24,0,2,0.0416666666667,0.24,0.99,11,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,D10_distribution,2,24,24,0,2,0.0416666666667,0,0.99,16,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,D10_distribution,3,24,24,0,2,0.0416666666667,0,0.99,16,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,D10_distribution,4,24,24,0,2,0.0416666666667,0,0.99,16,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,D10_distribution,5,24,24,0,2,0.0416666666667,0,0.99,16,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,D10_distribution,6,24,24,0,2,0.0416666666667,0,0.99,16,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,D10_distribution,7,24,24,0,2,0.0416666666667,0,0.99,16,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,D20_distribution,2,24,24,0,2,0.0416666666667,0,0.99,13,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,D20_distribution,3,24,24,0,2,0.0416666666667,0,0.99,13,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,D20_distribution,4,24,24,0,2,0.0416666666667,0,0.99,13,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,D20_distribution,5,24,24,0,2,0.0416666666667,0,0.99,13,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,D20_distribution,6,24,24,0,2,0.0416666666667,0.1,0.99,13,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,D20_distribution,7,24,24,0,2,0.0416666666667,0.16,0.99,13,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,G10_geometry,2,24,24,0,2,0.0416666666667,0,0.99,17,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,G10_geometry,3,24,24,0,2,0.0416666666667,0,0.99,17,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,G10_geometry,4,24,24,0,2,0.0416666666667,0,0.99,17,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,G10_geometry,5,24,24,0,2,0.0416666666667,0,0.99,17,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,G10_geometry,6,24,24,0,2,0.0416666666667,0,0.99,17,0.035
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.2,G10_geometry,7,24,24,0,2,0.0416666666667,0,0.99,17,0.035
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,P_pattern,2,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,P_pattern,3,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,P_pattern,4,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,P_pattern,5,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,P_pattern,6,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,P_pattern,7,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,D10_distribution,2,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,D10_distribution,3,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,D10_distribution,4,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,D10_distribution,5,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,D10_distribution,6,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,D10_distribution,7,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,D20_distribution,2,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,D20_distribution,3,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,D20_distribution,4,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,D20_distribution,5,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,D20_distribution,6,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,D20_distribution,7,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,G10_geometry,2,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,G10_geometry,3,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,G10_geometry,4,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,G10_geometry,5,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,G10_geometry,6,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.05,G10_geometry,7,5,5,0,0,1,0,0,,1
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.1,P_pattern,2,5,5,0,1,0.6,0,0,,0.5
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.1,P_pattern,3,5,5,0,1,0.6,0,0,,0.5
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.1,P_pattern,4,5,5,0,1,0.6,0,0,,0.5
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.1,P_pattern,5,5,5,0,1,0.6,0,0,,0.5
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.1,P_pattern,6,5,5,0,1,0.6,0,0,,0.5
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.1,P_pattern,7,5,5,0,1,0.6,0,0,,0.5
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.1,D10_distribution,2,5,5,0,1,0.6,0,0,,0.5
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.1,D10_distribution,3,5,5,0,1,0.6,0,0,,0.5
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.1,D10_distribution,4,5,5,0,1,0.6,0,0,,0.5
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.1,D10_distribution,5,5,5,0,1,0.6,0,0,,0.5
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.1,D10_distribution,6,5,5,0,1,0.6,0,0,,0.5
