image_id,condition,code,id_a,id_b,same_count,rms_deg,bottleneck_deg,ospa30_deg
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,f5958e31992e703a,True,2.3414572689743074,3.330390661940607,2.0891861187608214
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,59650fcf724f11bc,True,2.9938820483606303,4.086902904095243,2.728475275605777
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,13d54802362fd649,True,2.400462843143285,3.634994364712752,2.1293882834897953
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,84b0461c974c6f08,True,2.723806064190805,4.480602315742335,2.455223092839657
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,b36f0dc2bb36d9b6,True,2.18612484175508,2.765535524981092,2.0399327518523735
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,e43b14b1a0c01b0f,True,2.1391548250230903,3.129780138296444,1.979279482610428
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,a73527487e1ba30e,True,2.9938820483606303,4.086902904095243,2.728475275605777
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,9bf982556e9845da,True,2.9938820483606303,4.086902904095243,2.728475275605777
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,6c26d77b8fe5e104,True,2.7617759744430344,4.086902904095243,2.454993370021235
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,cbfa1db9b3b7ec4d,True,2.7617759744430344,4.086902904095243,2.454993370021235
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,b86432f92a43add3,True,2.3414572689743074,3.330390661940607,2.0891861187608214
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,9130e3a10b708f2c,True,2.18612484175508,2.765535524981092,2.0399327518523735
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va-04,9c8a68204bbf22bf,2099f09dd0969482,True,3.062641138013742,4.306465146790059,2.735387422429543
